id,title,authors,venue,year
35152,export database derivation in object-oriented wrappers,"ep lim , hk lee","information & software technology ,",1999.0
35169,self-tuning database technology and information services : from wishful thinking to viable,"g weikum , a moenkeberg , c hasse , p zabback","vldb ,",2002.0
35170,an effective hash based algorithm for mining association rules,"sp jong , sc ming , sy philip","proceedings of the 1995 acm sigmod international conference & hellip ; ,",
35226,a generalized model for a ternporal relational database,"s gadia , c yeung","proceedings of a cm sigmod conference ,",
35230,online query processing : a tutorial,"pj haas , jm hellerstein","sigmod record ,",2001.0
35232,stream processing of xpath queries with predicates,"ak gupta , d suciu","sigmod conference ,",2003.0
35234,mind your vocabulary : query mapping across heterogeneous information sources,"cck chang , h garcia-molina","sigmod conference ,",1999.0
35235,strategies for handling transactions in distributed data base systems during recovery,b walter,"vldb ,",1980.0
35236,metadata in video databases,a hampapur,,
35251,shamkantnavathe . an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski",proceedings of the 21st international conference on very,
35264,reasoning with temporall authorizations and periodicity constraints in database access control,"e bertino , c bettini , e ferrari , p samarati","acm trans . on database systems ,",
35292,foundations of probabilistic answers to queries,"d suciu , n dalvi","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
35294,bulk-loading techniques for object databases and an application to relational data,"s amer-yahia , s cluet , c delobel","vldb ,",1998.0
35302,cluster analysis for gene expression data : a survey,j daxin,"ieee transactions on knowledge and data engineering ,",
35303,xml and electronic commerce : enabling the network economy,"b meltzer , r glushko","sigmod record ,",1998.0
35311,dynamic multidimensional histograms,"n koudas , s guha , p indyk , n thaper","proc . acm sigmod ,",
35315,the clio project : managing heterogeneity u. of toronto,"rj miller , ma hernandez , lm hass , l yan , cth ho , r",ibm almaden research,
35336,mercury : a scalable publish-subscribe system for internet games,"ar bharambe , s rao , s seshan","proceedings of the first workshop on network and system & hellip ; ,",2002.0
35337,databases and visualization,da keim,"sigmod conference ,",1996.0
35339,optimization algorithms for simultaneous multidimensional queries in olap environments,"p kalnis , d papadias",,
35351,an adaptive data replication algorithm in : acm transaction on database systems,"o wolfson , s jajodia , y huag",,1997.0
35371,data management for peer-to-peer computing : a vision,"a kementsietsidis , j mylopoulos , l serafini , i","acm sigmod webdb workshop &#39; 02 ,",
35387,dynamic service matchmaking among agents in open information environments .,acms anthology,"sigmod record ,",1999.0
35388,a framework for supporting data integration using the materialized and virtual approaches,"r hull , g zhou","sigmod conference ,",1996.0
35397,integration of structured and unstructured data in ibm content manager,dm choy,"proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
35400,"cc. , and hwang , sw. , '' minimal probing : supporting expensive predicates for top-k queries , ''",k chang,"proceedings of the 2002 acm sigmod conference ,",
35409,set-derivability of multidimensional aggregates,"j albrecht , h guenzel , w lehner",,
35412,"using schematically heterogeneous structures . sigmodâ ?? 98 seattle wa , usa",rj miller,acm 0-89791-995-5 .,
35418,garbage collection in object oriented databases using transactional cyclic reference counting,"s ashwin , p roy , s seshadri , a silberschatz , s","vldb ,",1997.0
35424,component-based apis for versioning and distributed applications,rj stets,,
35426,a denotational semantics for continuous queries over streams and relations,"a arasu , j widom","sigmod record ,",2004.0
35432,optimal semijoin schedules for query processing in local distributed database systems,"mg gouda , u dayal",,
35434,"algorithms for mining distance-based outliers in large datasets , the vldb conference","en knott , rt ng","new york , usa , september",
35435,high performance and availability through data distribution,j kasi,,
35459,andb . seeger . multistep processing of spatial joins,"t brinkhoff , hp kriegel , r schneider",proc . of acm,
35462,a sequential pattern query language for supporting instant data mining for e-services,"r sadri , c zaniolo , am zarkesh , j adibi","& hellip ; international conference on very large data bases table of & hellip ; ,",2001.0
35470,minimization of tree pattem queries,"sa yahia , s cho , lvs lakshmananâ ? ¦",proc of the acm sigmod,
35490,transactions and consistency in distributed database systems,"il traiger , j gray , ca galtieri , bg lindsay","acm transactions on database systems ,",1982.0
35507,"dom.â ?? distributed hypertext resource discovery through examples , â ??",b chakrabarti,proceedings of the 25,
35508,on completeness of historical relational query languages,"j clifford , a croker , a tuzhilin","acm transactions on database systems ( tods ) ,",1994.0
35537,"'' honey , i shrunk the dbms '' : footprint , mobility , and beyond",p seshadri,"sigmod record ,",1999.0
35543,adaptive similarity search using non-relevant information,"rg atv , s ghosal",,2002.0
35556,the pyramid-technique : towards breaking the curse of dimensionality,"s berchtold , hp kriegel","sigmod record ,",1998.0
35562,a novel index supporting high volume data warehouse insertion,"c jermaine , a datta , e omiecinski","proceedings of the international conference on very large & hellip ; ,",1999.0
35568,on the semantics of the relational data model,"ha schmid , jr swenson","proceedings of the 1975 acm sigmod international conference & hellip ; ,",1975.0
35571,data management for pervasive computing,"m cherniack , mj franklin , sb zdonik","& hellip ; international conference on very large data bases table of & hellip ; ,",2001.0
35580,sybase replication server,"agy wang , m deppe",,
35581,a framework for finding projected clusters in high dimensional spaces,cc aggarwalâ ? ¦,,
35588,optimizing real conjunctive queries,"s chaudhuri , m vardi","proc . of the acm sigact-sigmod-sigart symposium on & hellip ; ,",
35592,lazy evaluation of active xml queries,"s abiteboul , o benjelloun , b cautis , i manolescu ,","proc . of acm sigmod ,",
35593,wrapper generation for semi-structured internet sources,"n ashish , c knoblock",,1997.0
35595,instructional technology to enhance teaching,"be roth , d sanders","new directions for higher education ,",1996.0
35609,the world wide web and databases,"p atzeni , a mendelzon , g mecca",,1999.0
35621,gene sys : a system for efficient spatial query processing,"t brinkhoff , hp kriegel , r schneider , b seeger","proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
35639,an adaptive data placement scheme for parallel database computer systems,"ka hua , c lee","vldb ,",1990.0
35643,on the design and implementation of information systems from deductive conceptual models,a oliv,proceedings of the fifteenth vldb,
35648,coordinating backup/recovery and data consistency between database and file systems,"s bhattacharya , c mohan , k brannon , i narang , hi","sigmod conference ,",2002.0
35665,maintaing data privacy in association rule mining,"sj rizvi , jr haritsa",proceedings of the 28th international conference on very,
35666,view maintenance in a warehousing environment [ c ],"y zhuge , h garcia-molina , j hammerâ ? ¦","proceedings of acm sigmod confer-ence , san jose , ca ,",
35672,foreword,j duncan,,
35679,performance evaluation of a new distributed deadlock detection algorithm,"c yeung , s hung , k lam","sigmod record ,",1994.0
35687,the middleware muddle,a example,,
35698,an asynchronous avoidance-based cache consistency algorithm for client caching dbmss,"g darmstadt , c edmonton , rc unraut , c solutions",,
35703,lh * rsâ ?? a highly-available scalable distributed data structure,"w litwin , r moussa","acm transactions on database systems ( tods ) ,",2005.0
35718,the data management facilities of plain,ai wasserman,proceedings of the 1979 acm sigmod international conference,
35720,image processing on the massively parallel processor,jl potter,"ieee computer ,",
35727,microsoft terraserver : a spatial data warehouse,"t barclay , j gray , d slutz","sigmod record ,",2000.0
35737,marketing the information center,ml richardson,"computerworld ,",
35750,rules in database systems ( rids-95 ),t sellis,,1995.0
35760,eic editorial,ps yu,"ieee transactions on knowledge and data engineering ,",2004.0
35775,"reed : robust , efficient filtering and event detection in sensor networks","dj abadi , s madden , w lindner","proceedings of the 31st international conference on very & hellip ; ,",2005.0
35777,"e suciu , d. , â ?? a query language and optimisation techniques for unstructured dataâ ??","p buneman , s davidson , g hillebrand","proceedings acm-sigmod international conference on & hellip ; ,",
35778,high-dimensional index structures,"s berchtold , da keim","proceedings of sigmod ,",
35791,a non-uniform data fragmentation strategy for parallel main-menory database systems,"n bassiliades , i vlahavas","proceedings of the international conference on very large & hellip ; ,",1995.0
35793,meaningful change detection in structured data . available at url http://www-db,"s chawathe , h garcia-molina",,1997.0
35798,an efficient indexing method for partitioned data,"d choy , c mohan","ibm research report , ibm almaden research center , january ,",
35803,nearest neighbor queries,"n roussopoulos , s kelley , f vincent","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0
35805,integrating performance monitoring and communication in parallel computers,"m martonosi , d ofelt , m heinrich","proceedings of the 1996 acm sigmetrics international & hellip ; ,",1996.0
35813,object orientation in heterogeneous distributed computing systems,"jr nicol , ct wilkes , fa manola",,
35819,temporal views in olap,"cd table , f table",,
35825,analytic models for database management system,i miyamoto,"proc . of int . conf . on vldb , sept ,",
35843,theory of dependence values,r meo,"acm transactions on database systems ,",2000.0
35848,control and coordination of heterogeneous transaction processing systems,"r bose , sd burd","information and software technology ,",1997.0
35853,the impact of information technology on coordination costs : implications for firm productivity,n shin,,
35854,engineering federated information systems,rd kutsche,,2001.0
35861,optimizing result prefetching in web search engines with segmented indices .,"r lempel , s moran","acm transactions on internet technology ,",2004.0
35865,andj . widom . viewmaintenanceina warehousingenvironment,"y zhuge , h garcia-molina , j hammer","proceedings of the acm sigmod ,",
35868,autoadmin what-if index analysis utility for microsoft sql server,"s chaudhuri , v narasayya","proc . of acm sigmod conf ,",
35874,microsoft universal data access platform,"ja blakeley , mj pizzo",,
35875,on the correct translation of update operations on relational views,"u dayal , pa bernstein","acm transactions on database systems ,",1982.0
35877,errors in ` process synchronization in database systems ',"pa bernstein , ma casanova , n goodman","sigmod record ,",1981.0
35887,"advanced transaction models in workflow contexts , tech","g alonso , d agrawal , a el abbadi , m kamath , r","bericht , ibm almaden research center , july ,",
35892,an overview of data warehousing and olap technology .,"s chaudhri , u dayal",,1997.0
35914,locking performance in centralized databases,"yc tay , n goodman , r suri","acm transactions on database systems ( tods ) ,",1985.0
35922,managing intra-operator parallelism in parallel database systems,m mehta,"proceedings of the international conference on very large & hellip ; ,",1995.0
35934,access path selectlon in a relational database management system,"mm astrahan , pg sellinger , dd chamberlain , ra","proceedings ( 1979 ) sigmod conference ,",
35935,content-based image indexing,t cker chiuen,"procs . of the 20th vldb conference ,",
35967,sequentiality and prefetching in database systems,aj smith,"acm transactions on database systems ,",1978.0
35978,genesis : a distributed database operating system,"tw page jr , mj weinstein , gj popek","proceedings of the 1985 acm sigmod international conference & hellip ; ,",1985.0
35979,multiple-query optimization,ks timos,"acm transactions on database systems ( tods ) ,",
35990,sash : a self-adaptive histogram set for dynamically changing workloads,"l lim , m wang , js vitter","proceedings of the international conference on very large & hellip ; ,",2003.0
36000,the aoodb workbench : an environment for the design of active object-oriented databases,"w obermair , w retschitzegger , a hirnschall , g",,
36009,set-oriented production rules in relational database systems,portal.acm.org,,
36010,robust techniques for signal processing - a survey,"sa kassam , hv poor","ieee , proceedings ,",1985.0
36026,on saying â ?? enough already!â ??,"mj carey , d kossmann",sql . in proc . of the acm sigmod conf . on management of,
36030,"keim , andhans-peter kriegel . an index structure for high-dimensional data",da stefanberchtold,"procs . of the 22nd vldb conference ,",
36034,ripple algorithms for online aggregation,"pj haas , jm hellerstein","proc . acm-sigmod international conference on management of & hellip ; ,",
36053,aurora : a data stream management system ( demo description ),"d abadi , d carney , u cetintemel , m cherniack , c",proceedings of the 2003 acm sigmod conference on management,
36059,database tuning : principles,"d shasha , p bonnet","experiments and troubleshooting techniques , morgan kaufmann ,",
36064,lof : identifying outliers in large dataset,"mm breunig , hp kriegel , rt ng , j sander","proc . of acm sigmod ,",
36069,estimating the cost of updates in a relational database,"m schkolnick , p tiberio","acm transactions on database systems ( tods ) ,",1985.0
36091,strudel web-site management system userâ ?? s guide version 0.8,"m fernandez , d florescu , a levy , d suciu , j kang ,","at & t laboratories , usa , oktober ,",
36092,lazy updates for distributed search structure,"t johnson , p krishna",,
36105,"donâ ?? tscrapit , wrapit ! awrapper architecture for legacy data sources",spm rothmt,"proceedings of the conferenceonverylargedatabases ( vldbâ ?? 97 & hellip ; ,",
36117,similarity-based queries fortimeseriesdata,"d rafiei , ao mendelzon","& hellip ; . acmsigmodinternational conference on management of data ,",
36140,rt ng algorithms for mining distance-based outliers in large datasets,em knorr,"proceedings of24th international conference on very large & hellip ; ,",
36172,persistence software : bridging object-oriented programming and relational databases,"am keller , r jensen",,
36173,classic : a structural data model for objects,"a bordiga , r brachman , d mcguiness , l resnick","1989 acm sigmod international conference on management of & hellip ; ,",
36174,checks and balances : monitoring data quality problems in network traffic databases,"f korn , s muthukrishnan , y zhu",,
36184,multiview access protocols for large-scale replication,"x liu , a helal , w du","acm transactions on database systems ,",1998.0
36185,query by images and video content : ibm-qbic system,m flicknerâ ? ¦,"ieee computer ,",
36191,l987 . the theory of probabilistic databases,"r cavallo , m pittarelli",proceedings of the international conference on very large,
36198,idiff : informative summarization of differences in multidimensional aggregates,s sarawagi,"data mining and knowledge discovery ,",2001.0
36201,range queries to scalable distributed data structure rp * .,"m tsangou , s ndiaye , m seck , w litwin",,
36209,the roadrunner project : towards automatic extraction of web data,"v crescenzi , g mecca , p merialdo",,
36221,flowback : providing backward recovery for workflow management systems,"b kiepuszewski , r muhlberger , me orlowska","sigmod record ,",1998.0
36232,global distributed objectsâ ?? opportunities and challenges,"j ainslie , m fisher , p mckee , n pryce","bt technology journal ,",2000.0
36236,the o2 object-oriented database system,f bancilhon,"proceedings of the 1992 acm sigmod international conference & hellip ; ,",1992.0
36238,a modeling technique for the performance analysis of web searching applications,"m scarpa , a puliafito , m villari , a zaia","ieee transactions on knowledge and data engineering ,",2004.0
36277,rule management in object-oriented databases : a unified approach,"o diaz , n paton , p gray","proceedings 17th international conference on very large data & hellip ; ,",
36278,storing semistructed data with stored,"a deutsch , m fernandez , d suciu","proceedings of the acm sigmod international conference on & hellip ; ,",
36282,a performance evaluation of four parallel join algorithms in a shared-nothing multiprocessor,"da scheneider , dj dewitt","proc . acm sigmod , portland",
36293,enterprise information architectures -- they 're finally changing,wp melling,"sigmod conference ,",1994.0
36302,change-centric management of versions in an xml warehouse,"a marian , s abiteboul , g cobena , l mignet","proceedings of the international conference on very large & hellip ; ,",2001.0
36331,an information retrieval approach for image databases,"f rabitti , p savino",,
36345,of objects and databases : a decade of turmoil . 22nd vldb conf,"mj carey , dj dewitt","bombay , india ,",
36350,range queries in olap data cubes,"ct ho , r agrawal , n megiddo , r srikant",,
36351,implementing lazy database updates for an object database system,"f ferrandina , t meyer , r zicari","vldb ,",1994.0
36355,corll manual : a storage and filemanagement system for knowledge bases,de smith,"technical report hpp-80-8 , stanford university heuristic",
36361,indexing the position of continuously moving points,"s saltenis , c jensen , s leutenegger , m lopez","proceedings of the 2000 acm sigmod international conference & hellip ; ,",
36378,queryoptimization inheterogeneous dbms,w duetal,"proc . of vldb ,",
36380,"molina , r. aranha , and y. cho . extracting semistructured information from the web","j hammer , h garcia","technical report , computer science department , stanford",
36401,streaming queries over streaming data,"m franklin , s chandrasekaran","28th vldb conference , the international journal on vldb , & hellip ; ,",
36446,learning to match the schemas of data sources : a multistrategy approach,"ah doan , p domingos , a halevy","machine learning ,",2003.0
36457,microsoft access projects with microsoft sql server,"r albrecht , n nicol",microsoft,
36461,"the glue-nail deductive database system : design , implementation , and evaluation","ma derr , s morishita , g phipps","the vldb journal the international journal on very large & hellip ; ,",1994.0
36476,linking business to deliver value : a data management challenge,a deshpande,"proceedings of the international conference on very large & hellip ; ,",2000.0
36484,public key infrastructuresâ ?? the next generation,"kp bosworth , n tedeschi","bt technology journal ,",2001.0
36497,clustering of time-series data streams,"p rodrigues , j gama , jp pedroso",,
36509,implementation of the coral deductive database system,"r ramakrishnan , d srivastava , s sudarshan , p","proceedings of acm sigmod international conference on & hellip ; ,",1993.0
36520,browsing in a loosely structured database,a motro,"proceedings of the 1984 acm sigmod international conference & hellip ; ,",1984.0
36528,the oracle universal server buffer manager,"w bridge , a joshi , m keihl , t lahiri , j loaiza , n","proceedings of the international conference on very large & hellip ; ,",1997.0
36529,parametric query optimization,a hulgeri,,2004.0
36546,processing object-oriented queries with invertible late bound functions,"s flodin , t risch","proceedings of the 21th international conference on very & hellip ; ,",1995.0
36549,similarity-based queries for time series data,"pl altick , d rafiei , a mendelzon","sigmod rec ,",1997.0
36567,mobile computing and databases : anything new ?,"bb noble , a helal","sigmod record ,",
36603,database failure recovery for cellular phone networks,yb lin,submitted for,
36620,iterative dynamic programming : a new class of query optimization algorithms,"d kossmann , k stocker","acm transactions on database systems ,",2000.0
36628,answering sql queries with aggregation using views,"s dar , hv jagadish , ay levy , d srivastava","at & t technical memorandum ,",
36630,xquery : an xml query language,d chamberlin,"ibm systems journal ,",2002.0
36632,controlling access to published data using cryptography,m datenbanken,,
36645,a performance study of transitive closure algorithms,"s dar , r ramakrishnan","sigmod conference ,",1994.0
36651,fast algorithms for mining association rules in large databases,"r argrawal , r srikant",,1994.0
36653,an evaluation of vertical class partitioning for query processing in object-oriented databases,"c fung , k karlapalem , q li","ieee transactions on knowledge and data engineering ,",2002.0
36656,learning to map between ontologies on the semantic web,"ah doan , j madhavan , p domingos , ay halevy","www ,",2002.0
36665,some analytic tools for the design of relational database systems,kk nambiar,"vldb ,",
36667,path constraints on semistructured and structured data,portal.acm.org,,
36669,expressing cultural identity in the learning community : opportunities and challenges,am ortiz,"new directions for teaching and learning ,",2000.0
36689,beyond relational databases,ms jackson,"information and software technology ,",1990.0
36691,distributed query processing in a relational data base system,"r epstein , m stonebraker , e wong",proceedings of the 1978 acm sigmod international conference,
36693,quickstore : a high performance mapped object store,"sj white , dj dewitt","the vldb journal the international journal on very large & hellip ; ,",1995.0
36711,query optimization : reordering for a general class of queries,"p goel , b iyer",acm sigmod intl. conf . on management of data,
36720,the information integration system k2,v tannen,"bioinformatics : managing scientific data , t. critchlow and z",
36734,corrigendum to '' a tunable class hierarchy index for object-oriented databases using a,"jh lee , ky whang , ws han , ws cho , iy song","information and software technology ,",2001.0
36743,meshed multipath routing : an efficient strategy in wireless sensor networks,"s de , c qiao , h wu",computer,
36751,"h. , witkowski , a. , and ziauddin , m. 1998 . materialized views in oracle","rg bello , k dias , a downing jr , nc jf , s wd",proceedings of the conferencce on very large data bases (,
36755,ands . tsur . dynamicitemset counting and implication rules for market basket data,"s brin , r motwani , j ullman","acm sigmod conf . management of data , may ,",
36756,join indices,p valduriez,"acm transactions on database systems ,",1987.0
36758,analysis of the characteristics of production database workloads and,"ww hsu , aj smith , hc young",,1999.0
36759,handling redundancy in the processing of recursive queries,"j han , lj henschen","proceedings of sigmod â ?? 87 international conference on the & hellip ; ,",
36782,knowledge management,nj davies,"bt technology journal ,",2000.0
36785,an algebraic analysis of clitic pronouns in italian,"c casadio , j lambek","lecture notes in computer science ,",2001.0
36798,random sampling for histogram construction : how much is enough ?,"r motwani , s chaudhuri , v narasayya",,1998.0
36814,the design of distributed database systems in the presence of failures,mll liu,,
36815,"l. miller , â ?? performancemeasurementsoftertiarystoragedevices , â ?? inproc",t johnsonande,"24thinternational conference on very large data bases , ( vldb ) & hellip ; ,",
36827,queries and updates in the codb p2p database system,"e franconi , g kuper , a lopatenko , i zaihrayeu",,2004.0
36845,design principles for data-intensive web sites .,acms anthology,"sigmod record ,",1999.0
36855,a vector-wise dimensionality reduction for indexing high dimensional data,"j an , h chen , k furuse , m ishikawa , n ohbo",,
36856,second generation image coding techniques,"m kunt , a ikonomopoulos , m kocher",,1985.0
36872,provmg consistency of database transactions,"g gardarm , m melkanoff","proc 5th intâ ?? l conf vldb ,",
36890,weak temporal relations,sk gadia,"proceedings of the fifth acm sigact-sigmod symposium on & hellip ; ,",1985.0
36897,exploratory mining and pruning optimizations of constrained associatino rules .,"rnl lakshmanan , j han , a pang",,1998.0
36900,optimizing queries accross diverse data sources . 23th vldb conf,"l haas , d kossmann , e wimmers , j yang","athens greece ,",
36912,foreword,ja wheeler,"numerical astrophysics ,",1985.0
36917,report on the second ieee metadata conference ( metadata ' 97 ),"r musick , c miller","sigmod record ,",1998.0
36922,supporting dymmic displays using active rules,"o diazs , a jailnet , nw patentâ ? ¦","sigmod record ,",1994.0
36935,querying sliding windows over on-line data streams,l golab,,
36937,query unnesting in object-oriented databases,l fegaras,,
36952,next generation database systems wo n't work without semantics !,j mylopoulos,"sigmod record ,",1998.0
36953,a homogeneous relational model and query languages for temporal databases,sk gadia,"acm transactions on database systems ,",1988.0
36967,m. livny â ?? value-based scheduling in real-time database systemsâ ??,"jr haritsa , mj carey","international journal on very large data bases ,",
36969,an adaptive hybrid server architecture for client caching odbmss,"k voruganti , mt ã?zsu , rc unrau","proceedings of the 25th international conference on very & hellip ; ,",1999.0
36975,indexing for progressive skyline computation,"pk eng , bc ooi , kl tan","data and knowledge engineering ,",2003.0
36983,the database group at national technical university of athens ( ntua ),"i overview , q processing , o techniques","sigmod record ,",1995.0
36988,small worlds : the dynamics of networks between order and randomness,"j wu , dj watts","acm sigmod record ,",2002.0
36995,automatic subspace clustering of high dimensional data for data mining applications,"r agarwal , j gehrke , d gunopolos , p raghavan","proc . of sigmod ,",
36999,new sampling-based summary statistics for improving approximate query answers . acm sigmod int,m gibbons,conference on management of data,
37003,"m. , kriegel , h.-p. , et al. , 1999 , â ?? optics : ordering points to identify the clustering structureâ ??","m ankerst , m breunig",proceedings of the acm sigmod conference on management of,
37005,caching strategies for data-intensive web sites,"k yagoub , d florescu , v issarny , p valduriez","vldb ,",2000.0
37010,museum finlandâ ?? finnish museums on the semantic web,"e hyvonen , e makela , m salminen , a valo , k","journal of web semantics ,",2005.0
37012,a consensus glossary of temporal database concepts-feb . 1998 version,"cs jensen , ce dyreson",,1998.0
37013,declaring and checking non-null types in an object-oriented language,m fahndrich,,
37025,data-gathering wireless sensor networks : organization and capacity,"ej duarte-melo , m liu","computer networks ,",2003.0
37028,"xquery : a query language for xml , february 2001","d chamberlin , d florescu , j robie , j simeon , m",,
37034,to weave the web . vldbâ ?? 97,"p atzeni , g mecca , p merialdo",proceedings of 23rd international conference on very large,
37039,data placement in parallel database systems,"s zhou , mh williams",,
37045,near neighbor search in large metric spaces,s bdn,"vldb conf ,",
37056,watermarking relational databases cerias tr 2002-28,"r sion , m atallah , s prabhakar",,
37068,"local disk caching for client-server database systems , '' 19th int","mj franklin , mj carey , m livny","conf . on very large data bases , dublin , ireland , august ,",
37074,mining frequent patterns without candidate generation : [ technical report cmpt99-12 ],"j herlocker , j pei , y yin","school of computing science , simon fraser university ,",
37076,better static rule analysis for active database systems,"e baralis , j widom","acm transactions on database systems ,",
37080,management of semistructured data,d suciu,"sigmod record ,",1997.0
37090,foreword,c wheddon,"bt technology journal ,",1998.0
37091,the oracle universal server buffer,"w bridge , a joshi , m keihl , t lahiri , j loaiza , n","proceedings of the 23rd international conference on very & hellip ; ,",1997.0
37093,codecideâ ?? a toolkit for negotiation support interfaces to multi-dimensional data,"m gebhardt , m jarke , s jacobs",proc . acm-sigmod conf . management of,
37100,dyda : data warehouse maintenance under fully concurrent environments,"j chen , x zhang , s chen , k andreas , ea","proceedings of sigmod demo session , page ,",
37102,efficient filtering of xml documents with xpath expressions,"cy chan , p felber , m garofalakis , r rastogi","the vldb journal the international journal on very large & hellip ; ,",2002.0
37103,an approach to confidence based page ranking for user oriented web search,"d mukhopadhyay , d giri , sr singh","sigmod record ,",2003.0
37108,efficient processing of spatial joins using r-trees,"t brinkho , hp kriegel , b seeger","proc . of acm sigmod ,",
37110,a low-cost storage server for movie on demand databases,"b ã?zden , a biliris , r rastogi , a silberschatz","proceedings of the 20th international conference on very & hellip ; ,",1994.0
37139,sting : a statistical information grid approach to spatial data mining,"w wang , j yang , r muntz","vldb ,",1997.0
37142,sampling for histogram construction : how much is enough,"s chaudhuri , r motwani , vr narasayya",proceedings of the acm sigmod international conference on,
37146,foreword,g shannon,"bt technology journal ,",1999.0
37160,type-safe relaxing of schema consistency rules for flexible modelling in oodbms,"e amiel , mj bellosta , e dujardin , e simon","the vldb journal the international journal on very large & hellip ; ,",1996.0
37166,"capability based mediation in tsimmis , 1998","c li , r yerneni , v vassalos , h garcia-molina , y","demonstration ,",
37169,"fast similarity search in the presence of noise , scaling , and translation in time-series","r agrawal , ki lin , hs sawhney , k shim","international conference on very large databases , vldb ,",
37172,spatial management of data,cf herotâ ? ¦,"acm transactions on database systems ,",1980.0
37180,a survey of semi-automatic extraction and transformation,"a crespo , j jannink , e neuhold , m rys , r studer",submitted to,
37202,stream processing of xpath queries with predicates,"k ashish , s dan","proc . of the sigmod . acm ,",
37217,han . efficient and eectiveclusteringmethods for spatial data mining,rt ng andj,"proc . of the vldb conference , santiago , chile , september ,",
37223,sampling-based estimation of thenumberofdistinct valuesofanattribute,"pj haas , jf naughton , s seshadri , l stokes","inproc . of vldb , pages311322 , zurich , switzerland , september ,",
37228,a system for phrase matching in xml,"s amer-yahia , m fernandez , d srivastava , yx pix","proceedings of the ieee international conference on data & hellip ; ,",
37229,an approach to implementing a relational data management system,jb rothnie jr,"proceedings of the 1974 acm sigfidet ( now sigmod ) workshop & hellip ; ,",1974.0
37231,keim . ( 1999 ) efficient geometry-based similarity search of 3d spatial databases,a daniel,sigmodâ ?? 99 philadelphia pa copyright acm 1999 1-58113-084-8,
37253,the entity-relationship model,p chen,"acm transactions on database systems ,",1976.0
37254,guest editor 's introduction : the nonprofit mission and its financing,ba weisbrod,"journal of policy analysis and management ,",
37257,osl : an office specification language .,"m hammer , js kunin","memo oam-024 , mit laboratory for computer science , dec ,",
37260,scheduling real-time transactions,"rk abbott , h garcia-molina","sigmod record ,",1988.0
37261,applying the golden rule of sampling for selectivity estimation,"y wu , d agrawal , a el abbadi","proceedings of the acm sigmod conference ,",
37264,communication support for cooperative application in open distributed processing systems,"j yi , e pastor",procs . of,
37268,transaction-processing techniques,we weihl,"acm press frontier series ,",1993.0
37283,business model design and evolution,"m weiss , d amyot",,
37291,query processing techniques for arrays,"ap marathe , k salem","the vldb journal the international journal on very large & hellip ; ,",2002.0
37299,classic : a structural data model for objects,"a borgida , rj brachman , dl mcguinness , la resnick","sigmod conference ,",1989.0
37317,"p. sistla , and 0 . wolfson . data replication for hlobiie computers",yh pi,"proceedings of the acm sigmod . pages 13 ,",
37320,book review column,d technologies,"sigmod record ,",2003.0
37329,a formal model for maximum concurrency in transaction systems with predeclared writesets,j xu,"vldb ,",1982.0
37342,keynote address-data abstraction and hierarchy,b liskov,acm sigplan,
37343,keynote address,mks akyeampong,"proceedings of ghana animal science association symposium ,",
37348,mining association rules between sets in large databases,"r aggrawal , t imielinski , a swami",proceedings of the acm-sigmod international conference on,
37358,"realm-based spatial data types : the rose algebra . fernuniversitã $ t hagen , informatik-report 141 ,","rh gã 1/4 ting , m schneider",vldb,
37360,an evaluation of extended entity-relationship model,h saiedian,"information and software technology ,",
37362,report on the 13th brazilian symposium on database systems ( sbbd ' 98 ),"ma nascimento , cb medeiros","sigmod record ,",1999.0
37364,"lies , damn lies and the internet",s ulfelder,"computerworld ,",
37373,modeling and querying video databases,"c decleir , ms hacid",,
37381,editorial,a dw,"artificial intelligence review ,",
37390,beyond market baskets : generalized associations rules to correlations,"s brin , r motwani , c silverstein","proceedings of acm sigmod ,",
37391,managing memory for real-time queries,"hh pang , mj carey , m livny","proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
37434,open gis and on-line environmental libraries,k gardels,"sigmod record ,",1997.0
37441,composing xsl transformations with xml publishing views,"c li , p bohannon , hf korth , pps narayan","sigmod conference ,",2003.0
37453,flowback : providing backward recovery for workflow management,"b kiepuszewski , r muhlberger , me orlowska",proc . of the acm sigmod int . conference on management of,
37458,i/o reference behavior of production database workloads and the tpc,"ww hsu , aj smith , hc young",,1999.0
37465,efficient progressive skyline computation,"kl tan , pk eng , bc ooi","proceedings of the international conference on very large & hellip ; ,",2001.0
37475,a taxonomy of time in databases,"r snodgrass , i ahn","proceedings of the 1985 acm sigmod international conference & hellip ; ,",1985.0
37481,join synopses for approximate query answering,"sa agpr , pb gibbons , v poosala , s ramaswamy",proceedings of the acm sigmod international conference on,
37487,performance of adaptive query processing in the mariposa distributed database management system,j sidell,,
37488,source international conference on management of data archive,"p buneman , s jajodia","proceedings of the 1993 acm sigmod international conference & hellip ; ,",1993.0
37492,source international conference on management of data archive,"h boral , pa larson","proceedings of the 1988 acm sigmod international conference & hellip ; ,",1988.0
