species,generation,evolves_from_species,evolution_chain,color,shape,habitat,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate,forms_switchable,is_legendary,is_mythical,conquest_order,flavor_text,name
s_98d60dc8,5.0,,329,2.0,4.0,,0,3,90,0,120,0,1,1,1.0,0.0,,Countless charred remains mar thelandscape of places through whichThundurus has passed.,Thundurus
s_83a340a4,5.0,,330,9.0,9.0,,-1,3,0,0,120,0,1,0,1.0,0.0,197.0,Flames spew from its tail as it flies through thesky like a jet airplane. It’s said that this Pokémonwill scorch the world.,Reshiram
s_83a340a4,5.0,,330,9.0,9.0,,-1,3,0,0,120,0,1,0,1.0,0.0,197.0,"According to myth, if people ignore truth andlet themselves become consumed by greed,Reshiram will arrive to burn their kingdoms down.",Reshiram
s_87d33d87,6.0,id-665,342,9.0,13.0,,4,45,70,0,15,0,2,0,0.0,0.0,,Vivillon with many different patterns arefound all over the world. These patternsare affected by the climate of their habitat.,Vivillon
s_5dbec2b8,6.0,id-653,338,8.0,6.0,,1,45,70,0,20,0,4,0,0.0,0.0,,"It has a twig stuck in its tail. Withfriction from its tail fur, it sets thetwig on fire and launches into battle.",Braixen
s_ceae7aab,5.0,,335,9.0,12.0,,-1,3,100,0,120,0,1,1,0.0,1.0,,Its melodies are sung with a specialvocalization method that can controlthe feelings of those who hear it.,Meloetta
s_d1f10de6,5.0,,336,7.0,12.0,,-1,3,0,0,120,0,1,1,0.0,1.0,,"Over 300 million years ago, it was fearedas the strongest of hunters.It has been modified by Team Plasma.",Genesect
s_13c2debe,6.0,,343,3.0,8.0,,7,220,70,0,20,0,4,0,0.0,0.0,,"The stronger the opponent it faces,the more heat surges from its maneand the more power flows through its body.",Litleo
s_146c1434,8.0,id-885,466,5.0,,,4,45,50,0,40,0,1,0,0.0,0.0,,It’s capable of flying faster than 120 mph.It battles alongside Dreepy anddotes on them until they successfully evolve.,Drakloak
s_146c1434,8.0,id-885,466,5.0,,,4,45,50,0,40,0,1,0,0.0,0.0,,"Without a Dreepy to place on its head andcare for, it gets so uneasy it’ll try to substituteany Pokémon it finds for the missing Dreepy.",Drakloak
s_2afafb77,8.0,id-886,466,5.0,,,4,45,50,0,40,0,1,0,0.0,0.0,,"When it isn’t battling, it keeps Dreepy in theholes on its horns. Once a fight starts, it launchesthe Dreepy like supersonic missiles.",Dragapult
s_2afafb77,8.0,id-886,466,5.0,,,4,45,50,0,40,0,1,0,0.0,0.0,,Apparently the Dreepy inside Dragapult’shorns eagerly look forward to being launched outat Mach speeds.,Dragapult
s_e1856006,8.0,,465,9.0,,,4,45,50,0,30,0,2,0,0.0,0.0,,"Its body resembles polished metal, and it’s bothlightweight and strong. The only drawback is thatit rusts easily.",Duraludon
s_e1856006,8.0,,465,9.0,,,4,45,50,0,30,0,2,0,0.0,0.0,,"The special metal that composes its body is verylight, so this Pokémon has considerable agility.It lives in caves because it dislikes the rain.",Duraludon
s_0cf41cf5,8.0,id-811,430,5.0,,,1,45,50,0,20,0,4,0,0.0,0.0,,"By drumming, it taps into the power of its specialtree stump. The roots of the stump follow itsdirection in battle.",Rillaboom
s_0cf41cf5,8.0,id-811,430,5.0,,,1,45,50,0,20,0,4,0,0.0,0.0,,The one with the best drumming techniquesbecomes the boss of the troop. It has a gentledisposition and values harmony among its group.,Rillaboom
s_7c12043a,8.0,,463,5.0,,,-1,45,50,0,35,0,1,0,0.0,0.0,,Powerful legs and jaws made it the apex predatorof its time. Its own overhunting of its prey waswhat drove it to extinction.,Dracovish
s_7c12043a,8.0,,463,5.0,,,-1,45,50,0,35,0,1,0,0.0,0.0,,"Its mighty legs are capable of running atspeeds exceeding 40 mph, but this Pokémoncan’t breathe unless it’s underwater.",Dracovish
s_213831b5,6.0,,342,1.0,14.0,,4,255,70,0,15,0,2,0,0.0,0.0,,"When under attack from bird Pokémon,it spews a poisonous black powderthat causes paralysis on contact.",Scatterbug
s_0c95eefe,7.0,,397,3.0,2.0,,4,140,50,0,15,0,2,0,0.0,0.0,,Grudges of the dead have possessed a mound ofsand and become a Pokémon. Sandygast is fondof the shovel on its head.,Sandygast
s_0c95eefe,7.0,,397,3.0,2.0,,4,140,50,0,15,0,2,0,0.0,0.0,,"Sandygast mainly inhabits beaches. It takescontrol of anyone who puts their hand into itsmouth, forcing them to make its body bigger.",Sandygast
s_d79f58fb,7.0,id-767,396,4.0,12.0,,4,45,50,0,20,0,2,0,0.0,0.0,,"It will do anything to win, taking advantage ofevery opening and finishing opponents off withthe small claws on its front legs.",Golisopod
s_d79f58fb,7.0,id-767,396,4.0,12.0,,4,45,50,0,20,0,2,0,0.0,0.0,,"They live in sunken ships or in holes in theseabed. When Golisopod and Grapploctbattle, the loser becomes the winner’s meal.",Golisopod
s_5f8045ae,7.0,,396,4.0,10.0,,4,90,50,0,20,0,2,0,0.0,0.0,,"It’s nature’s cleaner—it eats anything andeverything, including garbage and rotten things.The ground near its nest is always clean.",Wimpod
s_5f8045ae,7.0,,396,4.0,10.0,,4,90,50,0,20,0,2,0,0.0,0.0,,"Wimpod gather in swarms, constantly on thelookout for danger. They scatter the momentthey detect an enemy’s presence.",Wimpod
s_1226c26c,7.0,,395,9.0,6.0,,4,45,50,0,20,0,1,0,0.0,0.0,,"Displaying amazing teamwork, they follow theorders of their boss as they all help out in thesearch for their favorite berries.",Passimian
s_1226c26c,7.0,,395,9.0,6.0,,4,45,50,0,20,0,1,0,0.0,0.0,,"Passimian live in groups of about 20, witheach member performing an assigned role.Through cooperation, the group survives.",Passimian
s_d456221d,7.0,,394,9.0,12.0,,4,45,50,0,20,0,1,0,0.0,0.0,,With waves of its fan—made from leaves and itsown fur—Oranguru skillfully gives instructions toother Pokémon.,Oranguru
s_d456221d,7.0,,394,9.0,12.0,,4,45,50,0,20,0,1,0,0.0,0.0,,"It knows the forest inside and out. If it comesacross a wounded Pokémon, Oranguru willgather medicinal herbs to treat it.",Oranguru
s_1f3a2176,6.0,id-664,342,1.0,5.0,,4,120,70,0,15,0,2,0,0.0,0.0,,"It lives hidden within thicket shadows.When predators attack, it quickly bristles the furcovering its body in an effort to threaten them.",Spewpa
s_2b9d0f89,7.0,id-762,392,7.0,12.0,,8,45,50,0,20,0,4,0,0.0,0.0,,"This feared Pokémon has long, slender legs anda cruel heart. It shows no mercy as it stomps onits opponents.",Tsareena
s_2b9d0f89,7.0,id-762,392,7.0,12.0,,8,45,50,0,20,0,4,0,0.0,0.0,,A kick from the hardened tips of this Pokémon’slegs leaves a wound in the opponent’s body andsoul that will never heal.,Tsareena
s_70172ee5,7.0,id-761,392,7.0,12.0,,8,120,50,0,20,0,4,0,0.0,0.0,,"As it twirls like a dancer, a sweet smell spreadsout around it. Anyone who inhales the scent willfeel a surge of happiness.",Steenee
s_70172ee5,7.0,id-761,392,7.0,12.0,,8,120,50,0,20,0,4,0,0.0,0.0,,Any Corvisquire that pecks at thisPokémon will be greeted with a smack fromits sepals followed by a sharp kick.,Steenee
s_f30319c8,7.0,,392,7.0,7.0,,8,235,50,0,20,0,4,0,0.0,0.0,,"Its body gives off a sweet, fruity scent that isextremely appetizing to bird Pokémon.",Bounsweet
s_f30319c8,7.0,,392,7.0,7.0,,8,235,50,0,20,0,4,0,0.0,0.0,,"When under attack, it secretes a sweetand delicious sweat. The scent only callsmore enemies to it.",Bounsweet
s_c7b0c6e0,7.0,id-759,391,6.0,6.0,,4,70,50,0,15,0,2,0,0.0,0.0,,"Once it accepts you as a friend, it tries to showits affection with a hug. Letting it do that isdangerous—it could easily shatter your bones.",Bewear
s_c7b0c6e0,7.0,id-759,391,6.0,6.0,,4,70,50,0,15,0,2,0,0.0,0.0,,The moves it uses to take down its prey wouldmake a martial artist jealous. It tucks subduedprey under its arms to carry them to its nest.,Bewear
s_362457c0,7.0,id-757,390,1.0,8.0,,8,45,50,0,20,0,2,0,0.0,0.0,,Only female Salazzle exist. They emit a gas ladenwith pheromones to captivate male Salandit.,Salazzle
s_362457c0,7.0,id-757,390,1.0,8.0,,8,45,50,0,20,0,2,0,0.0,0.0,,The winner of competitions between Salazzleis decided by which one has the most maleSalandit with it.,Salazzle
s_0bd0672a,7.0,,398,1.0,2.0,,4,60,50,0,15,0,3,0,0.0,0.0,,"It lives in warm, shallow waters. If it encounters afoe, it will spit out its internal organs as a meansto punch them.",Pyukumuku
s_0bd0672a,7.0,,398,1.0,2.0,,4,60,50,0,15,0,3,0,0.0,0.0,,"It’s covered in a slime that keeps its skin moist,allowing it to stay on land for days withoutdrying up.",Pyukumuku
s_ef59e706,1.0,id-37,15,10.0,8.0,3.0,6,75,50,0,20,0,2,0,0.0,0.0,,"It is said to live 1,000 years, and each of its tailsis loaded with supernatural powers.",Ninetales
s_ef59e706,1.0,id-37,15,10.0,8.0,3.0,6,75,50,0,20,0,2,0,0.0,0.0,,"Very smart and very vengeful. Grabbing one ofits many tails could result in a 1,000-year curse.",Ninetales
s_12be045b,1.0,id-174,16,6.0,12.0,3.0,6,170,50,0,10,0,3,0,0.0,0.0,21.0,"Jigglypuff has top-notch lung capacity, even bycomparison to other Pokémon. It won’t stopsinging its lullabies until its foes fall asleep.",Jigglypuff
s_12be045b,1.0,id-174,16,6.0,12.0,3.0,6,170,50,0,10,0,3,0,0.0,0.0,21.0,"By freely changing the wavelength of its voice,Jigglypuff sings a mysterious melody sure tomake any listener sleepy.",Jigglypuff
s_339967f6,1.0,id-33,13,7.0,6.0,3.0,0,45,50,0,20,0,4,0,0.0,0.0,,"When it goes on a rampage, it’s impossible tocontrol. But in the presence of a Nidoqueen it’slived with for a long time, Nidoking calms down.",Nidoking
s_339967f6,1.0,id-33,13,7.0,6.0,3.0,0,45,50,0,20,0,4,0,0.0,0.0,,"Nidoking prides itself on its strength. It’s forcefuland spirited in battle, making use of its thick tailand diamond-crushing horn.",Nidoking
s_0960e941,1.0,id-173,14,6.0,6.0,4.0,6,150,140,0,10,0,3,0,0.0,0.0,,It is said that happiness will come to those whosee a gathering of Clefairy dancing under afull moon.,Clefairy
s_0960e941,1.0,id-173,14,6.0,6.0,4.0,6,150,140,0,10,0,3,0,0.0,0.0,,"Its adorable behavior and cry make it highly popular.However, this cute Pokémon is rarely found.",Clefairy
s_3cf5a1de,1.0,id-35,14,6.0,6.0,4.0,6,25,140,0,10,0,3,0,0.0,0.0,,"A timid fairy Pokémon that is rarely seen, it willrun and hide the moment it senses people.",Clefable
s_3cf5a1de,1.0,id-35,14,6.0,6.0,4.0,6,25,140,0,10,0,3,0,0.0,0.0,,"Their ears are sensitive enough to hear a pindrop from over a mile away, so they’re usuallyfound in quiet places.",Clefable
s_986da94b,1.0,,15,3.0,8.0,3.0,6,190,50,0,20,0,2,0,0.0,0.0,,"While young, it has six gorgeous tails. When itgrows, several new tails are sprouted.",Vulpix
s_986da94b,1.0,,15,3.0,8.0,3.0,6,190,50,0,20,0,2,0,0.0,0.0,,"As each tail grows, its fur becomes more lustrous.When held, it feels slightly warm.",Vulpix
s_0a099583,1.0,id-29,12,2.0,8.0,3.0,8,120,50,0,20,0,4,0,0.0,0.0,,The horn on its head has atrophied. It’s thoughtthat this happens so Nidorina’s children won’t getpoked while their mother is feeding them.,Nidorina
s_0a099583,1.0,id-29,12,2.0,8.0,3.0,8,120,50,0,20,0,4,0,0.0,0.0,,"If the group is threatened, these Pokémon willband together to assault enemies with a chorusof ultrasonic waves.",Nidorina
s_d7b8c3f9,1.0,id-30,12,2.0,6.0,3.0,8,45,50,0,20,0,4,0,0.0,0.0,,"Nidoqueen is better at defense than offense.With scales like armor, this Pokémon will shieldits children from any kind of attack.",Nidoqueen
s_d7b8c3f9,1.0,id-30,12,2.0,6.0,3.0,8,45,50,0,20,0,4,0,0.0,0.0,,It pacifies offspring by placing them in the gapsbetween the spines on its back. The spines willnever secrete poison while young are present.,Nidoqueen
s_1a18f47e,1.0,,13,7.0,8.0,3.0,0,235,50,0,20,0,4,0,0.0,0.0,,"The horn on a male Nidoran’s forehead containsa powerful poison. This is a very cautiousPokémon, always straining its large ears.",Nidoran♂
s_1a18f47e,1.0,,13,7.0,8.0,3.0,0,235,50,0,20,0,4,0,0.0,0.0,,"Small but brave, this Pokémon will hold itsground and even risk its life in battle to protectthe female it’s friendly with.",Nidoran♂
s_aa2d880f,1.0,id-32,13,7.0,8.0,3.0,0,120,50,0,20,0,4,0,0.0,0.0,,"With a horn that’s harder than diamond, thisPokémon goes around shattering boulders as itsearches for a moon stone.",Nidorino
s_aa2d880f,1.0,id-32,13,7.0,8.0,3.0,0,120,50,0,20,0,4,0,0.0,0.0,,It’s nervous and quick to act aggressively.The potency of its poison increases along withthe level of adrenaline present in its body.,Nidorino
s_9a611e8a,5.0,,317,8.0,12.0,,4,120,35,0,20,0,2,0,0.0,0.0,158.0,It uses river stones to maintain the cutting edgesof the blades covering its body. These sharpenedblades allow it to bring down opponents.,Pawniard
s_9a611e8a,5.0,,317,8.0,12.0,,4,120,35,0,20,0,2,0,0.0,0.0,158.0,"A pack of these Pokémon forms to serve aBisharp boss. Each Pawniard trains diligently,dreaming of one day taking the lead.",Pawniard
s_1c407664,8.0,,475,1.0,,,-1,3,35,0,120,0,1,0,1.0,0.0,,It probes its surroundings with all its senses saveone—it doesn’t use its sense of sight. Spectrier’skicks are said to separate soul from body.,Spectrier
s_1c407664,8.0,,475,1.0,,,-1,3,35,0,120,0,1,0,1.0,0.0,,"As it dashes through the night, Spectrier absorbsthe life-force of sleeping creatures. It cravessilence and solitude.",Spectrier
s_7f59cff4,8.0,,474,9.0,,,-1,3,35,0,120,0,1,0,1.0,0.0,,"Glastrier emits intense cold from its hooves.It’s also a belligerent Pokémon—anything itwants, it takes by force.",Glastrier
s_7f59cff4,8.0,,474,9.0,,,-1,3,35,0,120,0,1,0,1.0,0.0,,"Glastrier has tremendous physical strength, andthe mask of ice covering its face is 100 timesharder than diamond.",Glastrier
s_d475cff9,5.0,id-529,270,4.0,12.0,,4,60,50,0,20,0,2,0,0.0,0.0,153.0,It’s not uncommon for tunnels that appear tohave formed naturally to actually be a resultof Excadrill’s rampant digging.,Excadrill
s_d475cff9,5.0,id-529,270,4.0,12.0,,4,60,50,0,20,0,2,0,0.0,0.0,153.0,"Known as the Drill King, this Pokémon cantunnel through the terrain at speeds of over90 mph.",Excadrill
s_5f107b29,8.0,,470,4.0,,,1,3,50,0,120,0,1,0,1.0,0.0,,Kubfu trains hard to perfect its moves. The movesit masters will determine which form it takes whenit evolves.,Kubfu
s_5f107b29,8.0,,470,4.0,,,1,3,50,0,120,0,1,0,1.0,0.0,,"If Kubfu pulls the long white hair on its head,its fighting spirit heightens and power wells upfrom the depths of its belly.",Kubfu
s_2c73666f,7.0,id-722,374,3.0,9.0,,1,45,50,0,15,0,4,0,0.0,0.0,,"It throws one knifelike feather after another at itsenemies, and each one precisely strikes a weakpoint. These feathers are known as blade quills.",Dartrix
s_2c73666f,7.0,id-722,374,3.0,9.0,,1,45,50,0,15,0,4,0,0.0,0.0,,It never slacks when it comes to the task ofcleaning its feathers. Thorough preening keeps itlooking spiffy and its blade quills nice and sharp.,Dartrix
s_beab8418,7.0,,374,3.0,9.0,,1,45,50,0,15,0,4,0,0.0,0.0,,"At a distance, it launches its sharp feathers whileflying about. If the enemy gets too close, Rowletswitches tactics and delivers vicious kicks.",Rowlet
s_beab8418,7.0,,374,3.0,9.0,,1,45,50,0,15,0,4,0,0.0,0.0,,"During the day, it builds up energy viaphotosynthesis. At night, it flies silentlythrough the sky, on the prowl for prey.",Rowlet
s_3e9299bc,8.0,,437,5.0,,,4,190,50,0,20,0,2,0,0.0,0.0,,"It anchors itself in the ground with its single leg,then basks in the sun. After absorbing enoughsunlight, its petals spread as it blooms brilliantly.",Gossifleur
s_3e9299bc,8.0,,437,5.0,,,4,190,50,0,20,0,2,0,0.0,0.0,,It whirls around in the wind while singing a joyoussong. This delightful display has charmed manyinto raising this Pokémon.,Gossifleur
s_c83cee9d,7.0,,393,5.0,1.0,,6,60,50,0,20,0,3,0,0.0,0.0,,"Comfey picks flowers with its vine and decoratesitself with them. For some reason, flowers won’twither once they’re attached to a Comfey.",Comfey
s_c83cee9d,7.0,,393,5.0,1.0,,6,60,50,0,20,0,3,0,0.0,0.0,,"These Pokémon smell very nice. All Comfey weardifferent flowers, so each of these Pokémon hasits own individual scent.",Comfey
s_d1cfe9e0,8.0,,476,5.0,,,-1,3,100,0,120,0,1,0,1.0,0.0,,"Calyrex is a merciful Pokémon, capable ofproviding healing and blessings. It reigned overthe Galar region in times of yore.",Calyrex
s_d1cfe9e0,8.0,,476,5.0,,,-1,3,100,0,120,0,1,0,1.0,0.0,,Calyrex is known in legend as a king that ruledover Galar in ancient times. It has the power tocause hearts to mend and plants to spring forth.,Calyrex
s_4fe2e38a,7.0,,386,3.0,8.0,,4,190,50,0,20,0,2,0,0.0,0.0,,Loads weighing up to 50 times as much as itsown body weight pose no issue for this Pokémon.It’s skilled at making use of mud.,Mudbray
s_4fe2e38a,7.0,,386,3.0,8.0,,4,190,50,0,20,0,2,0,0.0,0.0,,"It eats dirt to create mud and smears this mud allover its feet, giving them the grip needed to walkon rough terrain without slipping.",Mudbray
s_38e5a008,8.0,id-817,432,2.0,,,1,45,50,0,20,0,4,0,0.0,0.0,,"It has many hidden capabilities, such as fingertipsthat can shoot water and a membrane on its backthat it can use to glide through the air.",Inteleon
s_38e5a008,8.0,id-817,432,2.0,,,1,45,50,0,20,0,4,0,0.0,0.0,,Its nictitating membranes let it pick out foes’weak points so it can precisely blast them withwater that shoots from its fingertips at Mach 3.,Inteleon
s_2b496071,7.0,id-728,376,2.0,3.0,,1,45,50,0,15,0,4,0,0.0,0.0,,"As if dancing, it artfully dodges the attacks of itsenemies. All the while, it’s busy forming a bunchof balloons to overwhelm its foes.",Brionne
s_2b496071,7.0,id-728,376,2.0,3.0,,1,45,50,0,15,0,4,0,0.0,0.0,,"On nights when the sea is calm, Brionne dancewith one another to the singing of the Primarinathat’s leading them.",Brionne
s_d4172ca3,6.0,id-682,350,6.0,12.0,,4,140,50,0,20,0,2,0,0.0,0.0,,The scent that constantly emits from its fur is sopowerful that this Pokémon’s companions willeventually lose their sense of smell.,Aromatisse
s_d4172ca3,6.0,id-682,350,6.0,12.0,,4,140,50,0,20,0,2,0,0.0,0.0,,The scents Aromatisse can produce range fromsweet smells that bolster allies to foul smellsthat sap an opponent’s will to fight.,Aromatisse
s_cc8e73ba,8.0,,441,1.0,,,4,255,50,0,15,0,4,0,0.0,0.0,,"Most of its body has the same composition ascoal. Fittingly, this Pokémon was first discoveredin coal mines about 400 years ago.",Rolycoly
s_cc8e73ba,8.0,,441,1.0,,,4,255,50,0,15,0,4,0,0.0,0.0,,"It can race around like a unicycle, even on rough,rocky terrain. Burning coal sustains it.",Rolycoly
s_d6991ff6,8.0,id-835,440,10.0,,,4,45,50,0,20,0,3,0,0.0,0.0,,This Pokémon generates electricity and channelsit into its legs to keep them going strong.Boltund can run nonstop for three full days.,Boltund
s_d6991ff6,8.0,id-835,440,10.0,,,4,45,50,0,20,0,3,0,0.0,0.0,,"It sends electricity through its legs to boost theirstrength. Running at top speed, it easily breaks50 mph.",Boltund
s_6b657916,8.0,,440,10.0,,,4,255,50,0,20,0,3,0,0.0,0.0,,"This Pokémon is very popular as a herding dogin the Galar region. As it runs, it generateselectricity from the base of its tail.",Yamper
s_6b657916,8.0,,440,10.0,,,4,255,50,0,20,0,3,0,0.0,0.0,,"This gluttonous Pokémon only assists people withtheir work because it wants treats. As it runs,it crackles with electricity.",Yamper
s_fbf996d5,8.0,id-833,439,5.0,,,4,75,50,0,20,0,2,0,0.0,0.0,,"With jaws that can shear through steel rods,this highly aggressive Pokémon chomps downon its unfortunate prey.",Drednaw
s_fbf996d5,8.0,id-833,439,5.0,,,4,75,50,0,20,0,2,0,0.0,0.0,,This Pokémon rapidly extends its retractable neckto sink its sharp fangs into distant enemies andtake them down.,Drednaw
s_cf9021a0,8.0,,439,5.0,,,4,255,50,0,20,0,2,0,0.0,0.0,,Apparently the itch of its teething impels it tosnap its jaws at anything in front of it.,Chewtle
s_cf9021a0,8.0,,439,5.0,,,4,255,50,0,20,0,2,0,0.0,0.0,,"It starts off battles by attacking with its rock-hardhorn, but as soon as the opponent flinches, thisPokémon bites down and never lets go.",Chewtle
s_1d72f6db,8.0,id-831,438,9.0,,,4,127,50,0,15,0,2,0,0.0,0.0,,"Weave a carpet from its springy wool, and you endup with something closer to a trampoline. You’llstart to bounce the moment you set foot on it.",Dubwool
s_1d72f6db,8.0,id-831,438,9.0,,,4,127,50,0,15,0,2,0,0.0,0.0,,Its majestic horns are meant only to impress theopposite gender. They never see use in battle.,Dubwool
s_bea61789,8.0,,438,9.0,,,4,255,50,0,15,0,2,0,0.0,0.0,,"Its curly fleece is such an effective cushion thatthis Pokémon could fall off a cliff and stand rightback up at the bottom, unharmed.",Wooloo
s_bea61789,8.0,,438,9.0,,,4,255,50,0,15,0,2,0,0.0,0.0,,"If its fleece grows too long, Wooloo won’t beable to move. Cloth made with the wool of thisPokémon is surprisingly strong.",Wooloo
s_115daa98,8.0,id-829,437,5.0,,,4,75,50,0,20,0,2,0,0.0,0.0,,The seeds attached to its cotton fluff are full ofnutrients. It spreads them on the wind so thatplants and other Pokémon can benefit from them.,Eldegoss
s_115daa98,8.0,id-829,437,5.0,,,4,75,50,0,20,0,2,0,0.0,0.0,,"The cotton on the head of this Pokémon can bespun into a glossy, gorgeous yarn—a Galarregional specialty.",Eldegoss
s_3b754147,5.0,id-541,276,10.0,12.0,,4,45,70,0,15,0,4,0,0.0,0.0,126.0,"Upon finding a small Pokémon, it weavesclothing for it from leaves, using thecutters on its arms and sticky silk.",Leavanny
s_047c94d3,8.0,id-838,441,1.0,,,4,45,50,0,15,0,4,0,0.0,0.0,,"It’s usually peaceful, but the vandalism of minesenrages it. Offenders will be incinerated withflames that reach 2,700 degrees Fahrenheit.",Coalossal
s_047c94d3,8.0,id-838,441,1.0,,,4,45,50,0,15,0,4,0,0.0,0.0,,"While it’s engaged in battle, its mountain of coalwill burn bright red, sending off sparks thatscorch the surrounding area.",Coalossal
s_00c456e5,8.0,id-837,441,1.0,,,4,120,50,0,15,0,4,0,0.0,0.0,,It forms coal inside its body. Coal dropped bythis Pokémon once helped fuel the lives ofpeople in the Galar region.,Carkol
s_00c456e5,8.0,id-837,441,1.0,,,4,120,50,0,15,0,4,0,0.0,0.0,,"By rapidly rolling its legs, it can travel at over18 mph. The temperature of the flames itbreathes exceeds 1,800 degrees Fahrenheit.",Carkol
s_60a1e19d,5.0,id-546,278,5.0,12.0,,4,75,50,0,20,0,2,0,0.0,0.0,49.0,"It scatters cotton all over the place as a prank. Ifit gets wet, it’ll become too heavy to move andhave no choice but to answer for its mischief.",Whimsicott
s_60a1e19d,5.0,id-546,278,5.0,12.0,,4,75,50,0,20,0,2,0,0.0,0.0,49.0,"As long as this Pokémon bathes in sunlight, itscotton keeps growing. If too much cotton fluffbuilds up, Whimsicott tears it off and scatters it.",Whimsicott
s_5383cd00,5.0,,278,5.0,1.0,,4,190,50,0,20,0,2,0,0.0,0.0,48.0,"It shoots cotton from its body to protect itself.If it gets caught up in hurricane-strength winds,it can get sent to the other side of the Earth.",Cottonee
s_5383cd00,5.0,,278,5.0,1.0,,4,190,50,0,20,0,2,0,0.0,0.0,48.0,Weaving together the cotton of both Cottoneeand Eldegoss produces exquisite cloth that’shighly prized by many luxury brands.,Cottonee
s_becf95c4,5.0,id-544,277,8.0,14.0,,4,45,50,0,20,0,4,0,0.0,0.0,33.0,Scolipede latches on to its prey with the claws onits neck before slamming them into the groundand jabbing them with its claws’ toxic spikes.,Scolipede
s_becf95c4,5.0,id-544,277,8.0,14.0,,4,45,50,0,20,0,4,0,0.0,0.0,33.0,"Scolipede engage in fierce territorial battles withCentiskorch. At the end of one of these battles,the victor makes a meal of the loser.",Scolipede
s_34628d48,5.0,id-543,277,4.0,1.0,,4,120,50,0,15,0,4,0,0.0,0.0,32.0,This Pokémon spins itself rapidly and charges intoits opponents. Its top speed is just over 60 mph.,Whirlipede
s_34628d48,5.0,id-543,277,4.0,1.0,,4,120,50,0,15,0,4,0,0.0,0.0,32.0,Whirlipede protects itself with a sturdy shell andpoisonous spikes while it stores up the energy it’llneed for evolution.,Whirlipede
s_02e531ae,4.0,id-427,220,3.0,6.0,,4,60,140,0,20,0,2,1,0.0,0.0,,"Lopunny is constantly monitoring its surroundings.If danger approaches, this Pokémon respondswith superdestructive kicks.",Lopunny
s_02e531ae,4.0,id-427,220,3.0,6.0,,4,60,140,0,20,0,2,1,0.0,0.0,,"Once hot seasons are over, Lopunny’s coat willbe replaced with fur that holds a lot of insulatingair in preparation for colder weather.",Lopunny
s_9ceed343,4.0,id-200,98,7.0,1.0,,4,45,35,0,25,0,3,0,0.0,0.0,184.0,Its cries sound like incantations.Those hearing it are tormentedby headaches and hallucinations.,Mismagius
s_4cb68538,5.0,id-540,276,5.0,4.0,,4,120,70,0,15,0,4,0,0.0,0.0,125.0,Forests where Swadloon live have superbfoliage because the nutrients they makefrom fallen leaves nourish the plant life.,Swadloon
s_c661e51e,5.0,,276,10.0,14.0,,4,255,70,0,15,0,4,0,0.0,0.0,124.0,Leavanny dress it in clothes they madefor it when it hatched. It hides its headin its hood while it is sleeping.,Sewaddle
s_fd6ed0b3,4.0,id-190,93,7.0,6.0,,4,45,100,0,20,1,3,0,0.0,0.0,,"To eat, it deftly shucks nutswith its two tails. It rarely usesits arms now.",Ambipom
s_b311026a,4.0,,219,7.0,4.0,,4,125,50,0,30,0,6,0,0.0,0.0,167.0,"Perhaps seeking company, it approaches children.However, it often quickly runs away again whenthe children play too roughly with it.",Drifloon
s_b311026a,4.0,,219,7.0,4.0,,4,125,50,0,30,0,6,0,0.0,0.0,167.0,"The gathering of many souls gave rise to thisPokémon. During humid seasons, they seem toappear in abundance.",Drifloon
s_0ee77392,4.0,id-425,219,7.0,4.0,,4,60,50,0,30,0,6,0,0.0,0.0,168.0,"Some say this Pokémon is a collection of soulsburdened with regrets, silently drifting throughthe dusk.",Drifblim
s_0ee77392,4.0,id-425,219,7.0,4.0,,4,60,50,0,30,0,6,0,0.0,0.0,168.0,It grabs people and Pokémon and carries themoff somewhere. Where do they go?Nobody knows.,Drifblim
s_3125d692,4.0,,220,3.0,6.0,,4,190,0,0,20,0,2,0,0.0,0.0,,"If both of Buneary’s ears are rolled up, somethingis wrong with its body or mind. It’s a sure sign thePokémon is in need of care.",Buneary
s_3125d692,4.0,,220,3.0,6.0,,4,190,0,0,20,0,2,0,0.0,0.0,,Buneary can attack by rolling up their ears andthen striking with the force created by unrollingthem. This attack becomes stronger with training.,Buneary
s_1aceeeef,4.0,,217,6.0,11.0,,4,190,50,0,20,0,2,0,0.0,0.0,,"It nimbly dashes about to avoid getting peckedby bird Pokémon that would love to make offwith its small, nutrient-rich storage ball.",Cherubi
s_1aceeeef,4.0,,217,6.0,11.0,,4,190,50,0,20,0,2,0,0.0,0.0,,"The deeper a Cherubi’s red, the more nutrients ithas stockpiled in its body. And the sweeter andtastier its small ball!",Cherubi
s_225ffa61,4.0,id-420,217,7.0,7.0,,4,75,50,0,20,0,2,1,0.0,0.0,,"As a bud, it barely moves. It sits still, placidlywaiting for sunlight to appear.",Cherrim
s_225ffa61,4.0,id-420,217,7.0,7.0,,4,75,50,0,20,0,2,1,0.0,0.0,,"Its folded petals are pretty tough. Bird Pokémoncan peck at them all they want, and Cherrimwon’t be bothered at all.",Cherrim
s_afc3270c,4.0,,218,7.0,2.0,,4,190,50,0,20,0,2,0,0.0,0.0,,"This Pokémon’s habitat shapes its physique.According to some theories, life in warm oceanwaters causes this variation to develop.",Shellos
