pokemon,name,height,weight,base_experience,is_default
p_9439fb29,gabide,,560.0,144,1
p_20f5d7cb,corfiknigt,22.0,,248,1
p_dafea60d,tornadus-incwrnate,15.0,630.0,290,1
p_9a636913,milod:c,62.0,,189,1
p_b33fff91,mizotic,,1620.0,189,1
p_f812aee4,leavanriy,12.0,,225,1
p_ef33364a,motiiii,,233.0,148,1
p_46fdf18c,minior-viilet,3.0,,175,0
p_c9e34f72,zapros-9alar,16.0,,290,0
p_72234e60,zapdoj-galar,,582.0,290,0
p_f9e6295e,squirtile,5.0,90.0,63,1
p_3d9a6e9d,meltan,2.0,,150,1
p_53e62f55,trevenant,15.0,710.0,166,1
p_04aefda5,mewtwo-mega-y,15.0,330.0,351,0
p_9325707e,ckyogre-primal,98.0,4300.0,347,0
p_3cff6d4d,meowth-alola,,42.0,58,0
p_41ce7fcc,meowrh-alola,4.0,42.0,58,0
p_3fc31782,darmanitan-standard,13.0,929.0,168,1
p_9820acaf,sliggoo,8.0,175.0,158,1
p_7af0dba6,goomy,3.0,28.0,60,1
p_f6187f1e,goodra,20.0,1505.0,300,1
p_42e8fbbb,tepi9,5.0,,62,1
p_4e7ad9b3,ribombee-tot4m,4.0,20.0,162,0
p_b8689c72,dhelmise,39.0,2100.0,181,1
p_343780d2,drampa,30.0,1850.0,170,1
p_e89a7bbd,hakamo-o,12.0,470.0,147,1
p_e57f84dd,jangmo-o,6.0,297.0,60,1
p_6bfdf786,tapu-koko,18.0,205.0,285,1
p_5455442d,kommo-o,16.0,782.0,300,1
p_a205dd2f,tapu-bulu,19.0,455.0,285,1
p_500aa25b,tapu-lele,12.0,186.0,285,1
p_ef6c9e2d,cosmog,2.0,1.0,40,1
p_ed532493,tapu-fini,13.0,212.0,285,1
p_89fc21d5,sigilvph,14.0,,172,1
p_bdcd0b76,sigilyp,14.0,,172,1
p_15def612,wormadam-plant,5.0,65.0,148,1
p_619d6e5a,burmy,2.0,34.0,45,1
p_a0f8647e,combee,3.0,55.0,49,1
p_8357f02c,mothim,9.0,233.0,148,1
p_b440568d,pachirisu,4.0,39.0,142,1
p_3aa0638a,vespiquen,12.0,385.0,166,1
p_882215ab,floatzel,11.0,335.0,173,1
p_f8521602,buizel,7.0,295.0,66,1
p_2e93683e,wishiwashi-solo,,3.0,61,1
p_1796713e,chewdle,3.0,,57,1
p_dec7c4bc,kyurem-white,36.0,3250.0,350,0
p_98bcf486,smoochum,4.0,60.0,61,1
p_2246cc78,landorus-therian,13.0,680.0,300,0
p_8f6a213f,thundurus-therian,30.0,610.0,290,0
p_452982db,pumpkaboo-small,3.0,35.0,67,0
p_6f3869b5,aegislash-blade,17.0,530.0,250,0
p_dc066184,meowstic-female,6.0,85.0,163,0
p_91e46a43,keldeo-resolute,14.0,485.0,290,0
p_546b622b,phanpy,5.0,335.0,66,1
p_c9728944,kingdra,18.0,1520.0,270,1
p_7d6c1222,porygon2,6.0,325.0,180,1
p_0bc3e295,pumpkaboo-large,5.0,75.0,67,0
p_6a6da6bf,smeargle,12.0,580.0,88,1
p_edf4421f,stantler,14.0,712.0,163,1
p_73f579f8,hitmontop,14.0,480.0,159,1
p_79d62248,tyrogue,7.0,210.0,42,1
p_5ef9537b,kornaia,4.0,,168,1
p_edb0f73f,snoriaecs,21.0,,189,1
p_48285516,electrike,6.0,152.0,59,1
p_05f31fc0,medicham,13.0,315.0,144,1
p_b469b677,mamkev,,280.0,61,1
p_c642aea1,manbey,5.0,280.0,61,1
p_593bc054,meditite,6.0,112.0,56,1
p_2fcb886a,aggron,21.0,3600.0,265,1
p_79524aa5,delcatty,11.0,326.0,140,1
p_5c5ad1c8,skitty,6.0,110.0,52,1
p_8cb549cc,mawile,6.0,115.0,133,1
p_85758b11,sableye,5.0,110.0,133,1
p_805fff30,electabuzz,11.0,300.0,172,1
p_e36f333a,jynx,14.0,406.0,159,1
p_1b5bbabc,pinsir,15.0,550.0,175,1
p_efc50f8e,magmar,13.0,445.0,173,1
p_4119727b,starmie,11.0,800.0,182,1
p_42ced350,staryu,8.0,345.0,68,1
p_84604db4,froslaa,13.0,266.0,168,1
p_59590110,fro5lass,13.0,,168,1
p_2929c063,magikarp,9.0,100.0,40,1
p_0407d077,tauros,14.0,884.0,172,1
p_f2fc8049,rhyperl0r,,2828.0,268,1
p_57e6e494,rhypetkor,,2828.0,268,1
p_3ee2d6f5,tynamo,,,55,1
p_e733a6e9,gengar-nega,,405.0,270,0
p_686fc877,mr-rime,15.0,582.0,182,1
p_bed6cce5,snorlax,21.0,4600.0,189,1
p_5d22a35c,runerigus,16.0,666.0,169,1
p_44339eb1,minior-yellow,3.0,3.0,175,0
p_adc36e6e,volcarona,16.0,460.0,275,1
p_935a984a,larvesta,11.0,288.0,72,1
p_4f88fce0,heatmor,14.0,580.0,169,1
p_ff87456a,mandibuzz,12.0,395.0,179,1
p_88a021a8,deino,8.0,173.0,60,1
p_40663eb0,muna,,233.0,58,1
p_5b035982,durant,3.0,330.0,169,1
p_8d7dfd5a,h-oh,38.0,,340,1
p_959c185c,onastar,10.0,,173,1
p_62c9391c,omasttar,10.0,350.0,173,1
p_a4eb936e,dragonite,22.0,2100.0,300,1
p_26da5dce,minior-green-meteor,3.0,400.0,154,0
p_ce6adfe1,minior-violet-meteor,3.0,400.0,154,0
p_6f0329bf,minior-indigo-meteor,3.0,400.0,154,0
p_6d2ecc60,starzvia,6.0,155.0,119,1
p_3ac396f6,cofagrigus,17.0,,169,1
p_376219a0,cofagrigus,,765.0,169,1
p_89721913,mr-mime-galar,14.0,568.0,161,0
p_3249f972,sdunlcy,4.0,192.0,66,1
p_25bf0e69,gotborita,,180.0,137,1
p_9d4ec58d,gotjorita,,180.0,137,1
p_16477544,lopuny,12.0,,168,1
p_a275f9c8,lopunv,,333.0,168,1
p_7132156a,shuckle,6.0,205.0,177,1
p_f2e7cb20,ahra,9.0,,62,1
p_f2845911,electibire,,1386.0,270,1
p_c3e1fdc3,scizor,18.0,1180.0,175,1
p_c7c3abe7,l<adabra,13.0,,140,1
p_9f854bb9,pawniard,5.0,102.0,68,1
p_b44e969c,kec0eon,,220.0,154,1
p_a4d7527f,solgsle9,34.0,2300.0,340,1
p_d959a43f,cuh0ne,4.0,,64,1
p_77acd965,thuncluruz-therian,30.0,,290,0
p_17a5935f,kaprast,25.0,,187,1
p_b3191ba7,lapraz,25.0,,187,1
p_76ce92d1,flaloebe,1.0,1.0,61,1
p_aa4ec858,inteleon,19.0,452.0,265,1
p_70dfad21,farfetcbd-9alar,8.0,420.0,132,0
p_f800bef3,amoongiss,6.0,105.0,162,1
p_2ce2f5aa,lopunny,12.0,333.0,168,1
p_7cb536a7,mismagius,9.0,44.0,173,1
p_fcd2d011,seedod,5.0,,44,1
p_290cff8f,ambipom,12.0,203.0,169,1
p_a187f4c5,drifloon,4.0,12.0,70,1
p_525ad8a3,drifblim,12.0,150.0,174,1
p_33f3ea86,buneary,4.0,55.0,70,1
p_a90698e9,cherubi,4.0,33.0,55,1
p_1a51f525,cherrim,5.0,93.0,158,1
p_07dbc2ec,shellos,3.0,63.0,65,1
p_94a67b97,gastrodon,9.0,299.0,166,1
p_c011b32b,basculin-blue-striped,10.0,180.0,161,0
p_14f36992,darmanitan-zen,13.0,929.0,189,0
p_acd755ca,castform-rainy,3.0,8.0,147,0
p_fe73762c,castform-snowy,3.0,8.0,147,0
p_abd8d6dc,rotom-mow,3.0,3.0,182,0
p_aa4101ab,castform-sunny,3.0,8.0,147,0
p_b83fec82,rotom-frost,3.0,3.0,182,0
p_131c69d9,rotom-fan,3.0,3.0,182,0
p_861265e9,meloetta-pirouette,6.0,65.0,270,0
p_3d36a67b,tornadus-therian,14.0,630.0,290,0
p_3e9c4c96,fulpix-alola,6.0,99.0,60,0
p_da4bcd88,binacle,5.0,310.0,61,1
p_9b8632fa,barbaracle,13.0,960.0,175,1
p_2ee25fd2,doublade,8.0,45.0,157,1
p_8d9f7927,aegislash-shield,17.0,530.0,250,1
p_f0983fce,spritzee,2.0,5.0,68,1
p_0d130cf3,aromatisse,8.0,155.0,162,1
p_d633c50e,swirlix,4.0,35.0,68,1
p_bac4f461,slurpuff,8.0,50.0,168,1
p_30e52e67,inkay,4.0,35.0,58,1
p_14c79c26,malamar,15.0,470.0,169,1
p_17f40b54,solrock,12.0,1540.0,161,1
p_91ba363e,barboach,4.0,19.0,58,1
p_1db40e64,flygon,20.0,820.0,260,1
p_ed494e65,cacnea,4.0,513.0,67,1
p_71ed7ac4,cacturne,13.0,774.0,166,1
p_42317f4f,swablu,4.0,12.0,62,1
p_1430d2dc,altaria,11.0,206.0,172,1
p_98b706f2,zangoose,13.0,403.0,160,1
p_32759e0d,seviper,27.0,525.0,160,1
p_cdf5aa1a,lunatone,10.0,1680.0,161,1
p_8339ffa1,weezing,12.0,95.0,172,1
p_bf84fe5e,rhyhorn,10.0,1150.0,69,1
p_dc2abab7,rhydon,19.0,1200.0,170,1
p_53cc6d6e,chansey,11.0,346.0,395,1
p_57e9d3b2,tangela,10.0,350.0,87,1
p_76515e91,kangaskhan,22.0,800.0,172,1
p_43be2b0b,horsea,4.0,80.0,59,1
p_78542d84,seadra,12.0,250.0,154,1
p_43144c89,goldeen,6.0,150.0,64,1
p_1611715f,seaking,13.0,390.0,158,1
p_490f5ed2,sunfbra,,85.0,149,1
p_eadda451,magcargo,8.0,550.0,151,1
p_0f78fb62,pineco,6.0,72.0,58,1
p_8457b7b2,forretress,12.0,1258.0,163,1
p_d6bc6e09,dunsparce,15.0,140.0,145,1
p_00332aca,gligar,11.0,648.0,86,1
p_8c64d6a5,misdreavus,7.0,10.0,87,1
p_05fa7ac3,unown,5.0,50.0,118,1
p_bcd204b5,wobbuffet,13.0,285.0,142,1
p_4865f04b,girafarig,15.0,415.0,159,1
p_68a95005,steelix,92.0,4000.0,179,1
p_1c8f1690,snubbull,6.0,78.0,60,1
p_23326eea,salazzle,12.0,222.0,168,1
p_ca412bd1,stufful,5.0,68.0,68,1
p_175b3d59,slugma,7.0,350.0,50,1
p_d356555b,starmie,11.0,,182,1
p_663116d6,starmiw,11.0,800.0,182,1
p_f6539118,pidgeltto,,300.0,122,1
p_7a661ede,pitkeotto,,300.0,122,1
p_c988bbc3,snunbull,,78.0,60,1
p_b64a49f9,bis1>arp,,700.0,172,1
p_aea4c475,bisbaro,16.0,,172,1
p_3a0f6976,eiectrode,12.0,666.0,172,1
p_91bda3c1,crobat,18.0,750.0,268,1
p_e3cc89d4,grimer-alola,7.0,420.0,65,0
p_e14630e9,yve1tal,58.0,,340,1
p_f6ced86c,yve|tal,,2030.0,340,1
p_705841a0,greninja-battle-bond,15.0,400.0,239,0
p_c2946b78,rillaboom,21.0,900.0,265,1
p_4f81ccee,qwilf:ah,,39.0,88,1
p_c060b130,qwilf8sh,5.0,,88,1
p_4aa66a93,arceuj,,3200.0,324,1
p_83ea2d3c,furret,18.0,325.0,145,1
p_7ebeff64,kricket0t,3.0,22.0,39,1
p_34a4ece6,kricl<etot,3.0,22.0,39,1
p_690b11f7,mimikyu-busyed,2.0,7.0,167,0
p_18c7d7e2,tamgroth,,1286.0,187,1
p_589c4f99,tangroth,,1286.0,187,1
p_a1f64968,skarnory,,505.0,163,1
p_dbd7cf07,skarnory,17.0,,163,1
p_3af69738,crawcaubt,,328.0,164,1
p_663ae284,gumsols-totem,14.0,600.0,146,0
p_c50cca1f,reshiram,32.0,3300.0,340,1
p_2b4e7412,zalamdit,6.0,,64,1
p_7e7c7fc9,trubbix,6.0,310.0,66,1
p_47518ea0,trubbish,6.0,,66,1
p_20ddb1bb,silvally,,1005.0,285,1
p_be1bb38a,silually,23.0,1005.0,285,1
p_e3b10ae1,eternatus-etrrnamax,,0.0,563,0
p_9391cec5,eteahnatua-eternamax,1000.0,0.0,563,0
p_dc87d119,diglett,,8.0,53,1
p_328ddf0a,diglett,2.0,,53,1
p_0f013717,ambip0m,,203.0,169,1
p_17ee6a62,psytuck,8.0,196.0,64,1
p_51aa8b90,psyduck,,196.0,64,1
p_74cd351a,sandygast,5.0,700.0,64,1
p_5d3bbfa3,dustkill,8.0,150.0,59,1
p_4ab43893,gallade-mega,16.0,564.0,278,0
p_de0612c2,wimpod,5.0,120.0,46,1
p_2d8284b7,sableye-mega,5.0,1610.0,168,0
p_e975e75e,oranguru,15.0,760.0,172,1
p_b32547b3,mime-jr,6.0,130.0,62,1
p_071915c1,bonsly,5.0,150.0,58,1
p_b87400a4,celsl>i,6.0,,300,1
p_9b4d9791,chingling,2.0,6.0,57,1
p_9aa61ec7,purugly,10.0,438.0,158,1
p_e678e55b,glameow,5.0,39.0,62,1
p_097f2d54,honchkrow,9.0,273.0,177,1
p_1f507cce,bronzong,13.0,1870.0,175,1
p_3753b7cf,bronzor,5.0,605.0,60,1
p_d0755c89,skuntank,10.0,380.0,168,1
p_6367b73e,stunky,4.0,192.0,66,1
p_0bfa82b5,ladio5,,600.0,300,1
p_234ab411,bounsweet,3.0,32.0,42,1
p_30ea1cb7,yamasl<,5.0,,61,1
p_b7f04058,yamasdk,,15.0,61,1
p_b5f2291d,mandibujz,,395.0,179,1
p_2934b16a,tyrantrum,25.0,2700.0,182,1
p_bd3372de,tyrunt,8.0,260.0,72,1
p_809ab63e,heliolisk,10.0,210.0,168,1
p_89c84b5f,helioptile,5.0,60.0,58,1
p_4a6f8770,clawitzer,13.0,353.0,100,1
p_4b99b72d,clauncher,5.0,83.0,66,1
p_a91fef02,dragalge,18.0,815.0,173,1
p_b864792d,skrelp,5.0,73.0,64,1
p_278595f8,axww,6.0,,64,1
p_a58e726b,aurorus,27.0,2250.0,104,1
p_79ee0bca,amaura,13.0,252.0,72,1
p_e955ba4e,spinda,11.0,50.0,126,1
p_04a5b1de,grumpig,9.0,715.0,165,1
p_88c42afd,spoink,7.0,306.0,66,1
p_98352e7e,torkoal,5.0,804.0,165,1
p_5c11ba36,camerupt,19.0,2200.0,161,1
p_cb8f4a17,numel,7.0,240.0,61,1
p_3c86d30b,wailord,145.0,3980.0,175,1
p_9456cc33,wailmer,20.0,1300.0,80,1
p_5ff70ec8,vibrava,11.0,153.0,119,1
p_feeb7397,trapinch,7.0,150.0,58,1
p_6e9f397a,slipioom,6.0,,119,1
p_4e2ca503,koffing,6.0,10.0,68,1
p_3c826991,lickitung,12.0,655.0,77,1
p_cfc84d7f,hitmonchan,14.0,502.0,159,1
p_847ca8ef,hitmonlee,15.0,498.0,159,1
p_f7484f9e,marowak,10.0,450.0,149,1
p_59cad62a,cubone,4.0,65.0,64,1
p_88544005,exeggutor,20.0,1200.0,186,1
p_26e17e9e,exeggcute,4.0,25.0,65,1
p_3782969e,electrode,12.0,666.0,172,1
p_c9bca29a,voltorb,5.0,104.0,66,1
p_ce6cfc8a,anorith,7.0,,71,1
p_a8c1512b,anorjth,7.0,125.0,71,1
p_94de8814,lycanroc-midday,8.0,250.0,170,1
p_b71807f8,rockruff,5.0,92.0,56,1
p_9790f745,mareanie,4.0,80.0,61,1
p_61eea931,granbull,14.0,487.0,158,1
p_7cf1dc8a,ursaring,18.0,1258.0,175,1
p_33795293,teddiursa,6.0,88.0,66,1
p_fad53717,sneasel,9.0,280.0,86,1
p_6b7218c0,heracross,15.0,540.0,175,1
p_c6fb5a97,deoxys-attack,17.0,608.0,270,0
p_850f6d14,deoxys-speed,17.0,608.0,270,0
p_794653f4,deoxys-defense,17.0,608.0,270,0
p_c76b4167,wormadam-trash,5.0,65.0,148,0
p_5d548d82,toxapex,7.0,145.0,173,1
p_ee320ccf,giratina-origin,69.0,6500.0,340,0
p_4ced388a,shaymin-sky,4.0,52.0,270,0
p_969c71b4,pidgey,3.0,18.0,50,1
p_0cea8f24,pidgeotto,11.0,300.0,122,1
p_620911cb,kakuna,6.0,100.0,72,1
p_07a26da8,beedrill,10.0,295.0,178,1
p_d08069e0,butterfree,11.0,320.0,198,1
p_b91b256d,weedle,3.0,32.0,39,1
p_003c41d5,caterpie,3.0,29.0,39,1
p_34fa6cc5,metapod,7.0,99.0,72,1
p_4096046a,pidgeot,15.0,395.0,216,1
p_71fd0f13,rattata,3.0,35.0,51,1
p_1cb775df,victim'l,4.0,,300,1
p_cbd72e9e,victlrii,,40.0,300,1
p_642c9e21,pidgeot,15.0,,216,1
p_2f558d42,pidgeot,,395.0,216,1
p_d57c71c8,lumirieon,12.0,,161,1
p_37aad0d3,pikacju-kalos-cap,,60.0,112,0
p_fb41d29f,dustkull,8.0,,59,1
p_1ac34160,drowzee,,324.0,66,1
p_5c923bca,slowpoke-galar,12.0,,63,0
p_33d6d4b1,slowpoke-galar,,,63,0
p_978e4acf,sharpeto,18.0,888.0,161,1
p_9b31bd1f,whisca5h,,236.0,164,1
p_fa1185cb,geodudd-alola,,203.0,60,0
p_3f5f50f1,geotude-aoola,,203.0,60,0
p_b385bfaa,ducklett,5.0,55.0,61,1
p_c4f35c50,spesr0w,,20.0,52,1
p_3a168976,pr:meap,,320.0,159,1
p_e7ba808d,mewtwo-mega-y,15.0,,351,0
p_811b1886,mewywo-mega-y,15.0,330.0,351,0
p_dbbac93f,arro1<uda,5.0,10.0,56,1
p_c203f43d,kramorant,,180.0,166,1
p_1aafae5a,znorunt,7.0,168.0,60,1
p_f0426e6b,farfeychd,,150.0,132,1
p_fa8ee843,mizmagiuz,9.0,44.0,173,1
p_b7734e28,lat:os,20.0,,300,1
p_1d4c53d3,spoinck,7.0,306.0,66,1
p_e78f02a1,mimikyu-t0tem-busted,4.0,28.0,167,0
p_3d4b2d83,mimikyu-totem-bu5ted,4.0,28.0,167,0
p_d9ca6889,gourgekst-super,17.0,,173,0
p_0bff6143,gourgeist-5uper,17.0,,173,0
p_2be3d4b1,wormadarn-trash,,65.0,148,0
p_6ab97a34,hpno,16.0,756.0,169,1
p_ec7cf3ff,digjyrsby,10.0,424.0,148,1
p_362c6102,digger5by,10.0,424.0,148,1
p_7f09f90b,kecleon,10.0,220.0,154,1
p_a83bd130,shuppet,6.0,23.0,59,1
p_1b189b60,milotic,62.0,1620.0,189,1
p_f8169f06,castform,3.0,8.0,147,1
p_840c2dae,dusclops,16.0,306.0,159,1
p_0d51e629,tropius,20.0,1000.0,161,1
p_5afc5587,banette,11.0,125.0,159,1
p_7efb5031,duskull,8.0,150.0,59,1
p_a31a7c8e,dubwool,,430.0,172,1
p_662dfea4,chimecho,6.0,10.0,159,1
p_3141a2bf,absol,12.0,470.0,163,1
p_f4b05bf7,alomomola,12.0,316.0,165,1
p_a4ff2a11,joltik,1.0,6.0,64,1
p_428c92e5,galvantula,8.0,143.0,165,1
p_287785eb,ferroseed,6.0,188.0,61,1
p_9ae1627f,foongus,2.0,10.0,59,1
p_2b9ba017,amoonguss,6.0,105.0,162,1
p_7b5d896f,frillish,12.0,330.0,67,1
p_ececb24d,jellicent,22.0,1350.0,168,1
p_681bdcaf,ferrothorn,10.0,1100.0,171,1
p_7c32422d,klink,3.0,210.0,60,1
p_7de09c8a,raichu-alola,7.0,210.0,243,0
p_9697e07a,sandshrew-alola,7.0,400.0,60,0
p_a1371d89,sandslash-alola,12.0,550.0,158,0
p_d80900af,vulpix-alola,6.0,99.0,60,0
p_64ddc5cf,ninetales-alola,11.0,199.0,177,0
p_6ee65f80,diglett-alola,2.0,10.0,53,0
p_3e912778,dugtrio-alola,7.0,666.0,149,0
p_6de7b05a,meowth-alola,4.0,42.0,58,0
p_80935eee,persian-alola,11.0,330.0,154,0
p_22ea1b7f,cleffa,3.0,30.0,44,1
p_a2a9d01a,chinchou,5.0,120.0,66,1
p_3c34c15d,lanturn,12.0,225.0,161,1
p_e4c212fd,togetic,6.0,32.0,142,1
p_7cba44c0,natu,2.0,20.0,64,1
p_ecba48dd,igglybuff,3.0,10.0,42,1
p_afc8aeac,togepi,3.0,15.0,49,1
p_4bb19edd,delibied,9.0,160.0,116,1
p_555af3aa,delibird,,160.0,116,1
p_4bfa46fd,deoxyst-speed,17.0,,270,0
p_9478d6ce,deoys-speed,17.0,,270,0
p_add433ad,palossand,13.0,2500.0,168,1
p_7f738698,pyukumuku,3.0,12.0,144,1
p_091ce616,type-null,19.0,1205.0,107,1
p_acafbf2f,silvally,23.0,1005.0,285,1
p_bcc71689,groudon-primal,50.0,9997.0,347,0
p_97585788,rayquaza-mega,108.0,3920.0,351,0
p_849b2991,turtonator,20.0,2120.0,170,1
p_0182b726,togedemaru,3.0,33.0,152,1
p_71478efe,glalie-mega,21.0,3502.0,203,0
p_2d987943,diancie-mega,11.0,278.0,315,0
p_f72682eb,metagross-mega,25.0,9429.0,315,0
p_6bacd4c8,kyogre-primal,98.0,4300.0,347,0
p_121d0304,sharpedo-mega,25.0,1303.0,196,0
p_01d0ee1d,slowbro-mega,20.0,1200.0,207,0
p_26a0ccd4,steelix-mega,105.0,7400.0,214,0
p_5c025fbc,pidgeot-mega,22.0,505.0,261,0
p_f2da4b86,ekans,20.0,69.0,58,1
p_6edba5b2,fearow,12.0,380.0,155,1
p_4eed6011,spearow,3.0,20.0,52,1
p_06480ee0,raticate,7.0,185.0,145,1
p_f0fe5ea9,sandshrew,6.0,120.0,60,1
p_973d85a8,raichu,8.0,300.0,243,1
p_85eb5c4e,pikachu,4.0,60.0,112,1
p_1db522c6,arbok,35.0,650.0,157,1
p_0d08a997,nidoran-f,4.0,70.0,55,1
p_f2462e65,sandslash,10.0,295.0,158,1
p_8840a4df,baltoi,5.0,215.0,60,1
p_54cc7584,baltoy,,215.0,60,1
p_302df944,dangela,,350.0,87,1
p_2604d858,tankela,10.0,,87,1
p_a5a50bda,chimecbo,,10.0,159,1
p_cb847e73,chimexo,6.0,10.0,159,1
p_6ea5d789,pelipper,12.0,,154,1
p_dfb5ad05,pelipper,12.0,,154,1
p_82c7b207,eldeooss,5.0,,161,1
p_83505ce3,lairiri,9.0,,151,1
p_9e22f958,krovyle,9.0,216.0,142,1
p_7cdd7095,grovyle,9.0,,142,1
p_06c2ca60,xatu,,,165,1
p_abc5b04a,breloom,,392.0,161,1
p_6502af64,klevki,2.0,,165,1
p_79bd922d,kurturr,12.0,,142,1
p_24f77b9d,mightyena,10.0,370.0,147,1
p_0ee0c7ef,noctol,16.0,,158,1
p_d0864640,noktowl,16.0,,158,1
p_2e7897ff,zigzagoon,4.0,175.0,56,1
p_5487ad06,gourgeist-smwll,,95.0,173,0
p_4eab2c04,gourgist-smal|,7.0,95.0,173,0
p_6b6bb0aa,klamperl,,525.0,69,1
p_94ef28c9,zneasel,,280.0,86,1
p_5b41a4ca,clampwrl,,525.0,69,1
p_4c4fa499,cascoon,7.0,115.0,72,1
p_c9f84eee,dustox,12.0,316.0,173,1
p_041b1951,tapu-vuiu,,455.0,285,1
p_ec8ef794,dapu-pulu,19.0,,285,1
p_db38ed2b,aerodactyl,,590.0,180,1
p_a27eca99,mothiiii,,233.0,148,1
p_5346c365,krookodole,,963.0,260,1
p_6317a992,hippo2don,20.0,3000.0,184,1
p_61812295,azeld,,3.0,290,1
p_040498a4,aze|f,3.0,,290,1
p_ca0bbeae,cactufne,,774.0,166,1
p_a85558da,kactvrne,,774.0,166,1
p_fa26a0a7,toxtrikity-low-key,16.0,400.0,176,0
p_3a9ca283,grujpi9,9.0,715.0,165,1
p_792f3d33,eecscadriil,7.0,404.0,178,1
p_507c2ae9,corphish,6.0,115.0,62,1
p_bdc8a3d7,ponyta-galar,8.0,240.0,82,0
p_1223c81f,baltoy,5.0,215.0,60,1
p_ea130658,crawdaunt,11.0,328.0,164,1
p_3285d669,lileep,10.0,238.0,71,1
p_f87fd20a,claydol,15.0,1080.0,175,1
p_90f0fa20,anorith,7.0,125.0,71,1
p_1484a81b,rapidash-galar,17.0,800.0,175,0
p_159bc631,feebas,6.0,74.0,40,1
p_5751e647,armaldo,15.0,682.0,173,1
p_24b03bcb,qwilfish,5.0,39.0,88,1
p_f480c792,vanillish,11.0,410.0,138,1
p_ed24c802,vanillite,4.0,57.0,61,1
p_1d727182,swanna,13.0,242.0,166,1
p_b1c18330,wishiwashi-solo,2.0,3.0,61,1
p_601045a2,emolga,4.0,50.0,150,1
p_b13834d1,sawsbuck,19.0,925.0,166,1
p_ea25f732,deerling,6.0,195.0,67,1
p_be6815fe,vanilluxe,13.0,575.0,268,1
p_e9af0dc2,oricorio-baile,6.0,34.0,167,1
p_696408ff,escavalier,10.0,330.0,173,1
p_521a3310,karrablast,5.0,59.0,63,1
p_8e60127b,crabominable,17.0,1800.0,167,1
p_be001927,muk-alola,10.0,520.0,175,0
p_906a2e32,ariados,11.0,335.0,140,1
p_77f0fcf3,golem-alola,17.0,3160.0,223,0
p_180abdd1,graveler-alola,10.0,1100.0,137,0
p_6ad8b37f,greninja-ash,15.0,400.0,288,0
p_717a40d2,ribombee,2.0,5.0,162,1
p_7c237b0a,marowak-alola,10.0,340.0,149,0
p_469038b4,exeggutor-alola,109.0,4156.0,186,0
p_cd4d35df,sentret,8.0,60.0,43,1
p_2399e75e,feraligatr,23.0,888.0,239,1
p_d51aa578,zygarde-50-power-construct,50.0,3050.0,300,0
p_de171419,arfeus,32.0,,324,1
p_4d877bdc,ledyba,10.0,108.0,53,1
p_f3f4a833,noctowl,16.0,408.0,158,1
p_e01233fd,spinarak,5.0,85.0,50,1
p_6f7ba8f9,ledian,14.0,356.0,137,1
p_6b28d38a,fletchinder,7.0,160.0,134,1
p_f171dc84,talonflame,12.0,245.0,175,1
p_f2cb1fb1,sunflora,8.0,85.0,149,1
p_cc476b7a,gunzhoos-totem,,600.0,146,0
p_9fa10a80,fletchling,3.0,17.0,56,1
p_b3fd3da9,vivillon,12.0,170.0,185,1
p_b1f6f274,wormadam-sandy,5.0,65.0,148,0
p_196009f5,scatterbug,3.0,25.0,40,1
p_1c2b0efe,audino-mega,15.0,320.0,425,0
p_bd40f304,golisopod,20.0,1080.0,186,1
p_95caf904,altaria-mega,15.0,206.0,207,0
p_7d10eaf1,passimian,20.0,828.0,172,1
p_ef76ca2f,sceptile-mega,19.0,552.0,284,0
p_cc66895d,swampert-mega,19.0,1020.0,286,0
p_3bf01c93,latios-mega,23.0,700.0,315,0
p_f1328d30,latias-mega,18.0,520.0,315,0
p_bdafded7,floette-eternal,2.0,9.0,243,0
p_155e5fdc,abomasnow-mega,27.0,1850.0,208,0
p_29cd2c8f,ninetales,11.0,199.0,177,1
p_8881251b,jigglypuff,5.0,55.0,95,1
p_280e640d,nidoking,14.0,620.0,253,1
p_a3ac8d64,clefairy,6.0,75.0,113,1
p_c75480a7,clefable,13.0,400.0,242,1
p_1e45fe12,vulpix,6.0,99.0,60,1
p_65365a2f,nidorina,8.0,200.0,128,1
p_0408be73,nidoqueen,13.0,600.0,253,1
p_95f110c6,nidoran-m,5.0,90.0,55,1
p_79cde0d9,nidorino,9.0,195.0,128,1
p_33c16246,rookidy,,18.0,49,1
p_ff8b86e9,roockiclee,2.0,,49,1
p_9c4bec01,vanilluxd,13.0,575.0,268,1
p_e1e72d49,vanilluxe,13.0,,268,1
p_979fa2e9,shedjnja,8.0,12.0,83,1
p_d08cce0d,vrnipede,,53.0,52,1
p_e2a6cec8,rat:cate-totem-ajola,14.0,1050.0,145,0
p_11106bb6,totidile,6.0,95.0,63,1
p_926e7fc0,dotofile,6.0,95.0,63,1
p_b49399da,jumplvff,,30.0,207,1
p_01908ab0,machoke,,705.0,142,1
p_64091f25,mzchoke,15.0,705.0,142,1
p_8dcef4a2,nidoran-m,5.0,,55,1
p_93afe082,watchog,11.0,,147,1
p_7f79b433,pid0ye,,21.0,53,1
p_be462dee,pidovw,3.0,,53,1
p_38f74fe5,donphan,,,175,1
p_cd953b99,tornadus-therian,,630.0,290,0
p_2fccc3ea,tornadu5-therian,14.0,630.0,290,0
p_b8d1b58f,kroagunk,,230.0,60,1
