recording,artist_credit
r3296,ac1447
r3297,ac3346
r3298,ac3692
r3299,ac1278
r3300,ac2608
r3301,ac3064
r3302,ac2955
r3303,ac3019
r3304,ac183
r3305,ac794
r3306,ac3448
r3307,ac3007
r3308,ac201
r3309,ac201
r3310,ac2838
r3311,ac3244
r3312,ac868
r3313,ac2933
r3314,ac2513
r3315,ac3014
r3316,ac4184
r3317,ac3346
r3318,ac3444
r3319,ac3120
r3320,ac2110
r3321,ac2110
r3322,ac2143
r3323,ac2002
r3324,ac2534
r3325,ac654
r3326,ac2221
r3327,ac3636
r3328,ac2329
r3329,ac2187
r3330,ac2830
r3331,ac419
r3332,ac722
r3333,ac3057
r3334,ac3930
r3335,ac4475
r3336,ac3909
r3337,ac3428
r3338,ac1131
r3339,ac1126
r3340,ac2921
r3341,ac2777
r3342,ac2913
r3343,ac3250
r3344,ac563
r3345,ac3708
r3346,ac1321
r3347,ac3671
r3348,ac2083
r3349,ac2079
r3350,ac2764
r3351,ac4043
r3352,ac3868
r3353,ac4300
r3354,ac3503
r3355,ac2892
r3356,ac4356
r3357,ac1758
r3358,ac230
r3359,ac4453
r3360,ac2767
r3361,ac4096
r3362,ac3011
r3363,ac920
r3364,ac3282
r3365,ac4363
r3366,ac3895
r3367,ac3895
r3368,ac3895
r3369,ac681
r3370,ac1592
r3371,ac2758
r3372,ac3213
r3373,ac3651
r3374,ac563
r3375,ac3631
r3376,ac427
r3377,ac3419
r3378,ac3824
r3379,ac3122
r3380,ac2335
r3381,ac2521
r3382,ac2523
r3383,ac146
r3384,ac270
r3385,ac927
r3386,ac3796
r3387,ac927
r3388,ac1278
r3389,ac1447
r3390,ac3454
r3391,ac3281
r3392,ac1526
r3393,ac2728
r3394,ac4561
r3395,ac2099
r3396,ac18
r3397,ac177
r3398,ac3199
r3399,ac605
r3400,ac2133
r3401,ac3377
r3402,ac3356
r3403,ac4206
r3404,ac1004
r3405,ac4601
r3406,ac2427
r3407,ac2185
r3408,ac207
r3409,ac495
r3410,ac984
r3411,ac2189
r3412,ac4622
r3413,ac3707
r3414,ac4501
r3415,ac1722
r3416,ac3620
r3417,ac3044
r3418,ac3535
r3419,ac2094
r3420,ac3535
r3421,ac3918
r3422,ac242
r3423,ac3806
r3424,ac1149
r3425,ac3134
r3426,ac1486
r3427,ac4580
r3428,ac1789
r3429,ac3225
r3430,ac2825
r3431,ac1305
r3432,ac4604
r3433,ac3982
r3434,ac3982
r3435,ac859
r3436,ac2476
r3437,ac3070
r3438,ac3344
r3439,ac1402
r3440,ac654
r3441,ac4485
r3442,ac4232
r3443,ac3849
r3444,ac2775
r3445,ac1849
r3446,ac4278
r3447,ac1463
r3448,ac724
r3449,ac3124
r3450,ac666
r3451,ac1656
r3452,ac3690
r3453,ac449
r3454,ac1073
r3455,ac2761
r3456,ac541
r3457,ac3915
r3458,ac3779
r3459,ac3723
r3460,ac4035
r3461,ac174
r3462,ac174
r3463,ac174
r3464,ac1188
r3465,ac2908
r3466,ac763
r3467,ac529
r3468,ac507
r3469,ac56
r3470,ac670
r3471,ac3809
r3472,ac2663
r3473,ac3224
r3474,ac1299
r3475,ac3013
r3476,ac1009
r3477,ac2751
r3478,ac2763
r3479,ac1014
r3480,ac2819
r3481,ac61
r3482,ac2315
r3483,ac2151
r3484,ac3825
r3485,ac69
r3486,ac3375
r3487,ac2466
r3488,ac70
r3489,ac2735
r3490,ac113
r3491,ac1977
r3492,ac1378
r3493,ac2994
r3494,ac3073
r3495,ac2460
r3496,ac1905
r3497,ac3996
r3498,ac375
r3499,ac2471
r3500,ac2666
r3501,ac3068
r3502,ac2644
r3503,ac1047
r3504,ac2687
r3505,ac2265
r3506,ac1556
r3507,ac2586
r3508,ac2283
r3509,ac3498
r3510,ac762
r3511,ac1566
r3512,ac1445
r3513,ac713
r3514,ac394
r3515,ac17
r3516,ac1845
r3517,ac1838
r3518,ac329
r3519,ac2686
r3520,ac1838
r3521,ac1838
r3522,ac3752
r3523,ac4070
r3524,ac2772
r3525,ac3354
r3526,ac3552
r3527,ac3939
r3528,ac3939
r3529,ac4359
r3530,ac2802
r3531,ac2418
r3532,ac135
r3533,ac254
r3534,ac979
r3535,ac1838
r3536,ac2652
r3537,ac1901
r3538,ac1832
r3539,ac2090
r3540,ac2778
r3541,ac2964
r3542,ac3856
r3543,ac4205
r3544,ac2175
r3545,ac3746
r3546,ac1199
r3547,ac4310
r3548,ac4313
r3549,ac621
r3550,ac1503
r3551,ac3313
r3552,ac2288
r3553,ac4349
r3554,ac4349
r3555,ac3820
r3556,ac2194
r3557,ac3150
r3558,ac2374
r3559,ac4233
r3560,ac2897
r3561,ac1485
r3562,ac3365
r3563,ac3555
r3564,ac1694
r3565,ac434
r3566,ac1547
r3567,ac3214
r3568,ac3185
r3569,ac1821
r3570,ac2485
r3571,ac2464
r3572,ac4179
r3573,ac2228
r3574,ac4234
r3575,ac1273
r3576,ac571
r3577,ac2802
r3578,ac2485
r3579,ac2912
r3580,ac1970
r3581,ac385
r3582,ac3057
r3583,ac2766
r3584,ac1848
r3585,ac2802
r3586,ac3239
r3587,ac2812
r3588,ac4425
r3589,ac3525
r3590,ac1917
r3591,ac741
r3592,ac2458
r3593,ac3993
r3594,ac4611
r3595,ac1504
r3596,ac4506
r3597,ac2595
r3598,ac4176
r3599,ac4176
r3600,ac4176
r3601,ac1772
r3602,ac2410
r3603,ac19
r3604,ac696
r3605,ac2652
r3606,ac1870
r3607,ac1644
r3608,ac378
r3609,ac2806
r3610,ac1069
r3611,ac2170
r3612,ac4523
r3613,ac2082
r3614,ac2622
r3615,ac1956
r3616,ac201
r3617,ac459
r3618,ac3060
r3619,ac1712
r3620,ac575
r3621,ac538
r3622,ac3055
r3623,ac3055
r3624,ac102
r3625,ac1901
r3626,ac1941
r3627,ac3614
r3628,ac3098
r3629,ac3982
r3630,ac1430
r3631,ac4473
r3632,ac3406
r3633,ac1556
r3634,ac832
r3635,ac3718
r3636,ac3150
r3637,ac2406
r3638,ac4436
r3639,ac540
r3640,ac808
r3641,ac2118
r3642,ac3632
r3643,ac2173
r3644,ac31
r3645,ac194
r3646,ac1305
r3647,ac1302
r3648,ac1155
r3649,ac1881
r3650,ac1672
r3651,ac391
r3652,ac1523
r3653,ac1904
r3654,ac1792
r3655,ac1025
r3656,ac420
r3657,ac877
r3658,ac877
r3659,ac877
r3660,ac2819
r3661,ac2874
r3662,ac1547
r3663,ac3533
r3664,ac3012
r3665,ac889
r3666,ac3590
r3667,ac3751
r3668,ac1452
r3669,ac4250
r3670,ac4457
r3671,ac4243
r3672,ac2091
r3673,ac2711
r3674,ac11
r3675,ac2448
r3676,ac1035
r3677,ac318
r3678,ac445
r3679,ac1718
r3680,ac2352
r3681,ac3156
r3682,ac664
r3683,ac4599
r3684,ac3966
r3685,ac707
r3686,ac1893
r3687,ac1943
r3688,ac298
r3689,ac1771
r3690,ac1531
r3691,ac3792
r3692,ac3346
r3693,ac4366
r3694,ac3917
r3695,ac1774
r3696,ac3712
r3697,ac4345
r3698,ac3519
r3699,ac4554
r3700,ac957
r3701,ac1846
r3702,ac3028
r3703,ac2249
r3704,ac3059
r3705,ac4350
r3706,ac4214
r3707,ac207
r3708,ac4446
r3709,ac3226
r3710,ac3246
r3711,ac287
r3712,ac4591
r3713,ac599
r3714,ac50
r3715,ac599
r3716,ac1257
r3717,ac4028
r3718,ac4121
r3719,ac738
r3720,ac1763
r3721,ac3448
r3722,ac799
r3723,ac2193
r3724,ac3016
r3725,ac3785
r3726,ac2392
r3727,ac2771
r3728,ac1451
r3729,ac3439
r3730,ac3439
r3731,ac1551
r3732,ac3474
r3733,ac4472
r3734,ac2847
r3735,ac4306
r3736,ac3233
r3737,ac3159
r3738,ac555
r3739,ac3201
r3740,ac4310
r3741,ac1685
r3742,ac4130
r3743,ac475
r3744,ac4401
r3745,ac1695
r3746,ac4572
r3747,ac912
r3748,ac1606
r3749,ac3477
r3750,ac2970
r3751,ac759
r3752,ac3245
r3753,ac3767
r3754,ac3290
r3755,ac3096
r3756,ac496
r3757,ac3286
r3758,ac165
r3759,ac3529
r3760,ac4389
r3761,ac358
r3762,ac730
r3763,ac3800
r3764,ac265
r3765,ac3656
r3766,ac4321
r3767,ac4348
r3768,ac3559
r3769,ac1577
r3770,ac833
r3771,ac485
r3772,ac3610
r3773,ac3891
r3774,ac824
r3775,ac4464
r3776,ac2757
r3777,ac2757
r3778,ac2483
r3779,ac3863
r3780,ac1626
r3781,ac2389
r3782,ac76
r3783,ac3382
r3784,ac3368
r3785,ac3211
r3786,ac3998
r3787,ac3998
r3788,ac3998
r3789,ac3396
r3790,ac3396
r3791,ac3396
r3792,ac4052
r3793,ac1140
r3794,ac1471
r3795,ac3555
r3796,ac3990
r3797,ac2059
r3798,ac3973
r3799,ac2905
r3800,ac1419
r3801,ac1269
r3802,ac2951
r3803,ac3188
r3804,ac787
r3805,ac3292
r3806,ac1079
r3807,ac2143
r3808,ac418
r3809,ac1756
r3810,ac1820
r3811,ac3208
r3812,ac847
r3813,ac395
r3814,ac2108
r3815,ac2975
r3816,ac1213
r3817,ac3777
r3818,ac90
r3819,ac4088
r3820,ac3051
r3821,ac1384
r3822,ac115
r3823,ac947
r3824,ac3051
r3825,ac233
r3826,ac4266
r3827,ac2812
r3828,ac1645
r3829,ac2313
r3830,ac3942
r3831,ac3739
r3832,ac376
r3833,ac3471
r3834,ac474
r3835,ac2812
r3836,ac2567
r3837,ac3973
r3838,ac4596
r3839,ac4084
r3840,ac3347
r3841,ac740
r3842,ac2410
r3843,ac1629
r3844,ac455
r3845,ac2705
r3846,ac2905
r3847,ac2905
r3848,ac1954
r3849,ac552
r3850,ac396
r3851,ac4291
r3852,ac4269
r3853,ac2331
r3854,ac1148
r3855,ac3218
r3856,ac3141
r3857,ac901
r3858,ac2230
r3859,ac2555
r3860,ac1739
r3861,ac320
r3862,ac2765
r3863,ac2874
r3864,ac2874
r3865,ac3598
r3866,ac2792
r3867,ac4307
r3868,ac301
r3869,ac2380
r3870,ac2821
r3871,ac4417
r3872,ac3251
r3873,ac1797
r3874,ac4168
r3875,ac860
r3876,ac1169
r3877,ac493
r3878,ac3168
r3879,ac3160
r3880,ac3459
r3881,ac65
r3882,ac3809
r3883,ac3874
r3884,ac3360
r3885,ac2805
r3886,ac3788
r3887,ac2457
r3888,ac2120
r3889,ac943
r3890,ac2499
r3891,ac522
r3892,ac2635
r3893,ac2359
r3894,ac525
r3895,ac1925
r3896,ac698
r3897,ac1903
r3898,ac2849
r3899,ac3740
r3900,ac3056
r3901,ac3740
r3902,ac4585
r3903,ac3398
r3904,ac2627
r3905,ac4241
r3906,ac3479
r3907,ac922
r3908,ac3631
r3909,ac3008
r3910,ac2490
r3911,ac4544
r3912,ac3805
r3913,ac2515
r3914,ac3413
r3915,ac2974
r3916,ac1784
r3917,ac1459
r3918,ac4561
r3919,ac2356
r3920,ac3880
r3921,ac4561
r3922,ac2815
r3923,ac3643
r3924,ac398
r3925,ac457
r3926,ac1643
r3927,ac2815
r3928,ac889
r3929,ac889
r3930,ac1649
r3931,ac1648
r3932,ac581
r3933,ac3817
r3934,ac482
r3935,ac2706
r3936,ac1167
r3937,ac725
r3938,ac536
r3939,ac3193
r3940,ac2845
r3941,ac1603
r3942,ac742
r3943,ac2127
r3944,ac2639
r3945,ac3548
r3946,ac3275
r3947,ac2919
r3948,ac2801
r3949,ac4144
r3950,ac267
r3951,ac3596
r3952,ac3429
r3953,ac3505
r3954,ac4048
r3955,ac2474
r3956,ac1546
r3957,ac4129
r3958,ac311
r3959,ac4410
r3960,ac1615
r3961,ac1479
r3962,ac4246
r3963,ac1964
r3964,ac1423
r3965,ac3660
r3966,ac3025
r3967,ac1562
r3968,ac2138
r3969,ac2145
r3970,ac2918
r3971,ac2616
r3972,ac3137
r3973,ac3056
r3974,ac2185
r3975,ac544
r3976,ac2705
r3977,ac1060
r3978,ac3811
r3979,ac3055
r3980,ac1987
r3981,ac2141
r3982,ac374
r3983,ac2048
r3984,ac3075
r3985,ac322
r3986,ac2742
r3987,ac193
r3988,ac2371
r3989,ac2425
r3990,ac1608
r3991,ac2833
r3992,ac2853
r3993,ac1113
r3994,ac721
r3995,ac1060
r3996,ac2400
r3997,ac2649
r3998,ac3154
r3999,ac1952
r4000,ac2189
r4001,ac1337
r4002,ac3979
r4003,ac4427
r4004,ac3138
r4005,ac4328
r4006,ac4393
r4007,ac2075
r4008,ac3344
r4009,ac3604
r4010,ac756
r4011,ac4515
r4012,ac269
r4013,ac550
r4014,ac1469
r4015,ac3756
r4016,ac4319
r4017,ac4060
r4018,ac2425
r4019,ac2871
r4020,ac1214
r4021,ac4264
r4022,ac3916
r4023,ac2536
r4024,ac3869
r4025,ac277
r4026,ac3869
r4027,ac109
r4028,ac3837
r4029,ac2657
r4030,ac3409
r4031,ac1434
r4032,ac766
r4033,ac2337
r4034,ac3868
r4035,ac3755
r4036,ac591
r4037,ac3380
r4038,ac3066
r4039,ac215
r4040,ac4054
r4041,ac1175
r4042,ac3146
r4043,ac3934
r4044,ac2419
r4045,ac1108
r4046,ac229
r4047,ac2353
r4048,ac2353
r4049,ac891
r4050,ac884
r4051,ac3139
r4052,ac4153
r4053,ac523
r4054,ac3649
r4055,ac4363
r4056,ac1721
r4057,ac4474
r4058,ac1638
r4059,ac4430
r4060,ac1741
r4061,ac237
r4062,ac1711
r4063,ac3114
r4064,ac4086
r4065,ac4587
r4066,ac704
r4067,ac80
r4068,ac1143
r4069,ac709
r4070,ac1217
r4071,ac879
r4072,ac1149
r4073,ac3175
r4074,ac2779
r4075,ac1692
r4076,ac1467
r4077,ac720
r4078,ac511
r4079,ac2760
r4080,ac3736
r4081,ac2895
r4082,ac1031
r4083,ac3833
r4084,ac548
r4085,ac1883
r4086,ac3455
r4087,ac2299
r4088,ac4056
r4089,ac3346
r4090,ac3227
r4091,ac1316
r4092,ac3026
r4093,ac2430
r4094,ac292
r4095,ac3704
r4096,ac609
r4097,ac1052
r4098,ac3920
r4099,ac1757
r4100,ac202
r4101,ac3966
r4102,ac1974
r4103,ac4120
r4104,ac3622
r4105,ac1362
r4106,ac3029
r4107,ac1691
r4108,ac2464
r4109,ac4079
r4110,ac1908
r4111,ac2742
r4112,ac1005
r4113,ac1004
r4114,ac1005
r4115,ac2282
r4116,ac1198
r4117,ac3346
r4118,ac3346
r4119,ac875
r4120,ac1023
r4121,ac3067
r4122,ac3540
r4123,ac441
r4124,ac3379
r4125,ac3554
r4126,ac3799
r4127,ac71
r4128,ac408
r4129,ac168
r4130,ac1679
r4131,ac972
r4132,ac3466
r4133,ac3156
r4134,ac2674
r4135,ac863
r4136,ac2537
r4137,ac1347
r4138,ac1347
r4139,ac2246
r4140,ac520
r4141,ac1886
r4142,ac2037
r4143,ac1012
r4144,ac2500
r4145,ac3591
r4146,ac781
r4147,ac1024
r4148,ac4314
r4149,ac1658
r4150,ac733
r4151,ac4272
r4152,ac1958
r4153,ac3138
r4154,ac3829
r4155,ac4273
r4156,ac3357
r4157,ac2874
r4158,ac3336
r4159,ac206
r4160,ac1044
r4161,ac3270
r4162,ac1755
r4163,ac1435
r4164,ac276
r4165,ac1600
r4166,ac1628
r4167,ac3355
r4168,ac3483
r4169,ac1572
r4170,ac2076
r4171,ac2612
r4172,ac3029
r4173,ac2942
r4174,ac1000
r4175,ac1544
r4176,ac1002
r4177,ac393
r4178,ac1115
r4179,ac4186
r4180,ac29
r4181,ac4596
r4182,ac1203
r4183,ac3998
r4184,ac804
r4185,ac2373
r4186,ac3554
r4187,ac1744
r4188,ac2236
r4189,ac1478
r4190,ac3381
r4191,ac3610
r4192,ac1005
r4193,ac3620
r4194,ac4426
r4195,ac3513
r4196,ac4426
r4197,ac4484
r4198,ac4483
r4199,ac3466
r4200,ac2233
r4201,ac4467
r4202,ac4237
r4203,ac285
r4204,ac373
r4205,ac1049
r4206,ac690
r4207,ac1969
r4208,ac1063
r4209,ac3341
r4210,ac4357
r4211,ac1400
r4212,ac1579
r4213,ac2085
r4214,ac2853
r4215,ac3547
r4216,ac2959
r4217,ac4346
r4218,ac2373
r4219,ac2169
r4220,ac1623
r4221,ac3747
r4222,ac205
r4223,ac2840
r4224,ac1067
r4225,ac4433
r4226,ac3049
r4227,ac143
r4228,ac1659
r4229,ac3538
r4230,ac2343
r4231,ac3532
r4232,ac4372
r4233,ac4372
r4234,ac139
r4235,ac99
r4236,ac1403
r4237,ac4365
r4238,ac927
r4239,ac2468
r4240,ac1573
r4241,ac643
r4242,ac2653
r4243,ac820
r4244,ac3205
r4245,ac1842
r4246,ac1689
r4247,ac4455
r4248,ac1986
r4249,ac4363
r4250,ac2603
r4251,ac4363
r4252,ac2065
r4253,ac3151
r4254,ac424
r4255,ac2365
r4256,ac3852
r4257,ac1331
r4258,ac3396
r4259,ac101
r4260,ac2885
r4261,ac4015
r4262,ac1229
r4263,ac524
r4264,ac1924
r4265,ac637
r4266,ac1805
r4267,ac4158
r4268,ac1091
r4269,ac3124
r4270,ac3276
r4271,ac4257
r4272,ac2435
r4273,ac2987
r4274,ac268
r4275,ac507
r4276,ac785
r4277,ac3496
r4278,ac621
r4279,ac621
r4280,ac4092
r4281,ac1855
r4282,ac56
r4283,ac1594
r4284,ac2017
r4285,ac3346
r4286,ac2081
r4287,ac4466
r4288,ac3934
r4289,ac4333
r4290,ac12
r4291,ac1160
r4292,ac4189
r4293,ac3160
r4294,ac4355
r4295,ac4224
r4296,ac1990
r4297,ac498
r4298,ac4099
r4299,ac4099
r4300,ac1529
r4301,ac272
r4302,ac3843
r4303,ac4461
r4304,ac2246
r4305,ac4028
r4306,ac2304
r4307,ac4350
r4308,ac3174
r4309,ac3935
r4310,ac3448
r4311,ac2381
r4312,ac3474
r4313,ac433
r4314,ac2178
r4315,ac3448
r4316,ac1622
r4317,ac940
r4318,ac4318
r4319,ac1366
r4320,ac633
r4321,ac4194
r4322,ac703
r4323,ac1963
r4324,ac3934
r4325,ac2007
r4326,ac1590
r4327,ac2232
r4328,ac3145
r4329,ac4114
r4330,ac134
r4331,ac3645
r4332,ac1418
r4333,ac1418
r4334,ac2512
r4335,ac3200
r4336,ac1383
r4337,ac2302
r4338,ac4415
r4339,ac2404
r4340,ac1310
r4341,ac1025
r4342,ac685
r4343,ac2371
r4344,ac3606
r4345,ac3341
r4346,ac607
r4347,ac2093
r4348,ac187
r4349,ac2976
r4350,ac4598
r4351,ac856
r4352,ac1460
r4353,ac1460
r4354,ac346
r4355,ac991
r4356,ac3691
r4357,ac3268
r4358,ac2303
r4359,ac2556
r4360,ac2838
r4361,ac2192
r4362,ac3112
r4363,ac3691
r4364,ac151
r4365,ac3392
r4366,ac1251
r4367,ac814
r4368,ac3799
r4369,ac2019
r4370,ac3554
r4371,ac1494
r4372,ac2909
r4373,ac518
r4374,ac1686
r4375,ac1346
r4376,ac90
r4377,ac90
r4378,ac90
r4379,ac1641
r4380,ac2303
r4381,ac338
r4382,ac2563
r4383,ac2207
r4384,ac255
r4385,ac664
r4386,ac2380
r4387,ac3324
r4388,ac1886
r4389,ac351
r4390,ac3340
r4391,ac2543
r4392,ac2543
r4393,ac4292
r4394,ac4520
r4395,ac4460
r4396,ac3483
r4397,ac2045
r4398,ac3840
r4399,ac3970
r4400,ac1070
r4401,ac3840
r4402,ac2233
r4403,ac4116
r4404,ac3840
r4405,ac2570
r4406,ac2685
r4407,ac4350
r4408,ac4350
r4409,ac3657
r4410,ac2873
r4411,ac1955
r4412,ac628
r4413,ac1522
r4414,ac1500
r4415,ac2207
r4416,ac1836
r4417,ac2118
r4418,ac1020
r4419,ac1020
r4420,ac1020
r4421,ac71
r4422,ac1657
r4423,ac2714
r4424,ac2659
