artist_credit,position,artist,name
ac3624,0,a1965,Мussorgsky
ac3624,1,a1150,Volgograd Philharmonic Orchestra
ac3624,2,a2363,Edward Serov
ac1322,0,a4850,Bill Bruford
ac1322,1,a1609,Patrick Moraz
ac843,1,a4619,Harry Gump
ac843,0,a530,Bouncin BC
ac3969,0,a4156,Bix
ac566,0,a599,Lil Wayne
ac3161,0,a1347,Orlando Voorn
ac140,0,a2440,Basil Poledouris
ac140,1,a4341,Hans Zimmer
ac3686,0,a3847,Jay Nash
ac4134,1,a3556,Gasdia
ac4134,6,a1777,Schmiege
ac4134,2,a3482,Zimmermann
ac4134,4,a2254,Lendi
ac4134,7,a4826,I Solisti Veneti
ac4134,0,a4708,Antonio Vivaldi
ac4134,3,a2658,Palacio
ac4134,5,a2253,Rigacci
ac4134,8,a2998,Claudio Scimone
ac1427,0,a2172,Bosque
ac1427,1,a1044,Senthil
ac3445,0,a2204,Ponies at Dawn
ac1817,0,a1853,Atomic Pulse
ac1693,0,a1149,Neophyte
ac341,0,a3540,Nükhet Duru
ac341,1,a4672,Surp Vartanants Korosu
ac4071,1,a1369,Joel McNeely
ac4071,0,a3824,Bernard Herrmann
ac1446,0,a1566,Jaimeson
ac2923,0,a3060,Graham Park
ac519,0,a3874,Edvard Grieg
ac519,1,a4282,Большой симфонический оркестр имени П И Чайковского
ac519,2,a4548,Геннадий Николаевич Рождественский
ac3024,0,a3830,Domenico Scarlatti
ac3024,1,a1583,Mikhail Pletnev
ac2366,0,a2443,Lightning Seeds
ac4583,0,a1085,Cavendish Trailers
ac3018,0,a3167,The Fence Collective
ac4220,0,a4423,DJ Spair
ac4525,2,a1337,The DOyly Carte Opera Company
ac4525,5,a75,The Philharmonia Orchestra
ac4525,4,a3564,Sir Malcolm Sargent
ac4525,0,a1572,Gilbert
ac4525,3,a4700,The Royal Philharmonic Orchestra
ac4525,6,a1432,Sir Charles Mackerras
ac4525,1,a2644,Sullivan
ac532,1,a2506,Paulinho da Viola
ac532,0,a4716,Toquinho
ac136,0,a800,Schnuckenack Reinhardt Quintett
ac1940,4,a4206,Robert Lloyd
ac1940,5,a392,Academy of St Martin in the Fields
ac1940,1,a343,Thomas Allen
ac1940,0,a2860,Gioachino Rossini
ac1940,2,a1015,Agnes Baltsa
ac1940,6,a2711,Neville Marriner
ac1940,3,a1219,Francisco Araiza
ac3294,1,a3810,Distemper
ac3294,0,a1102,Тараканы
ac1707,0,a4822,The Glory
ac1707,1,a4246,The Magnificent
ac697,1,a289,Caribou
ac697,0,a289,Manitoba
ac2930,0,a1408,Zucchero Sugar Fornaciari
ac1081,0,a4670,Freeez
ac1081,1,a3910,John Rocca
ac748,0,a4708,Antonio Vivaldi
ac748,4,a1035,Orquestra Gulbenkian
ac748,3,a1386,Coro Gulbenkian
ac748,2,a569,English Bach Festival Baroque Orchestra
ac748,5,a4480,Michel Corboz
ac748,1,a2444,English Bach Festival Chorus
ac1183,0,a4514,DJ Rap
ac1183,1,a1574,Kenny Ken
ac3997,1,a1983,Nikolaus Harnoncourt
ac3997,0,a4528,J S Bach
ac2056,1,a500,Juri Nakashima
ac4183,0,a3890,TeeKu
ac4469,0,a4681,Mortuus Infradaemoni
ac1818,1,a4068,Taverner Choir  Players
ac2458,0,a3672,Khaled
ac1639,0,a2239,Palmgren
ac463,0,a167,Django Reinhardt
ac2814,0,a4043,Kraan
ac381,1,a859,Jean Sibelius
ac3764,0,a2283,Denez Prigent
ac3366,0,a1357,Raimundos
ac2046,0,a2335,Robert Randolph  The Family Band
ac4129,1,a3598,Orchestra New Russia
ac2698,1,a4055,Lloyd Banks
ac1313,0,a297,Anberlin
ac4071,1,a798,Joel McNeely
ac3037,1,a3397,Michel Plasson
ac1027,0,a2984,Daniel Bierton
ac2742,0,a2265,Groovy Godzilla
ac3981,1,a1440,Ray Brown
ac132,0,a525,Johnny Cash
ac3930,0,a3864,Robert Calvert
ac4469,0,a2893,Mortuus Infradaemoni
ac2965,4,a172,Elsa Saque
ac1118,0,a4454,Mark OConnor
ac2330,0,a4066,Michael Endres
ac910,0,a238,Thyrfing
ac4166,0,a3580,Fear Condition
ac3626,0,a1094,St Vladimirs Seminary Chorale
ac325,0,a4029,Tõnis Mägi
ac244,0,a4210,伊藤真澄
ac2279,0,a2094,Le Modem
ac3830,0,a1512,DJ Whiteowl
ac1847,1,a3448,Icewear Vezzo
ac1723,0,a460,Mills Embargo
ac4132,0,a4326,Big Walter Horton
ac1093,0,a615,Hoodoo Gurus
ac2976,0,a996,Alexandre Tharaud
ac2046,2,a2745,LeRoi Moore
ac1495,0,a4641,John Pizzarelli
ac3150,0,a4004,Cybertrybe
ac1988,0,a711,Frank Chacksfield  His Orchestra
ac3459,0,a4793,Kenny Rogers
ac412,0,a2063,Steve Tilston
ac3174,0,a2509,Victims Family
ac4177,2,a4370,Reinhardt Lutz
ac3648,1,a1716,Rihanna
ac3151,0,a1834,Dive
ac258,0,a3062,A Flock of Seagulls
ac384,0,a2663,The Vaselines
ac757,0,a78,AlienSix13
ac3127,0,a2870,RIP SLYME
ac966,0,a4512,岩代太郎
ac3848,0,a4019,wumpscut
ac3744,0,a925,Engineer
ac3507,0,a4821,Bloodstone
ac3486,0,a449,biff0r
ac462,1,a6,Cigala
ac4083,0,a4262,Alex North
ac4239,0,a202,Rob
ac2407,0,a305,Young Mozart
ac987,0,a2614,Judith Pearce
ac1643,0,a688,Cyberfit
ac1154,2,a1605,Herb Ellis
ac1039,0,a1193,Paul Shaw
ac2485,0,a3135,Star of Ash
ac4540,0,a1287,Terrace
ac4191,0,a4221,Diogo Nogueira
ac4300,0,a4775,Filibuster
ac2882,1,a1251,José Serebrier
ac3100,1,a3030,Leith Stevens
ac1815,0,a1741,A Sunset Diary
ac586,0,a2881,Grownup Killjoy
ac3044,0,a4534,Las Estrallas Cobo
ac4493,0,a3102,Roberto Silva
ac4432,0,a513,Flathead Seven
ac1013,0,a3172,Prokofiev
ac1361,0,a3486,Steve Merlin
ac3129,0,a1503,Beres Hammond
ac265,0,a1559,Sidney Bechet
ac152,0,a2250,Crawling Chaos
ac310,0,a1245,The Ascetic Junkies
ac4282,0,a106,BeeBee
ac2572,4,a1722,Academy of St Martin‐in‐the‐Fields
ac4064,0,a2532,サイダーガール
ac1300,0,a1419,Stalingrad
ac3378,0,a2377,Hal Lindes
ac2331,0,a2832,Big Ministries
ac46,0,a48,Antonino
ac3557,0,a4524,Shenanigans
ac284,1,a4593,Tippu
ac1994,0,a2596,Lila Deneken
ac3386,0,a4164,Male or Female
ac1013,1,a3784,Leopold Stokowski
ac279,0,a2912,Gisèle Favre
ac1972,0,a529,Saccoman
ac3095,0,a1172,Janno Gibbs
ac2959,0,a2952,Deuce
ac2990,1,a611,Ben Fenner
ac2548,0,a1258,Power Metal
ac977,0,a3187,Buju Banton
ac2511,0,a2122,Evaldo Braga
ac3420,1,a3085,Les Dudek
ac1440,0,a438,The Archipelago Singers
ac1103,2,a4370,Reinhardt Lutz
ac758,0,a1721,James Lavino
ac3225,0,a264,横山菁児
ac3563,0,a1937,Black Bear
ac2585,0,a4479,Cyclefly
ac3320,0,a2286,Katia  Marielle Labèque
ac938,0,a4733,Sons of Chaos
ac1214,1,a2901,Геннадий Николаевич Рождественский
ac1539,1,a2025,David Rogers
ac2360,0,a1023,Mark McGuire
ac1765,0,a1714,The Green and Yellow TV
ac3443,0,a1235,Hart Backbord
ac2980,0,a3117,Ellis Paul
ac2965,2,a4572,English Bach Festival Chorus
ac1338,0,a818,Daniel Magg
ac2459,0,a3167,The Fence Collective
ac2717,1,a4367,Eliot Pulse
ac1472,0,a4096,Reyli
ac1453,1,a2926,Isabelle Faust
ac3933,0,a167,Django Reinhardt
ac1983,0,a2115,Malahora
ac1789,0,a1689,Sway
ac623,0,a666,Deadly Buda
ac4102,0,a4286,Feathermerchants
ac1263,1,a4809,Édouard Lindenberg
ac3307,0,a1333,Insingizi
ac1706,0,a4763,Visitors
ac3236,0,a3314,Värttinä
ac4292,1,a1500,John Coleman
ac4581,0,a749,Reda Caire
ac1020,0,a2179,Viktor Petrov
ac3190,0,a1604,Skunk Anansie
ac3284,0,a2391,Bobby Peru
ac555,0,a2134,The Similou
ac2490,0,a2864,Only Us
ac2266,0,a4406,Creedence Clearwater Revival
ac2453,0,a1194,Tweens
ac3425,0,a2190,坂本九
ac1716,0,a4767,Prinz Porno
ac2510,0,a1719,Merri Gail
ac613,0,a1339,Melanin 9
ac1847,0,a1611,Drakeo the Ruler
ac3397,0,a1099,Peter Principle
ac1855,0,a3028,Hugh Marsh
ac3616,0,a3057,Bread
ac2248,0,a2866,Circle Storm
ac2897,0,a582,Timo Räisänen
ac3388,0,a944,Denison Marrs
ac2624,0,a781,Solanos
ac3756,0,a870,Heads We Dance
ac150,2,a1597,Didier Lockwood
ac3415,1,a3583,Pete Mason
ac1715,2,a3275,Dana
ac4472,0,a713,dada
ac1290,0,a4011,Origin
ac3251,0,a215,Devin the Dude
ac4160,0,a2240,Austin Eterno
ac3825,0,a4134,Rocketsmiths
ac3928,0,a3899,Joseph Manson
ac20,1,a1722,Academy of St Martin in the Fields
ac3673,0,a3835,Numbers
ac1020,0,a4323,Viktor Petrov
ac3800,0,a1538,浦飯幽助
ac3052,0,a33,Triumvirat
ac4058,0,a353,Gezoleen
ac110,1,a4597,DJ Supreme
ac2723,0,a3011,The Idea of North
ac1534,0,a3719,Porn Kings
ac2167,0,a490,Vakkuum
ac551,0,a960,The Mills Brothers
ac4396,0,a454,Jukka Takalo
ac3961,0,a4023,5440
ac1212,0,a3804,Joop Visser
ac3198,3,a4086,Richard Bonynge
ac3068,0,a2826,Massive Attack
ac636,0,a4237,Triple R
ac219,1,a2538,La magnifica comunità
ac1113,0,a1614,Larry Rhodes
ac4260,0,a2355,Trip Shakespeare
ac2916,0,a2606,Darius Brubeck
ac3233,0,a4366,Balrog
ac1768,0,a479,Elephant Man
ac795,0,a3065,Kim Robertson
ac3308,0,a3460,Pendragon
ac1550,1,a23,Pittsburgh Symphony Orchestra
ac3713,0,a1931,Jefri Al Buchori
ac3550,0,a4084,Mary Pope Osborne
ac401,0,a426,Fear My Thoughts
ac3865,0,a1778,Salad
ac1683,2,a360,Concentus Musicus Wien
ac1570,0,a1425,Dionysos
ac89,0,a423,Duoteque
ac2473,0,a2639,Tim Whitelaw
ac2602,0,a506,Silmäosasto
ac2301,3,a2415,Théotime Langlois de Swarte
ac3715,0,a1309,スフィア
ac2823,0,a2967,Nagen  Saugen
ac2704,0,a1893,Tynator
ac283,0,a2433,Joseph Haydn
ac1001,0,a515,Bette Midler
ac936,0,a3478,Lutz Görner
ac3703,0,a3495,The Dodos
ac307,0,a313,Megadeth
ac2377,0,a1048,Twerps
ac4074,0,a443,Kommando Sonnenmilch
ac751,2,a1267,The Parley of Instruments
ac2308,0,a111,Hatebreed
ac252,0,a263,Asking Abby
ac2502,0,a1448,Gypsymen
ac786,0,a1435,Prozac Mtn Boys
ac308,0,a1379,PsyAviah
ac2516,0,a4614,Ruth Jacott
ac1639,0,a2239,Palmgren
ac2384,0,a2653,Ex Cathedra
ac1410,0,a2009,Tan Dun
ac4413,0,a342,Алла Пугачёва
ac1160,1,a3095,Michael Gungor
ac702,0,a4054,Bloody Tears
ac816,0,a3042,Sticky Productions
ac208,0,a226,Fluke
ac1051,0,a1917,Mary Byrne
ac1436,0,a629,Manolo Guardia
ac1991,1,a377,William Stromberg
ac2156,0,a3436,Monica Törnell
ac2066,0,a3648,Коrsика
ac2216,0,a4545,Sick of the Law
ac2869,0,a1755,Karim Kacel
ac4629,0,a993,Emrah
ac13,0,a2930,菅野よう子
ac3253,1,a4246,The Magnificent
ac1103,0,a2340,Dvořák
ac4420,0,a1200,Euhedral
ac3761,0,a843,Lobão
ac3185,0,a1648,산울림
ac3813,0,a1161,The Klezmer Conservatory Band
ac2355,0,a2517,Μάνος Χατζιδάκις
ac2634,0,a245,Jars of Clay
ac406,0,a4609,Brinsley Schwarz
ac3957,0,a1336,Michael B Tretow
ac2234,0,a3242,Never Get Used To People
ac898,0,a4391,Stanley Clarke
ac284,3,a3790,Solar Sai
ac33,0,a159,Van Coke Kartel
ac2025,1,a2705,Leslie Howard
ac234,0,a246,Kate MacLeod
ac2842,0,a1917,Mary Byrne
ac225,3,a2545,Joseph Feinstein
ac4132,0,a1739,Big Walter Horton
ac987,2,a2394,Michael Collins
ac593,0,a3005,Rorschach Test
ac978,0,a3187,Buju Banton
ac1154,1,a1439,Ray Brown
ac2677,0,a4493,Malcolm Arnold
ac519,2,a1343,Геннадий Николаевич Рождественский
ac3463,0,a1459,Caroline
ac2516,0,a3344,Ruth Jacott
ac3280,0,a2607,Jerry Kimbrough
ac4374,2,a2419,Eivind Aadland
ac4259,1,a4867,WDR Sinfonieorchester Köln
ac975,0,a469,Jaromír Nohavica
ac4089,0,a4269,Louis Armstrong
ac3992,0,a2130,Technicolor Fabrics
ac348,0,a2757,zoe bat
ac4392,0,a2950,Aly  Fila
ac4066,0,a2208,The Chordettes
ac1861,4,a1365,Sophie de Bardonnèche
ac2781,0,a2841,Áine Minogue
ac4183,0,a2359,TeeKu
ac412,0,a2547,Steve Tilston
ac1244,0,a1634,Irena
ac1861,7,a321,Justin Taylor
ac2832,0,a4464,新垣結衣
ac3459,0,a3074,Kenny Rogers
ac4535,2,a577,Priya Subramani
ac2109,0,a4302,Khuli Chana
ac2679,0,a4501,Тараканы
ac1861,0,a1660,Dandrieu
ac1027,0,a2966,Daniel Bierton
ac3988,0,a2792,Madog
ac236,0,a2945,The Shamen
ac2083,0,a689,Dorsey Brothers and Their Orchestra
ac4523,0,a304,AG Flek
ac4408,0,a2322,African Head Charge
ac1680,0,a118,Samson François
ac4497,0,a4477,Blair Crimmins  The Hookers
ac3004,0,a222,Hecenia
ac571,0,a4372,My First Days on Junk
ac4316,0,a1548,Madonna Over Yorkshire
ac117,0,a113,The Gaturs
ac1186,0,a4235,Marco Beltrami
ac1111,0,a2151,Agathocles
ac4239,0,a201,Rob
ac2756,0,a2894,Nebelhorn
ac2497,0,a3538,Leon Redbone
ac1304,1,a3985,John Williams
ac2361,0,a1376,Tooth
ac3464,0,a4350,REM
ac989,0,a3366,Intergalactic Faerie Funk
ac1442,0,a4690,Bolivia Manta
ac2530,0,a1854,Jip
ac1631,0,a1764,Lesser
ac2582,0,a3281,Jerry Garcia
ac794,1,a4682,Rolf Junior
ac2008,1,a4616,Pavel Wožniak
ac586,0,a1097,Grownup Killjoy
ac1289,0,a265,Loircord
ac11,0,a3008,Distance
ac3376,2,a997,Billy Cobham
ac3187,0,a112,Justeeri
ac794,0,a3089,Mad Masterz
ac106,0,a2059,Sean Hughes
ac1544,0,a897,Jeff Loomis
ac3363,1,a411,Bernard Xolotl
ac4001,0,a3951,Pate Mustajärvi
ac1806,2,a145,Ben Riley
ac1080,0,a3250,Miserylab
ac1971,0,a2782,Mac Kregor
ac204,0,a222,Hecenia
ac3201,0,a3575,The Painted World
ac3036,0,a4586,Sanjay Mishra
ac1253,0,a4013,Mark Emney
ac785,0,a3291,cloud
ac4157,0,a3114,Harry Bluestone
ac3845,1,a4145,Ricki Wilde
ac9,0,a1942,traditional
ac2097,1,a1650,Nikolaus Harnoncourt
ac2750,0,a2887,Norah Jones
ac2031,0,a331,Sex Love  Money
ac1860,0,a219,Stockholms Negrer
ac1581,0,a4239,Lightning Bolt
ac939,0,a3373,Chris Egan
ac1723,0,a3300,Mills Embargo
ac1818,2,a280,Andrew Parrott
ac3116,0,a1780,The BBC Radiophonic Workshop
ac2899,0,a4568,Enzo Ortiz
ac3457,0,a245,Jars of Clay
ac2180,0,a2109,Shu•bi•dua
ac4302,0,a1310,Doreens Jazz New Orleans
ac4237,0,a2464,Faudel
ac340,0,a2088,FreiWild
ac188,3,a2583,Joseph Feinstein
ac1529,1,a3477,Jófríður
ac4026,0,a1063,Anne Sylvestre
ac2309,0,a3918,MPB4
ac1582,2,a797,Birgit Nilsson
ac1394,1,a730,3rd Degree
ac335,0,a3781,神前暁
ac1906,0,a2088,FreiWild
ac4412,0,a4518,The Shambolics
ac301,0,a1744,Tears of Martyr
ac1222,0,a2761,Ars Macabra
ac1523,1,a861,Mozartorchester des Opernhauses Zürich
ac676,0,a4136,Louie Ramírez
ac1130,0,a696,Les Brown
ac3498,0,a3120,버즈
ac3526,0,a913,Richard M Sherman
ac4322,0,a350,Lu Watters Yerba Buena Jazz Band
ac284,5,a3453,Srik
ac150,0,a1029,Alain Caron
ac4265,0,a4469,Cleaners From Venus
ac986,0,a1069,Laura Andreşan
ac78,0,a81,Captain  Tennille
ac2026,1,a2706,Leslie Howard
ac4211,0,a3407,Electronic
ac3892,0,a2223,Juanita Williams
ac2014,0,a1879,Celestial Aeon Project
ac3383,0,a4562,Dead Vampires
ac2109,0,a4303,Khuli Chana
ac3209,0,a3358,Aube
ac552,1,a774,The Parley of Instruments
ac401,0,a2442,Fear My Thoughts
ac641,0,a686,David Arnold
ac3132,0,a3142,Fireside
ac45,0,a3953,Junip
ac1430,0,a3596,Jimmy Kaleth
ac42,0,a44,Marco Antonio Solís
ac3439,0,a3254,Life Sex  Death
ac1391,0,a3719,Porn Kings
ac3805,0,a4231,Yggdrasil
ac599,0,a2341,Imagination Society
ac2450,0,a355,Xenoscapes
ac1262,0,a1092,Another Race
ac32,0,a32,Van Coke Kartel
ac1677,0,a181,Little Simz
ac27,1,a4376,Polo de Haas
ac3148,1,a4756,Sunlounger
ac4514,0,a4126,Dětský sbor Prážata
ac4123,0,a3105,NoNeck Blues Band
ac1297,0,a543,1917
ac618,0,a2110,Losing Scarlet
ac2301,2,a839,Le Consort
ac2496,0,a3538,Leon Redbone
ac1110,0,a4038,Terry DevineKing
ac2881,0,a4668,Teresa Brewer
ac2629,0,a1775,La Inestable
ac1896,0,a3414,Neljänsuora
ac2023,1,a1666,The Sixteen
ac2561,0,a2239,Palmgren
ac865,0,a2234,Engineer
ac2657,0,a797,Birgit Nilsson
ac3512,0,a2336,Savana
ac247,0,a4832,Sin Eater
ac4456,0,a3010,Sebadoh
ac1473,0,a915,鷺巣詩郎
ac3864,2,a4655,Denis Dobrenz
ac560,4,a2659,Plácido Domingo
ac2300,0,a424,Ivan Lins
ac1024,0,a510,Тараканы
ac821,0,a1158,The Red Krayola
ac4393,0,a790,Tanya  Dorise
ac2640,0,a4199,Veer Chasm
ac3938,0,a625,Майя Кристалинская
ac1154,2,a4596,Herb Ellis
ac858,0,a1906,Ruffnexx Sound System
ac3442,0,a2393,4lung
ac4371,0,a655,Rust College Quartet
ac3076,0,a564,Mudmen
ac2771,2,a2542,Fred Oldenburg
ac2479,0,a2646,Schnuckenack Reinhardt
ac326,1,a4249,Michael Tauben
ac3157,0,a4825,Warhammer
ac2372,0,a3930,Die Allergie
ac235,0,a2089,Steven Halpern
ac4016,0,a4168,Ee
ac4303,0,a618,Dialogue
ac2832,0,a4467,新垣結衣
ac98,0,a4170,A Hero Named Hope
ac2103,0,a3226,The Servant
ac2405,0,a3340,Mod Con
ac1897,0,a2220,Dvořák
ac343,0,a2608,Ross Hardy
ac1879,0,a1596,Dark Tribe
ac1699,0,a4552,Tourist
ac295,0,a2965,Råd Kjetil and The Loving Eye of God
ac889,0,a2850,Yö
ac736,0,a4361,Luxus Leverpostei
ac347,5,a346,Academy of St Martin in the Fields
ac447,0,a3640,Celso Fonseca
ac3579,4,a461,Schumann
ac1422,0,a374,The Bakers
ac3919,0,a182,Little Simz
ac1994,0,a2595,Lila Deneken
ac512,0,a1022,The California Aggie Marching Banduh
ac382,0,a3621,Sam Tsui
ac4367,0,a2590,Scheibosan
ac4347,0,a4677,Dead Ghosts
ac4269,0,a4472,TV on the Radio
ac2339,0,a791,Larry Elgart  His Manhattan Swing Orchestra
ac2062,0,a4199,Veer Chasm
ac2756,0,a1000,Nebelhorn
ac1814,0,a371,Mike Candys
ac3486,0,a3282,biff0r
ac1160,0,a245,Jars of Clay
ac3785,0,a4703,Battle Circus
ac162,0,a3828,Danças Ocultas
ac2960,0,a936,Lars Lilholt
ac27,2,a4412,Kees Wieringa
ac1847,0,a1611,Drakeo the Ruler
ac4281,0,a40,Tetine
ac252,0,a42,Asking Abby
ac663,0,a4794,Bart Hawkins
ac4279,0,a2084,Manau
ac3464,0,a4349,REM
ac964,0,a1046,666
ac234,0,a246,Kate MacLeod
ac3253,0,a1212,The Glory
ac1456,0,a1127,Nick K
ac3196,0,a3649,Susanne Mentzer
ac3767,1,a3748,Lotek
ac3762,0,a1975,Denean
ac360,0,a4444,Pete Lockett
ac4295,0,a2692,James Last
ac3519,0,a1397,Kobranocka
ac1297,0,a4774,1917
ac115,0,a2705,Leslie Howard
ac2043,0,a1525,Pēteris Vasks
ac1145,0,a649,Vendaval
ac1669,0,a832,Glen Gray  His Orchestra
ac3253,0,a531,The Glory
ac787,0,a2963,ブリーフ＆トランクス
ac1054,0,a200,manmachineindustry
ac3675,0,a1131,Simon Stewart
ac2413,0,a1647,San Ul Lim
ac2004,0,a2443,The Lightning Seeds
ac2796,0,a2939,Thieves Like Us
ac1873,0,a1099,Peter Principle
ac2797,0,a2205,Gabriel Fauré
ac3273,0,a4307,Cry Wolf
ac3706,0,a3606,Marianne Rosenberg
ac42,0,a43,Marco Antonio Solís
ac3641,0,a4428,Elvis Costello  The Attractions
ac2539,0,a2756,Break the Silence
ac1168,0,a3651,Michale Graves
ac1370,0,a359,Die drei 
ac3196,2,a3808,Welsh National Orchestra
ac4023,0,a1474,1UP
ac910,0,a2046,Thyrfing
ac2385,0,a1199,Peter Finger
ac4348,0,a1962,Henry Threadgill
ac2794,0,a2307,Val Doonican
ac2081,1,a4031,The Wailers
ac3786,0,a2487,Szidi Tobias
ac3068,0,a2828,Massive Attack
ac4049,0,a1323,Mathieu Ruhlmann
ac2697,0,a138,Epsylon
ac4561,0,a2882,Brian Eno
ac3962,0,a4023,5440
ac3607,0,a1619,Haus Arafna
ac366,1,a931,Scott Ross
ac2479,0,a2646,Schnuckenack Reinhardt
ac1862,0,a472,The Countdown Mixmasters
ac517,0,a3891,Alexander Armstrong
ac4460,0,a1441,Madball
ac3254,0,a428,Téada
ac1005,0,a1088,Alien Sex Fiend
ac579,1,a3784,Leopold Stokowski
ac4263,1,a303,Jon Harnish
ac1118,0,a4454,Mark OConnor
ac2289,0,a2434,Bernd Reheuser
ac3133,0,a874,Daddy Yankee
ac7,0,a23,Pittsburgh Symphony Orchestra
ac3064,0,a3880,Robert Shaw Chamber Singers
ac2081,0,a3151,Alpha Blondy
ac596,1,a324,Andre Perry
ac347,6,a1542,Neville Marriner
ac600,0,a1467,DJ Acucrack
ac3037,1,a3399,Michel Plasson
ac3767,0,a2730,Seba
ac1784,1,a151,WILLOW
ac4141,0,a598,Hannah
ac701,0,a4158,KnockDiesel
ac1059,0,a1137,LTJ Bukem
ac2872,0,a3011,The Idea of North
ac4169,0,a2501,Insomnia FM
ac3420,1,a3085,Les Dudek
ac364,0,a340,Phiiliip
ac209,0,a227,Fluke
ac4236,0,a41,King Adora
ac4237,1,a3677,Khaled
ac3078,0,a1435,Prozac Mtn Boys
ac4349,0,a2258,Harp 46
ac3445,0,a4755,Ponies at Dawn
ac1072,0,a3597,Naked City
ac3546,0,a2184,Maria Callas
ac678,0,a3530,Arsen Dedić
ac3055,0,a1231,Goodbye Harry
ac3800,0,a1537,浦飯幽助
ac2362,0,a3544,Älskade barnvisor
ac1826,1,a3148,The E Street Band
ac5,0,a4335,Andrew Powell
ac4193,0,a3871,Dwight Twilley
ac3590,0,a3619,Jus de Bocse
ac153,0,a2589,Katherines Favorites
ac1016,0,a1096,Annie MG Schmidt
ac2960,0,a594,Lars Lilholt
ac234,0,a2475,Kate MacLeod
ac2867,0,a395,Robert Etoll
ac1708,0,a1033,The Loud Family
ac383,2,a4766,Leonhardt
ac4047,0,a514,Sackrai
ac792,1,a2286,Katia  Marielle Labèque
ac3520,0,a4447,Kevin Whalum
ac3488,0,a1867,Μαρία Φαραντούρη
ac2232,2,a4824,Herb Ellis
ac1910,0,a3585,Cartolas Band
ac2949,0,a3234,Alice Nine
ac4190,0,a4221,Diogo Nogueira
ac1170,1,a1651,Nikolaus Harnoncourt
ac1841,1,a4108,Sir William Walton
ac787,0,a4455,ブリーフ＆トランクス
ac4070,0,a4771,Crimpshrine
ac4561,0,a2116,Brian Eno
ac3222,0,a4708,Antonio Vivaldi
ac585,0,a575,The Lost  Found
ac4349,0,a4421,Harp 46
ac2232,1,a1440,Ray Brown
ac4336,0,a3878,Ikon
ac3182,0,a3545,RAINBOW
ac1112,0,a3534,Quoit
ac1586,0,a4045,James Morrison
ac1293,0,a253,Deep Dish
ac2270,0,a3378,Joe Cocker
ac1766,0,a539,Duke Ellington  His Orchestra
ac869,0,a2844,Raul Seixas
ac1974,0,a204,Peak
ac2836,2,a4590,Zerang
ac2695,0,a2590,Scheibosan
ac297,4,a3388,Najee
ac2377,0,a1048,Twerps
ac4370,0,a1093,Georges Delerue
ac1317,0,a935,Christian Gerhaher
ac4455,0,a1886,De La Soul
ac1181,0,a1825,Sylvia Telles
ac3802,8,a901,Martin Sieghart
ac2863,0,a469,Jaromír Nohavica
ac2181,0,a3247,Rachel Hughes
ac3393,0,a3063,Little Pepe
ac779,0,a4581,Frekkr
ac4535,4,a1420,Emcee Jesz
ac1185,0,a4235,Marco Beltrami
ac4615,0,a4854,İbrahim Tatlıses
ac1227,0,a4368,Traindodge
ac1471,0,a112,Justeeri
ac1761,0,a3162,The Tremeloes
ac1396,1,a1274,Lenky
ac3388,0,a4576,Denison Marrs
ac3043,0,a189,Giant Claw
ac2836,0,a3061,Erb
ac381,0,a2560,Richard Strauss
ac1379,0,a2435,Lunik
ac2944,0,a1930,My Vitriol
ac2009,0,a3168,Shearer
ac1771,0,a3483,Save
ac2843,0,a1425,Dionysos
ac1438,0,a3166,Consonant
ac2053,0,a4522,language instruction
ac1670,0,a4409,Steven John
ac2229,0,a1677,Jussi Björling
ac3220,0,a2431,Bill Jones
ac3064,0,a4292,Robert Shaw Chamber Singers
ac999,0,a1434,Lazzi
ac673,0,a4409,Steven John
ac3144,0,a3304,The Playtones
ac1365,0,a1485,The Academy Allstars
ac366,0,a3830,Domenico Scarlatti
ac4354,0,a1428,The Clientele
ac2153,0,a794,Nevertheless
ac3832,0,a1272,Petrus Castrus
ac753,0,a3795,Boris Mourashkin
ac1784,1,a150,WILLOW
ac488,0,a383,Lois McMaster Bujold
ac1359,0,a2701,Judith Weir
ac1591,0,a281,Jean‐François Dandrieu
ac855,0,a3798,Heather Nova
ac4542,0,a1189,Another Green World
ac3305,1,a3912,Engineer
ac4608,0,a3395,Christy Moore
ac1743,0,a3314,Värttinä
ac3964,0,a2195,Tale of Voices
ac2339,0,a792,Larry Elgart  His Manhattan Swing Orchestra
ac1070,0,a1976,Zodiac
ac3153,0,a1734,The Groove Farm
ac1490,0,a1607,Marcia Hines
ac922,0,a1969,Dimitri Kitayenko
ac1929,0,a715,The Bilinda Butchers
ac1894,0,a1147,Tya
ac3450,0,a3621,Sam Tsui
ac2957,0,a2456,They Would Be Happy People
ac2516,0,a3418,Ruth Jacott
ac3524,0,a2296,Barrie Gledden
ac4400,5,a4480,Michel Corboz
ac3516,0,a1664,Spawn
ac27,4,a2543,Fred Oldenburg
ac4071,1,a3990,Joel McNeely
ac1354,0,a2672,陶喆
ac2581,1,a2175,Merl Saunders
ac973,0,a1013,Eumir Deodato
ac4177,0,a2340,Dvořák
ac2946,0,a3083,Veil of Ashes
ac347,5,a1722,Academy of St Martin in the Fields
ac4300,0,a4776,Filibuster
ac1095,0,a284,Avey Tare
ac2169,0,a2698,Annisteen Allen
ac3234,0,a3070,Pan•American
