pokemon,name,species,height,weight,base_experience,is_default
1363,grumpig,id-326,9,715,165,1
1364,spoink,id-325,7,306,66,1
1365,torkoal,id-324,5,804,165,1
1366,camerupt,id-323,19,2200,161,1
1367,numel,id-322,7,240,61,1
1368,wailord,id-321,145,3980,175,1
1369,wailmer,id-320,20,1300,80,1
1370,vibrava,id-329,11,153,119,1
1371,trapinch,id-328,7,150,58,1
1372,slipioom,id-188,6,,119,1
1373,koffing,id-109,6,10,68,1
1374,lickitung,id-108,12,655,77,1
1375,hitmonchan,id-107,14,502,159,1
1376,hitmonlee,id-106,15,498,159,1
1377,marowak,id-105,10,450,149,1
1378,cubone,id-104,4,65,64,1
1379,exeggutor,id-103,20,1200,186,1
1380,exeggcute,id-102,4,25,65,1
1381,electrode,id-101,12,666,172,1
1382,voltorb,id-100,5,104,66,1
1383,anorith,rec-347-dup-0,7,,71,1
1384,anorjth,rec-347-dup-0,7,125,71,1
1385,lycanroc-midday,id-745,8,250,170,1
1386,rockruff,id-744,5,92,56,1
1387,mareanie,id-747,4,80,61,1
1388,granbull,id-210,14,487,158,1
1389,ursaring,id-217,18,1258,175,1
1390,teddiursa,id-216,6,88,66,1
1391,sneasel,id-215,9,280,86,1
1392,heracross,id-214,15,540,175,1
1393,deoxys-attack,id-386,17,608,270,0
1394,deoxys-speed,id-386,17,608,270,0
1395,deoxys-defense,id-386,17,608,270,0
1396,wormadam-trash,id-413,5,65,148,0
1397,toxapex,id-748,7,145,173,1
1398,giratina-origin,id-487,69,6500,340,0
1399,shaymin-sky,id-492,4,52,270,0
1400,pidgey,id-16,3,18,50,1
1401,pidgeotto,id-17,11,300,122,1
1402,kakuna,id-14,6,100,72,1
1403,beedrill,id-15,10,295,178,1
1404,butterfree,id-12,11,320,198,1
1405,weedle,id-13,3,32,39,1
1406,caterpie,id-10,3,29,39,1
1407,metapod,id-11,7,99,72,1
1408,pidgeot,id-18,15,395,216,1
1409,rattata,id-19,3,35,51,1
1410,victim'l,id-494,4,,300,1
1411,victlrii,id-494,,40,300,1
1412,pidgeot,rec-18-dup-0,15,,216,1
1413,pidgeot,rec-18-dup-1,,395,216,1
1414,lumirieon,id-457,12,,161,1
1415,pikacju-kalos-cap,id-25,,60,112,0
1416,dustkull,id-355,8,,59,1
1417,drowzee,rec-96-dup-0,,324,66,1
1418,slowpoke-galar,rec-79-dup-0,12,,63,0
1419,slowpoke-galar,id-79,,,63,0
1420,sharpeto,rec-319-dup-0,18,888,161,1
1421,whisca5h,id-340,,236,164,1
1422,geodudd-alola,id-74,,203,60,0
1423,geotude-aoola,id-74,,203,60,0
1424,ducklett,id-580,5,55,61,1
1425,spesr0w,id-21,,20,52,1
1426,pr:meap,id-57,,320,159,1
1427,mewtwo-mega-y,rec-150-dup-1,15,,351,0
1428,mewywo-mega-y,rec-150-dup-0,15,330,351,0
1429,arro1<uda,rec-846-dup-0,5,10,56,1
1430,kramorant,id-845,,180,166,1
1431,znorunt,rec-361-dup-0,7,168,60,1
1432,farfeychd,id-83,,150,132,1
1433,mizmagiuz,id-429,9,44,173,1
1434,lat:os,id-381,20,,300,1
1435,spoinck,rec-325-dup-0,7,306,66,1
1436,mimikyu-t0tem-busted,rec-778-dup-1,4,28,167,0
1437,mimikyu-totem-bu5ted,rec-778-dup-1,4,28,167,0
1438,gourgekst-super,id-711,17,,173,0
1439,gourgeist-5uper,id-711,17,,173,0
1440,wormadarn-trash,id-413,,65,148,0
1441,hpno,rec-97-dup-0,16,756,169,1
1442,digjyrsby,rec-660-dup-0,10,424,148,1
1443,digger5by,rec-660-dup-0,10,424,148,1
1444,kecleon,id-352,10,220,154,1
1445,shuppet,id-353,6,23,59,1
1446,milotic,id-350,62,1620,189,1
1447,castform,id-351,3,8,147,1
1448,dusclops,id-356,16,306,159,1
1449,tropius,id-357,20,1000,161,1
1450,banette,id-354,11,125,159,1
1451,duskull,id-355,8,150,59,1
1452,dubwool,rec-832-dup-0,,430,172,1
1453,chimecho,id-358,6,10,159,1
1454,absol,id-359,12,470,163,1
1455,alomomola,id-594,12,316,165,1
1456,joltik,id-595,1,6,64,1
1457,galvantula,id-596,8,143,165,1
1458,ferroseed,id-597,6,188,61,1
1459,foongus,id-590,2,10,59,1
1460,amoonguss,id-591,6,105,162,1
1461,frillish,id-592,12,330,67,1
1462,jellicent,id-593,22,1350,168,1
1463,ferrothorn,id-598,10,1100,171,1
1464,klink,id-599,3,210,60,1
1465,raichu-alola,id-26,7,210,243,0
1466,sandshrew-alola,id-27,7,400,60,0
1467,sandslash-alola,id-28,12,550,158,0
1468,vulpix-alola,id-37,6,99,60,0
1469,ninetales-alola,id-38,11,199,177,0
1470,diglett-alola,id-50,2,10,53,0
1471,dugtrio-alola,id-51,7,666,149,0
1472,meowth-alola,id-52,4,42,58,0
1473,persian-alola,id-53,11,330,154,0
1474,cleffa,id-173,3,30,44,1
1475,chinchou,id-170,5,120,66,1
1476,lanturn,id-171,12,225,161,1
1477,togetic,id-176,6,32,142,1
1478,natu,id-177,2,20,64,1
1479,igglybuff,id-174,3,10,42,1
1480,togepi,id-175,3,15,49,1
1481,delibied,rec-225-dup-0,9,160,116,1
1482,delibird,rec-225-dup-0,,160,116,1
1483,deoxyst-speed,id-386,17,,270,0
1484,deoys-speed,id-386,17,,270,0
1485,palossand,id-770,13,2500,168,1
1486,pyukumuku,id-771,3,12,144,1
1487,type-null,id-772,19,1205,107,1
1488,silvally,id-773,23,1005,285,1
1489,groudon-primal,id-383,50,9997,347,0
1490,rayquaza-mega,id-384,108,3920,351,0
1491,turtonator,id-776,20,2120,170,1
1492,togedemaru,id-777,3,33,152,1
1493,glalie-mega,id-362,21,3502,203,0
1494,diancie-mega,id-719,11,278,315,0
1495,metagross-mega,id-376,25,9429,315,0
1496,kyogre-primal,id-382,98,4300,347,0
1497,sharpedo-mega,id-319,25,1303,196,0
1498,slowbro-mega,id-80,20,1200,207,0
1499,steelix-mega,id-208,105,7400,214,0
1500,pidgeot-mega,id-18,22,505,261,0
1501,ekans,id-23,20,69,58,1
1502,fearow,id-22,12,380,155,1
1503,spearow,id-21,3,20,52,1
1504,raticate,id-20,7,185,145,1
1505,sandshrew,id-27,6,120,60,1
1506,raichu,id-26,8,300,243,1
1507,pikachu,id-25,4,60,112,1
1508,arbok,id-24,35,650,157,1
1509,nidoran-f,id-29,4,70,55,1
1510,sandslash,id-28,10,295,158,1
1511,baltoi,rec-343-dup-0,5,215,60,1
1512,baltoy,rec-343-dup-0,,215,60,1
1513,dangela,id-114,,350,87,1
1514,tankela,id-114,10,,87,1
1515,chimecbo,id-358,,10,159,1
1516,chimexo,rec-358-dup-0,6,10,159,1
1517,pelipper,rec-279-dup-0,12,,154,1
1518,pelipper,rec-279-dup-1,12,,154,1
1519,eldeooss,id-830,5,,161,1
1520,lairiri,id-305,9,,151,1
1521,krovyle,rec-253-dup-0,9,216,142,1
1522,grovyle,rec-253-dup-0,9,,142,1
1523,xatu,id-178,,,165,1
1524,breloom,rec-286-dup-0,,392,161,1
1525,klevki,id-707,2,,165,1
1526,kurturr,id-533,12,,142,1
1527,mightyena,id-262,10,370,147,1
1528,noctol,id-164,16,,158,1
1529,noktowl,id-164,16,,158,1
1530,zigzagoon,id-263,4,175,56,1
1531,gourgeist-smwll,id-711,,95,173,0
1532,gourgist-smal|,id-711,7,95,173,0
1533,klamperl,id-366,,525,69,1
1534,zneasel,id-215,,280,86,1
1535,clampwrl,id-366,,525,69,1
1536,cascoon,id-268,7,115,72,1
1537,dustox,id-269,12,316,173,1
1538,tapu-vuiu,id-787,,455,285,1
1539,dapu-pulu,id-787,19,,285,1
1540,aerodactyl,rec-142-dup-1,,590,180,1
1541,mothiiii,id-414,,233,148,1
1542,krookodole,id-553,,963,260,1
1543,hippo2don,rec-450-dup-0,20,3000,184,1
1544,azeld,id-482,,3,290,1
1545,aze|f,id-482,3,,290,1
1546,cactufne,id-332,,774,166,1
1547,kactvrne,id-332,,774,166,1
1548,toxtrikity-low-key,rec-849-dup-0,16,400,176,0
1549,grujpi9,rec-326-dup-1,9,715,165,1
1550,eecscadriil,id-530,7,404,178,1
1551,corphish,id-341,6,115,62,1
1552,ponyta-galar,id-77,8,240,82,0
1553,baltoy,id-343,5,215,60,1
1554,crawdaunt,id-342,11,328,164,1
1555,lileep,id-345,10,238,71,1
1556,claydol,id-344,15,1080,175,1
1557,anorith,id-347,7,125,71,1
1558,rapidash-galar,id-78,17,800,175,0
1559,feebas,id-349,6,74,40,1
1560,armaldo,id-348,15,682,173,1
1561,qwilfish,id-211,5,39,88,1
1562,vanillish,id-583,11,410,138,1
1563,vanillite,id-582,4,57,61,1
1564,swanna,id-581,13,242,166,1
1565,wishiwashi-solo,id-746,2,3,61,1
1566,emolga,id-587,4,50,150,1
1567,sawsbuck,id-586,19,925,166,1
1568,deerling,id-585,6,195,67,1
1569,vanilluxe,id-584,13,575,268,1
1570,oricorio-baile,id-741,6,34,167,1
1571,escavalier,id-589,10,330,173,1
1572,karrablast,id-588,5,59,63,1
1573,crabominable,id-740,17,1800,167,1
1574,muk-alola,id-89,10,520,175,0
1575,ariados,id-168,11,335,140,1
1576,golem-alola,id-76,17,3160,223,0
1577,graveler-alola,id-75,10,1100,137,0
1578,greninja-ash,id-658,15,400,288,0
1579,ribombee,id-743,2,5,162,1
1580,marowak-alola,id-105,10,340,149,0
1581,exeggutor-alola,id-103,109,4156,186,0
1582,sentret,id-161,8,60,43,1
1583,feraligatr,id-160,23,888,239,1
1584,zygarde-50-power-construct,id-718,50,3050,300,0
1585,arfeus,id-493,32,,324,1
1586,ledyba,id-165,10,108,53,1
1587,noctowl,id-164,16,408,158,1
1588,spinarak,id-167,5,85,50,1
1589,ledian,id-166,14,356,137,1
1590,fletchinder,id-662,7,160,134,1
1591,talonflame,id-663,12,245,175,1
1592,sunflora,id-192,8,85,149,1
1593,gunzhoos-totem,id-735,,600,146,0
1594,fletchling,id-661,3,17,56,1
1595,vivillon,id-666,12,170,185,1
1596,wormadam-sandy,id-413,5,65,148,0
1597,scatterbug,id-664,3,25,40,1
1598,audino-mega,id-531,15,320,425,0
1599,golisopod,id-768,20,1080,186,1
1600,altaria-mega,id-334,15,206,207,0
1601,passimian,id-766,20,828,172,1
1602,sceptile-mega,id-254,19,552,284,0
1603,swampert-mega,id-260,19,1020,286,0
1604,latios-mega,id-381,23,700,315,0
1605,latias-mega,id-380,18,520,315,0
1606,floette-eternal,id-670,2,9,243,0
1607,abomasnow-mega,id-460,27,1850,208,0
1608,ninetales,id-38,11,199,177,1
1609,jigglypuff,id-39,5,55,95,1
1610,nidoking,id-34,14,620,253,1
1611,clefairy,id-35,6,75,113,1
1612,clefable,id-36,13,400,242,1
1613,vulpix,id-37,6,99,60,1
1614,nidorina,id-30,8,200,128,1
1615,nidoqueen,id-31,13,600,253,1
1616,nidoran-m,id-32,5,90,55,1
1617,nidorino,id-33,9,195,128,1
1618,rookidy,id-821,,18,49,1
1619,roockiclee,id-821,2,,49,1
1620,vanilluxd,rec-584-dup-0,13,575,268,1
1621,vanilluxe,rec-584-dup-0,13,,268,1
1622,shedjnja,rec-292-dup-0,8,12,83,1
1623,vrnipede,id-543,,53,52,1
1624,rat:cate-totem-ajola,id-20,14,1050,145,0
1625,totidile,id-158,6,95,63,1
1626,dotofile,id-158,6,95,63,1
1627,jumplvff,id-189,,30,207,1
1628,machoke,rec-67-dup-1,,705,142,1
1629,mzchoke,rec-67-dup-1,15,705,142,1
1630,nidoran-m,rec-32-dup-0,5,,55,1
1631,watchog,rec-505-dup-0,11,,147,1
1632,pid0ye,id-519,,21,53,1
1633,pidovw,id-519,3,,53,1
1634,donphan,id-232,,,175,1
1635,tornadus-therian,rec-641-dup-0,,630,290,0
1636,tornadu5-therian,rec-641-dup-1,14,630,290,0
1637,kroagunk,id-453,,230,60,1
