recording,artist
id-12484844,id-828721
id-32285960,id-3111503
rec-3321686-dup-1,id-193055
id-10221344,id-667127
id-17871941,id-1489579
rec-10489961-dup-2,id-815954
id-3933871,id-173184
id-1737647,id-1515970
id-2868531,id-88297
id-7020102,id-207751
id-13222361,id-97025
id-15246733,id-332181
id-11257172,id-730562
id-6468615,id-56502
id-26518086,id-2372100
rec-14885241-dup-1,id-30026
rec-14885241-dup-0,rec-30026-dup-0
rec-10189331-dup-0,rec-445115-dup-0
rec-14885241-dup-2,id-30026
rec-10155031-dup-0,id-809546
rec-10155031-dup-1,id-809546
id-6131017,id-382553
rec-14721635-dup-1,id-35917
rec-14374287-dup-1,rec-256922-dup-0
id-6205793,id-93
rec-26521164-dup-1,id-2647267
id-8353372,id-116557
id-14268000,id-1089906
id-14740506,id-92327
rec-6706980-dup-0,id-390837
id-15688510,id-2862
id-13415748,id-962755
rec-25283363-dup-1,id-413959
id-4844374,id-165686
rec-1737647-dup-0,id-1515970
id-15175976,id-265870
rec-5162493-dup-2,id-610381
id-11391563,id-244
id-9551454,id-51871
id-9209787,id-234363
id-9301253,id-273294
id-16222229,id-1318209
rec-9481956-dup-0,id-114075
id-369392,id-35217
id-8590796,id-57227
id-24292977,id-2380113
id-21950414,id-1172968
rec-3164387-dup-0,id-33363
id-9464484,id-33682
rec-2519257-dup-0,rec-24329-dup-0
id-4552353,id-285484
id-3068341,id-196668
id-1513064,id-179585
id-10682136,id-15636
id-11047570,id-582152
id-11390942,id-2125709
id-8450239,id-4746
id-1294649,id-2236
id-215742,id-9578
id-9446938,id-623416
id-5476649,id-1135
id-518607,id-16359
rec-7456554-dup-0,id-79083
id-13586442,id-986109
id-5150441,id-158830
rec-13940996-dup-1,id-86876
rec-5088159-dup-0,id-315980
id-31584833,id-395550
id-13630012,id-57184
id-26566949,id-2652525
id-8165904,id-32737
id-8040899,id-14801
id-838905,id-48235
rec-14036644-dup-1,id-513696
id-9863041,id-64925
rec-20982292-dup-0,id-983132
id-7873903,id-151338
id-6391258,id-10204
id-12598190,id-842775
id-31576886,id-3222846
id-9198402,id-48891
rec-31571366-dup-0,id-3222138
id-10098042,id-661361
id-31565787,id-869643
id-10047977,id-658043
id-32275279,id-784927
id-5283984,id-21116
id-9222652,id-283549
id-3095857,id-198072
id-7040439,id-443635
id-13235492,id-653467
id-384366,id-35877
id-2375325,id-4825
rec-8300687-dup-1,id-546136
rec-8300687-dup-0,id-546136
id-11281031,id-732457
rec-3780610-dup-0,id-1122397
id-6381733,id-402831
id-544853,id-101
rec-4104579-dup-0,rec-348910-dup-0
rec-14457683-dup-0,id-1113812
rec-14457683-dup-1,id-1113812
id-9790125,id-298176
rec-9615191-dup-0,id-279434
rec-37235-dup-1,id-3990
rec-5099221-dup-1,id-1048590
id-5043761,id-313694
id-5005582,id-95377
id-21949395,id-2129725
rec-14217700-dup-0,id-552458
id-1975003,id-141082
id-7858220,id-501909
rec-14130342-dup-0,id-282238
id-14405823,id-106511
rec-12857124-dup-0,id-142950
id-11454715,id-980385
rec-12857124-dup-2,id-142950
rec-3546356-dup-0,id-17
rec-6526322-dup-1,id-411947
rec-6526322-dup-0,id-411947
rec-6526322-dup-2,id-411947
id-25287283,id-432390
id-1450354,id-32989
id-9972118,id-64484
id-9423712,id-622322
rec-2270488-dup-0,id-66158
id-14674058,id-142472
rec-183880-dup-0,id-11564
id-26571008,id-1288319
rec-11454715-dup-0,rec-980385-dup-0
rec-11824125-dup-2,id-404810
rec-24753993-dup-1,id-1764396
id-7668567,id-97073
id-10055325,id-660005
id-4107217,id-54138
rec-11568712-dup-0,id-862379
id-4436565,id-2997
id-14411945,id-383729
id-1380011,id-22492
id-11620089,id-8692
rec-11186442-dup-0,rec-725688-dup-0
id-3429251,id-152615
id-31913416,id-2532695
id-7465875,id-191524
id-14275803,id-823078
rec-20205890-dup-0,id-1821448
id-5680809,id-84353
id-17814616,id-576463
id-9693289,id-639555
id-5740300,id-1192502
rec-665305-dup-1,rec-52145-dup-1
id-7759148,id-77089
id-1854390,id-190
rec-6431558-dup-0,id-1174528
rec-6518420-dup-0,rec-1908719-dup-0
rec-6541240-dup-0,id-234102
id-24722471,id-1713140
id-10753210,id-15667
rec-10495686-dup-1,id-640303
rec-10495686-dup-0,id-640303
id-8414582,id-1137
rec-12596851-dup-1,id-842630
id-2611391,id-61854
rec-1658187-dup-0,id-1007520
id-2016637,id-143287
id-2241263,id-22644
id-15238851,id-3332
rec-2754462-dup-0,id-4049
rec-11373570-dup-0,rec-272229-dup-0
id-16181730,id-7935
id-3321686,id-193055
id-17185950,id-1403956
id-10726143,id-480259
id-4316581,id-271084
rec-6750154-dup-2,id-255964
rec-6750154-dup-1,id-255964
rec-6750154-dup-0,id-255964
id-4550071,id-253411
id-10906453,id-88824
id-24220030,id-78361
id-3855577,id-6083
id-3976219,id-233769
rec-24741005-dup-1,id-10440
rec-24741005-dup-0,id-10440
id-9017922,id-32941
id-9605786,id-224851
id-5262254,id-65497
rec-4672213-dup-0,rec-85414-dup-0
id-14262882,id-1089060
id-1358709,id-3648
id-6750154,id-255964
rec-4672213-dup-1,id-85414
id-25255955,id-388
id-6907606,id-402671
rec-10909525-dup-0,id-8345
id-4694639,id-208656
rec-8536236-dup-0,id-563674
rec-8536236-dup-1,id-563674
rec-13654181-dup-0,rec-434509-dup-0
id-10859775,id-816817
id-10222585,id-667220
id-1942359,id-30847
id-4832961,id-302846
rec-12173606-dup-0,id-187
rec-2161543-dup-1,id-991
rec-4793090-dup-0,rec-12651-dup-0
id-29721323,id-3006862
id-13737256,id-1010682
id-15340354,id-1222230
rec-259573-dup-1,id-21240
id-8230946,id-115891
id-8029555,id-525727
id-11322680,id-735589
id-5296034,id-326982
rec-11091692-dup-0,id-234128
id-11180297,id-118286
id-12725403,id-582111
id-6337870,id-399689
rec-8269234-dup-0,rec-71770-dup-0
id-8524942,id-562864
rec-7695456-dup-0,id-1194804
id-3546356,id-17
id-14707118,id-67633
id-9870555,id-649430
rec-16230228-dup-1,id-425389
id-24224335,id-407
rec-9331480-dup-0,id-617011
id-1595212,id-97970
id-1937260,id-139439
rec-14721635-dup-0,id-35917
id-1109766,id-84913
id-2341636,id-146974
id-8243261,id-330234
id-4052168,id-250744
id-5171390,id-311917
id-13842502,id-1031252
id-31560795,id-193117
rec-5966525-dup-0,rec-275537-dup-1
id-5600308,id-101262
id-3389225,id-48413
id-15385966,id-31453
id-12437564,id-66209
id-2567510,id-14423
rec-13211926-dup-0,id-172464
id-4403645,id-31739
rec-20991797-dup-0,id-1420849
id-1566343,id-37144
rec-2049071-dup-0,rec-69363-dup-1
id-11471745,id-744771
rec-8220526-dup-1,id-539847
id-4744580,id-128608
rec-1570224-dup-2,rec-1224-dup-1
rec-573048-dup-1,id-47204
rec-1570224-dup-0,id-1224
rec-11367027-dup-0,id-106040
id-14678910,id-1137338
id-4914735,id-307251
rec-24292977-dup-0,id-2380113
rec-10380834-dup-1,id-678280
rec-21953897-dup-0,id-153898
rec-12922713-dup-2,id-1158038
id-1334052,id-30874
rec-31570903-dup-1,id-853346
rec-31570903-dup-2,id-853346
id-13757513,id-934614
id-10853112,id-289074
id-10850647,id-644844
id-10121386,id-662249
id-13155288,id-255919
id-1476094,id-55901
id-7873310,id-79841
rec-9197815-dup-2,id-609056
rec-9197815-dup-1,id-609056
id-6205842,id-97546
id-29103125,id-2937240
id-13786948,id-1021667
id-1658187,id-1007520
rec-24253437-dup-1,id-2207471
id-6135460,id-35367
id-7066115,id-449939
rec-8742363-dup-1,id-243273
id-325305,id-32435
rec-1176368-dup-0,rec-1663-dup-0
rec-8499392-dup-1,rec-203525-dup-1
rec-12767746-dup-0,id-40032
rec-2941579-dup-0,id-826221
id-1463724,id-870448
rec-2941579-dup-2,id-826221
id-7322702,id-469503
rec-10687847-dup-1,id-226974
rec-10687847-dup-0,id-226974
id-5082648,id-56063
id-5030981,id-918
id-32272330,id-1155382
id-70808,id-5368
id-13155735,id-930960
rec-26573481-dup-1,id-2490460
rec-29078456-dup-0,id-2934791
rec-5864749-dup-0,id-362264
id-9498551,id-185490
id-15005123,id-190845
id-12562965,id-171347
id-11467536,id-50680
rec-13155735-dup-0,id-930960
id-3406350,id-1507281
rec-14036644-dup-2,id-513696
id-10118531,id-97546
rec-2082295-dup-0,id-44245
rec-5342795-dup-0,id-1114
id-3310818,id-4906
id-12713681,id-12598
id-13438412,id-653997
id-14717551,id-197001
id-7562834,id-280716
id-9945051,id-308861
id-378677,id-35589
id-2956346,id-8751
rec-12101286-dup-1,rec-52904-dup-0
id-10529473,id-491315
id-33029487,id-1532644
rec-17860406-dup-0,id-349
rec-10914567-dup-0,id-1463399
id-8605641,id-518539
id-5088376,id-315988
id-5688582,id-350340
id-1743994,id-129722
rec-29084947-dup-1,id-2935568
rec-5236559-dup-0,id-98202
id-409913,id-36961
id-3554723,id-817769
id-31583057,id-2327
id-2909528,id-111548
id-8787690,id-14530
id-14535691,id-32726
rec-14036644-dup-0,id-513696
rec-13330276-dup-0,id-218697
id-5226508,id-293706
id-2814309,id-23156
id-7189290,id-353328
id-4113582,id-21140
id-10879296,id-666844
rec-3976219-dup-0,id-233769
id-17185025,id-1399966
id-2725112,id-179285
rec-1857685-dup-2,id-34227
id-4882437,id-389137
id-2338889,id-131647
rec-6288504-dup-1,id-134589
id-7298587,id-467585
id-10391486,id-670623
id-13626267,id-1436
rec-29126261-dup-0,id-31535
rec-7433458-dup-0,id-478131
id-12348071,id-799973
id-7800339,id-299526
id-29079067,id-905612
id-7177835,id-51002
id-2217151,id-152494
id-1013127,id-72236
id-13776338,id-325256
rec-13268448-dup-0,id-173449
id-32260841,id-3303008
id-14457482,id-370733
id-8298697,id-41744
id-3665741,id-229564
id-7606314,id-310038
rec-6881096-dup-2,id-336433
id-27942497,id-955512
rec-6771943-dup-0,rec-103922-dup-0
id-8161303,id-535220
id-7429595,id-1348132
id-6730871,id-152519
id-6589713,id-2644
id-8695258,id-141159
id-31566140,id-3214048
id-7148985,id-326476
id-13417462,id-962997
rec-6881096-dup-1,id-336433
rec-13776338-dup-0,id-325256
rec-6593507-dup-0,id-160210
rec-6593507-dup-1,id-160210
id-5768406,id-183687
rec-2339734-dup-1,id-2920
id-15127918,id-639921
id-5567011,id-56916
id-7815654,id-122166
id-33041207,id-1407092
id-9301337,id-615231
id-6092976,id-42990
id-11731833,id-760361
id-252788,id-1331585
rec-14262882-dup-0,id-1089060
id-14130745,id-49846
id-14302615,id-7965
id-5062926,id-314629
id-2272482,id-3418
rec-5603215-dup-0,id-78627
id-7252421,id-162979
id-10268710,id-531788
rec-11390942-dup-0,id-2125709
rec-1946720-dup-0,rec-139868-dup-1
id-2138499,id-50390
id-20943814,id-2001420
id-9971424,id-20848
id-2597533,id-33469
id-11542190,id-654284
id-13431437,id-871555
id-11533105,id-247354
id-645800,id-51130
rec-752101-dup-1,id-1261448
id-2996724,id-42565
id-14931449,id-170439
id-6107408,id-131633
rec-15683492-dup-2,rec-937285-dup-0
rec-21950414-dup-0,rec-1172968-dup-0
rec-15683492-dup-0,rec-937285-dup-1
rec-15683492-dup-1,rec-937285-dup-0
rec-2631836-dup-0,id-4841
rec-2631836-dup-1,id-4841
id-12813181,id-162505
id-14774085,id-400312
rec-2506075-dup-0,id-1149155
rec-2506075-dup-1,id-1149155
rec-20997467-dup-0,id-3515
id-9267321,id-94745
id-13909796,id-43503
id-14368317,id-5308
id-7794736,id-40924
id-11019593,id-661724
id-11507296,id-879831
id-2143185,id-148494
id-4169152,id-24206
id-955525,id-72941
rec-8494260-dup-0,id-1843086
id-14824883,id-204040
id-12645300,id-187887
rec-13692611-dup-0,id-233928
id-14810145,id-78907
id-29120814,id-2576885
id-8987641,id-595282
id-22593899,id-495705
id-12767746,id-40032
id-3738608,id-54108
id-10038443,id-709749
id-77029,id-5603
id-10536838,id-563856
id-24742279,id-2424139
id-3537111,id-2503
id-14638059,id-505638
id-14554325,id-787838
id-12112456,id-56408
id-1540517,id-2650
rec-5659551-dup-0,rec-131713-dup-0
id-6362493,id-51253
id-15269516,id-1214770
id-8881793,id-30866
id-380695,id-12153
id-15695459,id-1150253
id-8059848,id-130007
id-9397098,id-190172
id-14099215,id-1067202
id-14677836,id-1136974
id-4595999,id-11750
id-1665702,id-53250
id-11317387,id-735095
id-24223963,id-2373002
id-13754791,id-1193528
rec-3686357-dup-0,rec-230596-dup-1
id-2087210,id-92694
rec-11318922-dup-0,rec-9696-dup-0
id-9832353,id-6226
id-6591477,id-326201
id-2041151,id-39848
id-20938700,id-2001420
id-13945822,id-138921
id-1613264,id-66411
rec-8306387-dup-1,id-190212
id-10726958,id-659497
rec-21950414-dup-1,id-1172968
id-9899000,id-131766
id-4822862,id-302165
rec-259573-dup-0,id-21240
id-4104579,id-348910
id-10730399,id-816861
id-2598318,id-46945
id-9918473,id-33153
rec-3314370-dup-0,rec-39099-dup-0
id-12857124,id-142950
id-5726612,id-6983
id-7916073,id-294468
id-9536018,id-47972
id-4459645,id-2630132
rec-9388499-dup-0,rec-299749-dup-1
rec-3868403-dup-0,rec-243181-dup-0
id-33050143,id-1420318
id-6657841,id-100637
id-11569033,id-880627
id-2339147,id-67962
id-1422821,id-52303
id-9187721,id-1047030
id-15064768,id-1189105
id-11727859,id-760043
id-11799860,id-469590
id-10526859,id-687367
rec-859579-dup-1,id-6238
id-3903093,id-99668
rec-1613264-dup-0,rec-66411-dup-0
rec-24248758-dup-0,id-2375501
id-9073473,id-208110
id-112489,id-4991
id-20937239,id-125931
id-13752485,id-56535
rec-665305-dup-0,rec-52145-dup-0
rec-665305-dup-2,rec-52145-dup-1
rec-14569362-dup-0,rec-1125173-dup-0
rec-14569362-dup-1,id-1125173
id-24294676,id-2380356
id-5893993,id-351826
id-3075229,id-1156
id-9481956,id-114075
rec-12471405-dup-0,id-81137
id-13256695,id-51507
id-29130800,id-71451
id-10792274,id-417266
id-27942930,id-383784
rec-2221314-dup-0,rec-70010-dup-0
id-13344243,id-954643
id-9105584,id-75450
id-14550922,id-35115
rec-6593968-dup-0,id-9316
id-8220526,id-539847
rec-21954049-dup-1,id-1951411
id-26544658,id-2650139
id-11219281,id-193885
rec-10022886-dup-0,rec-808163-dup-0
id-16187604,id-1280431
rec-1159813-dup-0,rec-89565-dup-1
rec-10505485-dup-0,id-817538
rec-10505485-dup-1,rec-817538-dup-0
rec-10505485-dup-2,rec-817538-dup-0
rec-14984300-dup-0,id-1178503
id-10761013,id-701974
id-1523722,id-119242
id-13043305,id-514082
id-14220061,id-348206
id-11397721,id-740464
id-8830875,id-82444
rec-13061185-dup-0,id-578737
id-2669778,id-176025
id-1475531,id-1338
id-6795890,id-1029179
id-257778,id-22351
id-9059119,id-584529
rec-3728520-dup-0,id-2571
rec-3728520-dup-1,id-2571
id-5466480,id-337025
id-15260520,id-63131
id-14712395,id-1139834
id-29096807,id-2750999
id-7471850,id-481492
id-13898415,id-1037204
id-3055866,id-179257
rec-3176127-dup-2,id-231417
id-12245581,id-877768
id-7946615,id-132663
id-3135179,id-1655
id-25270102,id-2486861
id-804747,id-11551
id-2265925,id-70364
rec-3176127-dup-1,id-231417
id-5552465,id-341795
id-14026640,id-772969
id-13723340,id-109609
rec-13092393-dup-1,id-907110
id-5401497,id-309563
id-8742363,id-243273
id-856428,id-63782
rec-10550404-dup-2,id-689394
rec-17837114-dup-0,id-1484915
rec-17837114-dup-1,id-1484915
id-11388949,id-739839
rec-4492078-dup-1,id-281816
id-1749591,id-40230
rec-14654702-dup-0,id-1049972
id-10899572,id-52277
rec-16188793-dup-2,id-1314909
id-7740675,id-504418
rec-16188793-dup-0,id-1314909
id-17879753,id-1339561
id-9230055,id-164913
id-3465685,id-153565
rec-3638850-dup-0,rec-6874-dup-0
id-8952713,id-592528
id-230611,id-20148
id-10241258,id-668778
id-13408866,id-961885
id-12170304,id-359569
id-14579317,id-892042
id-4689382,id-117497
id-1825033,id-21367
id-3179200,id-88515
id-7992916,id-5633
rec-14305307-dup-1,id-41636
rec-14305307-dup-0,id-41636
rec-12173606-dup-1,id-187
id-1144880,id-360819
id-14236008,id-380054
rec-9615191-dup-1,id-279434
id-661930,id-504
id-14885241,id-30026
id-8521856,id-35536
id-4269846,id-268451
rec-12992808-dup-0,id-891223
id-9328655,id-1642316
id-4720848,id-277791
id-3781143,id-146382
id-13166596,id-878172
id-22043641,id-2025204
id-9289731,id-2076
rec-11357176-dup-0,id-126774
id-11661328,id-1309450
rec-33049411-dup-1,id-1122289
rec-26562314-dup-0,id-2651960
id-10430383,id-655078
id-13503227,id-974338
id-1734468,id-24482
id-3852820,id-242242
rec-14374287-dup-0,rec-256922-dup-1
id-11321809,id-53607
id-700892,id-916
id-11548903,id-744770
id-14037678,id-201995
id-8933387,id-440517
id-22621193,id-514116
rec-24722471-dup-2,id-1713140
id-13408246,id-952594
id-20990483,id-2007922
id-17820663,id-1215812
id-12641970,id-847646
id-32262433,id-3303233
id-10070971,id-377716
rec-4670704-dup-1,id-39182
id-33035206,id-3394991
rec-7518083-dup-0,id-485929
id-11072041,id-97546
rec-10791427-dup-1,id-417266
id-5659551,id-131713
id-12341310,id-148712
rec-21954049-dup-0,id-1951411
id-9043535,id-454021
id-2729033,id-122538
id-12042788,id-1015873
id-1165153,id-2310269
id-6244400,id-9239
id-10566756,id-568724
id-14984300,id-1178503
rec-9017922-dup-0,id-32941
id-29114006,id-2173
rec-16231264-dup-0,id-124894
rec-9398314-dup-0,rec-620714-dup-0
id-7010667,id-273266
id-12704263,id-243355
id-11333920,id-207287
id-3958992,id-197
id-9300373,id-47164
rec-7683271-dup-1,id-1815
rec-7683271-dup-0,id-1815
id-11191753,id-222768
id-31584100,id-184088
id-25253179,id-2484968
rec-12770558-dup-0,id-860931
rec-24758428-dup-0,id-1988644
id-8671322,id-282247
id-7416476,id-172801
rec-14681030-dup-1,id-1137639
rec-14681030-dup-0,rec-1137639-dup-0
rec-2639353-dup-0,id-174591
id-855108,id-8309
id-33049411,id-1122289
rec-6301613-dup-0,rec-1076992-dup-0
rec-11577414-dup-0,id-2330772
id-13065581,id-105384
rec-12250331-dup-0,rec-118912-dup-0
id-14262332,id-1090211
id-9344040,id-185459
rec-4818590-dup-1,id-160408
rec-3903093-dup-1,id-99668
id-8243928,id-3690
id-14286597,id-1092213
id-8494260,id-1843086
id-17860406,id-349
id-27956381,id-1656651
rec-26521125-dup-0,rec-33982-dup-0
id-681166,id-52756
id-363860,id-34851
rec-1749591-dup-0,rec-40230-dup-0
rec-859579-dup-2,id-6238
id-10211424,id-666809
rec-8182011-dup-1,rec-536958-dup-1
id-32268238,id-2978389
id-26543752,id-367600
id-12350479,id-379483
id-15688087,id-1259921
id-9217822,id-9617
id-89478,id-119674
id-2879236,id-58431
id-8163508,id-81786
id-10954428,id-711620
id-13986962,id-3224385
id-21924491,id-10179
id-78749,id-5680
id-11810213,id-298339
id-9271969,id-613554
id-7632987,id-495829
id-5106657,id-316998
rec-1294649-dup-1,id-2236
id-2502711,id-136311
id-14584389,id-9359
id-12520710,id-628212
id-14800893,id-1741
rec-7222423-dup-0,id-461864
id-6189263,id-12129
id-13387425,id-98202
id-3166073,id-304175
id-13152663,id-930482
id-22629603,id-937552
id-1974828,id-74319
id-2024974,id-245294
id-14545202,id-1123468
id-11544266,id-168945
id-11373570,id-272229
id-4266981,id-290579
id-9746756,id-66503
id-33022292,id-854144
id-24766977,id-39764
id-7407122,id-187428
rec-29126992-dup-0,id-8818
rec-29126992-dup-1,id-8818
id-13070765,id-250604
rec-6330402-dup-0,id-301865
rec-6330402-dup-2,id-301865
id-13424863,id-197771
id-11704998,id-37444
id-20982292,id-983132
id-15236858,id-1213696
id-12802285,id-431651
id-7635943,id-493327
rec-27948539-dup-0,id-2117648
rec-21953897-dup-1,id-153898
id-27979559,id-89
id-10999231,id-162647
id-2506075,id-1149155
rec-3136243-dup-1,id-79575
id-10599312,id-23928
rec-2339734-dup-0,id-2920
id-1412793,id-38100
id-11040844,id-659523
id-2432266,id-148632
id-3415285,id-3755
rec-21930592-dup-0,id-2127032
id-9110775,id-598139
id-10870646,id-806808
id-15224396,id-175317
id-27952389,id-2225335
rec-17185506-dup-0,id-32116
rec-6468615-dup-1,id-56502
rec-6468615-dup-0,id-56502
id-13122514,id-1060377
id-1874943,id-136178
rec-1913479-dup-0,rec-67118-dup-1
rec-13092393-dup-2,id-907110
id-15140162,id-41636
id-8293127,id-440851
id-12477234,id-827752
id-5621758,id-346601
id-11568712,id-862379
rec-1913479-dup-2,rec-67118-dup-0
rec-13092393-dup-0,id-907110
id-33054876,id-3680
rec-7836403-dup-2,id-1181
rec-17846873-dup-0,id-1484149
id-4991915,id-32583
id-8770306,id-23459
rec-16231264-dup-1,id-124894
id-10471645,id-683889
id-1160176,id-826314
id-1202413,id-2292
rec-8353979-dup-1,id-339983
rec-7836403-dup-0,id-1181
rec-13975836-dup-0,rec-242684-dup-0
id-6953707,id-393568
rec-8344177-dup-1,id-3643
rec-8344177-dup-0,id-3643
id-1981370,id-37250
id-8182011,id-536958
id-925456,id-66441
rec-15005123-dup-0,id-190845
id-13868944,id-1033013
rec-6737988-dup-1,id-183272
id-10182022,id-97546
id-13009390,id-892911
id-17877914,id-1490341
id-13947548,id-1170723
id-39773,id-4092
id-1528888,id-376676
id-6622003,id-11735
rec-10550404-dup-1,id-689394
id-9505062,id-432495
id-11798852,id-724789
id-2139937,id-148344
id-1389086,id-2842430
rec-10550404-dup-0,id-689394
rec-29090164-dup-0,rec-406868-dup-0
id-12797239,id-864112
id-22657989,id-2215074
id-9775514,id-193526
id-6911981,id-8667
id-24754334,id-85568
id-5572826,id-43631
id-13301487,id-282007
rec-8659998-dup-1,id-572130
id-14696651,id-1139465
id-5655715,id-3444
id-27973844,id-3769
id-20983326,id-456337
id-5162493,id-610381
id-446663,id-101
id-10075316,id-294349
id-6000710,id-33800
id-21927306,id-2126532
id-12298250,id-244460
id-737173,id-379
rec-13140731-dup-0,id-836810
rec-16231264-dup-2,id-124894
rec-15896143-dup-0,rec-1488075-dup-0
rec-4160374-dup-2,id-261289
rec-10170021-dup-0,id-141658
id-20976744,id-921180
id-10380834,id-678280
rec-3719908-dup-0,id-253
id-3118639,id-1488075
id-8496518,id-469503
rec-31574175-dup-1,id-3222546
rec-24230601-dup-0,rec-430245-dup-1
rec-10681066-dup-0,id-698519
id-186568,id-10302
rec-6288504-dup-0,id-134589
rec-7578162-dup-0,id-491218
rec-4168507-dup-1,id-261708
rec-2152919-dup-0,id-55592
id-27924743,id-2815182
rec-9317500-dup-0,rec-124471-dup-0
id-871069,id-190
id-9809987,id-1539
rec-8494260-dup-1,id-1843086
id-809675,id-16335
id-4160374,id-261289
rec-859579-dup-0,id-6238
rec-7873310-dup-0,rec-79841-dup-0
rec-17831537-dup-0,id-260042
id-12258546,id-794336
id-10348982,id-676239
id-5056779,id-256891
id-10764356,id-31389
id-7307519,id-22649
id-7992367,id-265397
rec-13306614-dup-1,id-950456
id-13136007,id-922354
id-3409238,id-101
id-6967986,id-391902
rec-2941579-dup-1,id-826221
rec-11391563-dup-1,rec-244-dup-0
id-14405720,id-1107697
id-16207683,id-370733
id-24301095,id-2380754
id-10890507,id-707520
rec-3579512-dup-0,rec-20638-dup-0
id-14187667,id-39006
id-6090670,id-42534
rec-8411245-dup-1,id-336924
id-4670704,id-39182
rec-1017425-dup-0,id-77045
rec-6657841-dup-0,rec-100637-dup-0
id-1066273,id-62438
id-1972747,id-14423
id-13940996,id-86876
id-12141518,id-147693
id-13668126,id-755083
id-8395143,id-36886
id-11346193,id-24587
rec-9175207-dup-0,rec-87222-dup-0
id-16208157,id-1135
id-13021852,id-880191
rec-17800924-dup-0,id-1479605
id-1271600,id-102793
id-5781023,id-356137
id-3164387,id-33363
id-7949275,id-124092
id-15896143,id-1488075
rec-14305307-dup-2,id-41636
id-9261100,id-156245
id-4943701,id-92121
rec-6571277-dup-1,id-415170
id-9235130,id-611285
id-4292254,id-269783
id-7690886,id-1074366
rec-8856994-dup-0,id-97546
id-2519257,id-24329
rec-11009510-dup-0,id-653364
id-14570572,id-1125182
rec-8856994-dup-1,id-97546
id-1041459,id-46624
id-10421982,id-33800
rec-24286182-dup-0,id-1992144
id-3040496,id-2860
id-6519994,id-365813
rec-281053-dup-0,rec-12679-dup-0
rec-13945822-dup-0,id-138921
id-2314699,id-250495
id-526887,id-44520
id-9689202,id-194305
rec-11091692-dup-1,id-234128
id-12156337,id-788950
id-15691507,id-109878
id-7009994,id-445207
id-6272455,id-394483
id-14130342,id-282238
rec-7699679-dup-0,rec-206783-dup-0
id-11368893,id-738588
rec-29708673-dup-0,id-3005240
rec-1206068-dup-0,id-93850
id-13942932,id-640168
rec-3954665-dup-1,id-508224
id-6565834,id-252873
id-22640728,id-399622
id-240712,id-92744
id-1176368,id-1663
id-12877424,id-179793
id-582595,id-47697
rec-33027638-dup-1,id-3151190
id-11118211,id-11684
id-10136499,id-871679
id-5632640,id-174088
id-7456554,id-79083
id-962668,id-73379
id-825810,id-2101
rec-9832353-dup-0,id-6226
id-11931740,id-775437
id-26549188,id-2650586
id-4041873,id-1500372
id-7954272,id-240438
id-13926528,id-23678
id-1206068,id-93850
rec-10959811-dup-2,rec-711494-dup-1
rec-10959811-dup-0,rec-711494-dup-0
rec-10959811-dup-1,rec-711494-dup-1
rec-634636-dup-0,rec-50617-dup-1
rec-634636-dup-1,rec-50617-dup-0
rec-634636-dup-2,rec-50617-dup-0
id-5452985,id-336253
rec-6876375-dup-2,id-423843
id-1095496,id-41741
id-789639,id-2417
id-5067609,id-171101
rec-3470808-dup-1,id-168370
id-9508578,id-3753
id-2975221,id-6837
rec-7182491-dup-0,id-199
rec-14130342-dup-1,id-282238
rec-8293127-dup-0,id-440851
rec-7225479-dup-1,id-1695
rec-7225479-dup-0,rec-1695-dup-0
rec-14107256-dup-0,id-1068875
rec-14107256-dup-1,id-1068875
id-5750841,id-805693
rec-12141518-dup-0,id-147693
id-156807,id-197
id-26571124,id-2653183
id-10861621,id-807185
id-14844876,id-1156688
id-29097630,id-406868
id-6064307,id-4742
id-29732205,id-3008220
id-30245424,id-3071094
id-11887622,id-84596
rec-24247507-dup-1,id-2375442
id-10623912,id-694310
rec-11736161-dup-0,id-144525
rec-9508578-dup-0,id-3753
id-6881096,id-336433
id-5551768,id-181847
id-3220913,id-149628
id-5044677,id-3154673
id-2450161,id-165834
id-14664710,id-103870
id-11494500,id-746216
id-1047084,id-23146
rec-8353979-dup-0,rec-339983-dup-1
id-4492078,id-281816
id-14605978,id-325434
id-11167256,id-724224
id-13884484,id-1034855
id-13195787,id-355316
id-8550946,id-259771
rec-10093863-dup-0,id-20886
rec-10093863-dup-1,id-20886
id-6581299,id-190578
id-3126250,id-74202
id-10477176,id-412311
id-1975752,id-2104
id-2134832,id-148129
id-940256,id-9580
id-12123512,id-2233
id-15681347,id-328220
id-21653396,id-385963
id-13381459,id-958795
id-12108188,id-262054
id-12068182,id-557427
id-5563299,id-82519
rec-3128512-dup-0,rec-199985-dup-0
id-8618025,id-569628
id-13541634,id-874603
id-13773638,id-546865
id-4807519,id-88031
id-9265605,id-547537
id-4817572,id-735675
id-5340761,id-329659
id-13403296,id-961202
rec-1356288-dup-0,rec-54762-dup-0
rec-11720031-dup-0,id-365078
id-7602966,id-284804
rec-27980080-dup-1,id-2822231
id-8269234,id-71770
id-5140699,id-186640
id-2873000,id-57018
rec-1306089-dup-1,rec-32837-dup-0
rec-299956-dup-0,rec-1804-dup-1
id-12951473,id-84778
id-11655872,id-464799
id-32265611,id-3303554
id-1790267,id-2546
id-14217700,id-552458
rec-7944326-dup-0,id-114060
id-20981660,id-610960
id-12347900,id-271306
