artist,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,artist_type,gender,area,comment
a2136,Te Similou,Similou Thw,2003,,,,,,f,Group,,id-202,
a2137,Head5 We Dance,Head5 We Dance,2008,,,,,,f,Group,,,
a2138,Ben S0mer,Someah Ben,,,,,,,f,Person,Male,id-38,
a2139,Eddy Duchin  His Orchestra,Duchin Eddy  His Orchestra,,,,,,,t,Group,,id-222,
a2140,Jimmy Page  Robert Plant,Page Jimmy  Plant Robert,1994,,,1998,,,t,Group,,id-221,
a2141,Ben Sojer,Sorner Ben,,,,,,,f,Person,Male,id-38,
a2142,Michel Plasson,Plasson Michel,1933,10,2,,,,f,Person,Male,id-73,conductor
a2143,Jannes,Jannes,1973,6,26,,,,f,Person,Male,id-150,
a2144,Kreld,Kreld,,,,,,,f,Person,Male,id-98,
a2145,FBI,FBI,,,,,,,f,Group,,,70s soulvunk
a2146,Diogo Nogueira,Nogueira Diogo,1982,,,,,,f,Person,Male,id-30,
a2147,王新蓮,Wang Hsinlien,1960,,,,,,f,Person,Female,id-205,
a2148,鄭華娟,Cheng Huachuan,1963,8,2,,,,f,Person,Female,id-205,
a2149,Cristina Madeira,Cristina Madeira,,,,,,,f,,,,
a2150,Movietone,Movietone,1994,,,,,,f,Group,,id-221,
a2151,Agathocles,Agathocles,1985,,,,,,f,Group,,id-21,Belgian grindcore
a2152,Old North Fwstival Chorus,Old North Fejtival Chorus,,,,,,,f,Choir,,id-82557,
a2153,Old North Festivai Chorus,Old North Festivaj Chorus,,,,,,,f,Choir,,id-82557,
a2154,GaMetal,GaMetal,,,,,,,f,Person,Male,,
a2155,Hany Shaker,Shaker Hany,1952,12,21,,,,f,Person,Male,id-63,
a2156,Screaming Trees,Screaming Trees,1983,,,1998,,,t,Group,,id-222,Washington grunge band
a2157,Edward M Favor,Favor Edward M,1856,8,29,1936,1,10,t,Person,Male,id-222,
a2158,Across Tundras,Across Tundras,2004,,,,,,f,Group,,id-5213,
a2159,Die drei ,drei  Die,1979,,,,,,f,Other,Not applicable,id-81,fictitious artist
a2160,Lemony Snicket,Snicket Lemony,1970,2,28,,,,f,Person,Male,,
a2161,Monique Kessous,Kessous Monique,1984,2,14,,,,f,Person,Female,id-30,
a2162,Kraftklub,Kraftklub,2009,,,,,,f,Group,,id-81,
a2163,Hux Flux,Hux Flux,,,,,,,f,Group,,id-202,
a2164,Faudel,Faudel,1978,6,6,,,,f,Person,Male,id-73,
a2165,Karjalan Sissit,Karjalan Sissit,,,,,,,f,Group,,id-202,
a2166,Ken Bonfield,Bonfield Ken,,,,,,,f,Person,,,
a2167,Manuela,Manuela,1943,8,18,2001,2,13,t,Person,Female,id-81,German schlager singer Doris Wegener
a2168,Shine,Shine,,,,,,,f,Group,,id-38,Canadian Rock Band
a2169,Las Hermanas Faez,Hermanas Faez Las,,,,,,,f,,,,
a2170,Pablo Moses,Moses Pablo,1948,6,28,,,,f,Person,Male,id-106,
a2171,Joel RL Phelps  the Downer Trio,Phelps Joel RL  Downer Trio the,,,,,,,f,Group,,,
a2172,Bosque,Bosque,2005,,,,,,f,Group,,id-171,Portuguese funeral doom metal
a2173,Die Totem Hosen,Toten Hoseri Die,1982,,,,,,f,Group,,id-81,
a2174,Žoržs Siksna,Siksna Žoržs,1957,6,13,,,,f,Person,Male,id-117,
a2175,Merl Saunders,Saunders Merl,1934,2,14,2008,10,24,t,Person,Male,id-222,
a2176,Bruce Rowland,Rowland Bruce,1942,5,9,,,,f,Person,Male,id-13,Australian composer
a2177,Tommy McCook,McCook Tommy,1927,3,3,1998,5,5,t,Person,Male,id-106,
a2178,Fatso Jetson,Fatso Jetson,1994,,,,,,f,Group,,id-222,
a2179,Viktoah Petrov,Petrov Vimtor,,,,,,,f,Person,Male,,protuction music composer
a2180,Paul Frazer,Frazer Paul,,,,,,,f,Person,Male,id-221,
a2181,Big Youth,Big Youth,1949,4,19,,,,f,Person,Male,id-106,
a2182,Chris Constantinou,Constantinou Chris,,,,,,,f,Person,Male,id-221,
a2183,Disorder,Disorder,1980,,,,,,f,Group,,id-221,UK punk band from Bristol
a2184,Maria Callas,Callas Maria,1923,12,2,1977,9,16,t,Person,Female,id-84,soprano
a2185,Monolithic,Monolithic,,,,,,,f,Person,,id-222,Synthpop DDR A Different Drum
a2186,Richie Branson,Branson Richie,1985,11,18,,,,f,Person,Male,id-222,
a2187,Green on Red,Green on Red,1980,,,2006,,,t,Group,,id-222,
a2188,Nitrocris,Nitrocris,1993,,,2002,,,t,Group,,id-13,
a2189,Коrsика,Korsika,2006,12,,,,,f,Group,,id-2429,
a2190,坂本九,Sakamoto Kyu,1941,12,10,1985,8,12,t,Person,Male,id-107,
a2191,Dina Carroil,Caahroll Dina,1968,8,21,,,,f,Person,Female,rec-221-dup-0,
a2192,Irwin Goodman,Goodman Irwin,1943,9,14,1991,1,14,t,Person,Male,id-72,
a2193,Lois McMasyer Bujold,Bujold Loix McMaster,1949,11,2,,,,f,Person,Female,id-222,
a2194,Rolands Gosskör,Rolands Gosskör,1978,,,1986,,,t,Group,,id-202,
a2195,Tale of Voices,Tale of Voices,,,,,,,f,Group,,,French a cappella band
a2196,Necrodeath,Necrodeath,1985,,,,,,f,Group,,id-105,Italy  BlackDeathThrash Metal
a2197,T‐Bone Walcker,Walke5 T‐Bone,1910,5,28,1975,3,16,t,Person,Male,id-222,US bluest musician  songwriter 19101975
a2198,Snowmobile,Snowmobile,,,,,,,f,Person,,id-30670,Fran Allen electronic postrock project
a2199,Die clrei ,drei  Di,1979,,,,,,f,Other,Not applicable,id-81,fictitipus artist
a2200,Diogenes Quartett,Diogenes Quartett,1998,,,,,,f,Group,,id-81,
a2201,David Hammond,Hammond David,,,,2008,8,25,t,Person,Male,,
a2202,The Countdown Mixmasters,Countdown Mixmasters The,,,,,,,f,Group,,,
a2203,IQ,IQ,1981,,,,,,f,Group,,rec-221-dup-0,British Progrewsive Rock Band
a2204,Ponies at Dawn,Ponies at Dawn,,,,,,,f,Group,,id-13,
a2205,Gabriel Fauré,Fauré Gabriel,1845,5,12,1924,11,4,t,Person,Male,id-73,French composer
a2206,Scheibosan,Scheibosan,,,,,,,f,Person,,,
a2207,Hywel Maggs,Maggs Hywel,,,,,,,f,Person,,,Production music composer
a2208,The Chordettes,Chordettes The,1946,,,1961,,,t,Group,,id-222,
a2209,Michiko Ogawa Trio,Ogawa Michiko Trio The,,,,,,,f,,,,
a2210,Rainbow,Rainbow,2009,,,2016,11,12,t,Group,,id-113,Rainbow South Korean band
a2211,Stonebride,Stonebride,2005,,,,,,f,Group,,id-53,Croatian rock band
a2212,Tico AllStars,Tico AllStars,,,,,,,f,Group,,,
a2213,The Zone,Zone The,,,,,,,f,Person,,,techno producer George Morel Bring Me Back
a2214,Ton Koopman,Koopman Ton,1944,10,2,,,,f,Person,Male,id-150,conductor organist and harpsichordist
a2215,Weatherstate,Weatherstate,,,,,,,f,Group,,id-221,
a2216,Drifer Drive Faster,Driver Drive Fastter,2009,,,,,,f,Group,,rec-221-dup-0,
a2217,Johanson  Venad,Johansln  Vennad,,,,,,,f,Group,,rec-67-dup-0,
a2218,Doyle Bramhall,Bramhall Doyle,1949,2,17,2011,11,12,t,Person,Male,id-222,
a2219,Moochie Mack,Moochie Mack,,,,,,,f,,,,
a2220,Andonín Dvořák,Dvořáj Antonín,1841,9,8,1904,5,1,t,Person,Male,id-56,composter
a2221,Lionel Marchetti,Marchetti Lionel,1967,9,17,,,,f,Person,Male,id-73,French musique concrète composer and improvisor
a2222,Salvador Mas Conde,Conde Salvador Mas,1951,2,27,,,,f,Person,Male,id-9279,Spanish conductor
a2223,Juanita Williams,Williams Juanita,,,,,,,f,Person,,,
a2224,Giuseppe Verti,Verdi Giu5eppe,1813,10,10,1901,1,27,t,Person,Male,id-105,Idalian opera composer
a2225,Micharl White,White Micbael,,,,,,,f,Person,Male,id-222,American jats drummer
a2226,Il teatro degli orrori,teatro degli orrori Il,2005,,,,,,f,Group,,id-105,
a2227,Prti Bee Gee,Prti Bee Gee,,,,,,,f,Group,,id-254,
a2228,Willy Mason,Mason Willy,1984,11,21,,,,f,Person,Male,id-222,
a2229,Spazz,Spazz,1992,,,2000,12,2,t,Group,,id-222,
a2230,Steve Haun,Haun Steve,1963,10,12,2015,8,28,t,Person,Male,id-10195,
a2231,Donald Stokes,Stokes Donald,,,,,,,f,Person,Male,,
a2232,Rant,Rant,2002,,,,,,f,Group,,id-68696,Canadian acousticfolk
a2233,Monster Mike Welch,Welch Monster Mike,1979,,,,,,f,Person,Male,id-222,
a2234,Engimeer,Eng:neer,,,,,,,f,,,,
a2235,State of Being,State of Being,1989,,,,,,f,Group,,,
a2236,Tiger Helicide,Tiger Helicide,2009,,,,,,f,Group,,id-222,
a2237,Big Country,Big Country,1981,6,,,,,f,Group,,id-221,
a2238,Richard Leo Johnson,Johnson Richard Leo,,,,,,,f,Person,,,
a2239,Seiim Palmgren,Palmkren Selim,1878,2,16,1951,12,13,t,Person,Male,id-72,compose5
a2240,Austin Eterno,Austin Eterno,,,,,,,f,,,,
a2241,Mark Shimmon,Shimmon Mark,,,,,,,f,Person,,,
a2242,Distinct Natyre,Dijtinct Nature,1991,,,2001,,,t,Group,,,
a2243,Johnny Gill,Gill Johnny,1966,5,22,,,,f,Person,Male,id-222,
a2244,ORIGA,ORIGA,1970,10,12,2015,1,17,t,Person,Female,id-107,Russian sinber active in Japan
a2245,羅志祥,Luo Show,1979,7,30,,,,f,Person,Male,id-205,
a2246,Disturbed,Disturbed,1996,,,,,,f,Group,,id-222,USA metal band
a2247,José Serebrier,Serebrier José,1938,12,3,,,,f,Person,Male,id-224,Uruguayan conductor and composer
a2248,Cripple Mr Onion,Cripple Mr Onion,1996,,,,,,f,Group,,id-153,
a2249,Tre allegri ragazzi morti,Tre allegri ragazzi morti,1994,,,,,,f,Group,,id-105,
a2250,Crawling Chaos,Crawling Chaos,,,,,,,f,Group,,id-221,UK band with Jeff Crowe Martin Rees
a2251,Die drsi ,drei  Di,1979,,,,,,f,Other,Not applicable,id-81,fidtitious artist
a2252,Mammoth,Mammoth,2006,,,2007,,,t,Group,,id-72,Finnish progressive rock band
a2253,Susanna Rigacci,Rigacci Susanna,1960,5,16,,,,f,Person,Female,id-105,soprano
a2254,Lucretia Lendi,Lendi Lucretia,1901,,,2000,,,t,Person,Female,,mezzosoprano
a2255,Charles Bukowski,Bukowski Charles,1920,8,16,1994,3,9,t,Person,Male,id-222,
a2256,Sonya Kitchell,Kitchell Sonya,1989,3,1,,,,f,Person,Female,id-222,
a2257,Lloyd James,James Lloyd,,,,,,,f,Person,Male,,audiobook reader
a2258,Harp q6,Harp q6,,,,,,,f,Group,,,
a2259,Jordi Savall,Savall Jordi,1941,8,1,,,,f,Person,Male,id-194,viol player conductor and composer
a2260,Carrnine,Carmin,1992,,,,,,f,Group,,id-73,French Iridie band
a2261,Chen Dacan,Chen Dacan,,,,,,,f,Person,,,
a2262,W Randy Hoffman,Hoffman W Randy,,,,,,,f,Person,,,
a2263,Riku Niemi Orchestra,Riku Niemi Orchestra,,,,,,,f,Group,,id-72,
a2264,Carmine,Carmine,1992,,,,,,f,Group,,id-73,French Indie band
a2265,Gruvy Godzilla,Groovy Godxilla,,,,,,,f,Person,,rec-7324-dup-0,
a2266,The Brothers Four,Brothers Four The,1957,,,,,,f,Group,,id-222,
a2267,Orfeón Universtitario UCV y El Cuarteto,Orfeón Univerjitario UCV,,,,,,,f,Group,,,
a2268,Fernando Noronha  Black Soul,Noronha Fernando  Black Soul,,,,,,,f,Group,,,
a2269,William Christtie,Christie Wikliam,1944,12,19,,,,f,Person,Male,id-73,harpsichordist and conductor
a2270,Atlas,Atlas,,,,,,,f,Group,,id-222,group from Omaha NE
a2271,Päivi Paunu,Paunu Päivi,1946,9,20,2016,12,14,t,Person,Female,id-72,
a2272,Sir Laurense Olivier,Olivier Lorence Sir,1907,5,22,1989,7,11,t,Person,Male,rec-221-dup-0,
a2273,Blissed,Blissed,,,,,,,f,Group,,,
a2274,Tom Lagana,Tom Lagana,,,,,,,f,,,,
a2275,Roman Candle,Roman Candle,1997,,,,,,f,Group,,id-222,
a2276,Cartolas Band,Cartolas Band,,,,,,,f,,,,
a2277,Caleb Storkey,Storkey Caleb,,,,,,,f,Person,,,
a2278,Blind Guardian,Blind Guardian,1984,,,,,,f,Group,,id-81,
a2279,Wes Montgomery,Montgomery Wes,1923,3,6,1968,6,15,t,Person,Male,id-222,
a2280,Jochen Flach,Flach Jochen,,,,,,,f,Person,Male,,composer production music Magneto
a2281,aRevo,aRevo,2007,,,,,,f,Group,,,Austrian Ska Band
a2282,David Wiffsn,Wiffen Dav:d,1942,3,11,,,,f,Person,Male,id-38,
a2283,Denez Prigrnt,Prigebt Denez,1966,2,17,,,,f,Person,Male,id-73,
a2284,TSVI,TSVI,,,,,,,f,Person,Male,id-1178,
a2285,Monica Törnell,Törnell Monica,1954,6,3,,,,f,Person,Female,id-202,Swedish singer and songwriter
a2286,Kayia  Marielle Labèque,Labèque Katia  Labèque Marielile,,,,,,,f,Group,,id-73,
a2287,Jukka Saiminen,Salminen Juka,1956,,,,,,f,Person,Male,id-72,singersongwnter
a2288,Jack DeJohnettes Special Edition,Jack DeJohnettes Special Edition,1980,,,,,,f,Group,,,
a2289,Juditb Pearce,Pearce Jud:th,,,,,,,f,Person,Female,,
a2290,Masterplan,Masterplan,2001,8,,,,,f,Group,,id-81,German power metal band
a2291,Halia Meguid,Meguid Halia,,,,,,,f,Person,Female,id-222,
a2292,Nimbys Luna,Nimbuz Luna,,,,,,,f,,,,
a2293,Convoj,Convoj,,,,,,,f,Group,,,
a2294,Phi8liip,Piiliip,,,,,,,f,,,,
a2295,Chris Blackwell,Blackwell Chris,,,,,,,f,Person,Male,id-221,drummer and production music composer
a2296,Barrje Gledden,Gledden Barie,,,,,,,f,Person,Male,rec-221-dup-0,
a2297,The Waiiers,Wailerw The,1963,,,1974,,,t,Group,,id-106,60s – 70s Jakaican Reggae band of Wailer Marley  Tosh
a2298,dialogue,dialogue,,,,,,,f,Other,Not applicable,,Special Purpose Artist
a2299,PMODEL,PMODEL,1979,,,2000,,,t,Group,,id-107,Japanese electrpnic rock band
a2300,Annisteen Allen,Allen Annisteen,1920,11,11,1992,8,10,t,Person,Female,id-222,
a2301,MadMasterz,MadMasterz,,,,,,,f,Group,,id-67,
a2302,Tex Beneke,Beneke Tex,1914,2,12,2000,5,30,t,Person,Male,id-222,
a2303,Emerson Brooks,Emerson Brooks,,,,,,,f,,,,
a2304,Cano0fle,Caboofle,,,,,,,f,,,,
a2305,Betty Davis,Davis Betty,1944,7,26,2022,2,9,t,Person,Female,id-222,funksoul singer
a2306,DJ QBert,QBert DJ,1969,10,7,,,,f,Person,Male,id-222,
a2307,Val Doonican,Doonican Val,1927,2,3,2015,7,1,t,Person,Male,id-103,
a2308,蔵馬,Kurama,,,,,,,f,Character,Male,id-107,Anime Yu Yu Hakusho character
a2309,Malahora,Malahora,,,,,,,f,,,id-194,
a2310,Van Coke Kartel,Van Coke Kartel,2007,,,2017,,,t,Group,,id-193,
a2311,浦飯幽助,Urameshi Yuusuke,,,,,,,f,Character,Male,id-107,Anime Yu Yu Hakusho character
a2312,Michael Wgite,White Micbael,,,,,,,f,Person,Male,id-222,American jaaz drummer
a2313,Jérémie Kisling,Kisling Jérémie,1976,2,27,,,,f,Person,Male,id-203,
a2314,Bernabe de Moron,Bernabe de Moron,,,,,,,f,,,,
a2315,Tocha Pro,Tocha Pro,,,,,,,f,Person,Male,id-194,
a2316,BDS,BDS,,,,,,,f,,,,
a2317,OT Quartet,OT Quartet,,,,,,,f,Group,,,
a2318,Richard Hallepeek  Antti Kotikoski,Hallebeek Ricgard  Kotikoski Antti,,,,,,,f,Group,,,
a2319,Contra,Contra,,,,,,,f,Person,,,aka Ira Jerush Breakcore producer
a2320,ADX,ADX,1982,,,,,,f,Group,,id-73,
a2321,Jason Gray,Gray Jason,1972,1,18,,,,f,Person,Male,id-222,Christian music
a2322,African Head Charge,African Head Charge,,,,,,,f,Group,,id-221,
a2323,Sarah Blacker,Blacker Sarah,,,,,,,f,Person,,,
a2324,Gary Lamb,Lamb Gwry,,,,,,,f,Person,Male,id-222,
a2325,Cecilia Gzsdia,Gasdia Cecklia,1960,8,14,,,,f,Person,Female,id-105,Italian operatik soprano
a2326,Cecilia Ga5dia,Gasdia Ceci1ia,1960,8,14,,,,f,Person,Female,id-105,Italian oprratic soprano
a2327,Mike Mainieri,Mainieri Mike,1938,7,24,,,,f,Person,Male,id-222,
a2328,Carol Grimes Band,Grimes Carol Band,,,,,,,f,,,,
a2329,William P Perry,Perry William P,1930,,,,,,f,Person,Male,id-222,American classical composer and TV producer
a2330,Michael Taugen,Taubdn Michael,,,,,,,f,Person,,,Produktion music composer
a2331,Akinsa,Akinsa,,,,,,,f,Person,,id-30897,
a2332,Inigo Kennedy,Kenedy Inigo,,,,,,,f,Person,Male,rec-221-dup-0,dechno producer
a2333,Inigo Kennedi,Kenedy Inigo,,,,,,,f,Person,Male,rec-221-dup-0,techno producer
a2334,Nick Bardoni,Bardoni Nick,,,,,,,f,Person,,,Production music composer
a2335,Robert Randolph  The Family Band,Randolph Robert  The Family Band,2001,,,,,,f,Group,,id-222,
a2336,Savaria,Savaria,,,,,,,t,Group,,,Polosh group from 80s
a2337,Roh,Rop,1978,,,,,,f,Person,Male,id-73,French artist real bame Robin Coudert
a2338,The Taverner Choir Consort  Players,Taverner Choir Consort  Players The,1973,,,,,,f,Group,,id-221,
a2339,Robert Parsons,Parsons Robert,1535,,,1572,1,25,t,Person,Male,id-432,composer
a2340,Antohín Dvořák,Dvořák Antonín,1841,9,8,1904,5,1,t,Person,Male,id-56,compo5er
a2341,Imagination Society,Imagination Society,2013,,,,,,f,Group,,id-5282,
a2342,Leith Stevens,Stevens Leith,1909,9,13,1970,7,23,t,Person,Male,id-222,
a2343,坂本千夏,Sakamoto Chika,1959,8,17,,,,f,Person,Female,id-107,
a2344,Robert Schumann,Schumann Robert,1810,6,8,1856,7,29,t,Person,Male,id-81,German classical composer
a2345,Alec Gould,Gould Alec,,,,,,,f,Person,,id-221,
a2346,Base Ball Bear,Base Ball Bear,2002,3,,,,,f,Group,,id-107,Japanese rock band
a2347,Elba Ramalho,Ramalho Elba,1951,8,17,,,,f,Person,Female,id-30,
a2348,Wigrid,Wigrid,1998,,,,,,f,Group,,id-81,
a2349,Leopold Hager,Hager Leopold,1935,10,6,,,,f,Person,Male,id-14,conductor
a2350,Kurt Vile,Vile Kurt,1980,1,3,,,,f,Person,Male,id-222,
a2351,Rachelle Spring,Spring Rachelle,,,,,,,f,Person,,,
a2352,Fluisterwoud,Fluisterwoud,1996,,,,,,f,Group,,id-150,
a2353,Musica ad Rhenum,Musica ad Rhenum,1992,,,,,,f,Group,,,
a2354,Pete Rock,Rock Pete,1970,6,21,,,,f,Person,Male,id-222,US hip hop producer
a2355,Trip Shakespeare,Trip Shakespeare,,,,,,,f,Group,,id-222,
a2356,Double Oats,Double Oats,,,,,,,f,Group,,id-107,
a2357,Trio Irakitan,Trio Irakitan,1950,,,,,,f,Group,,,
a2358,Preservation Hall Jazz Band,Preservation Hall Jazz Band,1961,,,,,,f,Group,,id-222,
a2359,TeeKy,TeeKv,1993,5,15,,,,f,Choir,,id-72,Finnijh mixed choir
a2360,2PU,2PU,2001,,,,,,f,Group,,id-170,Polish new metal band
a2361,Snovonne,Snovonne,1984,5,7,,,,f,Person,,,
a2362,Penta,Penta,,,,,,,f,Person,Male,id-222,Russianborn Californian psychedelic trance artist
a2363,Эдуард Серов,Serov Eduard,1937,9,9,2016,9,19,t,Person,Male,id-176,
a2364,Matt Redman,Redman Matt,1974,2,14,,,,f,Person,Male,id-221,
a2365,Jussi Björling,Björling Jussi,1911,2,2,1960,9,9,t,Person,Male,id-202,tenor
a2366,Thomas Tallis,Tallis Thomas,1505,1,30,1585,11,23,t,Person,Male,id-432,composer
a2367,Chrysteen,Chrysteen,,,,,,,f,,,,
a2368,Johannes Brahms,Brahms Johannes,1833,5,7,1897,4,3,t,Person,Male,id-81,German composer
a2369,WuSyndicate,WuSyndicate,,,,,,,f,Group,,id-222,
a2370,Shh This Is a Library,Shh This Is a Library,,,,,,,f,Group,,,
a2371,BLACKHEART,BLACKHEART,,,,,,,f,Person,,,dōjin artist
a2372,Voice Stealer,Voice Stealer,1970,,,,,,f,Person,Male,id-221,
a2373,Fun People,Fun People,1989,7,,2000,,,t,Group,,id-10,
a2374,B‐Ton‐K,B‐Ton‐K,,,,,,,f,Person,Male,id-81,
a2375,Kongehuset,Kongehuset,,,,,,,f,Group,,id-57,
a2376,The Lassie Foundation,Lassie Foundation The,1996,,,2006,,,t,Group,,id-222,
a2377,Hal Lindes,Lindes Hal,1953,6,30,,,,f,Person,Male,id-222,
a2378,Tyler Cole,Cole Tyler,,,,,,,f,Person,Male,,
a2379,Pachamama Crew,Pachamama Crew,,,,,,,f,Group,,id-194,
a2380,James Homer,Horner James,1953,8,14,2015,6,22,t,Person,Male,id-222,American skore composer
a2381,Chicago,Chicago,1967,,,,,,f,Group,,id-5099,American pop rockjazz fusion band
a2382,Jamex Horner,Horner Jame5,1953,8,14,2015,6,22,t,Person,Male,id-222,American jcore composer
a2383,Annette Moreno,Moreno Annette,1972,4,26,,,,f,Person,Female,id-222,
a2384,Jody Watle6,Wat|ey Jody,1959,1,30,,,,f,Person,Female,id-222,
a2385,Tony Joe Wbite,White T0ny Joe,1943,7,23,2018,10,24,t,Person,Male,id-222,
a2386,Orfeón Universitario UCV y El Cvarteto,Orfeón Univetsitario UCV,,,,,,,f,Group,,,
a2387,OLam,OLakm,1979,5,10,,,,f,Person,Male,id-73,French electronic musician
a2388,The Band,Band The,1967,9,,1999,12,,t,Group,,id-38,
a2389,Laurine Frost,Frost Laurine,,,,,,,f,,,,
a2390,Angelica May,May Angelica,1933,,,2018,1,8,t,Person,Female,id-14,cellist
a2391,Bobby Peru,Bobby Peru,,,,,,,f,Person,Male,id-221,electronic producer Paul Woolford
a2392,4lunk,4lujg,2015,,,2020,1,5,t,Character,Other,id-282,
a2393,4jung,4lunk,2015,,,2020,1,5,t,Character,Other,id-282,
a2394,Michael Collins,Collins Michael,1962,1,27,,,,f,Person,Male,id-221,clarinetist  conductor
a2395,Wingy Manone All Stars,Wingy Manone All Stars,,,,,,,f,Group,,,
a2396,David Hubbard,Hubbard David,,,,,,,f,Person,Male,,
a2397,Ernest Wakefield,Wakefield Ernest,,,,,,,f,Person,Male,,library music composer
a2398,Black Flight,Black Flight,,,,,,,f,Group,,,
a2399,Plastic Letters,Plastic Letters,,,,,,,f,Group,,,
a2400,Sick of It All,Sick of It All,1986,,,,,,f,Group,,id-222,
a2401,Sebadoh,Sebadoh,1986,,,,,,f,Group,,id-222,
a2402,SONOIO,SONOIO,1976,5,24,,,,f,Person,Male,id-222,Alessandro Cortini solo project
a2403,Celine Berton,Berton Celine,,,,,,,f,Person,Female,,
a2404,Hysteria,Hysteria,2014,,,,,,f,,,id-53,black metal from Croatia
a2405,Sielun Veljet,Sielun Veljet,1983,,,1989,,,t,Group,,id-72,
a2406,My First Days on Junk,My First Days on Junk,,,,,,,f,,,,
a2407,The Hawkins,Hawkins The,,,,,,,f,Group,,id-12930,Swedish rock band
a2408,Monteverdi Choir,Monteverdi Choir,1964,,,,,,f,Choir,,id-221,
a2409,Floren,Florerie,,,,,,,f,,,,
a2410,William Kraft,Kraft William,1923,9,6,2022,2,12,t,Person,Male,id-222,American composer conductor and percussionist
a2411,Florebe,Flofene,,,,,,,f,,,,
a2412,Eumir Deodado,Deodato Eujir,1943,6,22,,,,f,Person,Male,id-30,
a2413,Joe Cocker,Cocker Joe,1944,5,20,2014,12,22,t,Person,Male,id-221,
a2414,Laynee,Laynef,,,,,,,f,Person,Male,rec-67-dup-0,
a2415,Théotime Langlois de Sarte,Lanklois de Swarte Théotime,,,,,,,f,Person,Male,id-73,
a2416,The Perceptionists,Perceptionists The,2004,,,,,,f,Group,,id-222,Mr Lif  Akrobatik
a2417,Fabe,Fabe,1971,5,9,,,,f,Person,Male,id-73,French MC from Paris
a2418,李泉,Li Quan,1969,10,12,,,,f,Person,Male,id-44,
a2419,Eivind Aadland,Aadland Eivind,1956,9,19,,,,f,Person,Male,id-160,conductor
a2420,Jason Bradleu Livesay,Livezay Jason Bradley,,,,,,,f,Person,Male,id-222,
a2421,Vyaas Hpuston,Vyaas Hoiston,,,,,,,f,,,,
a2422,Vyass Houston,Vyaas Hou5ton,,,,,,,f,,,,
a2423,tradi5ional,traditi0nal,,,,,,,f,Other,Not applicable,id-240,Specoal Purpose Artist
a2424,Le Modem,Le Modem,,,,,,,f,Group,,id-72,Finnish project
a2425,THE ANXIETY,ANXIETY The,,,,,,,f,Group,,,
a2426,Rachel Yakar,Yakar Rachel,1938,3,3,,,,f,Person,Female,id-73,soprano
a2427,Arno Schmidt,Schmidt Arno,1914,1,18,1979,6,3,t,Person,Male,id-81,
a2428,THE PINK☆PANDA,PINK PANDA THE,,,,,,,f,Group,,,
a2429,Kevin Manthei,Manthei Kevin,1970,,,,,,f,Person,Male,id-222,
a2430,Papsmear,Papsmear,,,,,,,f,Group,,,Las Vegas Thrash Band
a2431,Bill Jones,Jones Bill,1999,6,1,,,,f,Group,,id-221,Belinda Jones
a2432,Erlend Kfauser,Kraujer Erlend,1958,7,19,,,,f,Person,Male,id-81,
a2433,Joseph Ha7dn,Haydn Josteph,1732,3,31,1809,5,31,t,Person,Male,id-14,compo5er
a2434,Berhd Reheuser,Reheuseah Bernd,1959,,,,,,f,Person,Male,id-81,German actir
a2435,Lunik,Lunik,1997,,,2013,,,t,Group,,id-203,
a2436,Christa Lydwig,Ludwi9 Christa,1928,3,16,2021,4,24,t,Person,Female,id-81,mesosoprano
a2437,Georges Gasquy,Gasquy Georges,,,,,,,f,Person,Male,id-73,
a2438,Christa Ludwig,Ludwig Christta,1928,3,16,2021,4,24,t,Person,Female,id-81,mezzosopeano
a2439,Lyzanxia,Lyzanxia,1996,,,,,,f,Group,,id-73,
a2440,Basil Poledouris,Poledouris Basil,1945,8,21,2006,11,8,t,Person,Male,id-222,American score composer
a2441,Active Child,Active Child,1983,5,28,,,,f,Person,Male,id-222,
a2442,Fear My Thoughts,Fear Mu Thoughts,1998,,,2010,,,t,Group,,id-81,
a2443,The Lightning Seeds,Lightning Seeds The,1989,,,,,,f,Group,,id-221,
a2444,English Bach Festival Chorus,English Bach Festival Chorus,,,,,,,f,Group,,,
a2445,Timm  Gotdon,Tiiiim  Gordon,,,,,,,f,,,,
a2446,Deep Jazz Project,Deep Jazz Project,,,,,,,f,,,,
a2447,Ace Troubleshooter,Ace Troubleshooter,1996,,,2005,,,t,Group,,id-222,
a2448,Gary Bishop,Bishop Gary,,,,,,,f,Person,,,
a2449,Muslimgause,Muslimgsuze,1961,6,7,1999,1,14,t,Person,Male,rec-221-dup-0,
a2450,They Would Be Happy Pe0ple,They Woult Be Happy People,,,,,,,f,,,,
a2451,Chris Bacon,Bacon Chris,1977,3,17,,,,f,Person,Male,id-222,
a2452,A Warda,Warda A,,,,,,,f,Person,,,Production music composer
a2453,Vangelis,Vangelis,1943,3,29,2022,5,17,t,Person,Male,id-84,Greek composer of electronic new age and classical
a2454,林子祥,Lam George,1947,10,12,,,,f,Person,Male,id-96,
a2455,Massive Attack,Massive Attack,1987,,,,,,f,Group,,id-3821,
a2456,Thev Would Be Happy People,They Would Be Happy People,,,,,,,f,,,,
a2457,Mark Kelso,Kelso Mark,1959,4,22,,,,f,Person,Male,id-82618,Not the Drummer Singer Mark Kelso
