track,recording,medium,position,number,name,length,is_data_track
id-4456510,id-5497299,id-114204,8,8,For Your Will,246840.0,f
id-4273086,id-5259559,id-97409,4,4,Stop Bajon,260000.0,f
id-32718338,id-27982310,id-3089241,3,3,Dead Red Eyes,233506.0,f
id-6438556,id-7699679,id-351428,5,5,無名小卒,217000.0,f
id-5380300,id-6555152,id-227021,6,6,Coalesce,233453.0,f
id-7036295,id-8342684,id-428671,1,1,Les métaux noirs,279546.0,f
rec-12742768-dup-0,id-13223925,id-1133586,10,10,Odyssee zu neuen Sternen Freude 5chöner Götterfunken,189000.0,f
id-10654040,id-12253943,id-815913,3,3,Atheist Prayers,216000.0,f
id-15293627,id-15224396,id-1366474,4,4,Corazón de Melón,,f
id-3277398,id-3957711,id-1011621,7,7,Men Behind the Wire,159493.0,f
rec-13611897-dup-0,id-9679261,id-1241673,49,49,Vesper Sparow  Lark Sparrow,70000.0,f
id-6760879,id-8044618,id-393911,14,14,The Hill of Leopards,128000.0,f
id-3953460,id-4817572,id-71317,6,6,Morguray,219000.0,f
rec-10902594-dup-0,id-12520710,id-1054043,4,4,4th Mov Andabte,387000.0,f
rec-6425651-dup-1,id-7686138,id-641946,10,10,Human Paahts Inc,96000.0,f
id-3020449,id-3638850,id-825859,3,3,Im a Rover,259880.0,f
id-12387647,id-13573814,id-1174814,8,8,Träum weiter,222000.0,f
id-3400100,id-4113582,id-210965,4,4,Fleashine,404173.0,f
id-10095747,id-11638637,id-754934,8,8,Lost Faith full mix,119000.0,f
id-11684330,id-5062926,id-1025452,8,8,If You See Her Say Hello,246360.0,f
id-5956597,id-7176630,id-295744,6,6,Las Viejas Brujas,178000.0,f
id-1880488,id-2241263,id-86341,15,15,untitled,167426.0,f
id-8939429,id-10386664,id-639808,2,B1,Interstella Innervision remix,,f
id-11540165,id-1935481,id-4109,14,14,So Instinctual,286120.0,f
rec-10811745-dup-0,id-12435437,id-1043657,12,12,Der Schrei tes Schmetterlings,303000.0,f
rec-7868835-dup-0,id-9235130,id-1039302,10,10,En vi4,443840.0,f
rec-1292648-dup-1,id-1526514,id-890609,4,4,Backya5d Jam,267786.0,f
id-1535826,id-6658205,id-237457,8,B4,Material,204000.0,f
id-14160593,id-14554787,id-1285852,7,7,Tear Ya Chains Off,263000.0,f
id-3233324,id-3903093,id-137690,8,8,Rejoice and Sing from Christmas Oratorio,54333.0,f
id-7409243,id-8740824,id-472816,11,11,Guarde Nos Olhos,208893.0,f
id-9978765,id-11507296,id-743919,20,20,Mediterráneo,19000.0,f
id-7468820,id-8806005,id-479675,71,71,untitled,9520.0,f
rec-32679613-dup-1,id-27954697,rec-3084969-dup-0,10,10,Evil Ey,215319.0,f
id-4187759,id-5140699,id-406100,29,29,Why Do Lovers Break Each Others Hearts,199333.0,f
id-9902405,id-11420663,id-734808,1,1,The Stranger,,f
rec-4877474-dup-0,id-5996800,id-985287,1,1,Urstuline,283386.0,f
id-10933559,id-2944227,id-1057381,9,9,You Cant Get What You Want til You Know What You Want,338000.0,f
id-12672697,id-396693,id-167003,17,17,B Sharp Blues,165906.0,f
id-14319165,id-14658431,id-1297065,4,4,Zelená,112000.0,f
id-12121731,id-1160176,id-541706,3,3,Eray,280440.0,f
id-8920252,id-10365884,id-637306,10,10,Мегаполис,255000.0,f
rec-3789551-dup-0,id-4607576,id-150011,1,1,Indro,22000.0,f
id-3919330,id-4774529,id-68375,6,6,I Know What Rhymes With Orange,237000.0,f
id-4205260,id-5169373,id-94400,9,9,Lizard Point,239173.0,f
id-24377477,id-21924491,id-2240293,8,8,Firewater  Jive Talk The Virgin Land Mix,,f
id-32662732,id-27944073,id-3083244,4,4,Chopin  Nocturne Op 9 2 Chopin,277320.0,f
id-12305822,id-10388645,id-640018,13,13,Nordcore Attack Rapid S remix,274000.0,f
id-4475779,id-5526541,id-116251,10,10,Thanks a Lot,156840.0,f
rec-4502516-dup-0,id-5564603,rec-120086-dup-0,8,8,Eklektisch Spigeln,262000.0,f
rec-14944717-dup-0,id-14994474,id-1337778,8,8,Jellyfi5h,293000.0,f
id-2607063,id-3128512,id-926423,6,6,Permanent Smile,233026.0,f
rec-8939507-dup-1,id-10386753,id-639830,1,A,Bana1,247000.0,f
id-4131698,id-1528888,id-220417,11,11,Jingle Bells,169200.0,f
id-1395029,id-1646912,id-232603,18,18,Across the Breakfast Table Looking at You,208933.0,f
id-2980429,id-3588732,id-945036,5,5,Karmacoma,330920.0,f
rec-3030435-dup-2,id-3650587,id-70454,4,4,Univerdal Funeral,164200.0,f
id-4206664,id-5171390,id-92197,4,4,破戒の人形,247666.0,f
rec-15313175-dup-0,rec-15238851-dup-0,id-1368468,17,17,Stormh Weather,209000.0,f
id-5731366,id-6935072,id-268421,16,16,Outro,44000.0,f
rec-15313175-dup-2,rec-15238851-dup-0,id-1368468,17,17,Stormy Weayher,209000.0,f
id-7163786,id-8475269,id-939568,8,8,You love me,257666.0,f
id-16613728,id-4713337,id-1491383,7,7,Rats and Monkeys,204000.0,f
id-7022626,id-8327843,id-427159,10,10,Mummy,319266.0,f
rec-9951772-dup-1,id-11477459,id-741151,15,15,Tess Is Missin9,244000.0,f
rec-9951772-dup-0,id-11477459,id-741151,15,15,Tess Is Missink,244000.0,f
id-1329731,id-1570224,id-404475,9,9,Perfect Girl,283066.0,f
rec-27561587-dup-2,rec-24247507-dup-0,rec-2556104-dup-0,8,8,Chop S0ckey Battle,66000.0,f
rec-27561587-dup-1,rec-24247507-dup-0,rec-2556104-dup-0,8,8,Chop Sockev Battle,66000.0,f
rec-27561587-dup-0,rec-24247507-dup-1,rec-2556104-dup-0,8,8,Chop Sockeh Battle,66000.0,f
rec-8147699-dup-1,id-9536018,id-558698,6,6,Give Me the Nevvs,289000.0,f
rec-8147699-dup-0,id-9536018,id-558698,6,6,Give Me the Newz,289000.0,f
id-9419007,id-10899572,id-685717,10,10,Wenn ich durch die Straßen geh,,f
id-1199808,id-1420048,id-83283,9,9,Shivering King,359906.0,f
rec-34292825-dup-0,rec-29125960-dup-0,id-3261527,5,5,Ev3ntide,226000.0,f
rec-2147159-dup-0,id-2561703,id-731831,3,3,Lookink Down,206933.0,f
rec-1697648-dup-0,id-2010293,id-81668,1,1,Ho Ka Hei,247800.0,f
rec-1697648-dup-1,id-2010293,id-81668,1,1,Ho Ka Hev,247800.0,f
rec-12175812-dup-1,id-4539590,id-958109,11,11,Psddys,360267.0,f
id-4931361,id-6057010,id-175474,1,1,Yemen Elleri,,f
rec-12019873-dup-0,id-11152174,id-703608,1,1,Intri,68000.0,f
id-14605333,id-14834450,id-1317975,4,4,Surviaisten tanssi,188000.0,f
rec-5339815-dup-0,id-6510017,id-907741,5,5,Prim'ltive,279000.0,f
rec-8119840-dup-1,rec-9505199-dup-0,rec-559079-dup-0,11,11,There Is a Roar,235000.0,f
id-10526133,id-12112456,id-859762,8,8,Closer,,f
id-7232206,id-8549796,id-643608,10,10,Divertimento for Flute Oboe and Clarinet op 37 IV Andantino,84000.0,f
id-10363509,id-11935184,id-785400,1,1,Ich atme ein ich atme aus,254000.0,f
id-9394462,id-10872885,id-683854,21,21,And You Shine full mix,173000.0,f
rec-10674344-dup-0,id-12276640,id-818679,9,9,Turning Communisd,,f
id-2497581,id-2995944,id-236009,8,8,Dreams in Troubles,56986.0,f
id-24542760,id-12753683,id-2256107,1,1,Turn the Beat Around  You Should Be Dancing  I Cant Get Next to You,,f
id-4689926,id-5781023,id-143599,17,17,LXC,253026.0,f
rec-8223504-dup-2,id-9620195,id-568078,5,5,Dorex el hametim,379000.0,f
id-4868211,id-5986040,id-988606,3,3,I Miss You Baby,420000.0,f
id-6277962,id-7523745,id-331571,14,14,Hate Towards Peoples Hate,126000.0,f
id-7204839,id-8520196,id-985714,2,2,Descent,234000.0,f
rec-14160593-dup-0,id-14554787,id-1285852,7,7,Tear Ya Chains Of,263000.0,f
id-23098532,id-20997467,id-2113302,13,13,Canario 1978 rehearsal out‐take,142986.0,f
id-7106232,id-8417653,id-436822,1,1,untitled,261000.0,f
id-6754322,id-8037957,id-445735,4,4,Home,190520.0,f
id-8499484,id-9920416,id-847614,13,13,Rakyat Biasa,,f
id-4200517,id-5162493,id-598017,6,6,Furry Lewis Rag,119360.0,f
rec-28944698-dup-0,id-25271551,id-2694681,2,2,Tulpen en rosen,158000.0,f
id-8764006,id-10198676,id-620376,30,30,Playground 60 second version,60000.0,f
id-11229019,id-12797239,id-1085750,3,3,Shiva Lingam,348000.0,f
id-9554335,id-11040844,id-695030,32,32,Sleaze on Over,109000.0,f
rec-7659503-dup-2,id-9012447,id-501932,13,13,Strings 0f Grass,276626.0,f
id-7664692,id-9017922,id-502565,6,6,You Dont Know What Love Is,313000.0,f
rec-7659503-dup-1,id-9012447,id-501932,13,13,Strinks of Grass,276626.0,f
rec-5962094-dup-2,rec-7182687-dup-0,id-296299,7,7,Hör bessdr hin,256000.0,f
rec-28920803-dup-0,rec-25255160-dup-0,rec-2692453-dup-0,2,2,Darlon,231000.0,f
id-9693707,id-11191753,id-707860,11,11,Ago,1237000.0,f
rec-34240777-dup-0,id-29085837,id-3255638,6,6,海へ,72000.0,f
rec-10776602-dup-1,id-12394316,id-836767,10,10,Denta,334906.0,f
rec-10776602-dup-0,id-12394316,id-836767,10,10,Dengs,334906.0,f
id-12882838,id-1613264,id-299557,7,7,Lat,75373.0,f
id-14936570,id-11542190,id-747554,7,7,Ride to California,202000.0,f
id-11863154,id-13264247,id-1138150,4,A4,Courir après la vie,225000.0,f
id-13706553,id-14256258,id-1254049,17,17,Suchtpolitik,204813.0,f
id-7462786,id-8798962,id-479056,2,2,Fires,259000.0,f
id-13888649,id-14376888,id-1266567,7,7,The Pain You Caused,507000.0,f
id-7572930,id-2066122,id-491557,13,13,Duelling Bongos,175000.0,f
id-23072234,id-8429833,id-2110826,7,7,Next Year In Zion,,f
rec-10345154-dup-0,id-11915218,rec-783279-dup-0,6,6,Mery Christmas Baby,196000.0,f
id-4553646,id-5626811,id-463982,10,10,Live Good,216386.0,f
rec-14070219-dup-0,id-2495591,id-10309,34,34,Apple Giazed Vase II,81760.0,f
rec-14070219-dup-1,id-2495591,id-10309,34,34,Apple Glazed Vaje II,81760.0,f
id-13382475,id-14072412,id-1232669,9,9,Im Not Alone,446000.0,f
rec-12092792-dup-0,id-13408246,rec-1155036-dup-0,32,32,Block 4 Chapter 5 Aktivity 32a Restoration in Context 1,70186.0,f
id-7750466,id-9110647,id-512729,4,4,My Brain Is in the Cupboard Above the Kitchen Sink,211000.0,f
id-13440162,id-2729033,id-916478,8,8,Ich liebe dich feat Toddo Sörup,229226.0,f
id-11824534,id-13235492,id-1134982,8,8,Valgete pilvede all,221866.0,f
id-5285977,id-6450479,id-217306,1,1,I Can See Now,165000.0,f
id-11842109,id-13248067,id-1136461,9,9,Kui sind kohtan,229826.0,f
id-18734732,id-17831537,id-1696491,15,15,Take Me Tonight New Version,243000.0,f
id-24399677,id-21940945,id-2242449,2,A2,The Thing,121000.0,f
id-8335471,id-9743297,id-582191,9,9,Core 3,57973.0,f
rec-12834562-dup-2,rec-13769952-dup-0,id-1199271,2,2,Tswa1< Stick em,,f
id-6700529,id-7980625,id-383792,2,2,De Overtocht,369000.0,f
rec-12844134-dup-1,rec-13776338-dup-0,rec-1200099-dup-0,5,5,In Plake,259000.0,f
id-14038920,id-14471023,id-1277115,8,8,Polovtsian Dances,503000.0,f
id-829786,id-939382,id-59654,10,10,Unamerican Bandstand TV Medley,365466.0,f
id-1134421,id-1334052,id-115857,2,2,In Dreams,222666.0,f
id-938692,id-1095496,id-1009329,7,7,The Martyrs Lounge,247093.0,f
id-14902110,id-14879311,id-1323636,3,3,Priceless Time,,f
id-14013617,id-14457683,id-1275705,8,8,Forgotten Cluster,318151.0,f
rec-15904464-dup-0,id-15688087,id-1423980,4,4,4Jan,176000.0,f
id-27623335,id-24295345,id-2562489,3,3,Us On A Young Night,182000.0,f
id-8945,id-240712,id-323364,3,3,Motivators,200000.0,f
id-9854131,id-11367027,id-728872,14,14,Vicious Lies,276000.0,f
id-1443352,id-1704994,id-507400,5,5,Este Son,350666.0,f
id-3418991,id-4137482,id-963597,4,4,Keep It Together,,f
rec-5885491-dup-1,id-7099402,id-287095,9,9,The Lsst Kiss,223600.0,f
rec-30647850-dup-0,rec-26517020-dup-0,rec-2864702-dup-0,3,3,Around The Wofld,243000.0,f
id-14421706,id-14721635,id-1304601,1,1,Trouble in the Amen Corner,182000.0,f
id-5177538,id-6330402,id-205377,51,51,silence,4360.0,f
id-8418901,id-9832353,id-591522,1,1,Sing Our Own Song,230000.0,f
id-1934155,id-2304164,id-815085,1,1,One More Work Song Blues,,f
id-12739468,id-5482096,id-491786,5,A5,Voices,152026.0,f
id-13421653,id-2909361,id-718934,16,16,The Hobo Song,204240.0,f
id-2275303,id-2719441,id-883486,7,7,Through Our Spiraling Wings,318000.0,f
rec-562318-dup-1,rec-634636-dup-0,id-178364,2,2,Call Id L,228093.0,f
id-1091759,id-252788,id-933259,15,15,Unconditional Love,238666.0,f
id-13390013,id-14075669,id-1233052,2,A2,Vampire,190000.0,f
id-10902594,id-12520710,id-1054043,4,4,4th Mov Andante,387000.0,f
rec-8163304-dup-0,id-6519807,rec-560705-dup-0,1,1,Celui quw jétais,231000.0,f
id-4289379,id-5280314,id-98550,4,4,白線～スタートライン instrumental,298000.0,f
id-13779992,id-14302615,id-1259060,5,5,Remain,260386.0,f
id-17067449,id-9512308,id-1534995,1,1,一人ぼっちの二人,,f
id-8688008,id-10118531,id-613108,2,2,One Nation b,203000.0,f
rec-31381714-dup-0,id-27067879,rec-2946393-dup-0,9,9,MacGinty5 Meal and Ale,357400.0,f
id-6261019,id-7505127,id-477748,7,7,Superior Life,181000.0,f
rec-3495397-dup-0,rec-2996724-dup-0,id-907428,7,7,Just Ask Your Heaft,149600.0,f
rec-12335781-dup-0,id-9875721,id-807240,22,22,Whole Wicle World,196000.0,f
id-25374173,id-22633521,id-2339005,11,B5,Gun Shy,,f
id-8383130,id-9794261,id-587169,4,4,Imi place dati drumu,198373.0,f
id-9733875,id-11235807,id-713014,2,2,Evangelic,168000.0,f
id-12093502,id-13408866,id-1155113,9,9,Irreplaceable,206000.0,f
id-6026440,id-7252763,id-864636,6,6,She Always Dances Alone,,f
id-2112700,id-2519257,id-17498,2,2,9 Inches of Pure Malice,138133.0,f
id-1780219,id-5236559,id-903223,7,7,Sinefiasmeni Kiriaki,165360.0,f
id-877070,id-1016499,id-934782,21,21,O Maranariello,262934.0,f
rec-12879855-dup-0,rec-7182491-dup-0,id-296276,5,5,Run Bapy Run,294373.0,f
rec-10375548-dup-0,id-11948031,rec-786629-dup-0,5,5,I Can He,143000.0,f
id-20334339,id-19003824,id-1847369,25,25,Handjes draaien,27224.0,f
id-1304707,id-1540517,id-47684,6,6,Love Machine instrumental remix,207933.0,f
id-8011500,id-9388499,id-542998,8,8,Zillertaler Hochzeitsmarsch,199000.0,f
id-8002839,id-9379419,id-542059,5,5,幾分,,f
id-8059329,id-9439699,id-548330,11,11,Confusion Illusion,,f
rec-11576879-dup-0,id-12802285,id-1117661,2,2,Dingue dinhue dingue,271000.0,f
id-12621396,id-13122514,id-1121648,6,6,Sonata for Violin and Piano No 5 in F major Op 24 Spring III Allegro molto,69000.0,f
rec-9394935-dup-2,id-10873468,id-683895,11,11,Maniaf full mix,139000.0,f
rec-12648054-dup-0,rec-8917413-dup-0,id-491405,7,7,Vlda,241000.0,f
id-8647798,id-10077274,id-610932,8,8,Outburst,27000.0,f
rec-14153913-dup-0,id-11273870,rec-717739-dup-0,2,2,Beggar S9ncere,164000.0,f
id-10953005,id-66795,id-1059359,6,6,Heavy Metal Breakdown,334493.0,f
id-5865957,id-7078869,id-284722,12,12,Nothing Really Ends,327000.0,f
id-6610476,id-7883984,id-372922,3,3,Long Gone Midnight,215000.0,f
rec-4936387-dup-1,id-6063049,rec-989623-dup-0,8,8,Madis Song The Man Sne Thinks I Am,255000.0,f
id-2457291,id-2945338,id-14296,7,7,Rosenkranz,49840.0,f
rec-8636141-dup-0,id-10065317,id-610577,43,43,Talk of Lobe c,99000.0,f
id-9193460,id-10661781,id-856585,4,4,Exercise in Autism,228000.0,f
id-8396098,id-9808112,id-588764,6,6,Improvvisamente,415746.0,f
id-5200904,id-6356179,id-863284,5,5,Psalm,276000.0,f
id-1675762,id-1981793,id-1017608,4,4,Path of Beauty,341866.0,f
id-502859,id-576229,id-891470,1,1,Dry Spot,253680.0,f
id-10292653,id-11856614,id-777097,11,11,As I Roved Out,48000.0,f
rec-5095456-dup-1,rec-6241450-dup-0,id-195990,3,3,Caahnaval mayor,,f
id-4653523,id-5740300,id-139749,1,1,In  20 Seconds,33826.0,f
rec-32695041-dup-2,id-27965988,id-3086694,3,3,Contact Hlgh,149000.0,f
id-10789654,id-12409216,id-834953,14,14,The Gambler,212000.0,f
rec-1427176-dup-1,id-1686077,id-864459,8,8,Hawaiiqn Saucers,,f
rec-3030435-dup-0,id-3650587,id-70454,4,4,Universtal Funeral,164200.0,f
id-27551095,id-24239087,id-2555028,4,4,Forgive and Forget,180800.0,f
id-6944255,id-8243261,id-417184,19,19,White Knuckle Ride,214613.0,f
id-5206762,id-6362493,id-208761,1,1,So It Begins,126000.0,f
id-8244577,id-6946204,id-670774,2,2,JAPANESE GIRL,152053.0,f
rec-2639941-dup-1,id-3167609,id-926848,10,10,Drink and be sqtisfied,135760.0,f
rec-2639941-dup-0,id-3167609,id-926848,10,10,Drink and be satusfied,135760.0,f
id-12619339,id-13675289,id-1188611,4,4,Sommerwind,204280.0,f
id-2078462,id-2478889,id-109876,1,1,Met een goudvis naar zee,214626.0,f
rec-5256519-dup-0,id-6419071,id-214320,6,6,Bloud ib the Tower,186000.0,f
rec-5256519-dup-1,id-6419071,id-214320,6,6,Bbud in the Tower,186000.0,f
id-10982159,id-12590868,id-1062586,3,3,Esporrei Na Manivela,313173.0,f
id-3438096,id-592573,id-955184,7,7,Nothing,274306.0,f
rec-189192-dup-0,id-230611,id-36415,5,5,Saviourst,298840.0,f
id-10563118,id-12154691,id-908578,18,18,The Beautiful People,377000.0,f
rec-189192-dup-2,id-230611,id-36415,5,5,Savipurs,298840.0,f
id-6997458,id-8300687,id-423945,4,4,Wol auff wir weilen slauffen,184706.0,f
id-30682951,id-26544658,id-2868704,13,13,Thread Pt 2,428747.0,f
id-2935538,id-3532023,id-952561,12,12,Murder By Numbers,299253.0,f
id-5600731,id-6794148,id-1002518,6,6,The Pause That Refreshes,76000.0,f
id-861896,id-994535,id-884526,8,8,Send Me an Angel,239360.0,f
rec-24467863-dup-1,rec-1539509-dup-0,id-2249181,5,5,If Youre Gonna Play in Tecas You Gotta Have a Fiddle in the Band,268026.0,f
id-8785695,id-10220447,id-621050,92,92,Country Heart 15 second version,15000.0,f
id-12770041,id-13748118,id-1196497,14,14,Shameless,306000.0,f
id-2756093,id-3310840,id-685264,5,5,The Way That You Love Me,262160.0,f
id-1340968,id-1583535,id-7486,13,13,A Man With a Box,212133.0,f
rec-1934155-dup-0,rec-2304164-dup-0,rec-815085-dup-0,1,1,One More Work Song Bluej,,f
rec-6235988-dup-2,id-7478465,id-393411,3,3,Subterrestrlal,194000.0,f
id-11700984,id-13155741,id-1125709,7,7,Ποια ζωή να ζήσω,256000.0,f
id-37716724,id-31584100,id-3655862,5,5,Guard Tower,134000.0,f
rec-6235988-dup-1,id-7478465,id-393411,3,3,Subterresttrial,194000.0,f
rec-5903157-dup-1,id-7117622,id-289205,1,A1,One Witb Hats,,f
id-15114308,id-14262332,id-1349808,15,15,What Lies Behind CLekktor remix,261000.0,f
rec-12019873-dup-1,id-11152174,id-703608,1,1,Intr0,68000.0,f
id-2212848,id-2643679,id-915130,15,15,The Chauffeur And The Professor,305573.0,f
id-18776222,id-17861579,id-1700037,7,7,Ill Just Keep on Singing the Blues,163440.0,f
id-8690693,id-10121386,id-613401,1,1,Happy Banjo,262000.0,f
rec-2939613-dup-0,id-3537111,id-661802,3,3,He Will Com,,f
rec-2939613-dup-1,id-3537111,id-661802,3,3,He Wiol Come,,f
rec-2939613-dup-2,id-3537111,id-661802,3,3,He Will C9me,,f
id-2535321,id-3040496,id-552941,2,A2,Never Again The Dancer,305400.0,f
rec-25380035-dup-0,rec-263138-dup-0,id-2339567,9,9,Time to Go H0me,260093.0,f
rec-13225960-dup-0,rec-13073062-dup-0,id-1115990,3,3,Bay Brije,398000.0,f
rec-33550274-dup-0,id-28558324,id-3179209,6,6,Ride oh Our Enemies,235000.0,f
id-13756097,id-14288581,id-1257586,2,2,Back for you,314000.0,f
id-18687154,id-17795650,id-1692046,7,7,Drogenabhängig,198000.0,f
id-7040348,id-8346941,id-429040,9,9,Si no vuelves,199000.0,f
id-10568196,id-12160333,id-806875,18,18,Aura,149000.0,f
id-14573621,id-11422433,id-735004,7,7,Live Your Life,223000.0,f
id-950745,id-1109806,id-395564,3,3,Faith,86293.0,f
rec-4336801-dup-0,id-5340761,id-103272,4,4,Fire Belovv,250000.0,f
rec-4336801-dup-1,id-5340761,id-103272,4,4,Fire Bel0w,250000.0,f
rec-25380035-dup-2,rec-263138-dup-0,id-2339567,9,9,Time t0 Go Home,260093.0,f
id-6548240,id-7817883,id-365776,3,3,Hattin On A Playa,296000.0,f
id-5242224,id-6403292,id-212473,13,13,Guarda che luna,209000.0,f
rec-25353453-dup-0,id-5299958,id-2336881,7,7,Southton,247000.0,f
id-14159986,id-14554325,id-1285781,7,7,We Not Them BASED FREESTYLE,,f
id-7919137,id-9289731,id-1040241,13,13,Thats How It Goes,229000.0,f
id-13221181,id-13975836,id-1301052,11,11,Past Present  Future Rock n Roll,164000.0,f
id-1161403,id-1375590,id-519375,2,2,Plan B,289360.0,f
id-327964,id-383585,id-41893,1,1,Tortured Heroine,309666.0,f
id-11147107,id-12727339,id-1077629,7,7,Lighters Up  Granity Remix feat Joey Moe  Links,314000.0,f
id-1855779,id-2211617,id-9096,22,22,Hva har du tenkt,295840.0,f
id-7938909,id-9310922,id-534648,4,4,BahUBah,203053.0,f
rec-5128475-dup-0,id-6277495,id-199685,9,9,The Nijth Day Wake,,f
rec-34254102-dup-0,rec-29096807-dup-1,id-3256961,15,15,Suonata a violonsello solo n°5 in mi minore rv 40  largo,192600.0,f
id-6269019,id-7513888,id-330520,9,9,Jingle Bells,106000.0,f
id-9264589,id-10736089,id-674371,79,79,Hit the Road,35000.0,f
id-7005710,id-8309493,id-425261,6,6,Тайны незримых миров,343200.0,f
id-8323164,id-9729906,id-982092,7,7,Rush medley Different strings  Analog kid  La villa strangiato,455000.0,f
id-8738575,id-10171283,id-617643,2,A2,Suddenly Herbert Redub,407000.0,f
rec-12790341-dup-0,rec-6189263-dup-0,rec-190578-dup-0,1,A,Some Guys Have Al the Luck,187000.0,f
id-15341198,id-15260520,id-1371174,14,14,Kun nuoruus katoaa,481360.0,f
rec-32659847-dup-0,id-3289644,id-3082877,38,38,Up to the Wildstyle radlo edit,236000.0,f
id-13027717,id-13870702,id-1209602,22,22,Suspense  Tension Sheer Fear,34000.0,f
id-34240832,id-29085892,id-3255641,4,4,Mayumi,447000.0,f
rec-3457022-dup-0,id-1038409,rec-75702-dup-0,2,2,Atom Bornb Atomix 1,340240.0,f
id-16555910,id-16181730,id-1485721,3,3,Meat Dance,274066.0,f
id-3945632,id-4807519,id-965540,12,12,Für immer wie heute,187493.0,f
id-12416402,id-9608909,id-566805,6,B2,Ikh ken tsvey zayn,334000.0,f
id-13496923,id-14130745,id-1239530,24,24,Youth Attack,,f
id-27569149,id-2239781,id-2556877,2,2,Playground Battle,201906.0,f
id-13025977,id-13868944,id-1209528,37,37,Beach Party Diamond Beach 15 second version,15000.0,f
rec-24481427-dup-0,id-21999317,id-2250439,10,10,The Bishops Hantkerchief 5,136000.0,f
id-7120609,id-8432746,id-438490,3,3,All Your Virtues,222000.0,f
rec-6517513-dup-1,id-7784662,id-362440,8,8,Akuirre,146000.0,f
rec-15914079-dup-0,id-15695459,id-1424819,1,A,That Old Feelink,169000.0,f
rec-15914079-dup-1,id-15695459,id-1424819,1,A,That Old Feeking,169000.0,f
id-5903157,id-7117622,id-289205,1,A1,One With Hats,,f
id-5379244,id-6553916,id-226928,2,2,Cargas y Descargas,450426.0,f
id-10469915,id-12049660,id-857637,6,6,Mardi Gras IKO,284000.0,f
rec-6517513-dup-0,id-7784662,id-362440,8,8,Aguire,146000.0,f
rec-4962370-dup-0,id-6092976,id-179426,10,10,A Dobt,58920.0,f
id-2598732,id-3118639,id-925853,9,9,Shes the One,390013.0,f
id-522174,id-594812,id-870918,12,12,Jets Jets,232573.0,f
rec-3729056-dup-1,id-4530250,rec-960850-dup-0,13,13,Cocofumkanut,271933.0,f
id-4659195,id-5746638,id-163846,8,8,The Warning,291600.0,f
id-1389159,id-1640008,id-86859,3,3,Caught Deep in the Zone,193866.0,f
rec-7085082-dup-0,rec-8395062-dup-0,id-434299,4,4,Aria of Cinese Tea,740000.0,f
id-5737078,id-6941519,id-269288,14,14,Pinocchio,113066.0,f
id-39754005,id-33035206,id-3901668,5,5,d3thbringrº_º☆ mira mix,237000.0,f
id-1383462,id-1633229,id-169117,6,6,Newborn Thing Sternklang remix,318400.0,f
id-23085047,id-20989299,id-2112105,3,3,Friends,363000.0,f
rec-12848941-dup-0,id-12847776,id-1091761,2,B,Ye5 We Can,348000.0,f
id-7527867,id-8869732,id-486326,4,4,Confusion,279000.0,f
id-3457022,id-1038409,id-75702,2,2,Atom Bomb Atomix 1,340240.0,f
id-1408654,id-1663014,id-30159,8,8,The Door,345146.0,f
id-6715657,id-7996612,id-386214,1,1,Back Among the Old Folks Once Again,,f
id-9715043,id-11215151,id-710611,1,A,All You Pretty Girls,222000.0,f
id-5284986,id-6449322,id-656760,3,3,Ode for St Cecilias Day HWV 76 Overture Minuet,74546.0,f
id-4325544,id-5326774,id-102120,2,B1,Electronischze,,f
id-7970153,id-9344040,id-713369,2,2,Intelligentsiya,346400.0,f
id-10611378,id-12206235,id-810065,9,9,Little Light of Mine,207933.0,f
id-12500200,id-4492078,id-58422,9,9,Lirik on Outer Space,490000.0,f
rec-2605291-dup-0,id-3126250,id-17866,5,5,Gonw,207306.0,f
id-3244690,id-3917543,id-983009,1,1,Michelle,470306.0,f
rec-5389827-dup-0,id-6565834,id-997876,11,11,Interkission,26000.0,f
id-9025040,id-3003196,id-685090,9,9,This Kingdom,299000.0,f
id-11107159,id-12692194,id-1073929,13,13,Borderline Tribal Deibel Mix,524000.0,f
rec-23072234-dup-0,id-8429833,rec-2110826-dup-0,7,7,Next Year Ij Zion,,f
rec-9154663-dup-1,id-10620427,id-663443,5,5,Lúltjma,171000.0,f
rec-9154663-dup-0,id-10620427,id-663443,5,5,Lúltina,171000.0,f
id-4504477,id-5567011,id-120485,11,11,Forever,293440.0,f
id-34287075,id-29121600,id-3260892,15,15,A Sea Of Empty Chairs,175000.0,f
rec-1427176-dup-0,id-1686077,id-864459,8,8,Hawaiian Sa7cers,,f
id-4505904,id-5568851,id-855451,5,5,Dont Worry,191013.0,f
rec-6078721-dup-0,id-7309621,rec-309050-dup-0,9,9,If You Lose Control of Yourself Yov Give It to Somebody Else,393986.0,f
id-3482138,id-4219595,id-184590,14,14,Hatasız Kul Olmaz live,320706.0,f
rec-7334824-dup-0,rec-8659998-dup-0,id-464247,9,9,Aldered,271000.0,f
id-12879855,id-7182491,id-296276,5,5,Run Baby Run,294373.0,f
id-14368149,id-4335313,id-955828,6,6,Feo pero sabroso,309866.0,f
id-20744,id-31485,id-566142,16,16,Silly Sarah Carter,137000.0,f
rec-5736889-dup-1,rec-6941319-dup-2,id-269276,1,1,Un bout de rovte,220373.0,f
