pub_id,author_list
793,"['d160081a-c45d-43ed-85f4-74094e10b845', 'f931eb3b-e64f-4492-8dad-fec6e2a2a195', 'a370e0d9-dd9b-4bf9-9eeb-e7312481313a', '023d823c-a483-45b7-892f-259f19ef091c']"
796,"['ec1013c5-1fed-463e-956b-10e39bd1c67f', 'b0c5165b-126b-48b7-a9fd-90371b07a02b']"
798,"['62706888-37f0-4cb8-8b34-7ff53c39043f', 'b1fb83dd-5ed8-426f-9602-21efa7bc1df7', '3ee61ee6-6794-4fa5-83c2-52537fc1a8ae', '56b5d19e-9986-4978-8987-c576839bb9f9', '551bb693-3476-40ff-9d31-2ee45221c3bf', 'b1c8b01c-be19-40c9-9d31-c5bcca5c7c8e', '27be5b43-d5ed-49dc-aa4c-6d226e3d910f', '612ebd9c-41cf-4e69-ac4d-94945143ba5c', 'fe889cb1-df94-46da-ba0d-8095fcc47bce', 'db7d1f35-2643-4257-a0e8-6017bb417767', '45db158e-4dcc-474b-857d-f06b3e2224fb', '71c767ac-48b7-4220-99e3-50c23f6427bb']"
802,['171e52df-2abe-4a89-a0ad-b6dd9717e74e']
803,"['a8ebf538-69c7-4963-a28d-0952443cf352', 'f6a47638-5cf7-410b-a012-fdd7429cf784', '318d825b-7569-4d05-b8c7-355e63c5e3d6', 'd6501098-5fc7-44bd-a0ac-8aeca48cfeff', 'b6f7800c-b17d-4ff9-b249-fa0cfd542789']"
806,"['7271e4bc-1ef0-446b-a24b-c8cff49f6e8c', 'b40fa50a-a8ac-48ce-9931-d6a10d3830d5']"
807,"['00ac2a02-0d91-4fb2-8029-0d254b97bd22', '661d23c2-7830-4e2c-94b3-daabb0e7ca0b', '202c735e-72cc-4aa1-ae0b-f90deb4b77fa', '04009b26-6d0c-409b-a201-8010565f2a6e', 'eaf714c0-391f-40e9-8c00-d8ee8f0f8dde']"
808,"['8ad9377b-f405-441a-ab26-05f7b79d7252', '8a38aa92-da31-49cf-969f-37aa320e531b', '16ef1d1f-fa36-442c-a81f-fe4d33db5d45', '918708bd-d5f9-4fc7-97d6-9516dcfa2739']"
809,"['ce22e477-165d-4cba-8d02-b5ce84acae87', '980cd864-e089-44dc-b02b-5055ae92bbb2']"
810,"['e26fc325-948a-4602-9b4a-c1bbb25049f1', 'fbd91dc4-72c6-4540-8cbe-587c1230937c', '0a3d9fe9-8865-4ad2-b15c-6bd7f24456d6']"
814,"['484a8e50-7833-47d2-a4ba-f13d9b1abe8e', '16d8167c-0351-4088-a53a-cba34ad285f4', '734ebefa-64bc-463b-947e-e81c5fc9fe1d', '3efb567e-b228-4259-bbd3-c2b7a4bc33f6', '15ceb10b-dfd6-4186-9bcd-0a24be53832b', 'b4c48ebe-69a3-4457-8767-a48968cefb1d']"
818,"['a2aca4df-3f37-45e8-b1b2-d5a8fc68b49a', '752fe38b-78af-48cd-8ae7-d65a251ab360', 'd13c25bf-ded0-4a5a-8a53-79dadd11bc19', 'eb2fcad2-d728-449e-97d6-3b7035a7769d', 'becdd538-66e7-478c-a93c-b1a55cd0d3a0', '77e345c5-aeab-41a3-adf5-d53ecd58824e']"
819,['71b314f8-b304-415a-98ed-b02eb0fabc41']
823,['3c8a3b7f-e726-4b37-a7e3-23b035f03157']
824,"['2286c840-19ae-4d90-8523-d1a6cbeea051', '618f6871-6606-4d5b-b8c4-44ea67176bf5', '9890d21e-6ee9-476a-b957-c97836f2a1a6', '21e67198-af1b-46a7-a26b-a40353316f3f']"
825,['9ee5a5db-30cf-41c0-9df0-73b15609a930']
829,['6efd097a-8e19-4348-9a81-da211c48be3a']
830,"['32f2f97c-4ddd-4379-ab33-91a68feb6ab6', 'f597d8e4-7537-4fb5-b6ff-706e4dc10512', '13a81efc-5ea3-4b8a-b19e-17d90e64bd9d', '41a7e9ac-9102-4bbe-b5c5-3a7b2bba83f9']"
832,"['161ce247-606e-41b6-9c52-e5d4e2aa1d10', '0d071733-96ee-4f51-975c-695359a43012']"
834,['3aa9be3e-5a0f-4c67-816a-ac366e02c63b']
835,"['20351432-48e7-4ae4-97c8-6d521ad7e3ea', '91043ef9-ecff-4da4-98fd-7b8fde961dbb']"
836,"['6619775e-45e8-46ad-a3e8-e972433a68cd', 'c11c93ca-e074-4b4a-9a19-4c38f89f00c3', '622827c9-dec3-4968-ab49-013f4aa41c24']"
837,"['2dc62bdb-2f89-4799-88d1-88f4e0f79735', '9021c3f8-b49c-4ff9-a840-40a605bcfdd0']"
844,"['fe26720a-3cb9-4ccf-a37e-2afe7ad12ea1', '11154497-f67f-48e1-8a8e-82415ce15872', '624353d6-a2a1-4fa2-b2e1-fb90b9939b80', 'df30ebf1-de1b-4ab7-bced-462c4b5cc7a0', 'd278ec6c-7dc3-4d37-bc8c-15ff2124ac08']"
845,"['c9b7f1a3-eddf-4db3-8c6e-73cafef7fe95', '54ed20a3-153b-4075-9ace-4128bd4414b4', '513c0276-56da-4b62-9452-7320c651a7cb']"
847,"['fba36d90-027b-4525-9b4b-340d6ad64cde', '7cd8c032-c41f-4f4a-a36d-c3e5a7dca6e8', '4590b289-5f4f-466a-b310-046da322680f', '900502bc-e408-4c46-930d-ee7084196012']"
848,"['31b92302-240a-40cd-b47c-5a3ec718d4a7', '76a016fe-20da-494e-89e4-122c9ff93d81', '37be83e3-5d2e-4eaa-9e55-2e2dd2c461b1', 'abcf8a41-e614-4add-bca1-a402d1cf7bac']"
849,"['2ebff3c5-d9f5-40a2-97d6-0e343d46fab9', '8ed2d1ae-1bb2-4f8d-be63-ae246c5a206c']"
850,"['a38cf536-10e2-4bb3-9b0f-f9853474aa44', '94ac298b-4cbf-44cc-a966-cbb86da7d410', 'f33363e5-1d04-460a-a619-781305e34443']"
853,"['2a56c5cc-f347-4ef6-8e27-1512a5c94543', '5ef34e7a-e037-4fa3-bf0e-bea77a49021b', '7a1bae4d-8dbd-450c-a66b-fdc3048e6fec', '5a7893ef-73cd-44da-a49f-6917e798a67f']"
854,"['f2cdfab3-64e0-4743-a90c-a0cecf17af31', '9382c692-a291-4108-ba32-9abf0c807065']"
855,"['33204f00-f137-42cd-ba08-10efedb7bbd8', 'e06fcc5d-fb4b-4ac4-949e-92d864477e9c']"
856,"['f29565fb-8064-4f16-b934-47e1852ab285', '43e64f62-a847-498e-8f24-cf9c63172594', 'f378cfa0-2b70-43e6-a0f4-f81c3d55e2c0']"
859,['370a29cd-eccb-468e-8757-ee0e73ea6ace']
862,"['d1274da5-cbac-476d-ac74-004a2f8e41ad', '2609bb21-3815-48d9-8bc6-1172910c8574']"
863,"['18abb7ef-e171-4f85-b9b0-a994f5e6bd04', '71c4bcb4-10b9-48f7-919b-3185d814ec74', '30522835-5838-476b-aff6-eb88d88476eb', '2abbb40f-f6ba-48ac-90cd-7c60bdd68d58', '4003848c-6d32-4928-95c9-673a25695bfa']"
865,['1c3ed69d-587e-4bd6-b4c4-09a78b7f6c78']
866,['92d20aba-8228-428b-b7f2-dc9623833387']
871,"['deb4ad88-74c7-4190-89b0-533247c55c97', 'b4122101-02e4-495a-a2e6-4dd685b6c130']"
878,"['2966300d-8b00-44f4-a584-ecbd539c9430', 'bca2b16b-96ca-4feb-afe6-f9ca36c28b7d']"
879,['0172fcd5-1fdc-4b94-805b-85d6386013f0']
880,"['22de1383-718d-4f2c-b893-75de04b00ff2', '39d1e8b6-e311-4f37-aa1d-13b6cd416a98']"
881,['cef8ae71-7c55-4fca-be6b-4ea286035011']
884,"['c788544a-6a2e-415b-97b3-23c4c3c118fb', '271823f1-57c8-4155-b238-701a57ac07bf', 'c206123f-be41-4a7c-8530-80a911fb2d4e']"
886,['25791561-1668-4bf5-824d-8fc7b7f6c25c']
887,"['a9010669-8f49-4a99-ae4c-1a5dd981d146', '6776e9a8-4e04-4d40-a967-fe49920352ea', 'a6f7a935-040d-49a4-99a9-8e1ee1f9ff3f', 'c0b4fef7-ac55-4ed2-a558-8ef50ad21761', '481a63cd-d179-4035-ab21-8041672a7dc6', '559d3bde-cb2f-4601-98c4-b236e8aa5a6f']"
888,"['aa5f92df-1500-4e1b-8c04-63d0612c7536', 'f49e398f-426f-4db3-aa3d-8348d2d6e99d', 'a4821aee-8721-4b87-a3e5-7736a313f16b', '372dc9a1-a7f8-49f7-931f-45bf0501965e', 'c87e611e-34da-437f-9833-7719acad7ccc', 'f4c43c5b-f39d-4107-8979-2df8b0a44650', 'f440bde6-b044-4903-ac38-16d60d8b2c11']"
891,['0d0f4cb5-406c-4c07-8842-11362e5f330d']
893,"['2f4faad9-e5e9-470f-b68a-75c98a14f5b6', 'dc5ba252-f042-4b89-a118-1d6561d82bfc']"
895,"['f068bccd-ad4c-4df6-9dee-fa7712c5edd0', '150170c7-69dc-430d-8799-2e54ee1a184a', '5973aedf-2b98-4666-8c60-d26918f4e708', '98c3180f-163c-4def-9fa0-e9f876e852ec']"
897,"['cba7d055-7686-44b0-8c25-4dc6f1290a9b', '73d4cab2-3c6d-47f1-b7ce-de99d5ee80b0', '55bc7eb9-ba3b-447c-b94d-edf68e0ee944', '75327eae-9944-4af3-9aeb-397b61c020c7']"
898,['412a0a8b-65fc-41d4-a0f4-d2d9cfbbc581']
899,"['16548a0c-f352-488a-8de2-d3f72ab4d58f', 'bd11a546-b2a6-413b-9c49-d0311da78f99', 'ee86eaf3-0121-434a-b6b0-5f6e0a26371d', 'df247f15-dbba-44e1-8f00-2a242e48ffa1', '8d4e3728-72dd-478e-be69-99c35cbbd329', '9f2f5cf6-5dbe-47d8-b3e2-0ca9507889aa']"
900,"['45386f17-6d6a-4bcc-a386-9a3c3576786e', 'a7990a26-7d98-417c-ad54-731f1d9aa922']"
906,['32bc63a4-2887-42a6-bf5c-00eb68bd5c32']
909,"['9aae0370-ece5-4333-b876-4dedb29a4a88', '14ec991b-a214-455f-998a-620443d44413', 'c7e94b79-8d86-4983-9336-af6a0a9d61c3', '3c7244c7-e089-4350-bf8a-df38c6149947', 'cd836017-6559-4737-aa3d-815ba3d5be6d']"
911,"['c77588ab-8b33-4ff1-b84c-9097fe3f9ca6', '3d1860b8-f609-4cbe-bedf-6963a517f8f6']"
912,"['89f0a5a6-d3d6-449c-b4d8-6798003aa385', '4d592a37-5434-4658-95a0-da09470b4df5', '709761c1-104a-49d9-a20c-a3094d14f277', 'f3818e9a-cf5a-412a-9f23-7ae77e263403', 'f29a099c-f27a-4988-9be3-5a6d3a721e82']"
915,"['8b599340-57e5-44cc-9064-1e0e4bdc24c1', '3c940635-721b-46d5-ba0e-a6eeddf3d7df', 'e3fa72f2-34ed-45bb-a211-2f5e24d394ea']"
916,['9ae6c92d-df52-497f-91d1-446313af047f']
917,"['e15e7a60-3d56-4501-b526-9fe9c545eeec', '7255d644-5784-4d2f-afbd-36f627dd1b5d']"
923,"['bf14ae0c-3784-4bc8-9842-e40be7f063b1', '44b262f1-9d84-4095-8b69-d7ebca1eccc1', '0936bae8-a652-45cd-a76e-d08c873674d4', 'ba314282-30d7-4820-9ce7-669d89f58e11', '0afe3670-18a6-4ade-b497-df59d12fe617', 'e35d0d08-8260-4f80-acfe-ff7cba4b99b5', 'd27e271f-bb1d-4726-8add-7be79639b036', 'df7ee950-236a-4636-a350-ddbdffbf1dc2', '8be7b2e6-be81-47e8-bb2b-57e0cde3a579', '2f0c6820-1480-488e-936d-6d6b74ce96dd', '604e9b6f-6785-434d-9b63-1c44cc229fc8']"
924,"['0a2a20be-8edf-48f1-857d-afcf39efcfb1', '29978b34-c524-4042-aa4d-0a2a4edcb9d4', 'df3e0fcd-4a4d-4631-8cf6-a82edd671f32', 'df2d3bc7-1bae-4003-9445-54cc82adf835']"
926,['9ba692d6-6b35-4614-b436-4ef1e755e7e5']
928,"['b52ae566-a321-4390-9c5a-d34dd48cd5cc', '2f9f4807-8f77-4529-975f-b40478e83f15', '5704f38c-3b76-401b-9033-db256fa07c37', '7b4cd20a-a02a-4660-afae-b931dfe39e61']"
929,"['0ce1266d-1bc8-41b3-935b-8c820f0c4b1f', 'fd266e57-39b2-4148-9ae5-b436a49d9f4d']"
930,['e59cd27e-601b-4636-97bc-78f56c2faf62']
931,"['475f295a-c956-4dd6-8040-23c3f8d972c8', 'd4c90672-2ffd-407d-bc61-ceeb2b41305c']"
936,"['a58259a9-f88e-4e12-bc15-c4a6a997ed8e', 'f18df1d1-d821-4983-bb89-18da5da3c8dc', 'ef0435a0-55a4-4498-a80f-61235f20057b']"
937,"['f0dae934-c4f8-4976-9a1f-6025dbb80f87', '3c54f667-cc0b-4b18-8da8-8bbcf1e6863b']"
938,"['2606fbcb-6c5c-46b1-9d88-56affd4ace9c', '9ec901be-c189-41e4-aa6d-1a02694f09c0', 'b0cfbadc-632f-46cf-83f8-3806ea31d287']"
940,"['ebeb0f47-7296-48df-8d8e-f542a94756f4', '4bdf9426-7076-4fdc-a0a6-c794ba2d4906', '9bb4538b-d857-4b71-86b7-e95b2d5e6215']"
942,"['cf38ec1c-fbd0-4de1-a447-0dfc2a42be0b', '15a9a0ae-0618-421f-bffa-c6c67e8360c2', '86bce089-8e1f-4e8e-a5a7-81e2b73cf1ba', '9635c601-655c-4d53-ad5a-989907963e5e']"
948,"['7209d94c-693e-43cf-bff0-dd21380591bb', 'c349c8c3-b11c-4bc5-a9e7-6e0e1674add2', '5ebe3d0c-2f9e-4273-a646-09ce2c51b39b', '02293bd7-9b2c-494b-a8d5-1e0626cdc82f']"
949,"['72c1e551-19fc-4fb6-985b-8e7bf15b6f3d', '8dbf0385-7ada-4981-a5db-e815ef6c57fc', 'cfe388e9-1486-4d45-92fb-4ae6fe42337d', '05b3488c-f98d-4c69-a934-480e47a03a46', '279d2c3c-0e0f-4c05-bee2-a84b8424f3b5']"
952,"['6d73f2b4-5b37-441b-b261-9c088b9cb1db', '990c7b47-7152-430b-847c-fc1a6e33c9de', '07f5e33a-7882-4e45-93f0-b86028c71649', '26613c1e-4c64-4d80-a603-36f8c4bebf41']"
953,['d021ceba-70df-47bc-a97d-87a14c54e351']
955,"['60841f9b-0f6c-4eb3-b564-dbffbe23ae5a', '4a0c6114-0166-4e54-a0b7-b43209bd7eca', 'c17749a9-76be-48ee-ba70-74312d54dfd9', '4bb34058-c44b-42fe-afe3-530f12f9942a', '6950cc9e-fe12-45fc-be06-5ea9c8855a8b', 'b7482e32-62a6-4929-b7a6-ecacb29afdee']"
957,"['5c38bce8-0178-4472-939e-8d9bec26b2ce', '85d70d86-ec04-4ca3-b169-9c438427ed40', '95120da6-7e14-4557-be99-770bdb3955dc']"
959,"['7d4d3c68-59c7-4f27-ad29-c27290ade45c', 'ca6b69a2-4340-4ff8-8d9f-007bfbd7f76b', 'e55effdc-5a2d-4c95-8ace-b055da31cf40']"
960,"['1b1a421b-fa5e-4ac7-9664-36b4acd9d81d', '3cf0449f-a5f3-4120-91f1-3d60819fdfae', 'e070cd8c-1b73-4cec-9a9d-3a3077579a62']"
962,"['54c2a456-7c83-44ba-b0c4-ab17ba49147d', '55428ec8-7d6e-477a-b85f-f68f3f1eb466']"
963,"['ffcebe82-7eae-4081-a63f-51b648757347', '4a1a39f9-6d64-496f-859e-010aac428b4e', 'a8a1f916-fcc2-4feb-b20a-4db7bdf01f17', 'fdd5662d-eba4-4149-871f-a8a28c25d802', 'e72b1137-14f1-45ee-a23a-0e6a348b10e0', '63122f43-7528-45e5-afb4-89cf4a515073', '3dc74515-b5ab-454e-af38-671797460de7', '3c5a03e8-5cc9-4d79-ae8e-f35989f0de33', '95c7bf97-c5f0-4ac6-b958-93a4be45a5a4', '8f0ccc80-d1ce-4988-a1b4-a0b38b527b60', 'a6802f20-46ab-4532-add2-26f33f02cab6', '4b9f0404-938e-493b-818d-94fdeee2616f', '63e1fcf2-a8f6-44d7-b543-4c35154fce4a', '9ef00463-766b-4069-9b07-26c2db69b82b', '65f4d62e-fa5d-445d-9874-b259a4baeaa7', '199f5206-d08e-4a59-b133-575679bf3af8', 'eaa925c9-07e5-4d27-b243-5acb06ff8615', 'bef2dc25-a7aa-46e7-b645-f31831651c6e']"
966,['e73a5fe4-e884-419a-b0bd-4f358a4c4dae']
970,"['d06593c3-3cf8-4dd2-af91-e6b6b6045f9c', '448784c4-937e-41ac-966e-0c1ad01cf8a4', 'c827d755-e5aa-4065-a28c-49f8b2210753', '87c9f257-bd21-41b0-85e4-73e46a271e43', '828dc87b-dc1d-4589-a2b5-16b64c86a1a3']"
974,"['49becff2-6a08-411f-a316-e4b37518a3df', '627e1e7c-4f6b-440c-ad2c-dba3858c58de', 'cacdf9bc-3703-4a94-b599-bff7a9830074', '738eb3f6-1824-4639-9c45-a2f1d1304334', 'be4a2eb0-106c-4588-815e-575ff36d3c18']"
975,['72a2ad67-e317-4e8a-ab35-f41d29ce58e4']
979,"['22dbcc77-ce1c-4679-b1bf-5352a38821b4', '98d67c10-f076-471a-8a2e-4ea71940afe1', '65e4ad17-6f2c-41a1-bf82-4202f7133cc8', '2441882e-1d9d-4782-999c-9155407d6df9', '83e72b95-a5f1-4f49-8f49-e988c010dd6c']"
981,"['6768fc9c-6ac9-411e-94b8-05a07c4f257e', '0fcc3d97-00ba-4ba7-83f9-f1859bf82fac']"
983,"['77416bdd-4418-4b20-90eb-ba4bbdec7f45', '862f8aa2-ca24-4248-a616-4105a20aa136', 'e199daa5-897b-4a28-8c83-377c441d339f']"
987,"['7d75e908-8346-4fdb-912b-660f75abbf1c', 'a500048c-415b-4e03-a11b-53393f10812b', 'f5ed9bce-41e2-4248-b1ba-91b51be06abe']"
989,"['129cb20d-5870-4003-b38e-b6e30b76dd4f', '987d9361-e800-42f5-8550-8d7973967d33', '0fd028de-ec02-4743-b6e1-6f1b76bad745', '7213edf8-c667-4fa7-9400-2964809eb089']"
990,['4b1c5ae0-3f54-4704-8675-cd2a0ce8fc24']
994,"['f3052227-aac9-4147-b7f2-f8c39fdac9de', '218b924e-736b-4f0e-bbdc-7587695288d9', 'a22154f1-321f-4119-9c82-99ab6c523942', '167d9a25-e134-41a8-8da4-fcaa6aa967ca', '0a50fef2-5d96-4220-ac98-a034503c2693', '0b83adc9-52d1-4b1f-ba53-7d934aab6150']"
997,"['1ade5ec4-cf52-43b7-94f6-229e5fba28ea', 'd53f167e-d038-4885-802f-c8834a1b6aca', '2b111b0e-de49-4148-ab83-0565ce03845b', 'cd9bed70-a9dd-4748-b086-8f89eea6d07f']"
1000,['176412db-ae60-49ad-a9f9-4ea5428c5f25']
1001,"['713c5afa-0d89-4518-a786-d130144fa6c3', '940c277d-20d6-4ac7-89bc-8874140ea264', '31bc754a-4864-4d4e-8ab4-063cd24bbf91']"
1002,['5d934ed1-43d7-479c-85b3-ad51f5619944']
1004,['4c37b1b9-66cf-4c2b-991b-3860b2c784b1']
1005,"['6beeeaee-a5c0-49ad-b983-6601f19be1af', 'b37c445d-acde-4a8f-ae0d-8d5ebd2ab1f8', '6f923e78-c10b-4595-89bf-56f67f6ad94e']"
1006,"['6cb84fe1-00c9-4435-bd38-eb01cf94b0fb', '7227fcf5-2912-4b0e-8da5-211ad8affb7f']"
1012,['c88ad6b0-0955-4963-9b0c-e75b834d4ee1']
1014,"['603ba8bc-7a31-406a-b03c-0848dcc67582', 'b00c3044-9b9c-47a2-893c-f2a70e0ad93e', '0acf8f75-42c0-4311-a103-aa1a24400812', '863f451d-4bbf-44cc-ae39-0d0a330d61b0', 'ae66b2c7-0ed9-408a-8ed5-77cfada1cc8f']"
1015,"['c5cfc472-b399-4732-9f67-a5fc0ec49824', '2de897d4-173b-41df-b373-4d4925358479', '9cb32824-104b-4a71-b733-03452a7df933']"
1016,"['1e30234d-98de-4911-ad3f-bbd4e3ca21ea', '697fc458-3a31-442e-9541-50daf5da9619', '3a5697be-d064-482c-a7c8-914cc509f235', 'bd16d6e2-a275-489e-8e50-bcdffc778fdf', '314185d7-d529-46a6-894c-7e6b8f0aa7e5']"
1019,['e49a24c5-db3c-49b6-9aa6-1e30e39643c6']
1024,"['a5787950-3676-496c-b3d0-5348933ccca2', '2200ec6a-3a75-44f2-9acd-e410ad625304', '3162e6d8-5013-43d6-a69d-8655b4dcad6d']"
1028,['1cd5d98d-7cf1-4728-9e44-05f67e493de5']
1031,"['76a464a1-496e-45d4-b553-51b365ddad2a', '657db977-e930-4e31-95b2-43ef31a068b7', 'b908c4bf-e0d3-4697-8a2d-46af0242d0cf', '3dd7476c-20c7-45ee-b118-40cac81c2657']"
1033,"['2f65628d-e09a-4b5d-a28b-8850fee97083', '47efe56f-09d3-4da5-9d36-fe2abc3b052d', 'e4ee41f5-e949-4aad-a0a2-bada83f5c32c', '2841e5f0-181b-4197-82e3-784d7c86e254', '91628912-e5e3-4d0e-9933-b00476e3fc50', '98154e0b-a0e1-4eab-a15e-3cd939bb093b']"
1034,"['bffb0544-0d94-4451-817c-040036019bea', '490e5fe5-7b7d-40db-b697-128e30b29a83', 'd29834df-8c3e-48f8-a0f1-d94f3425b4c0']"
1035,"['eb8e8bfe-c658-43ff-a5ee-9a0c21774d2a', '9eff4d60-69c7-4ae4-bd29-d51500c624bf', 'c79ff40a-e149-4d6f-b8c6-e05cd79b3a31', '0fbcf621-0ddf-43fd-a049-573974ab9d10']"
1037,"['6c4f7871-8dc9-44b2-8a23-868db79acd5e', 'b6f2792b-ef1b-4856-ae18-d64db10cb0cf', 'cc1f50a5-a770-4221-addb-fb14282400cb']"
1040,"['ac063d02-15af-4ef1-86a4-0f41f15294e5', '5c7d763e-7e13-4b61-8ebe-9b01b24d04b8']"
1044,"['bd6b7209-085d-40f9-b474-d93d9e77547c', 'e26bb106-8cdf-4373-b398-a35dbc86ed04', 'be9040c1-2142-4e22-956d-3972a36f60cf', '9f6adb9b-56af-4432-8162-91f59a45cffb', '309b1414-1c74-4c94-9cbe-12fba212db4f', '6bc894f8-968d-4731-8257-ed5b2fc78b01', 'dd1734a6-08fd-4807-a71d-921940a5faa2', '784083a3-e85d-4d42-ad61-efedac8bc31e', 'caed9c2a-f238-4e60-9d00-9ff584f815ee']"
1046,"['eb3c7aaf-b9dc-417e-b979-a65865090188', 'c9a3c5b5-cdcb-4f46-b93e-3b4d698b06bd']"
1047,"['d6ccde4d-e3b9-4d62-93e7-7ee93c0670aa', '99372002-ba5e-4f78-a998-25e36f50275a']"
1050,"['3cfb6c4f-4a92-4ee3-b33b-39fd414b5e48', '25a0c450-f4c1-4cf8-88a4-e09d7a743a80']"
1051,"['2fe06b83-fdca-4d36-a8ca-d70ef3df9d77', 'da40ef61-d726-4a48-8b4e-fd00d0c665ad', '18b3f89d-91d0-46c3-bd07-b8c120c335e1', '0338db62-b391-4903-893e-63fbb706b9d3', 'f675806b-2eb5-4374-9d79-13c314a7a83a']"
1053,"['7b447b13-6dc2-4233-b80e-4604f1de24d8', '1277decb-c6cb-45da-8e8b-6f050272d29f', '15315a86-208a-4514-a87f-cbf3286e7b06']"
1055,"['be82d65f-200d-4c12-bfaf-f877d7290be4', 'ebd42b16-5f5b-4bb2-ab03-26b14069ce1d', 'fc45d00e-83ea-4655-8c59-a6b2892da9da', '57187705-2455-4681-b421-ce7b538dc44d', 'bf6ee81b-8637-4998-87cc-110835da1d13']"
1056,"['172fbbc1-8898-4324-996d-e039852d67cd', '0f2457d6-fc22-4264-970b-8e759a6dacc6', 'ca98a59e-22aa-492c-baf0-b1b887ec57b4']"
1057,"['b3c4f315-18ce-4a7d-b852-15e7a4fc3f91', 'b810234c-1c06-465b-9f73-d4e75f3c1941']"
1064,"['f00f6745-c9dc-439d-aadf-6157e968267f', '60bedfa6-d855-4336-af5d-d2a73ccdd9aa', '4e178d51-8936-43cf-ade2-9bb3e2dbd822']"
1070,['6f88846e-2b03-4b94-ae6b-21de701e63c7']
1071,"['c26235ec-622e-4172-826a-705b0114bfe9', 'f02fb5e6-2570-4028-8616-4e23dfdcf66e']"
1075,['1a5bbd5e-f055-4f0d-bce2-d70807e50f88']
1076,"['6cc19bda-c24c-4f8d-8f52-cf7fbe0a1a8f', 'a1919afd-2013-4e46-88ba-4c06fe678806', 'eb8ff043-e3d2-42d6-be4a-3c9f318089b8', '21d05318-ed1e-4932-80d1-8a7fb629e7be']"
1078,"['64e0deca-fbad-4f4a-948f-c70628282375', '139f4d55-68a5-44d0-b08f-b0f8f33dd2e4', 'a6950c99-e81a-41ed-a7ca-8fdd0347c8e6', 'd033f4b5-9a59-4717-b581-99d5bdb07a67', 'bb6864e0-ece8-4ac6-b243-03dfbd68d946', 'b92c48a1-0b7a-4679-8a5e-1cb83acc88ce', '2951203b-5093-4b97-b39d-b0000dd50cbe']"
1080,"['e7d1090d-0793-4f85-a67a-f2dbe4264c14', '8abd5efd-30d9-46f5-86a1-11f2f753421a']"
1081,['9b547f7f-9728-49f6-958a-037d4cb690e4']
1084,['201521f0-16e5-468b-be8a-81ab09d74ad0']
1086,"['40d2cbba-db29-4440-a5a0-a91980f81541', 'a2b6cec1-0e68-4623-94ef-d403c0c0a134', 'c1d81ad7-d692-4f5a-bad8-bee95dd57651', 'f5a90305-fee8-4948-80c3-03c1c8c9edbd']"
1090,"['fa395206-22f9-4cd9-9c59-02ff90acb8e7', 'a7054290-d2a0-4006-a8ba-9f510a6dda20', '603563a9-b07c-4e5a-8d19-df7842ac35a0', '31275a22-09a0-45cf-a16e-b45fa7008356', 'b90c089b-a022-4260-bb81-fbcca48f1163']"
1091,"['1bc8c5db-0a26-48fe-8cb9-cb60158052d2', '03394b09-7da5-4cf5-bfcf-05c5e667280d', 'a67e8e5d-7153-49a1-aa90-29346c655aea']"
1092,"['1d783978-68ef-4afc-be89-1c5f54de7cfb', '5d243811-e02e-4c97-9375-53d561fc61d4']"
1094,"['890601ec-59fb-452e-991c-8bbb051af8e0', 'db99ed61-71ba-4b35-9557-783ef94503d7', '0265a6ba-fdba-4bca-ad42-198e245993d8']"
1095,"['27e5a02d-ebaa-47a9-ae04-62f2cd1bf96e', 'db5258e1-fbae-4c51-9227-a0220e2ceb86']"
1096,"['f5a1b103-80c0-4877-93a3-f89cbef52874', '5f2b91f3-bc65-4236-993f-57d61fdd7fc7', 'af4e9327-c442-41ec-86db-7527a2f693a6', '622c7483-97f4-4821-9f88-aa7eac54af3c']"
1097,['15a8c12f-62dc-4714-9712-5b547ee5fd15']
1098,['763d8509-8ed7-4b2c-b5fb-1e1cd105f318']
1100,"['bcccc678-abd1-4ef7-b95f-6f67abdb9d40', '60c23378-05f1-4524-993c-b4929bd71e5c', '931ab33d-2678-45f5-9534-29f5483b384c']"
1102,"['2b24db36-e125-4934-8a25-e78e0115ce42', '3da018ae-04e9-45bf-b997-d4e7ef6ca686']"
1103,"['b2e953cf-3234-4f95-8d15-edb1609d5464', '04822b9a-7a79-4706-89c6-4ac0465b068c']"
1105,['51fd6016-9ce3-4309-8924-e99693d11e9b']
1107,"['93491d78-497c-42a2-8802-c4744d70b0ad', '3e0f68e9-e8f4-4998-86b1-f059181da39c', '91d63e13-a798-476c-b5e7-5ff7ac726712', 'bf42f97a-9527-4d06-8158-d4bf5295d1c6', 'c7d9698d-87e9-4f33-9aa6-9b71c84fb71a']"
1109,['4c411252-2f68-44bd-bdc0-d67cf75c1ae1']
1110,"['a791f45b-f887-465a-9815-d0e6239792a7', '3c1e78eb-73b1-4440-9d19-0b37400f39c1', '76484f9e-c98d-4a43-93fe-7feefcf61dc6', '14e05bbf-7f7c-4b97-8952-5daf06533272']"
1113,['b171e90e-acd8-48bc-a9fb-3efae4b18702']
1114,['9453be05-07ba-465a-80f6-0a1e0f45d8a0']
1115,"['3d4b35fc-e403-4fb6-be82-19f4f59d6d61', '242ba9f3-1a13-4343-9969-e050a215f785']"
1118,['2a8433cb-f641-4cca-ae2c-5e7228637cc9']
