release_group,name,type
rg1425,The Complete Good Time Jazz Recordings,1.0
rg1426,5 Minutes More A Tribute,1.0
rg1427,Die letzte Flucht,11.0
rg1428,The Expiorers Hold,3.0
rg1429,Get the Picture,1.0
rg1430,Liberation Blues,1.0
rg1431,Zenitb,1.0
rg1432,The Complete John Waite Volume One Falling Backwards,1.0
rg1433,222,1.0
rg1434,Last Kixs,2.0
rg1435,THE ANXIETY,1.0
rg1436,Spring is here,1.0
rg1437,The Complete Capitol Live Recordings Of George Shearing,1.0
rg1438,The Best of the BBC Recordings 19992006,1.0
rg1439,34th  85h,1.0
rg1440,34th  86h,1.0
rg1441,Hollywood Palladium 195455 8,1.0
rg1442,Strictly Jingles Volume 1,11.0
rg1443,Jazz in Paris Harlem Piano in Mlntmartre,1.0
rg1444,Gunderssongs,1.0
rg1445,Rhythm  Blues Goes Rock n Roll Volume 1,1.0
rg1446,De lor entre les mains,2.0
rg1447,Club V Volume 2,1.0
rg1448,ie,1.0
rg1449,Down and Out,3.0
rg1450,This Silence Kills,1.0
rg1451,Combustible 07,3.0
rg1452,Humpty Dumptinshite Fencezine Volume 2  1,1.0
rg1453,Les Chansons dAragon chantéex par Léo Ferré,1.0
rg1454,The Golden Wedding,1.0
rg1455,Bossa Nova Concert,1.0
rg1456,Barn Dsnce,1.0
rg1457,Narin Yarim,1.0
rg1458,Industry  Leisure  Pop,11.0
rg1459,Jarnmo ja,1.0
rg1460,Seriously Trippin,3.0
rg1461,Ashentide,3.0
rg1462,Live in Germany 1985,1.0
rg1463,Dance to the Radio Something I Learned Today,1.0
rg1464,Lulu,1.0
rg1465,Forties Guys  Dolls,1.0
rg1466,En la brevedad de los días,1.0
rg1467,Die Gabel die Hexe und der Wurm  Geschichten aus Alagaësia Band 1 Eragon,11.0
rg1468,No Punchds Pulled,1.0
rg1469,Reoe,1.0
rg1470,Blanco y Negro Bebo y Cigala en vivo,1.0
rg1471,No Punches Pulled,1.0
rg1472,Sings Neapolitan Songs Volume 1,1.0
rg1473,Purcell Dido and Aeneas  Galliard Pan and Syrinx,1.0
rg1474,Brainville,2.0
rg1475,Annie Ross Singa a Handful of Songs,1.0
rg1476,String Quartets op 9 op 10 op posth,1.0
rg1477,Blue Catheclral,1.0
rg1478,Complete String Quartets Volume 6,1.0
rg1479,Logical Progression,1.0
rg1480,Beautiful Melodies of Our Time,1.0
rg1481,Next Year iri Zion,1.0
rg1482,Kind of Reinhardt,1.0
rg1483,Crescent,1.0
rg1484,Fire The Story of Arthur Brown,1.0
rg1485,Hydroplane,1.0
rg1486,Evolution The New Breed of Electronic Pop,1.0
rg1487,Last to Speak,1.0
rg1488,Rolling Stone Rare Trax Volume 23 Funk Off Black Grooves From the 70s,1.0
rg1489,Murder at Five Finger Light,11.0
rg1490,Den Tapre Landsoldat  I kri9 og kærlighed,1.0
rg1491,This Is Acid Jazz Original Raw Soul,1.0
rg1492,mK Hoordosis 3,1.0
rg1493,Till Nibht Comes Again,1.0
rg1494,Or Is He,3.0
rg1495,Mine  A Minecraft Parody,2.0
rg1496,Mystic Wayz,1.0
rg1497,Tous les rêves,1.0
rg1498,The Best of The Damned Mafvellous,1.0
rg1499,Bien acompañado,1.0
rg1500,Logan Original Motion Picture Soundtrack,1.0
rg1501,Under the Sun,1.0
rg1502,Blues du jour,1.0
rg1503,Plunge Into Oblivion,1.0
rg1504,Jérusalem,1.0
rg1505,Bird Nest on the Ground,1.0
rg1506,Cello Concerto in B minor  Rondo  Silent Woods,1.0
rg1507,Cello Concerto in B mimor  Rondo  Silent Woods,1.0
rg1508,Den Tapre Landsoldat  I krig og kærligh3d,1.0
rg1509,Mano Mano,1.0
rg1510,Il grande silenzio,1.0
rg1511,Natural Scierice,11.0
rg1512,19980510 Metropolis Montreal QC Canada,1.0
rg1513,Music to Ki|l By,1.0
rg1514,ブレイブ フロンティア オリジナルサウンドトラック,1.0
rg1515,At the End of This Road,1.0
rg1516,El folklore de Chile según Violeta Parra,1.0
rg1517,Chau,1.0
rg1518,Gutterth Compilation One,1.0
rg1519,Sua vain hän kaipaa,1.0
rg1520,R0uge Résultat,3.0
rg1521,Stokes Field Guide to Bircl Songs Western Region,11.0
rg1522,Jest  Earnest,1.0
rg1523,Passenger,1.0
rg1524,WHAT IS THE LOVE  POP,1.0
rg1525,Classicos Eternos  O Globo,11.0
rg1526,The Platinum Collection,1.0
rg1527,No Moor Bad Days,1.0
rg1528,Dreaming Guitars,1.0
rg1529,Towards Isolation,2.0
rg1530,Stomp 442,1.0
rg1531,World Circus,1.0
rg1532,Do We Really Want to Hurt You,1.0
rg1533,Dixieland Party,1.0
rg1534,The Promise,1.0
rg1535,Empty My Mind,1.0
rg1536,Satans Poop,3.0
rg1537,Strutn Get Up Funl<y Fat Slices of Groove Cut from Blue Note,1.0
rg1538,DMC Complete DJ Collection,1.0
rg1539,Relaxing Bossa Lounge 16,1.0
rg1540,High Atmosphere,1.0
rg1541,Crápula,1.0
rg1542,Remixed Memorie5,1.0
rg1543,El cartel,1.0
rg1544,Triple Scoop,1.0
rg1545,Ligo Akoma,1.0
rg1546,Stravinsky Conducts  The Firebird Suite  Petrushka Ballet Suite,1.0
rg1547,Masters of Brutality Volume 2,1.0
rg1548,Brave New World,1.0
rg1549,Ark,1.0
rg1550,Das magische Baumhaus Folge 51 Der König der Mayas,11.0
rg1551,Aşk İnsanı Değiştirir,1.0
rg1552,Classicos Do Fink,1.0
rg1553,You Know My Steez,2.0
rg1554,You Knovv My Steez,2.0
rg1555,Volume 84 Dominant Seventh Workout,1.0
rg1556,Aasman,1.0
rg1557,Alive  Rockin,1.0
rg1558,Barabara Hendricks sings Ellington,1.0
rg1559,Sanctuary,1.0
rg1560,Sabuha,1.0
rg1561,Lord Garbage,1.0
rg1562,We Git By,1.0
rg1563,Festa Para Um Rei Negro,1.0
rg1564,Ghana Popular Music 19311957,1.0
rg1565,New York Airport,2.0
rg1566,The Servant,1.0
rg1567,Comedy Classics,11.0
rg1568,Key to the Kuffs,1.0
rg1569,Parti3 Traumatic,1.0
rg1570,Partie Traumatjc,1.0
rg1571,Silver,1.0
rg1572,Rêves doux rêves fous,
rg1573,Four Temperaments,1.0
rg1574,Pärlor och svin,1.0
rg1575,Acı Gerçekler,1.0
rg1576,Rock rhe SAT,1.0
rg1577,Gradus ad Parnassum,1.0
rg1578,Rien ne sert de courir,1.0
rg1579,Go|den Classics,1.0
rg1580,My Little Vocaloid,1.0
rg1581,Petrichor,1.0
rg1582,Now Hear This Mardh 2011,1.0
rg1583,Now Hear This March q011,1.0
rg1584,Scream and Sxream Again,11.0
rg1585,Planet X,1.0
rg1586,Turn the Tide PK2001,
rg1587,Planet X,1.0
rg1588,Under the Caprlcorn Sky  Premeditation,1.0
rg1589,Troublesome Creek A Mid3estern,1.0
rg1590,Troublesone Creek A Midwestern,1.0
rg1591,At Her Very Best Dusty Springfield,1.0
rg1592,Orquestra Mediterrânea,1.0
rg1593,XX,1.0
rg1594,Rhinestone Cowboy  Bloodline Tje Lambert  Potter Sessions 19751976,1.0
rg1595,Rhinestone Cowboy  Bloodline The Lambert  Potter Sessions 19751976,1.0
rg1596,Things Just Aint the Same,2.0
rg1597,Лучшее,1.0
rg1598,ProphetDeny,1.0
rg1599,Business Affairs,1.0
rg1600,3 Feet High and Rising,1.0
rg1601,The Ch8nchees,1.0
rg1602,A Wishful Way,1.0
rg1603,I grandi succes5i originali,1.0
rg1604,Beautiful Day Remixes,1.0
rg1605,Love Is Everywhere,2.0
rg1606,Club Classics Volume 2,1.0
rg1607,Ant:matière,1.0
rg1608,Eternal Pvre,2.0
rg1609,Best of Satie,1.0
rg1610,IT 80 Italian5 Do It Better,1.0
rg1611,IT 80 Ital:ans Do It Better,1.0
rg1612,Eşik,1.0
rg1613,Millennium,1.0
rg1614,Best 90s Metal,1.0
rg1615,Ballet of the Brute,1.0
rg1616,Ancona Open Ballroom Volume 3,1.0
rg1617,Young Monev Empire Part 3,1.0
rg1618,Vendaval,1.0
rg1619,Dreaming Gvitars,1.0
rg1620,Young Money Empire Part 3,1.0
rg1621,Chill Jazs Sessions,1.0
rg1622,Katia  Marielle Lsbèque,1.0
rg1623,Demolition Pumpkin Squeeze Musik A Preskool Breakmix,1.0
rg1624,Makin a Munson,1.0
rg1625,Die Meistersinger von Nürnberg,1.0
rg1626,Wicked Busjness,11.0
rg1627,Live on St Patricks Day,1.0
rg1628,Etudes for Voice  Snackmaster,1.0
rg1629,Promises,2.0
rg1630,The Edge Edition,11.0
rg1631,In the Mood for Life,1.0
rg1632,Design and Technology,11.0
rg1633,Modern Dance Drum n Bass Ambient,11.0
rg1634,Acı Gerçekler,1.0
rg1635,The Honey Wind Blows,1.0
rg1636,Lightning Bolt,1.0
rg1637,C'lencia Ficción en Atalaya,1.0
rg1638,IT 80 Italians Do It Better,1.0
rg1639,Black Clouds Determinate,1.0
rg1640,Descendo o Morro nº 3 e nº 4,1.0
rg1641,Descendo o Morro nº 3 e nº 4,1.0
rg1642,Chansons indociles,1.0
rg1643,Zeichwn,1.0
rg1644,Al despertar,1.0
rg1645,Lower Bounds,1.0
rg1646,Evolution The New Breed of Electronic P0p,1.0
rg1647,Raven God Amongst Us,1.0
rg1648,Dead Presidents 2,1.0
rg1649,見て,1.0
rg1650,The Best Kids Favourite Theme Tunes,1.0
rg1651,News Business and Technology,11.0
rg1652,Gewoon Jannes,1.0
rg1653,Fat Beats Cornpilation Volume 1,1.0
rg1654,Fat Beats Compjlation Volume 1,1.0
rg1655,Kontor Top 0f the Clubs Volume 55,1.0
rg1656,Beautiful Queen – Royal Queen A1bert  Beautiful Homer,
rg1657,Erasmus Van Rotterdam Éloge de la Folie  Praise of Folly  Elogio de la Locura,1.0
rg1658,Acoustic Breeze Volume 3,11.0
rg1659,Obl:gations to the Odd,1.0
rg1660,Or Id He,3.0
rg1661,Start Again,2.0
rg1662,Le Bal q900,1.0
rg1663,Généra6ion fabulettes,1.0
rg1664,Live  Loud,1.0
rg1665,Barn Dance,1.0
rg1666,Eşik,1.0
rg1667,Eşik,1.0
rg1668,Taktici 19771i97,1.0
rg1669,Face It,2.0
rg1670,The Wisdom EP,3.0
rg1671,A Christmas Celtic Sojourn,1.0
rg1672,Charade  Experiment in Terror,1.0
rg1673,Airport Lounge Destination Chillout Cafe Music from Miami to ibiza,12.0
rg1674,20021210 Broadway Reykjavík Iceland,1.0
rg1675,All You Pretty Girls,2.0
rg1676,Pas5enger,1.0
rg1677,Facedown Family,1.0
rg1678,A Haunting Sun,1.0
rg1679,Connectioris Volume 1,11.0
rg1680,Momeratb,1.0
rg1681,Mestre,1.0
rg1682,Fire The Storv of Arthur Brown,1.0
rg1683,Замок Теней,1.0
rg1684,More After Were Gome,1.0
rg1685,Immer schlimjer,1.0
rg1686,The Voice I Love,1.0
rg1687,Radif  intégrale de la musique savante persane volume IV,1.0
rg1688,Everythings Berri,1.0
rg1689,Diversify,1.0
rg1690,Nightstarter,1.0
rg1691,Logan Original Motion Picture Soundtrack,1.0
rg1692,Ocean of Sound,1.0
rg1693,How Fecund the Void,
rg1694,Swedish Beatballs EP,3.0
rg1695,This Is My Battlefield,1.0
rg1696,Glory Bound,1.0
rg1697,20 Rock  Roll Claswics Part 1,
rg1698,חתונה לבנה,1.0
rg1699,Honey Bee〜,2.0
rg1700,Cool Rhythms 97 Sqmba do Brasil,1.0
rg1701,Follow the Blind,1.0
rg1702,Lady Godiva  De profunclis  Toman and the Wood Nymph,1.0
rg1703,Lady Godiva  De profundis  Tojan and the Wood Nymph,1.0
rg1704,Start Agaim EP,3.0
rg1705,Spelljams,1.0
rg1706,Pendragon Book 9 Raven Rise,11.0
rg1707,Live in Lonclon,1.0
rg1708,Jars of Clay,1.0
rg1709,RotznRoll Radio  Partypiepel,1.0
rg1710,Margins,1.0
rg1711,Poppele,1.0
rg1712,Blue Radio,1.0
rg1713,Everyone Has Changecl Place,1.0
rg1714,Prophecy,1.0
rg1715,Live at the Greek,1.0
rg1716,Above Your Existence,1.0
rg1717,Immer schlummer,1.0
rg1718,Naked,1.0
rg1719,Rare Surf Volume 2 Soutb Bay Bands,1.0
rg1720,Das Beste Die original Hits 19621978 Folge 2,1.0
rg1721,A Celebration of North East Music  Culture,1.0
rg1722,The Explorer5 Hold,3.0
rg1723,Power Works,
rg1724,De Lyckliga Kompisarna,1.0
rg1725,Such Unlikely Covers,1.0
rg1726,Il giorno dopo,1.0
rg1727,Milankolia,1.0
rg1728,Live at the Roxy Theater,1.0
rg1729,Baroque Ensemble No 1–No 5,1.0
rg1730,HELL drawing,1.0
rg1731,The Backwa4d Tapes,1.0
rg1732,Secret Sleeping Birds,1.0
rg1733,Fire Prayer,1.0
rg1734,Taking a Chance on Love,1.0
rg1735,Heavens Garden,1.0
rg1736,24hrs,3.0
rg1737,Red Road,3.0
rg1738,Think on Your Feet,1.0
rg1739,Klassikot,
rg1740,ソウルの追求,1.0
rg1741,Southern Winds,1.0
rg1742,Maxiclrom4,1.0
rg1743,Strutn Get Up Funky Fat Slices of Groove Cut from Blue Note,1.0
rg1744,Childrens Favourites From Acoustics,1.0
rg1745,Optimistic Fool,1.0
rg1746,16 Hits,1.0
rg1747,真・女神転生 LAW DISCCHAOS DISC,1.0
rg1748,Soundtrack Action V0lume 2,11.0
rg1749,Hopeful Weeds Volume 001,2.0
rg1750,Still,1.0
rg1751,Best of the Blues 50 Favorites,1.0
rg1752,On the Edge,1.0
rg1753,Carry Ori,1.0
rg1754,Cup Of Tea,
rg1755,Lättnadens sista suck,3.0
rg1756,That Old Feeling,2.0
rg1757,Universo Remixes,2.0
rg1758,5 Alive,1.0
rg1759,Black Beazz and Heavy Guitars,1.0
rg1760,Breakaway,1.0
rg1761,Là où je pars,1.0
rg1762,Tangos Pa Bailar,1.0
rg1763,Barroco Chiquitano Volume I,1.0
rg1764,News Volume 4 Elections  Patriotic,11.0
rg1765,Il Volo a colazione,1.0
rg1766,GIGN,2.0
rg1767,Квартирник в Москве ВЦой АРыбин 34 января 1983,1.0
rg1768,Jingles Volume 10,11.0
rg1769,Anthems of Pain,1.0
rg1770,Tha Cartrr,1.0
rg1771,Spicy Guitar Roots,11.0
rg1772,Asian Garden 2 The World of As:an Grooves,1.0
rg1773,Computer Incarnations for World Peace II Topical Disco  New Age Boogie,1.0
rg1774,Who Does the Freedom and Equality Exist For,3.0
rg1775,We Are What We Pretend To Be,1.0
rg1776,Someone to Watch Over Me,1.0
rg1777,Some0ne to Watch Over Me,1.0
rg1778,De Stijl,1.0
rg1779,The Braun MTV Eurochart 08 Volume 12,1.0
rg1780,Swing  Sweet,1.0
rg1781,The Hollywood Series Hearts  Lives Part 1,11.0
rg1782,Eros versus Thanatos  UG,1.0
rg1783,Dont Look Now,1.0
rg1784,Zooppera,1.0
rg1785,Gens qui rient gens qui pleurent,1.0
rg1786,Spectrum,11.0
rg1787,Life Science,11.0
rg1788,Straight Life,1.0
rg1789,Finslly Free,1.0
rg1790,80er Kult,1.0
rg1791,Anthology 199798,1.0
rg1792,Vibes From the Tribe,1.0
rg1793,Hold Iy Down,1.0
rg1794,The Best Of,1.0
rg1795,Prijateljica,1.0
rg1796,9,1.0
rg1797,내 마음에 주단을 깔고어느날 피었네나 어떡해,1.0
rg1798,Chura,1.0
rg1799,Sound of the Suh,1.0
rg1800,Sound of the Sun,1.0
rg1801,And Me Y0u,1.0
rg1802,The Chronological Bing Crosby Volume 7 192930,1.0
rg1803,Sexualsong,1.0
rg1804,Machine Parts 4,3.0
rg1805,Perseverance,1.0
rg1806,Norwegian Classical Favorites,1.0
rg1807,Rien à perdre,1.0
rg1808,Everloving Spark,1.0
rg1809,Bis zum bitteren Ende,1.0
rg1810,Turntablist Break Beat  Big Beat,11.0
rg1811,Modroblues,1.0
rg1812,Fire From Heaven The Colleftive Works,1.0
rg1813,マリオネットは眠らない,2.0
rg1814,Bach 2000 The Complete Bach Edition,1.0
rg1815,if,1.0
rg1816,Mes vacances à Rio,2.0
rg1817,Hark How the Wild Musicians Sing The Symphony Songs of Henry Purcell,1.0
rg1818,16 kauneinta ja wuosituinta sävelmää,1.0
rg1819,Oh Tall Tree on the Ear,1.0
rg1820,Pianos Soko,11.0
rg1821,Dancefloor 2008,1.0
rg1822,The All Electric House,1.0
rg1823,Pärlor och svin,1.0
rg1824,Irish Dances,
rg1825,Les Ttiomphes du jazz,1.0
rg1826,Les Triomphes du jasz,1.0
rg1827,April Moon,1.0
rg1828,Giving Something Back,1.0
rg1829,artificial outsider,1.0
rg1830,Nursery Rhvmes,11.0
rg1831,Catherine Sauvage chante les poètes,1.0
rg1832,Wanted,1.0
rg1833,Visitors Meet the 2 Doolar Egg,3.0
rg1834,Tranquillity Wild Waters,1.0
rg1835,Wenn der weiße Flieder wieder blüht,1.0
rg1836,Consonant,1.0
rg1837,Spin,1.0
rg1838,Suburban Light,1.0
rg1839,Absolutes,1.0
rg1840,Giderim Buralardan,1.0
rg1841,Stockholm Rockers,1.0
rg1842,The Colors Of My Life,1.0
rg1843,Spirit Alive,1.0
rg1844,Small Lights in the Dark,1.0
rg1845,Gold Madrigals 2004,1.0
rg1846,Otyscaine os Uistinter Cheeser kat os pochanies toro Saathante,1.0
rg1847,Romantica,
rg1848,Koomurri Dreaming,1.0
rg1849,Fee4t,1.0
rg1850,Alma y Locura y sus éxitos,1.0
rg1851,Totus tuus,1.0
rg1852,Schenk mir Blumen jeden Tag,1.0
rg1853,Napoleon Dynamite Orkginal Motion Picture Soundtrack,1.0
rg1854,三代目三遊亭金馬 名演集 10 弥次郎・二十四孝・茶の湯,1.0
rg1855,On vous emmene,
rg1856,Classic Scoence Fiction,11.0
rg1857,Classic Scierice Fiction,11.0
rg1858,Radio Lupo solitwrio,1.0
rg1859,Percussive Power,11.0
rg1860,Muzak EP,3.0
rg1861,The Best of The Tremeloes,1.0
rg1862,Caña antigua,1.0
rg1863,Selected Works 2000 2006,1.0
rg1864,Fusion,1.0
rg1865,Homecoming,1.0
rg1866,My Saviors Love,1.0
rg1867,Polygram Classics  Jazz,3.0
rg1868,Penetration,1.0
rg1869,Equal Goes It Loose Heinrich Lübke redet für Deutschland,11.0
rg1870,Evrrloving Spark,1.0
rg1871,ジルデコ4 ugly beauty,1.0
rg1872,Bill  Teds Excellent Musical,1.0
rg1873,Up On The Lowdown  Driue You Home Again,1.0
rg1874,Reflect on This,1.0
rg1875,Featuring Carlo Brunner  Gäste,1.0
rg1876,Old World Beat,1.0
rg1877,SSD,2.0
rg1878,Frahkencottage,3.0
rg1879,Seine grossen Erfolge,1.0
rg1880,Festivalbar 89,1.0
rg1881,In the H0use,2.0
rg1882,Walk on the Wild Side The Best of Lou Reed,1.0
rg1883,The Rock n Roll Era 1962,1.0
rg1884,Miehen tie,1.0
rg1885,Miehrn tie,1.0
rg1886,Raven God Amongst Us,1.0
rg1887,開眼,1.0
rg1888,The Inspirational Sounds of,1.0
rg1889,Inferno,1.0
rg1890,Brighton Rock  Original Soundtrack Recording,1.0
rg1891,Complete Piano Works • 1,1.0
rg1892,Mystic Poaces,1.0
rg1893,My5tic Places,1.0
rg1894,The Terminal Original Motion Picture Soundtrack,1.0
rg1895,Classic Lounge Deluxe,1.0
rg1896,Studi0 One Singles,1.0
rg1897,The Rainbow Bridge Concert,1.0
rg1898,Send Me Some Snow,1.0
rg1899,Dreamtower,1.0
rg1900,The First Men in the Moon,11.0
rg1901,Sehnsucht Die Balladen 19841999,1.0
rg1902,Tales From the Lotus Pod,1.0
rg1903,This Is Trance1 AM,1.0
rg1904,Where Angels Fear to Tread,1.0
rg1905,Industrial Complex,1.0
rg1906,Visionary Milieux,1.0
rg1907,Vocalitas,1.0
rg1908,Vocalitzs,1.0
rg1909,Singles,1.0
rg1910,Cello Stories  Une histoire du violoncelle aux XVIIe  XVIIIe siècles,1.0
rg1911,The Baroque Guitar,1.0
rg1912,Anna Bolena,1.0
rg1913,Kaltenberg Anno MMX,1.0
rg1914,Onimusha 2 Samurais Destiny Original Soundtrack,1.0
rg1915,Bloodshot Records Spring Cleaning Sampler,1.0
rg1916,Remixed,1.0
rg1917,Munter,1.0
rg1918,Bootleg Vinyl Archive Volume 1,1.0
rg1919,Un ángej llora,1.0
rg1920,Un ángel lbra,1.0
rg1921,La grande V,3.0
rg1922,Invented Scenes,1.0
rg1923,Der Drachenbeinthron Das Geheimnis der Großen Schwerter 1,11.0
rg1924,Ambiguous,1.0
rg1925,All You Pretty Girls,2.0
rg1926,Electronic Evocations A Tribute to the Silver Apples,1.0
rg1927,Best of IGSU «AntiLittering Song Cohtest» 09,1.0
rg1928,Great Black Gospel Music,1.0
rg1929,Estil0 4K,1.0
rg1930,Picture Perfect,1.0
rg1931,Brand New World,1.0
rg1932,The First Last EP,3.0
rg1933,Meeeaux,1.0
rg1934,Bird Flies High,
rg1935,Cold Dav,1.0
rg1936,Silver  Gokd,2.0
rg1937,Komolyzene  Serious Music,1.0
rg1938,白線～スタートライン,2.0
rg1939,Walking With Strangers,1.0
rg1940,Walking With Stramgers,1.0
rg1941,Something,2.0
rg1942,20080811 The Ambassador Dublin Ireland,1.0
rg1943,Vendaval,1.0
rg1944,Spektakulär,1.0
rg1945,DJ Feelgood presents the F111 House Session,1.0
rg1946,DJ Feelgood preaents the F111 House Session,1.0
rg1947,Wigstock The Movie,1.0
rg1948,Citizen Kane,1.0
rg1949,Go From My Window Music for the Virginal,1.0
rg1950,Car Alarms and Crickets,1.0
rg1951,Talkin Guitar,1.0
rg1952,Tausend Kleine Tänze,1.0
rg1953,Slight Retuen  Out Seeds,3.0
rg1954,Broadcast Collection Prono Rock,11.0
rg1955,Alternative Times Volume 35,1.0
rg1956,Blues de Mosciu,1.0
rg1957,Volumen 3,1.0
rg1958,The Very Best of Rosanne Cash,1.0
rg1959,Carácter Latino 2004,1.0
rg1960,Unreleased 92,1.0
rg1961,Quiéreme mucho,1.0
rg1962,Spamkys Greatest Hits,1.0
rg1963,Spankys Greatest Hits,1.0
rg1964,Elkion and Friends Summer Sampler 2003,1.0
rg1965,Blue Thunder,1.0
rg1966,Dionne Warwick Super Best Hits,1.0
rg1967,Learning English Lesson 1,1.0
rg1968,Wielka Daka,1.0
rg1969,Wislka Dama,1.0
rg1970,Autarcie,1.0
rg1971,First Activity,1.0
rg1972,Lieder,1.0
rg1973,The Mason Williams Phonograph Record,1.0
rg1974,Life Bl0od,1.0
rg1975,Life Blold,1.0
rg1976,Mine damer og herrer,1.0
rg1977,Fcking Hardclre 5,1.0
rg1978,Songs For Alan Turing,
rg1979,Do What You Want Be What You Are,1.0
rg1980,Volumen 3,1.0
rg1981,Lisa Stansfield,1.0
rg1982,The Signs Entanglement,1.0
rg1983,The Best of the Anti Nowhere League  Live Animals,1.0
rg1984,Stargazing and healing,1.0
rg1985,Here We Go With,1.0
rg1986,Sometimes Sounds Collapse,3.0
rg1987,20090921 Black Session 303 Studio 105 Paris France,1.0
rg1988,Music Library,1.0
rg1989,Culture Shock,1.0
rg1990,21 Godnathistorier,1.0
rg1991,Figuee 8,1.0
rg1992,Drones Textures Musical FX,11.0
rg1993,The Big Bladk Plastic Explosion,3.0
rg1994,The Big Black Plastic Explosion,3.0
rg1995,Lost Soul Oldies Vol1,1.0
rg1996,Matrika An Animated Alphabet,
rg1997,Regime Decay  Polar Vortex,1.0
rg1998,Raus mit der Sprache,1.0
rg1999,Freedom Rhvthm  Sound Revolutionary Jazz  The Civil Rights Movement 196382,1.0
rg2000,Kädeniälki,1.0
rg2001,Synthesizer SuperHits Volume 1,1.0
rg2002,Eje excéntrico del ritmo español o el nacimiento de la música 5incro,1.0
rg2003,Caroline,1.0
rg2004,Volatile Molotov,1.0
rg2005,Baroque Ensembke No 1–No 5,1.0
rg2006,Pforten des Tempels,1.0
rg2007,The Radio Darices,1.0
rg2008,Source Code,1.0
rg2009,Low Down Blues,1.0
rg2010,Drink Me,1.0
rg2011,In the Mood,1.0
rg2012,Traditional Songs of Scotland,1.0
rg2013,Coma Club,1.0
rg2014,Goodnight Bull Creek,1.0
rg2015,A mi manera Volumen II,1.0
rg2016,Doctor Who at the BBC Radiophonic Workshop Volume 4 Meglos and Full Circle,1.0
rg2017,Luister febrvari 2003,1.0
rg2018,Overexposure,1.0
rg2019,Ancient Music for a Modern Age Se4uentia,1.0
rg2020,Obligations to the Odd,1.0
rg2021,Si Partie I,1.0
rg2022,Broadcast Collection Promo Rock,11.0
rg2023,The Last Starfightrr,1.0
rg2024,Gold Dash,1.0
rg2025,Catch the Wind  Live,1.0
rg2026,Wicked Business,11.0
rg2027,DeFalla,1.0
rg2028,The Art of Virgil Fox,1.0
rg2029,Aggro Ansage Nr 5,1.0
rg2030,Pied orangr,1.0
rg2031,Pied orange,1.0
rg2032,Young Money Empire Part 3,1.0
rg2033,Nederlandse hits 50er jaren,
rg2034,Tempo di uccidere,1.0
rg2035,Absolutely L'lve,1.0
rg2036,Guantanamo Bassline,2.0
rg2037,Eu e o Samba,1.0
rg2038,The Horsemen Present Revelations,1.0
rg2039,The Horsemen Present Revejations,1.0
rg2040,The Politics of Ecstasy,1.0
rg2041,Bass Communion Reprocessed by 36,1.0
rg2042,Robyn Is Here,1.0
rg2043,The Ultimate Jazz Archive,1.0
rg2044,Digital Stimulant,1.0
rg2045,Digital Stimukant,1.0
rg2046,Experiments,11.0
rg2047,Mestre,1.0
rg2048,19981008 Minneapolis MN USA,1.0
rg2049,Music for the Starlight Hours,1.0
rg2050,Somebody Wrote Love,1.0
rg2051,Erkennst du mich,
rg2052,NRJ Extravadance 1,1.0
rg2053,Turbopótamos EP Reedición,3.0
rg2054,Alice Nine Complete Collection 20062009,1.0
rg2055,Bilder einer Ausstellung Pictures at an Exhibition,
rg2056,Overall,1.0
rg2057,Back to the Blues,1.0
rg2058,The Hands of Lofe,1.0
rg2059,Lapislatsulia,1.0
rg2060,All the Brothers Were Valiant,1.0
rg2061,20051005 Boston MA USA,1.0
rg2062,Autour de Ve9as 76,11.0
rg2063,Major Players Compilation,1.0
rg2064,Symphonies 4  5,1.0
rg2065,Human Clouds,1.0
rg2066,Monument to Thieves,1.0
rg2067,Tuuli vie  En rakastakaan,2.0
rg2068,Gute Zeiten,1.0
rg2069,Midwest Music Summit 2004 Sampler CD,1.0
rg2070,King Puck,1.0
rg2071,Prophec6,1.0
rg2072,Cha7,1.0
rg2073,Suomirokkiq 2 20 syksyistä suomirockin klassikkoa,1.0
rg2074,Street Lethsl,1.0
rg2075,IOU,2.0
rg2076,Un agujero en el cielo,1.0
rg2077,Bossa a La Mode Reborn,1.0
rg2078,Inna de Yard,1.0
rg2079,Historias de Amor,1.0
rg2080,Kansas Cjty 1972,1.0
rg2081,Fast and Easy English in 3 Months,11.0
rg2082,The Chronological Classics Benny Goodman and His Orchestra 1946,1.0
rg2083,About an Hour pf SongInAnHour,1.0
rg2084,Музыка Народов Птиц,1.0
rg2085,Time After Time,1.0
rg2086,The Means,1.0
rg2087,Concrete Jungle,1.0
rg2088,The Best of Shenanigans Dance Music 1980–1990 Volume 2 Bush Dances of New Holland,1.0
rg2089,Wake Up,1.0
rg2090,Dots And Lines,1.0
rg2091,BEATING SURVIVER Another 4th incoming of beating terror,1.0
rg2092,Lost Remixes,1.0
rg2093,The Bare Bones and Bad Ideas EP,3.0
rg2094,Complete Keyboard Works,1.0
rg2095,Flamenco España,1.0
rg2096,Pictures at an Exhibiti0n Bilder einer Ausstellung,1.0
rg2097,Xolotl,1.0
rg2098,My Christmas Favorites,1.0
rg2099,Reflect on This,1.0
rg2100,Reflect on Th:s,1.0
rg2101,Im OK,1.0
rg2102,Wutherong Heights,1.0
rg2103,Feeling Normal,1.0
rg2104,Twin Cities Electropubk Volume 5,1.0
rg2105,Le Futur Est Caniche,1.0
