medium,position,format,track_count
m_6d811150,1,,16
m_2f4e5c87,1,1.0,12
m_abf3aede,1,1.0,9
m_d09e9957,1,1.0,13
m_4c9d1410,1,1.0,17
m_57432dcb,1,12.0,6
m_3bc230b7,1,1.0,19
m_648dd874,1,1.0,13
m_8a61b24e,1,1.0,11
m_f0c5d1f5,1,1.0,26
m_525c065c,1,12.0,5
m_2770d3df,1,1.0,5
m_913de7b2,2,1.0,14
m_9562222f,2,1.0,21
m_2dbbc498,1,1.0,17
m_aa5422f5,1,1.0,18
m_c823dcdd,1,12.0,6
m_fda3ecd2,1,12.0,8
m_c7e90661,3,1.0,24
m_d81d54e5,1,1.0,46
m_4f06d4cf,1,1.0,12
m_47c85b12,1,1.0,19
m_1536abc9,4,1.0,15
m_6d4f67a9,1,1.0,11
m_16d6529d,1,1.0,13
m_be110bc3,1,31.0,10
m_2f692f3e,1,1.0,15
m_6c7ee5e5,1,1.0,14
m_54d54ac7,1,1.0,7
m_1d978c78,1,1.0,14
m_00b50e1f,1,1.0,12
m_c1a1f03c,16,1.0,17
m_ddabbf2f,1,1.0,12
m_0d3d199b,1,1.0,20
m_f3d498b3,1,1.0,9
m_781a04c4,1,1.0,7
m_f48052e1,1,,18
m_4f7e00d3,1,1.0,38
m_e991ddd0,1,12.0,2
m_21b4cbc6,1,12.0,10
m_87ff2ea4,1,12.0,15
m_ae9730df,1,,9
m_a0eff6dd,1,1.0,21
m_ffd2f73b,1,1.0,31
m_2e726167,2,1.0,21
m_30cd8b24,1,1.0,10
m_a3c6f5bf,1,1.0,62
m_d1c18c61,1,7.0,14
m_ad96b7d8,1,1.0,18
m_b31f7d72,4,1.0,99
m_d9ff5099,1,1.0,10
m_335208b8,1,,48
m_5458417c,1,1.0,10
m_29a5021d,1,1.0,12
m_277af1c0,1,1.0,19
m_c2c3342c,2,1.0,20
m_8698f4e6,1,31.0,5
m_b0f5d365,1,1.0,80
m_f6a94ca4,1,12.0,40
m_315576b9,1,1.0,6
m_e5a72a05,1,1.0,17
m_5eebd1d0,2,1.0,16
m_97e2495e,1,1.0,9
m_168f73d4,1,12.0,8
m_553bddf5,1,12.0,13
m_578baccd,1,1.0,31
m_259317bc,1,1.0,11
m_1f56f5f8,1,12.0,6
m_bbdc5e54,1,1.0,31
m_1f90b4b0,2,34.0,5
m_a851cc56,1,,15
m_5867ff3d,1,12.0,18
m_e5380a41,1,1.0,22
m_89502aaf,1,1.0,20
m_e06f9830,1,1.0,15
m_b70887a1,1,,13
m_504a4084,1,1.0,9
m_f7bea37c,1,,21
m_9f913214,1,31.0,4
m_29c08e51,1,,17
m_74c4d23d,2,1.0,24
m_1614b7fe,2,1.0,13
m_dd7d4de0,1,1.0,6
m_f26770f6,1,1.0,21
m_3a3ee6c4,1,1.0,9
m_66287c26,1,33.0,6
m_c864f240,1,,38
m_0c352ea1,1,1.0,17
m_efdd9aec,1,1.0,19
m_6382fa88,1,,21
m_e0508b42,1,1.0,12
m_4d0b252c,1,,21
m_936bef3d,1,1.0,17
m_d4be48a5,1,1.0,10
m_8a607806,1,1.0,8
m_13f17312,1,1.0,25
m_ebb1264f,1,1.0,20
m_5628944e,1,1.0,14
m_fe0d1eeb,1,,11
m_aa438843,1,1.0,16
m_27bb3b05,1,1.0,14
m_04c399af,1,1.0,11
m_d83723b9,1,1.0,10
m_8ca62662,1,12.0,84
m_69081a13,1,,9
m_7b98c1e5,1,12.0,19
m_3f09ee97,1,,20
m_4fb7bbd0,1,1.0,3
m_c30ae180,1,1.0,10
m_df55b128,1,31.0,16
m_158528b5,1,12.0,18
m_50f4aced,1,12.0,23
m_5c1ff77f,1,31.0,4
m_e0075ce5,1,12.0,8
m_6ae4205f,1,1.0,15
m_b93b3971,2,1.0,14
m_cb26ca87,1,1.0,14
m_a30c309c,1,,23
m_8f3acb1c,1,1.0,18
m_7bd3b203,1,12.0,11
m_495a4ea5,1,31.0,11
m_2250c3df,1,12.0,21
m_d1991a1c,1,1.0,16
m_42599d0d,1,1.0,10
m_24bc90e4,1,1.0,6
m_575f65a5,1,12.0,148
m_db212ff2,1,1.0,22
m_9a4ab82f,1,1.0,13
m_72fb8ebc,1,1.0,17
m_7dde4a13,1,1.0,14
m_7a14cca6,1,1.0,14
m_22ae4781,1,1.0,13
m_e4b0b258,1,1.0,15
m_9004f9f1,1,1.0,14
m_e3e79d5b,3,1.0,25
m_3a8bbed4,1,36.0,14
m_5f626d97,1,,5
m_0581ddc2,1,14.0,1
m_7caff9d6,1,1.0,15
m_03424c1a,1,1.0,26
m_ef660fac,1,,13
m_45088f3d,1,1.0,8
m_397328cc,1,1.0,12
m_522b64d7,1,1.0,52
m_03ddba2f,1,,11
m_c9c63f17,1,12.0,28
m_6899d114,1,8.0,11
m_239ad299,1,12.0,5
m_79fcf907,1,1.0,15
m_09680e17,1,1.0,16
m_a8646962,1,1.0,13
m_7cadb1d2,1,1.0,13
m_6873ca04,1,12.0,13
m_a45be230,1,33.0,3
m_9c5ed67a,1,12.0,12
m_b138cbf1,1,1.0,19
m_5d91db35,1,1.0,14
m_fa0b0e53,1,1.0,16
m_d357bed0,1,,21
m_3edaee3d,1,,5
m_62852ee7,1,1.0,22
m_fbf28704,1,31.0,12
m_917457ca,1,12.0,45
m_b826da3e,1,38.0,12
m_af802e16,1,1.0,10
m_d1366ef3,1,,5
m_2e601246,1,1.0,13
m_39509144,1,1.0,31
m_322f7257,1,12.0,32
m_f9dbd35d,1,1.0,22
m_c866e0fc,1,8.0,27
m_c053aa6d,1,1.0,17
m_c7096c29,1,,10
m_cfd4303c,1,1.0,14
m_96a607b3,1,31.0,4
m_66dd65ee,1,1.0,18
m_2db1922b,1,31.0,2
m_920c01bf,1,12.0,65
m_e8e8ba91,1,1.0,52
m_7c8b2fec,1,33.0,2
m_2dc81cda,1,1.0,12
m_9705c1b9,1,1.0,24
m_78daff81,1,,22
m_33063b33,1,1.0,16
m_d8b8004c,1,1.0,8
m_fd3deaef,1,31.0,13
m_7acffa19,1,,10
m_eaf3c2bf,1,1.0,15
m_da0eda9a,1,,38
m_246b6f26,1,,38
m_d9a5fb72,1,,4
m_d47d3f3a,1,1.0,10
m_40c702f5,1,1.0,22
m_637d801c,1,1.0,15
m_9538f26e,1,12.0,14
m_45b700dd,1,1.0,10
m_34725c17,1,12.0,11
m_0dc97e99,1,1.0,20
m_b7f3b32b,1,,14
m_bb46a86d,1,12.0,77
m_7090127e,1,12.0,9
m_9d26b69a,2,1.0,14
m_b4cf2d9f,1,1.0,12
m_a9750827,1,1.0,10
m_b4c8ac4d,1,1.0,20
m_c028bf4a,1,,11
m_fb022b70,1,1.0,13
m_29756c28,1,12.0,60
m_3f5f97a7,1,,16
m_a4c0b2a0,1,,13
m_450c4539,1,1.0,12
m_b376aa93,8,,50
m_89c9833f,1,12.0,18
m_7b618281,1,12.0,8
m_ed71b305,1,1.0,16
m_30f66683,1,12.0,17
m_45b04bbb,1,12.0,13
m_6b0e8559,1,1.0,7
m_d8d285b7,1,12.0,45
m_e0b45c6d,1,1.0,16
m_3c7e0bd4,1,1.0,20
m_99b814ec,1,1.0,11
m_a5ccdbf4,1,1.0,25
m_6374224e,1,1.0,12
m_74720cba,1,1.0,9
m_de3d19bb,1,1.0,2
m_52828d54,1,10.0,15
m_804d5373,1,12.0,5
m_e2048266,1,1.0,13
m_759498bf,1,,6
m_3086d3eb,1,1.0,21
m_341ae1fc,1,1.0,11
m_479770b8,1,1.0,14
m_7549729c,1,12.0,53
m_24d822fa,1,,15
m_49e531d1,1,8.0,3
m_8db5eeb6,1,12.0,18
m_0b0275f4,1,1.0,20
m_d3027e76,2,1.0,41
m_10830838,1,1.0,15
m_4dc00d4e,1,,15
m_b8a8886f,1,,4
m_f246d63d,1,31.0,12
m_531a04ee,1,1.0,8
m_735bf2c1,1,1.0,15
m_2c1a8bf5,1,12.0,4
m_59b1f45c,1,,13
m_72fc88f9,1,1.0,8
m_81e82f94,1,1.0,14
m_100f2aad,1,1.0,20
m_2f8317b0,1,1.0,16
m_343f1bba,1,1.0,12
m_f9e23880,4,1.0,20
m_5d3f1a1f,1,1.0,13
m_fc27ab04,1,,24
m_9bbb8c06,1,12.0,5
m_52dac201,1,1.0,15
m_0f648143,1,1.0,18
m_6b161e73,1,,10
m_9ea94469,1,1.0,16
m_caa2e536,2,,21
m_b82ae642,1,1.0,8
m_8cdd804b,1,1.0,9
m_2a005cec,1,,16
m_2dba3d82,1,31.0,2
m_3bba5595,1,7.0,35
m_c6d0c7e3,1,1.0,19
m_00407911,1,12.0,11
m_bc5a3749,1,12.0,13
m_e32c2078,1,1.0,22
m_fa2e7e1f,1,1.0,10
m_ae419924,1,,26
m_01f919d4,1,1.0,20
m_66bf4aa9,1,1.0,14
m_7d82e84f,1,12.0,4
m_89a794f8,1,1.0,8
m_e4a73439,2,1.0,16
m_2b5f9d20,5,1.0,16
m_91c70a11,1,12.0,4
m_34090f42,1,1.0,10
m_e14aebbd,2,1.0,12
m_eac6db87,1,,56
m_f490e3c1,1,7.0,12
m_9cde2ea5,1,12.0,64
m_fbf0b3ad,1,12.0,71
m_5842f72f,2,1.0,22
m_b1d5ddd8,2,1.0,22
m_01d47d32,1,,12
m_a0b8f5e4,1,,13
m_10d69050,1,1.0,20
m_6b199179,1,1.0,9
m_0f3ac118,2,1.0,11
m_c3cedad0,1,,10
m_90a81005,1,,10
m_1553a043,1,,11
m_1265c930,1,1.0,9
m_1ced8777,1,1.0,6
m_0dcb9e06,1,1.0,14
m_b085dd73,1,1.0,20
m_95e83134,1,1.0,12
m_7e3a6ec3,2,1.0,14
m_7244c1c5,1,,27
m_1066f4bf,2,1.0,16
m_2073e49d,1,1.0,9
m_e0fc93e9,1,31.0,8
m_d95a3005,1,1.0,22
m_88e8d5d1,1,1.0,7
m_a5bd7baa,1,1.0,13
m_1a0fbc12,1,12.0,12
m_51a60d40,1,1.0,20
m_43448852,1,,63
m_ca08023d,2,,16
m_9f7ce63d,1,1.0,25
m_2650ee4d,2,1.0,16
m_0e719147,1,12.0,11
m_7a4447ff,1,1.0,6
m_c1e6babb,1,,13
m_5fb64fba,1,1.0,10
m_4efeb224,1,1.0,36
m_a6425d72,1,12.0,12
m_2a3a4a36,1,,20
m_650a201a,2,,12
m_38600053,1,,16
m_457f9077,1,31.0,9
m_6b8a0be2,1,12.0,14
m_ebfef7a3,1,12.0,11
m_1dbae2dc,1,1.0,13
m_717f410a,1,1.0,12
m_d3f81a47,1,,11
m_eeee9536,1,8.0,10
m_284fa32a,1,,13
m_682ffd3d,2,1.0,20
m_a46366e6,1,1.0,12
m_95c22659,1,12.0,18
m_43cd0fa0,1,1.0,16
m_fe67a4de,1,,17
m_38f3fd81,1,1.0,26
m_698a9c22,11,1.0,17
m_2eb2600c,1,31.0,2
m_7c32e88d,1,31.0,12
m_dc785972,74,1.0,15
m_56215465,11,1.0,17
m_55e24aea,1,12.0,10
m_76c352fb,1,1.0,18
m_40cee628,1,1.0,10
m_499cf6ce,1,1.0,22
m_d9d647cd,1,1.0,4
m_04ec21a1,1,12.0,70
m_df57c35e,2,1.0,16
m_965d914b,1,,10
m_61fd3495,1,1.0,12
m_7fefa567,1,7.0,14
m_eb4387b8,1,1.0,12
m_c807246b,1,,77
m_d6d0684d,1,1.0,20
m_286953af,1,1.0,15
m_b9ca0945,1,31.0,10
m_6e1b18ab,1,1.0,12
m_a9035c4e,1,1.0,13
m_01c587ae,1,1.0,12
m_7faec618,1,,8
m_a2b0c00f,1,1.0,16
m_a5da2cc5,1,,12
m_968eee25,72,1.0,15
m_6de2d892,1,12.0,12
m_3605578a,2,1.0,20
m_f3c70a40,1,1.0,12
m_26184d57,1,,20
m_d22cb1a8,1,1.0,13
m_962bb00c,2,,7
m_4edff4de,1,1.0,16
m_7013076c,1,1.0,10
m_e5f6e884,1,1.0,12
m_2d7208aa,1,12.0,180
m_3c1cac05,4,,25
m_52c21274,1,,15
m_6bc6a2a0,1,7.0,19
m_280f484c,1,1.0,2
m_b4f2bb96,1,7.0,12
m_36f39951,1,12.0,28
m_95a7b8df,1,,16
m_e3c83e7b,1,1.0,12
m_7f73bf44,1,1.0,6
m_dce1f8ab,1,1.0,16
m_3102bd52,1,7.0,4
m_06850e51,2,1.0,17
m_9bd5b3da,1,12.0,11
m_2b02ec71,1,1.0,22
m_3f1e533a,1,1.0,12
m_b70227b6,1,1.0,6
m_4800b57d,1,7.0,10
m_48dbd912,7,1.0,12
m_bd30a0ec,1,1.0,10
m_e9d12b2e,1,,9
m_1be378df,1,,12
m_42c0fcaa,1,1.0,19
m_b21902f3,1,12.0,27
m_1ed82085,2,1.0,20
m_bdbcc459,1,12.0,10
m_034b321d,1,1.0,86
m_e9a8be67,1,1.0,23
m_9ad88e57,1,29.0,2
m_1d12ded0,1,1.0,10
m_73259f9e,1,1.0,15
m_bd7fbbe3,1,1.0,17
m_ccfece04,1,1.0,4
m_d813a377,1,1.0,10
m_282bcd71,2,1.0,17
m_6df9d8fc,1,1.0,10
m_d5aee7b3,1,12.0,56
m_c54de477,1,1.0,23
m_67c0bf2e,1,1.0,11
m_59e736ee,1,12.0,60
m_e177eaf8,1,12.0,60
m_ffdfc652,1,1.0,20
m_133a0dc1,1,,13
m_f9958274,1,1.0,15
m_b147715d,1,1.0,23
m_c5e800a3,1,1.0,22
m_cf875f16,1,12.0,5
m_a0acf059,1,1.0,85
m_add6c5f3,1,1.0,14
m_097c132a,1,1.0,11
m_7f2bc3ab,1,12.0,23
m_be39477d,8,33.0,31
m_b73c594e,1,12.0,13
m_4195533f,1,1.0,13
m_29e5f5be,1,1.0,75
m_39ddd6c0,1,12.0,2
m_eefb1426,1,1.0,12
m_1be27cdb,1,31.0,2
m_31a57206,1,1.0,16
m_a564b468,1,12.0,57
m_12137d6a,1,1.0,12
m_88bc3c4c,1,7.0,15
m_0e61ab64,1,,13
m_a9415278,2,1.0,18
m_31549775,1,1.0,14
m_e5154038,1,12.0,33
m_5f28e2a4,1,1.0,16
m_c78dc0cc,1,1.0,24
m_f30a7ddb,1,12.0,12
m_c50a6f29,2,19.0,26
m_508d5918,1,1.0,20
m_70f5f4b4,1,1.0,12
m_b6ba2c31,1,1.0,28
m_a4115ebc,1,1.0,15
m_f0358897,2,1.0,12
m_378e41c8,1,,11
m_6e65d6fc,1,1.0,10
m_44b99f18,1,,11
m_d50a2bc7,1,1.0,12
m_3998071a,1,,13
m_74c29d31,1,1.0,20
m_459fadd5,1,26.0,21
m_5fd438f2,1,31.0,10
m_591c4c97,1,1.0,16
m_87bef0a2,1,,15
m_de47123b,1,,12
m_ffb98698,2,1.0,18
m_9f7ebc92,1,12.0,212
m_a2d01682,1,1.0,10
m_e91f1684,1,,15
m_26fa8ead,2,1.0,16
m_2367ae75,1,1.0,24
m_58322d1f,1,12.0,19
m_3ae8d71d,1,1.0,11
m_b91e7cef,1,12.0,15
m_79b5b60b,1,12.0,77
m_9ade1633,2,1.0,21
m_a9b233bb,1,1.0,7
m_4f491a12,1,12.0,16
m_2765e40b,1,1.0,7
m_f4c60c9d,1,1.0,20
m_aa9720a0,1,12.0,32
m_08f561e9,1,,6
m_cde6cdf4,1,1.0,8
m_0cca586e,1,1.0,10
m_b093953b,1,,19
m_d3c25bb5,1,29.0,5
m_72f0871b,1,12.0,4
m_4065c25f,1,1.0,10
m_023510f2,1,1.0,14
m_15b0c98a,1,12.0,12
m_6b8056a2,1,1.0,11
m_23df6bb0,1,1.0,7
m_880938df,1,,12
m_d17dd020,1,1.0,11
m_63093d55,1,1.0,19
m_dfcc1f01,1,1.0,6
m_13b4c218,1,12.0,20
m_6aed9494,1,1.0,11
m_df1e2349,1,1.0,25
m_d07f8b62,1,1.0,16
m_f2c113fe,3,,40
m_9781c67f,2,1.0,13
m_23c994f1,1,1.0,21
m_f3e3ac43,1,1.0,7
m_199ea751,9,1.0,17
m_5778d526,1,12.0,24
m_dd313e45,1,12.0,13
m_3388331a,1,1.0,11
m_74ae1f39,2,31.0,14
m_329c992d,1,1.0,15
m_15550eb5,1,1.0,10
m_75246e8c,1,1.0,7
m_f89c982f,1,1.0,15
m_155973bf,1,1.0,10
m_4e19c781,1,1.0,9
m_89eef656,1,,8
m_542feaec,1,12.0,19
m_cdb4857a,1,1.0,10
m_14226604,1,1.0,5
m_efb20d9d,1,1.0,7
m_dcd3f285,1,,10
m_01f4b8ae,1,1.0,11
m_06435b53,4,1.0,25
m_e3185c15,1,1.0,13
m_a2963867,1,1.0,3
m_1cc58a9b,1,1.0,21
m_2e716ffe,1,,38
m_f2fef4ba,1,1.0,22
m_fd6e97b4,1,8.0,9
m_529bfccf,1,1.0,11
m_1c73ea8c,1,,11
m_ea56f4d5,1,12.0,15
m_0c136f38,1,12.0,7
m_414e5ed7,1,1.0,32
m_ab6b954f,1,1.0,11
m_e647a8dc,2,1.0,19
m_e6b15166,1,,15
m_b7b95e79,1,1.0,6
m_5d1afee2,1,8.0,11
m_fcdcd9aa,1,33.0,20
m_06bcaad2,1,1.0,7
m_2247bcb9,1,,25
m_d44f8844,1,1.0,14
m_8b671e81,1,12.0,19
m_53634fe8,1,,9
m_83f675e3,3,1.0,16
m_303e0f55,1,,9
m_d8e87219,1,12.0,120
m_915b7dbf,1,12.0,17
m_02f4be59,1,,12
m_5f78bbc5,1,12.0,14
m_54575fd6,6,3.0,25
m_f7763d35,11,1.0,21
m_15b4d255,1,1.0,8
m_429f570f,1,12.0,15
m_4711cdf8,1,,16
m_119c016d,1,12.0,18
m_9f53e244,1,12.0,9
m_5fae132e,1,,22
m_4d27edee,1,12.0,23
m_40444fc3,1,1.0,10
m_3188cec3,1,1.0,13
m_dcd16c38,1,,10
m_afb6bffd,1,,17
m_72fcbfe5,2,,38
m_2d7bc7b0,1,1.0,13
m_3eb1e6d3,1,1.0,32
m_8b805e98,3,1.0,27
m_5e64ebb2,1,12.0,80
m_707d5d5f,11,1.0,21
m_cea0d692,1,1.0,11
m_8862c22e,1,12.0,57
m_26604017,1,1.0,26
m_32694bc4,1,1.0,16
m_2a41038a,1,12.0,5
m_5d69bf20,1,,15
m_7577d88d,1,1.0,13
m_011038fa,1,1.0,12
m_862aa691,1,1.0,18
m_17cb9008,1,,16
m_c48db823,2,,20
m_a816f24b,1,8.0,27
m_0192cd73,1,1.0,6
m_fbc025ee,1,1.0,14
m_6ea2da95,1,,14
m_5c40cb28,1,12.0,12
m_c7cebd9b,1,1.0,99
m_280e3be3,14,1.0,35
m_960957ab,1,12.0,11
m_cb66e346,1,1.0,20
m_a777c37a,1,12.0,14
m_0228fd9b,1,1.0,17
m_c5f8fef4,1,1.0,13
m_9eeb6873,1,,9
m_66fb1802,1,1.0,11
m_db3d4a24,1,1.0,10
m_9a25468b,1,12.0,15
m_b8fc7560,1,31.0,10
m_fb5b03c4,1,1.0,35
m_7520eb13,1,1.0,22
m_a40991a1,1,,7
m_bc7d7991,1,1.0,11
m_eb59b9e1,1,1.0,8
m_1a36b910,1,1.0,13
m_add6cd66,1,1.0,12
m_d122b662,1,1.0,5
m_6bf80bd3,1,,10
m_df871423,1,,15
m_45320e64,1,1.0,12
m_39ff0142,2,1.0,13
m_6aafb61f,1,42.0,4
m_b37b287a,1,31.0,35
m_3d8a08a7,1,1.0,25
m_4a0a3679,1,12.0,10
m_06f3d309,1,1.0,12
m_b25f7907,1,12.0,4
m_7ad7626b,1,12.0,128
m_97f989ee,1,12.0,10
m_64dcf35c,1,12.0,10
m_fae23d5c,1,31.0,3
m_21fd8b39,1,31.0,4
m_7b8db50d,1,31.0,4
m_3a7096f5,1,31.0,4
m_ee433445,1,33.0,14
m_eefc6cb8,2,1.0,10
m_5d4b0b24,1,,9
m_97167467,1,1.0,20
m_a08f7942,1,,23
m_ea9cf506,1,1.0,16
m_206d63a1,1,1.0,18
m_94d411dd,1,12.0,52
m_c67242a4,1,1.0,5
m_91251c74,1,1.0,16
m_32ad71e6,1,1.0,14
m_137da9c5,1,29.0,7
m_ae94a940,1,1.0,20
m_3a6ea6d7,1,1.0,34
m_c91e5f71,1,1.0,32
m_8f4abb57,2,1.0,34
m_c0266c15,1,,5
m_8ecf7809,1,2.0,23
m_aede10a9,1,1.0,12
m_c7fa615e,1,12.0,11
m_5d9d6f68,2,1.0,17
m_70734d95,1,,10
m_a60db5a9,1,1.0,25
m_50c78404,1,1.0,15
m_a0e61963,1,1.0,11
m_62b3df3c,1,1.0,21
m_cdb95385,1,1.0,16
m_4affa382,1,,13
m_f8b6d38e,1,1.0,9
m_ca1f391c,1,12.0,7
m_f24a8e83,1,1.0,44
m_6bc43617,1,1.0,4
m_6e40db29,1,1.0,12
m_a603ed62,1,,16
m_ea6c0c41,1,8.0,14
m_95d973f2,1,1.0,14
m_5bcfcba8,1,,12
m_e8fad204,1,1.0,12
m_aac6043c,1,12.0,19
m_90053bc9,1,1.0,24
m_a1b23b9a,1,,16
m_4163f527,3,,99
m_3d304e35,1,1.0,10
m_79f7e49a,1,12.0,11
m_2512b8fc,1,12.0,11
m_dd6f3d76,49,1.0,44
m_e8aefacd,1,12.0,6
m_e917df01,1,12.0,13
m_c120e43d,1,1.0,11
m_67a44d08,1,,17
m_70229aa6,1,1.0,11
m_f2d4f075,1,1.0,32
m_9f2e8c3c,1,12.0,9
m_6b32e941,2,1.0,16
m_7491ae5e,1,,4
m_0b78f5a5,1,7.0,5
m_b4a9e7f3,1,1.0,11
m_ef57ce72,34,1.0,20
m_714e127c,1,12.0,19
m_eb3c03fc,1,1.0,18
m_3f47968d,1,7.0,7
m_5488702c,1,12.0,13
m_ae3dd8b4,1,1.0,9
m_5ecf0bda,1,12.0,9
m_2ff9d6f2,1,29.0,7
m_657935e1,1,1.0,18
m_c75b2ba5,1,1.0,22
m_fd1a9c38,1,,14
m_0c47940d,1,12.0,75
m_fcbe563e,1,1.0,16
m_ce8f6385,1,,14
m_6a49b80f,1,1.0,15
m_b8537f10,1,1.0,10
m_e1cef072,1,33.0,6
m_fcea6347,1,1.0,7
m_7f4d130f,2,12.0,5
m_be71d6b7,2,1.0,24
m_7f1459f3,1,,19
m_396cbffb,1,1.0,90
m_72740169,1,1.0,11
m_c3efcbed,1,1.0,7
m_ce630178,1,1.0,20
m_03099149,1,,6
m_5a123630,1,12.0,7
m_2481754b,1,,9
m_828f7f9a,1,1.0,8
m_8f7d66b0,1,,12
m_efb7552c,1,1.0,11
m_b7fa10b7,1,1.0,9
m_e0789808,1,31.0,18
m_8f826c4e,1,1.0,12
m_b4e10577,1,1.0,10
m_77f9c45e,1,1.0,13
m_322259ee,1,,22
m_2e520bd3,1,7.0,10
m_c769a4fe,1,1.0,61
m_5e3ace57,1,29.0,9
m_0887df76,1,1.0,18
m_82a2f43d,1,1.0,12
m_f1e050a1,2,38.0,29
m_e9cdc993,1,31.0,16
m_a93f7598,2,1.0,11
m_4febd6ae,1,1.0,7
m_43f7ca39,1,31.0,16
m_5c7c0df1,2,12.0,5
m_ad473b2c,1,61.0,20
m_3a196160,1,1.0,17
m_54111ee3,1,12.0,99
m_21539dfe,1,,22
m_f8893374,1,1.0,23
m_3ab7ff6c,1,12.0,16
m_15f13bb3,1,31.0,11
m_8de42ab1,1,1.0,13
m_ceede81d,2,1.0,10
m_10c57970,1,8.0,12
m_da2d5aae,1,1.0,23
m_a6f1a74b,1,1.0,12
m_63bd7931,1,,11
m_c4a4eddc,1,1.0,24
m_058205b6,1,1.0,12
m_85efd2ec,1,12.0,7
m_cb93743b,1,12.0,21
m_1f823a63,1,1.0,28
m_f8f9f021,1,1.0,21
m_11539d5f,1,1.0,21
m_ea286d26,1,1.0,27
m_690ed749,1,1.0,12
m_8ff409a6,1,1.0,12
m_d104d929,2,1.0,8
m_edf2b825,2,1.0,22
m_b74e2fc5,1,12.0,10
m_e745ce88,1,1.0,10
m_42d7c3f2,1,29.0,5
m_550cd39f,1,1.0,46
m_202efb67,1,1.0,24
m_e72202da,1,54.0,2
m_f92c6928,1,31.0,10
m_dae40885,1,29.0,7
m_9027a3e6,1,1.0,7
m_7dc3d138,1,,13
m_442a30c2,1,1.0,5
m_70dec67b,3,33.0,4
m_56bc2443,1,1.0,14
m_8f39ff56,1,1.0,10
m_2f4186fa,1,,15
m_7500f1cb,1,1.0,13
m_7049c635,1,12.0,57
m_cc0113e7,1,1.0,19
m_d836b504,1,1.0,14
m_6588337f,1,1.0,12
m_d1917d05,1,,12
m_83f2184e,2,1.0,20
m_08100962,1,1.0,12
m_2ca68e6f,1,,5
m_17d009c5,1,1.0,14
m_9b6ad633,2,,16
m_2b93015b,1,1.0,16
m_5db62c7c,1,8.0,7
m_441ba437,1,31.0,12
m_a35008bb,1,12.0,85
m_2f722bd0,1,,19
m_3aa75a6b,1,,19
m_01c978ec,1,12.0,30
m_fc12dccc,1,1.0,18
m_943751e7,1,1.0,18
m_5090ee5f,1,12.0,75
m_cf926a63,1,1.0,18
m_2bab449c,1,1.0,16
m_981b772c,1,1.0,12
m_8969045e,5,1.0,10
m_b523e7d0,1,1.0,20
m_f3daf1ef,1,1.0,15
m_436f2fc6,3,1.0,20
m_958b2f55,1,,10
m_5518f817,1,1.0,12
m_98483d83,1,,6
m_5fcabdbb,1,8.0,4
m_cc5a0441,1,,14
m_650ba5d8,1,1.0,24
m_edebe71f,1,12.0,19
m_7175897d,1,1.0,8
m_fa37a01b,1,1.0,19
m_bb43f817,1,1.0,12
m_5dd3bf47,1,12.0,14
m_a91e2310,1,1.0,17
m_3c7f58f4,1,1.0,8
m_8e04d395,1,1.0,8
m_a26f7e99,1,1.0,13
m_fc0b44f2,1,1.0,12
m_3a542c0e,1,1.0,4
m_b2852b8c,2,1.0,14
m_de86eec2,1,1.0,10
m_b5894c1d,1,12.0,21
m_47b92ea3,1,1.0,4
m_690da6c6,1,1.0,10
m_0b5eae7f,1,1.0,25
m_2f366d88,1,1.0,5
m_364a4e4d,1,1.0,19
m_76d14a69,1,,22
m_c2ee2d83,1,,12
m_f0ca4c01,1,1.0,7
m_83d94bac,3,12.0,18
m_b3b2d683,1,1.0,12
m_df032f1b,1,,12
m_85e771dc,1,1.0,20
m_a25ec6d1,1,1.0,9
m_6a89ce02,1,1.0,28
m_66cb40b9,1,,22
m_c9068b61,1,1.0,24
m_955dd7d9,1,1.0,11
m_56d9599d,1,1.0,8
m_88bae1c3,1,1.0,24
m_2ef6afa9,1,,12
m_d5d76228,1,1.0,12
m_ec7e1d73,1,31.0,6
m_1468845a,1,,12
m_9eba622b,1,,8
m_2375d965,1,12.0,8
m_227fb408,1,12.0,80
m_3a2b8b4e,1,12.0,50
m_bc6e2c9a,1,12.0,19
m_7c76d6a6,1,,7
m_ece71ccb,1,1.0,20
m_a15a6ec7,1,1.0,11
m_71d94b2f,1,3.0,10
m_fff199e2,1,1.0,16
m_bc4edbff,1,12.0,10
m_c3c8947f,1,1.0,12
m_8708a79c,1,1.0,24
m_2251e7d6,1,1.0,13
m_9e262306,1,,10
m_9be5fd33,1,1.0,10
m_7668a61e,1,1.0,9
m_c8709f70,1,12.0,4
m_4dcbd93b,1,12.0,12
m_bb753e9a,1,1.0,10
m_1201c0ee,1,1.0,16
m_c5a00e7a,1,31.0,4
m_54243afb,1,1.0,18
m_68ae0181,1,1.0,15
m_995be7af,1,1.0,13
m_16deb1a7,1,12.0,11
m_00cacda4,2,1.0,11
m_b874e6a5,1,12.0,7
m_a3903176,1,1.0,23
m_6c444821,16,1.0,42
m_3c82cede,1,12.0,6
m_54dfaa1e,2,1.0,9
m_10c33b08,1,12.0,4
m_abc8548e,1,12.0,64
m_b0ae71d0,1,12.0,32
m_34b93441,1,1.0,14
m_e5f7c858,1,1.0,20
m_538b522f,1,1.0,12
m_d6416c3c,1,1.0,9
m_2ddc4a2a,1,1.0,15
