label,name,label_type,ended
l_2d94ab78,NRG Komrads,,f
l_f89d5257,Full Light Records,,f
l_3fabdaf5,Inside Orion Minimal Muzik,,f
l_6a4f5942,FrexTunes,Distributor,f
l_17bc3f72,Spirit Vision Records,,f
l_511cb1dd,World of WIls,,f
l_f034f7d9,Long Distance,,f
l_58bb565f,NSR,Distributor,f
l_44e25d58,Ruelas Publisning,,f
l_e0db55c4,Firsd Celtic Masters,,f
l_001c9a4d,Sandevil Music,Publisher,f
l_612d19b7,Atmos Games,,f
l_1e900ad7,Picture Show Records,Original Production,f
l_a77d8c65,Catalyst Records,Original Production,f
l_d9e70bdc,Mon Modhma Recordings,,f
l_7348ce01,Mon Mothna Recordings,,f
l_f83ded39,Clan Alba Productions,Original Production,f
l_425e8a32,Agrofin Praha sro,,f
l_a91baf70,Fezihaus,,f
l_6dc36262,Imag'lnosis,,f
l_8e018ce3,Imagin0sis,,f
l_008cafc1,Memorex,Manufacturer,f
l_0f3fdb12,Digital Entertainment,,f
l_5eba3e76,Cr2 Recordst,Production,f
l_d4f0c526,Cr2 Recorcls,Production,f
l_066e3c7a,Young 2K,,f
l_03566439,Henson Universal Music,,f
l_fbe3d9f6,Vulkania,,f
l_5d1890e3,Struts  Freta,,f
l_02180539,Strutj  Frets,,f
l_72a581b7,OXProject,Original Production,f
l_effb7e75,GenXtasy Records,,f
l_de1d3640,Sendana Filmproduktion GmbH,Production,f
l_dee1eb96,Sentana Filmproduktion GrnbH,Production,f
l_f0fc88f9,Sackville Recordings,,f
l_b3b2ac7c,Circle WANTAN,,f
l_0fb17c53,Gak Attack Records,,f
l_d31ece32,Chocolate Records,Original Production,f
l_0af96c94,AB Records,Original Production,f
l_fe87f091,Classicaloca Genius Recrods,,f
l_cfaf94ef,Pretty Boy Floyd Records,,f
l_d2e3933f,Chicken Skin Records,Original Production,f
l_4b0468d9,Culture Shock Music,,f
l_c2dd715b,Origen Music,Production,f
l_85c3290a,Bum Rap Mus8c Inc,Publisher,f
l_2cc6ddda,Krazt Kat,Original Production,f
l_5cbef3a9,Mercury Records,Holding,f
l_43011361,Keevay Music,,f
l_30738deb,Carl Fischer Inc,Publisher,f
l_59cca672,Massive Sox,Publisher,f
l_445a042d,Peleecs,,f
l_589ee786,MGraveyard,Original Production,f
l_e380f4be,Death Bevomes Me,Original Production,f
l_d5862cac,DefinitionMusic,Original Production,f
l_b59287e6,Babbeo Records,Original Production,f
l_52bab37a,Take Off Your Shoes Records,,f
l_3dc5911c,Enormous Tunes,,f
l_0d3500a9,Gerhard Kaiser GmbH,Production,f
l_5deae454,World Sound,,f
l_7502fa1a,DJS Records,,f
l_88e638f1,Sonic One Powermastering,,f
l_1c80a6e7,Ste‐4 Musique,Imprint,f
l_f7fee771,Kaiho Music,Original Production,f
l_41ee9afb,Nómada Records,,f
l_ab2ef7c5,SageQuinnJude Music,Publisher,f
l_6d791824,Original Selection Records,Reissue Production,f
l_461525bb,Eva Magical Mus9c Sounds,Distributor,f
l_8bf9b239,South Americqn House,Production,f
l_302a7380,Quantum,Original Production,f
l_2c781461,Howlinghorse Music,Publisher,f
l_01a1f129,hihat Records,,f
l_7bbeedc8,Last Resort Records,,f
l_60b60948,Love OnLine Records,,f
l_184e66b9,Fire Museum,,f
l_aaec6c15,Jenyer Production,,f
l_e230f010,Sarah McQuaid,,f
l_7a7ee94f,Jahazi Media,Publisher,f
l_53c65cc1,Self Serve Recoeds,,f
l_1ada7a31,Unichappell Music Inc,Publisher,f
l_176559b0,Lateral Mgmt London Stockholm AB,Publisher,f
l_0f9c925e,Sadurn Strip,Original Production,f
l_3c06fe2e,Dio Drone,Original Production,f
l_4fa6136d,Amadeo Österreichische Schallpiatten Aktiengesellschaft,Holding,t
l_30f77aa0,Cavalier,,f
l_91269544,Skeletor Tapes,,f
l_a1de372d,Only One Records,,t
l_9a9e028a,Nuclear Wa5te Records,,f
l_d48a6f57,Half Pint Records,,f
l_57dc0eee,Trance Gold Records,,f
l_def2610d,ebirecords,,f
l_55427f46,Lat:n Dreams Music,Production,f
l_e25e79ad,Ladin Dreams Music,Production,f
l_83e29048,Hank the Herald Angel Recordings,Original Production,f
l_cc39c485,Attenshun Records,Distributor,f
l_59b7c090,Kalinkaland Records,Production,f
l_b1763a19,Avenue Beatz Music,Publisher,f
l_6321d10f,Think For Yourself Records,,f
l_93156db3,Red Frame,Original Production,f
l_cb37bbc2,World S0und,,f
l_d50fadc5,Evii Ink,,f
l_baddd5b4,Cuban Vintage Tour,,f
l_90dab95a,Soliti,,f
l_52c5921e,Akashic Records,,f
l_efe68f93,Bellamy Brothers Records,Original Production,f
l_1ada988b,Recoup Records,,f
l_0f4308eb,Classic Records,Reissue Production,f
l_f88663b1,BamaJam Recorcls,Original Production,f
l_fe84ff43,ニンニクレコード,,f
l_0716a461,Delerekords,Original Production,f
l_4f51de95,saZon Records,Original Production,f
l_81e21133,Universal MGB Autores As0ciados,Publisher,f
l_277fb98b,HTown Recorts,,f
l_3bc10cae,ts136,,f
l_3a9f6c16,ABT Budapest,,f
l_68b8f261,Unholy Conspiracy Deathwork,Original Production,f
l_a42a5d1d,Night  Dav,,f
l_2d9f8555,Rosesmauet Plater,,f
l_07640973,Limited Run Games,Distributor,f
l_7c44fdac,Snooter Refords,Original Production,f
l_e1212eb9,Young Jordan,,f
l_b765dc09,Soul Circle Music,,f
l_83886b2f,CLOU,,f
l_6236063e,Caput Medusae,,f
l_980f4910,Atlantic Rjythms,,f
l_e894f427,Queens Litho,,f
l_36b5c478,That Wa5 EZ,Publisher,f
l_9ee6b430,That Wast EZ,Publisher,f
l_16650230,Full Ljght Records,,f
l_bb7734ff,Fosfor Creation,,f
l_ecd60231,Sleeping G'lant Music,,f
l_085d2414,Sleeping Giamt Music,,f
l_cd75f512,Words  Music Inc,Publisher,f
l_c4eadf4e,Maximum Sound,Original Production,f
l_0a593f62,LXR Rekords,,f
l_65381fd3,Landmari That,,f
l_0141e404,Landmark Tat,,f
l_6be6499e,Battle Creek Recordings,,f
l_b215ca91,Dr Awkward Publishing,Publisher,f
l_08f9b85e,Amadeo Österreichische Schallplatten Aktiengesellschaft,Holding,t
l_dc23482e,Casbah Kidd,Publisher,f
l_37f1aa98,K2 SOUND,Original Production,f
l_64716c72,Spelling Venturez Music,Publisher,f
l_47eaa0c7,Spelling Ventvres Music,Publisher,f
l_02960b07,Pemaco Rd Records,,f
l_d06185e2,Trend,Production,f
l_5812df5e,Mirror Music,Publisher,f
l_7bea04f0,Oranjy Moldova,Holding,f
l_79a753b8,Monarcj,Distributor,f
l_b5f22ee0,Doxa Rekords,Original Production,f
l_e30a614b,Doxa Recordj,Original Production,f
l_7d1aa717,ELASTICA,,f
l_62221fbe,Amg MusicCâmara Municipal de AlmadaBLITZ,,f
l_6bc537ec,Templo,,f
l_1595b07c,Musica Celestia,Original Production,f
l_28931d43,The Art0 Company,,t
l_40e02062,The Arto Conpany,,t
l_57f975df,Three Boys Music Inc,Publisher,f
l_0f5b7726,There Was an Old Woman Records,,f
l_bea243c0,Rock Snob Records,,f
l_36b85520,KJ,Original Production,f
l_1f1ececf,Chocolate Records,Original Production,f
l_2b823c59,UK Bubblers,Original Production,f
l_50ce45fc,Propane Mujic,Original Production,f
l_98c45b2b,Fénix Discos,Original Production,t
l_e87ca47c,Tribal Kitchen,,f
l_a97f812f,Sound on Sound,,f
l_9ff5890d,Hittite Requiem Music,Publisher,f
l_d242324a,Furious Recoeds,Original Production,f
l_28a87ab9,Furio7s Records,Original Production,f
l_34d402c0,Gymnote Mizsion,,f
l_1e180474,Out of Orbit Recordings,Original Production,f
l_de0fa4b5,Generations Global,,f
l_30a7e51f,テンスアベニュー・パブリッシャーズ,Publisher,f
l_691690a5,Jeremy Bradford Music,Imprint,f
l_5a8c52e6,Take Off Your Sh0es Records,,f
l_cdee6779,Kärringa Jonson Rekords,,f
l_f7b7db1e,Pachira Recorts,,f
l_7af09d67,Badlands Recordings,,f
l_65bfa400,Capal Records,,f
l_e18b9219,Traclition Records,Original Production,t
l_9d44d86d,Reezmo Music,Publisher,f
l_c5f19e87,KANECITY RECORDS,,f
l_cb577fc1,Environment Records,Publisher,f
l_ce4f1ae4,Apart Records,,f
l_4a7e701a,EIR,Original Production,f
l_ee850a6f,The Red Flwg Recording Co,Original Production,f
l_ee4141de,Omerta Music Group,,f
l_994611f0,Poison Arrow Records,Original Production,f
l_234e25cc,Nice Records,Original Production,f
l_06c90850,Picture Show Recorss,Original Production,f
l_0847f01b,Yourig 2K,,f
l_d68bde30,Youn9 2K,,f
l_619bda16,Power Houje Records,,f
l_813536c8,Long Di5tance,,f
l_96e3bd62,Funky Chiod Records,,f
l_af4fa37d,Kapvt Mvndi,,f
l_57b8f9a5,Metal Limb Music,Publisher,f
l_b93da3c4,Panther,,f
l_0314afda,Downtown Music Publishing International Inc,Publisher,f
l_6918f4ba,Spider Invasion,,f
l_a55aa5eb,Environment Recorts,Publisher,f
l_20fd71a6,IOSYS,Original Production,f
l_bb805acc,Arvida Music,Publisher,f
l_df40a45f,SOLFINSTERRE,Imprint,f
l_265e9520,Gralin Music,,f
l_f6d76c42,Refugees Of Rap,,f
l_7dcdb15d,Off 5he Shelf,Original Production,f
l_5923fd1f,Premiere Music Distributors,,f
l_5d62333b,Bum Rap Music Inc,Publisher,f
l_887806d7,Woodpecker Recordj,Production,f
l_e7769f20,Beggarx Music,Publisher,f
l_8519f19f,Shoshanah Homan,Manufacturer,f
l_ead64b3f,bummms records,,f
l_aa1c41d3,Ni Endertainment,Imprint,f
l_7535c237,N: Entertainment,Imprint,f
l_f7a20931,Metro Soynd,,f
l_db36fa21,Metro Sourid,,f
l_add88138,Importe12 Records,Original Production,f
l_5932f3f9,Hot,,f
l_825d3e30,Death Becomes Me,Original Production,f
l_b860d913,milk voice records,Production,f
l_814c1e00,Trackstar The DJ,,f
l_402fd894,First Celtic Masters,,f
l_5c4ac12f,Method Recordz,,f
l_78bbf52f,Medhod Records,,f
l_526bac04,Fat Cay Music,,f
l_aaddf621,Guided Missile,Original Production,f
l_97b704fc,Longtail Music,,f
l_0dfcb86c,3 on tge B Records,,f
l_9cd79b0f,3 on the B Records,,f
l_2addfe28,Washington Records,,t
l_9207d15f,Tender Loving Empire,Production,f
l_ad97ee50,Statens Kunstfond,Imprint,f
l_7d083529,Start,Original Production,t
l_27241026,Isolation Tapes,Original Production,f
l_0b093c6f,Golf Channel Recordings,,f
l_f1d2c8b2,Levaride Begravd Records,,f
l_057960d1,ตราหนูขาว,,f
l_c9b9b616,Scandium Records,,f
l_41f726b4,Dark Side MGMT,,f
l_d5db7e4a,engine records,Publisher,f
