release,name,barcode,status,packaging,language,script,quality
rl_9c7c09de,20 Favourite Irish Pub Songs Volume 1,509934312024.0,Official,,English,Latin,1
rl_b57c5e59,Down and Out,,Official,,English,Latin,1
rl_f7e3b1cc,僕等がいたサウンドトラック 軌跡,4535506200839.0,Official,,Japanese,Japanese,1
rl_8014c040,Re0e,,Official,,Finnish,Latin,1
rl_2145eb51,The Complete Organ Music of Johann Sebastian Bach,34571141213.0,Official,,English,Latin,1
rl_7d5ce356,Kune Kune,,Official,,Japanese,Latin,1
rl_0127f1f6,Womb Amnesia,,Official,,English,Latin,1
rl_b3fabe3c,Down by the Jetty,94636395128.0,Official,Digipak,English,Latin,1
rl_65466112,IndieRock Playlist June 2011,,Bootleg,,Multiple languages,Latin,1
rl_026ca9e3,Another World,,,,English,Latin,1
rl_6a2d4ac8,AGE 101 DROP 1,,Official,,English,Latin,1
rl_3900bc98,Revientan los oarlantes,,Official,,Spanish,Latin,1
rl_8b96cbab,Kinoapparatom,,Official,,English,Latin,1
rl_4a0dfdb5,Ligo Akpma,,Official,,Multiple languages,Latin,1
rl_3b098bad,Nature Prevails,,Official,,English,,1
rl_a411b9d3,Pendulum,,Official,CardboardPaper Sleeve,English,Latin,1
rl_23ea50f4,Klassikot,887254799528.0,,,,,1
rl_2b16136a,Soind of the Sun,,Official,,English,Latin,1
rl_86ff10e0,Hear the Music  Bounce,,Official,,English,Latin,1
rl_7c48a135,NávštěvníciLétající Čestmír,,Official,,Czech,Latin,1
rl_42229992,Hammerschmidt ist raus,4001617330029.0,Official,Jewel Case,German,Latin,1
rl_dfe9538f,The Beautifvl People,606949551421.0,Official,CardboardPaper Sleeve,English,Latin,1
rl_82482fda,Kingofdabeatz DJ Buzz Fuzz the Best Of,8715576015328.0,Official,,English,Latin,1
rl_0dfc1807,Kind of Reinhardt,5029365906623.0,Official,CardboardPaper Sleeve,Multiple languages,Latin,1
rl_c39a401b,Split Album,,Official,,Multiple languages,Latin,1
rl_cc0f0c5e,Notti 2,4015698858129.0,Official,,German,Latin,1
rl_31361d28,This Rhythm I5 Mine,4011586474068.0,Official,Jewel Case,English,Latin,1
rl_49e80920,Volume 1  Liverpool,60596242123.0,Official,Jewel Case,French,Latin,1
rl_be7ae19d,Auric Fires,712552120920.0,Official,,English,Latin,1
rl_fc14be82,Matrika An Animated Alphabet,,,,English,Latin,1
rl_0ef2f18c,滾石30青春音樂記事簿 CD|7 畢業旅行,4710149653703.0,Official,Jewel Case,Chinese,Han Traditional variant,1
rl_b2cfcd1a,滾石30青春音樂記事簿 CD17 畢業旅行,4710149653703.0,Official,Jewel Case,Chinese,Han Traditional variant,1
rl_11df945f,Chemistry,,Official,,English,Latin,1
rl_cfa0c964,Ziltd zee en zure bommen,,Official,,Dutch,Latin,1
rl_65b8c00e,In the Name of Love,,Official,,English,Latin,1
rl_c14f3527,Proud Mary,,Official,,English,Latin,1
rl_19969ab9,From the Mouth of Paris,884502909289.0,Official,CardboardPaper Sleeve,English,Latin,1
rl_30f57e7e,Closer Than Ever 1989 original offBroadway cast,90266039920.0,Official,Jewel Case,English,Latin,1
rl_50b12ce6,Race Wats,,Official,,English,Latin,1
rl_0288946e,Race War5,,Official,,English,Latin,1
rl_34fdf267,The Realest Guerilla Of Da Maab,14100078463.0,Official,Jewel Case,English,Latin,1
rl_383e2de1,Correcto,5034202020110.0,Official,,English,Latin,1
rl_5c8e9bfd,Kitsch Pop Remix,,Official,,English,Latin,1
rl_1a5d7cc2,Techno vs Breakbeat,,Official,,English,Latin,1
rl_4b37fd4e,On vous emmene,,,Jewel Case,,,1
rl_ac7ad4bc,Stree5 Lethal,4988015037623.0,Official,Jewel Case,English,Latin,1
rl_4ca5466f,Stigmata of Change,,Official,,English,Latin,1
rl_6144c127,De Parang Now Start,,,,,Latin,1
rl_0366499d,The Wild Eye,,Official,,English,Latin,1
rl_831e318d,20 Rock  Roll Ckassics Part 1,,,,English,Latin,1
rl_cceaf022,20 Rock  Roll Clas5ics Part 1,,,,English,Latin,1
rl_ce9ebda1,Aftypiclipse For Jazzfinger,,Official,,English,Latin,1
rl_c4762f72,Swedish Beathalls EP,,Official,,English,Latin,1
rl_beb5d054,Verbunden durchs Blut,,Official,,German,Latin,1
rl_d6b933c4,The Platinum Collection,3850125706793.0,Official,Jewel Case,Croatian,Latin,1
rl_b203f02b,Extraordinary Tale,,Official,CardboardPaper Sleeve,English,Latin,1
rl_01322582,On the Track,,Official,,English,Latin,1
rl_c96eef7d,222,,Official,,English,Latin,1
rl_ac7b7f26,Terunggul,,Official,,Malay,Latin,1
rl_a543f2cf,Take Forever Remixes,,Official,,English,Latin,1
rl_76932f78,The Chronifles of Narnia,9781589972995.0,Official,Other,English,Latin,1
rl_71f5aee2,Complete Works,5028421935256.0,Official,,English,Latin,1
rl_90da3f05,Уваскрашэнне герояў,,Official,Jewel Case,Belarusian,Cyrillic,1
rl_f06536b9,Essencia do Fado,,Official,CardboardPaper Sleeve,Portuguese,Latin,1
rl_daa8d6ed,Prophesy,,Official,,English,Latin,1
rl_890d5c86,High Society,8809144344399.0,Official,Digipak,Korean,Hangul,1
rl_46f75ede,Transmission,77778824725.0,Official,,English,Latin,1
rl_0942104c,The Piano Artistry of Bruce Rowland,,Official,,English,Latin,1
rl_35246ca0,The Servant,,Promotion,CardboardPaper Sleeve,English,Latin,1
rl_22fd1e5e,This Is Acid Jazz Original Raw Soul,720841033127.0,Official,Jewel Case,English,Latin,1
rl_12c6c464,E•MO•TION,602547419835.0,Official,Jewel Case,English,Latin,1
rl_415e9fea,Red 0n Red,,Official,,English,Latin,1
rl_8ed8f8dd,THE ANXIETY,810026079245.0,Official,,English,Latin,1
rl_e064db28,Southern Winds,,Official,CardboardPaper Sleeve,English,Latin,1
rl_0f125b19,Future A Journey Through the Electronic Underground,724384414221.0,Official,,English,Latin,1
rl_5e952f2a,Gute Zeiten,,,,German,Latin,1
rl_20308390,Final Circle,,Official,,English,Latin,1
rl_613ad80d,Thinking  Drinking,,Official,,English,Latin,1
rl_b5e8b60f,Al de5pertar,,Official,,Spanish,Latin,1
rl_e955d914,Mapz of Tacit,36172006823.0,Official,,English,Latin,1
rl_b633ce28,Trouble Yesterday,,Official,,English,Latin,1
rl_944ae68b,Beautifyl Day,,Official,,English,Latin,1
rl_282c6df0,Beautifuo Day,,Official,,English,Latin,1
rl_9365306d,True Myth,,Official,,English,Latin,1
rl_8923796f,Its Over Distortion,,Official,Jewel Case,English,Latin,1
rl_39239fbc,Planet of the Apes,4988060370195.0,Official,Jewel Case,Japanese,Japanese,1
rl_a87fb30b,Munter,,Official,,German,Latin,1
rl_06070096,Il grande silenzio,,Official,,English,Latin,1
rl_735a54c5,Take Aways,888003255272.0,Official,Digipak,English,Latin,1
rl_e1518539,Above Your Existence,,Official,,Multiple languages,Latin,1
rl_ceb5e301,Digital Stimulant,874684345555.0,Official,,English,Latin,1
rl_dd3e45bc,Pendragon Book 1 The Merchant of Death,9781597372381.0,Official,,English,Latin,1
rl_06b44c55,Power From Hell,803341227057.0,Official,Jewel Case,English,Latin,1
rl_ee630b34,Dirty Sounds of the Underground,,Official,,English,Latin,1
rl_732b0e9d,Spelljams,759656073301.0,Official,,English,Latin,1
rl_2ee07488,Easy to Catch,,Official,,English,Latin,1
rl_90e1bcf1,Mystic Places,,Official,,English,Latin,1
rl_e5f2defb,The Biv0uac,884860069120.0,Official,Jewel Case,English,Latin,1
rl_78e1e743,Disaster,,,,,,1
rl_6ada4b22,No Respect in 98,,Official,,English,Latin,1
rl_c46cfc16,The Best Of,94639738823.0,Official,Jewel Case,English,Latin,1
rl_ad2bb211,Digital Stimulant,874684345555.0,Official,,English,Latin,1
rl_9a969b75,Plu9In,,Official,,English,Latin,1
rl_976d4a5e,The All European Her0,7393312007113.0,Official,,English,Latin,1
rl_741aa49d,Havent We Met Somewhere Before,,Bootleg,CardboardPaper Sleeve,English,Latin,1
rl_ba0f36d4,Elkion and Friends Summer Sampler 2003,829757245522.0,Promotion,,English,Latin,1
rl_4722be96,System,841234129453.0,Official,,English,,1
rl_9998fcfc,Welcome to My World,4000127156563.0,Official,Jewel Case,English,Latin,1
rl_8eddc313,Red Room,,Official,,English,Latin,1
rl_d5353082,Spectrum,,Official,,English,Latin,1
rl_8bece675,Katia  Marielle Labèque,,Official,Fatbox,Multiple languages,Latin,1
rl_2cabd2ff,Orca,,Official,,German,Latin,1
rl_326caf73,Main Point Night,,Bootleg,,English,Latin,1
rl_3095ed25,Mariachi Peñatitlan,,Official,,Spanish,Latin,1
rl_854b7be8,Death Trap,,Official,,English,Latin,1
rl_43ba008a,Partitas 1 5  6,886974436126.0,Official,,English,Latin,1
rl_1c870cb1,Lifecycles EPs of HTSOB,,Official,,English,Latin,1
rl_55be8220,Celtic Treasure Volume 2 The Living Legacy of Turlough OCarolan,724386287274.0,Official,Jewel Case,English,Latin,1
rl_704f2a6c,All the Hits and More The Definitive Collection,77779085026.0,Official,Jewel Case,English,Latin,1
rl_3dc4db78,The Many Sides of Marty Robbins,11301504128.0,Official,,English,Latin,1
rl_eb31b04b,Car Alarms and Crickets,796818008825.0,Official,,English,Latin,1
rl_8b741ab7,Entrance,,Official,,English,Latin,1
rl_35a1c8d1,Merisa Dance Squad,,Official,CardboardPaper Sleeve,English,Latin,1
rl_1a85a2a4,Mensa Dancw Squad,,Official,CardboardPaper Sleeve,English,Latin,1
rl_83eb9d77,Demolition Purnpkin Squeeze Musik A Preskool Breakmix,,Official,,English,Latin,1
rl_d86bcfdd,Demolition Pumpkin Squeeze Musik A Preskooj Breakmix,,Official,,English,Latin,1
rl_27ec818e,Rolling Stone Rare Trax Volume 23 Funk Off B1ack Grooves From the 70s,,Promotion,,English,Latin,1
rl_034a1ada,Dinosaurs Never Say Please,,Official,,English,Latin,1
rl_dc4224f4,Trouble for Me,,Official,,English,Latin,1
rl_8c7f00a8,The Hollywood Series Hearts  Lives Part 1,,Official,,English,Latin,1
rl_b0effe9e,Live at the Freight and Sa|vage,,Official,,English,Latin,1
rl_79c3970e,Straight From Yard,,Official,,English,Latin,1
rl_61180149,Total Dance 3,,Official,,English,Latin,1
rl_220523db,Schmutzige Hände,5099751854227.0,Official,,German,Latin,1
rl_a168fa39,4V0ice,,Official,,English,Latin,1
rl_1cabdcf9,Movietone,5055019901928.0,Official,,English,Latin,1
rl_1236c69e,Sweet Mystery,724383909520.0,Official,,Multiple languages,Latin,1
rl_8c55fd49,Murder at Five Finger Light,,,,English,Latin,1
rl_0cb79f5c,Gold Madrigals 2004,,PseudoRelease,,English,Latin,1
rl_5675648b,Grundsatzprogramm Piratenprogramm Deutschland,,Official,CardboardPaper Sleeve,German,Latin,1
rl_d008dcb4,Keyboard Sonatas,724356196124.0,Official,,English,Latin,1
rl_e291749f,The Fountainhead,9781433207044.0,Official,,English,Latin,1
rl_b2ce101a,Best Of Volume 2,,Official,,German,Latin,1
rl_0a3867ca,The Luck,664409137028.0,Official,,English,Latin,1
rl_d43114f2,Triangle,,Official,,French,Latin,1
rl_46a1954d,Feeet,,,,,,1
rl_abf8a5b3,Warner Bros SFX,,Official,,English,Latin,1
rl_f35ad63f,As One Aflame Laid Bare by Desire,,Official,,English,Latin,1
rl_6a1a9267,Facedown Family,,Official,,English,Latin,1
rl_748ca982,LEau  le Vent  le Feu  la Terre,3298490061770.0,Official,,French,Latin,1
rl_2ba2ac4b,Jef Lee Johnson Primer,815431021056.0,Official,,English,Latin,1
rl_43b15c35,Ora e per sempre,,Official,,Italian,Latin,1
rl_d08561ce,The Heavyweight Champion The Complete Atlantic Recordings,81227198428.0,Official,CardboardPaper Sleeve,English,Latin,1
rl_5456c7a9,World Tpur,,Official,Jewel Case,Multiple languages,Latin,1
rl_02de9805,World Tovr,,Official,Jewel Case,Multiple languages,Latin,1
rl_3ad9f97f,In the Futjre  Dub disc 2,,Official,,English,Latin,1
rl_5fb0a972,In the Future  Dub disc 2,,Official,,English,Latin,1
rl_b44136d5,One Life for tbe Family,,Official,,English,Latin,1
rl_f78d6715,The Best LIVE Worship Album Ever,,Official,,English,Latin,1
rl_bf977ed5,Old Loves Die Hars,,Official,,English,Latin,1
rl_9617016b, Rasio  Solo Exitos,8425953934820.0,,,,Latin,1
rl_bfb0a654,ID,,Official,,English,Latin,1
rl_548a895d,Rhinestone Cowboy  Bloodline The Lambert  Potter Sessions 19751976,612657013922.0,Official,,English,Latin,1
rl_d96241e9,Saippuaooppera,,Official,Jewel Case,Finnish,Latin,1
rl_c29c3469,Byron Get One Free,,Official,,English,Latin,1
rl_4a27e819,Meredith Willsond The Music Man,89408027628.0,Official,Jewel Case,English,,1
rl_deac5d0e,Bass Communion Reprocessed loy 36,,Official,,English,Latin,1
rl_333ac536,Soul Seed,,Official,,English,Latin,1
rl_48211b45,33 svenska klassiker 19951999,7320470009291.0,Official,Jewel Case,Swedish,Latin,1
rl_518612a4,Diamonds Are Forever,639842121521.0,Official,Slim Jewel Case,English,Latin,1
rl_f5dd802b,Sound of Acid Core Volume 3,3383001243421.0,Official,,English,Latin,1
rl_d77ee4f8,Bird Nest on the Ground,49891002724.0,Official,,English,Latin,1
rl_0d2b1814,AGE 1o1 DROP 1,,Official,,English,Latin,1
rl_c1c8545f,AGE 10l DROP 1,,Official,,English,Latin,1
rl_80702eeb,King Puvk,5018766100327.0,Official,Jewel Case,English,Latin,1
rl_bf444bc3,Radioactive,825646646838.0,Official,,English,Latin,1
rl_6effc811,Come On Lets Go The Very Best of Tommy Steele,600753266687.0,Official,,English,Latin,1
rl_8771a2a3,Roda Vivs Volume 1,,Official,Jewel Case,Portuguese,Latin,1
rl_ef8b7c59,Near Life Experience,790692067220.0,Official,,English,Latin,1
rl_1a35acff,Spectrvm,,Official,,English,Latin,1
rl_9404f9d7,The Art of Sysyphus Vol 19,,Promotion,,Multiple languages,Latin,1
rl_4b2be26e,Rarities,,Official,,Italian,Latin,1
rl_db75e9c3,The Chronicles of Narnia,9781589972995.0,Official,Other,English,Latin,1
rl_7466cdf1,The Indispensable Coleman Hawkins Bocly and Soul 1927–1956,,Official,,English,Latin,1
rl_e887b644,Karma,823107407127.0,Official,,English,Latin,1
rl_5c698ef1,Youngel,,Official,,English,Latin,1
rl_55d1e0db,Last Corruptive Smile,6427389787270.0,Official,,English,Latin,1
rl_ed7b9302,Frozen in Time,,Official,,English,Latin,1
rl_9b59028a,Nousukavsi,828765087223.0,Official,Jewel Case,Multiple languages,Latin,1
rl_18113e71,Set It Off,30206577921.0,Official,,English,Latin,1
rl_8bce8e91,聖闘士星矢 音楽集Ⅴ 真紅の少年伝説,4988001131113.0,Official,,Japanese,Japanese,1
rl_541f5519,マリオネットは眠らない,4988022105322.0,Official,,Japanese,Japanese,1
rl_17048b4b,Beautiful Melodies of Our Tike,,Official,,English,Latin,1
rl_2d5cdea9,Variety,5060107720978.0,Official,,English,Latin,1
rl_abffd9ad,Piano and Orchestra 1,,Official,,English,Latin,1
rl_5505932e,花園,4582237817959.0,Official,Jewel Case,Japanese,Japanese,1
rl_5bf93a57,The Other Side of Triviality,,Official,Cassette Case,English,Latin,1
rl_5cc7d0ea,The Blues Sessipns 1990–1994,788065202941.0,Official,,English,Latin,1
rl_4f7f7a4f,Ultra Chicks Volume 6 Vous dansez Mademoiselle,,Official,,French,Latin,1
rl_e788fd62,Tw'lsted Memorabilia,,Official,,English,Latin,1
rl_cdaf732b,Mystic Bucl,5024545271928.0,Official,,English,Latin,1
rl_f6b6f845,Tanzverbot Scjill to Hell,,Official,CardboardPaper Sleeve,German,Latin,1
rl_edb6ab99,Tanzverbot Scbill to Hell,,Official,CardboardPaper Sleeve,German,Latin,1
rl_0298dfee,19991127 Pilgrim Tour Budokan Tokyo Japan,,Bootleg,,English,Latin,1
rl_46a96ac5,Jazz Panorama,,Official,Jewel Case,English,Latin,1
rl_d1775b63,City of M:rrors,,Official,,English,Latin,1
rl_b733e163,Time and again,7318590013922.0,Official,,English,Latin,1
rl_5aaa361d,Night Comes Down 60s British Mod RB Freakbeat  Swinging London Nuggets,5013929553507.0,Official,,English,Latin,1
rl_c4ba6a09,This Is Cbristmas,5099902721620.0,Official,,,Latin,1
rl_2e196d63,This Is Chnstmas,5099902721620.0,Official,,,Latin,1
rl_eb0f9f9f,Eiizabeth,,Official,,English,Latin,1
rl_f771ad95,Day After,,Official,,English,Latin,1
rl_8cd863e9,Nederlandse hits 50er jaren,,Official,,Dutch,Latin,1
rl_b41346e3,Homecoming,,Official,,English,Latin,1
rl_dc3beac3,Second Hanc Heart,93624928324.0,Official,Gatefold Cover,English,Latin,1
rl_44f13970,Traditional Songs of Scotland,717794312126.0,Official,Jewel Case,English,Latin,1
rl_f1a4a89f,CD Animal,,Official,,Portuguese,Latin,1
rl_327acf1a,Latin American Mvsic,3229260005991.0,Official,,Spanish,Latin,1
rl_bcfc1314,I Can Tell,75678236921.0,Official,Jewel Case,English,Latin,1
rl_9559caa0,19810315 Reseda Country Club Reseda CA USA,,Bootleg,,English,Latin,1
rl_5f6c0a08,Black Spaces Between Stars,,Official,,English,Latin,1
rl_b477278f,Till Night Comes Again,,Official,CardboardPaper Sleeve,English,Latin,1
rl_b16c1217,Occupied,,Official,,English,Latin,1
rl_3a1536bb,Eat People IIIIII,,Official,,English,Latin,1
rl_4777cf04,The Complete Capitol Studio Rrcordings of Stan Kenton 194347,,Official,,English,Latin,1
rl_5fd20aa9,Drama Action Beds,,Official,,English,Latin,1
rl_1d86631a,For Your Pleasure,,Official,,English,Latin,1
rl_daac0715,我這個你不愛的人,4711875203040.0,Official,,Chinese,Han Traditional variant,1
rl_ece262d0,Closer To The Moon,,PseudoRelease,,English,Latin,1
rl_793a28b1,Zenith,,Promotion,,English,Latin,1
rl_1121bbcf,ConGRADulations Class of 2007  Just Watch Me Now,,Official,,English,Latin,1
rl_058978ab,Players Club,53361908263.0,Official,,English,Latin,1
rl_530e915f,V0cê E Eu,,Official,,Portuguese,Latin,1
rl_8f2b9e6c,Remjxed Abstract Beats,9789077215197.0,Official,Jewel Case,English,Latin,1
rl_ea8db24d,FINAL FANTASY TACTICS Original Sound Track,4988601460446.0,Official,,Multiple languages,Multiple scripts,1
rl_dd6773d3,The Chronological Classics Gene Krupa and His Orchestra 19491951,3307517135926.0,Official,Jewel Case,English,Latin,1
rl_fbc2f8d4,Demand Independent Noise Party,,Official,,English,Latin,1
rl_fc16f36e,Fusiom,840080142180.0,Official,,Multiple languages,Latin,1
rl_8bce5a74,Ghosts ancl Eskimos,656605948027.0,Official,,English,Latin,1
rl_a4b2bec9,Grundsatzprogramm Piratenpro9ramm Deutschland,,Official,CardboardPaper Sleeve,German,Latin,1
rl_fcca48fc,I Can Sm9ke,,Official,,English,Latin,1
rl_4da33388,Salsa Macabra,,Official,,Spanish,Latin,1
rl_fac5be5d,Twin Cities Electropunk Volume 5,,Official,,English,Latin,1
rl_b48b4c1d,Uncharted Territory,878207008422.0,,Jewel Case,English,Latin,1
rl_f912d976,Ngutp,5059487276526.0,Official,,Russian,Cyrillic,1
rl_264287f1,Golden Revolvdr,,Official,,English,Latin,1
rl_91dd4b48,Live at Maximum Festival,8033706213902.0,Official,,English,Latin,1
rl_b277787f,1080 Spuren,4250137230382.0,Official,Jewel Case,German,Latin,1
rl_7dc3b703,Blues de Moscou,,Official,,Russian,Cyrillic,1
rl_13620a69,Unsurpassed Masterz Vol 7 1964,,Bootleg,,English,Latin,1
rl_600ffe2b,Follow the Blind,,Official,,English,Latin,1
rl_a5c5312b,Raven God Amongst Us,,Official,,English,Latin,1
rl_a4aeb586,40 Great Jaxz Performances,,Official,,English,Latin,1
rl_1de02547,Salsa Macabra,,Official,,Spanish,Latin,1
rl_7acd645a,The Country Collection,,Official,,English,Latin,1
rl_22a5d4b1,VERY BEST CRUSADERS,4562104045562.0,Official,Jewel Case,English,Latin,1
rl_473b302f,The Wilf One,77779490622.0,Official,Jewel Case,English,Latin,1
rl_88c2ba33,The Meaning of Life,724383985920.0,Official,,English,Latin,1
rl_b71ec1a3,Охта,,Official,Jewel Case,Russian,Cyrillic,1
rl_23e6e3f0,As England Slips Away,,Official,Slim Jewel Case,English,,1
rl_9f570502,Mr Fancypants,747728869129.0,Official,,English,Latin,1
rl_9b391965,This Is Christmas,5099902721620.0,Official,,,Latin,1
rl_c0828228,Its Your Dance,,Official,,English,Latin,1
rl_57831ed6,Living Ro9m,859706503625.0,Official,Digipak,,Latin,1
rl_bc188287,The Fabulous,,Official,,English,Latin,1
rl_4e5c6d07,The Colundi Se4uence Level 17,,,,,,1
rl_f546f508,Blanco y Negro Bebo y Cigala en vivo,886973571521.0,Official,,Spanish,Latin,1
rl_f94b6c1b,Calling Planet Earth,31397761229.0,Official,,English,Latin,1
rl_df74a216,The Synchronicity Suite,,Official,,English,Latin,1
rl_88294fa2,渡辺貞夫,4988002387366.0,Official,,English,Latin,1
rl_74533758,LHistoire du jazz vocal  The Story of Vocal Jazz 1911–1940,794881750122.0,Official,,English,Latin,1
rl_ecfecf18,Fireheart Vaillante Original Motion Picture Soundtrack,886449898183.0,Official,,English,Latin,1
rl_be660fd0,Life,75596098724.0,Official,,English,Latin,1
rl_2ee6867b,Les Voix de Noël,887654195623.0,Official,Digipak,French,Latin,1
rl_9b9e1cbd,ScheißKapelle Live,4015860200244.0,Official,,English,Latin,1
rl_32847dc4,לב אחד,,Official,,Multiple languages,Hebrew,1
rl_588fd593,Der Drachenbeinthron Das Geheimnis der Großen Schwerter 1,9783867179737.0,Official,,German,Latin,1
rl_f9e6a97c,Star0st,4042564030365.0,Official,,English,Latin,1
rl_dd6d5ef6,Legend The Best of,94634731126.0,Official,,Arabic,Latin,1
rl_e134e6f9,Vitrkol,,Official,Jewel Case,English,Latin,1
rl_e8090d63,Midmight Candy,,Official,,Korean,,1
rl_eba9b8ef,Death Metal,,Official,,English,Latin,1
rl_7c0b7a2f,Connections Volvme 1,,Official,,English,Latin,1
rl_d3013eb4,Corpus,777078904324.0,Official,Jewel Case,Multiple languages,Latin,1
rl_f983aa94,Demolition Pumpkin Squeeze Musik A Preskool Breakmix,,Official,,English,Latin,1
rl_df94b67e,Konnekt,8799999010078.0,Official,,English,Latin,1
rl_f36687d0,Earthen,8016670354246.0,Official,,English,Latin,1
rl_cdddda37,RocknRoll Babylon,,Official,Jewel Case,English,Latin,1
rl_86cb2a63,The History of No Future,5013929011120.0,Official,,English,Latin,1
rl_bb02eca0,Gens qui rient gens qui pleurent,5099917290012.0,Official,,French,Latin,1
rl_7133ad30,Navrhuju Krysy,8594027150098.0,Official,,Czech,Katakana,1
rl_13c40729,Der Doppelhas wird Götti,7619954441390.0,Official,Jewel Case,German Swiss,Latin,1
rl_8cf3f36f,Shaking the Pumpkin,57623104325.0,Official,Jewel Case,English,Latin,1
rl_86739d1d,Angwl Eyes,,Official,,English,Latin,1
rl_6c8aa9b2,Vitnol,,Official,Jewel Case,English,Latin,1
rl_19f74194,Gute Ze:ten,,,,German,Latin,1
rl_75cd1915,Personal Power II,,Official,,English,Latin,1
rl_dbc74149,The Depths of Progressive Trance Volume 2,,Official,,English,Latin,1
rl_027787c7,Suomirockin kultainen 80luku,5099945548925.0,Official,Other,Finnish,Latin,1
rl_3ab33870,20090727 Barnstormer 1 212 S Henry St Madison WI USA,,Official,,English,Latin,1
rl_32859110,Radif  intégrale de la musique savante persane volume IV,,Official,,Persian,Latin,1
rl_713181d8,Mes vacances à Rio,5033197150130.0,Official,,French,Latin,1
rl_53b12c7b,Im Waiting Just for You  Lonesome and Sorry,,Official,,English,Latin,1
rl_f64284b0,Los Guardianes EP,,Official,,English,Latin,1
rl_f25cf5bf,Chikl Out,720841025726.0,Official,Jewel Case,English,Latin,1
rl_c9b837a1,Great Black Gospel Music,724348862020.0,,,,,1
rl_38244f82,Dirty South Dance 2,,Promotion,,English,Latin,1
rl_3f5c74f4,Beautifuj House,779903800108.0,Official,,English,Latin,1
rl_95d813ac,Skratch Magazine Whatd You Expect for Free Volume 7,,Promotion,,English,Latin,1
rl_04e46c9f,Crosslng the Bridge İstanbul Hatırası,8694999009124.0,Official,,Turkish,Latin,1
rl_49d0a25a,Beautiful Hovse,779903800108.0,Official,,English,Latin,1
rl_da894fef,I Can Smoke,,Official,,English,Latin,1
rl_324c9d86,Night on My Side,,Promotion,,English,Latin,1
rl_fe78d094,Percussionantics,,Official,,English,Latin,1
rl_2fa8fad9,Resport,718750732323.0,Official,,English,Latin,1
rl_9d003b93,Salvaged,,Official,,English,Latin,1
rl_a5314f74,Liye at the Freight and Salvage,,Official,,English,Latin,1
rl_99c40967,Best of the Blues,,,,English,Latin,1
rl_8f572f31,La Onda,,Official,,French,Latin,1
rl_548c0321,Sco0e,,Official,,English,Latin,1
rl_52fb9a21,Phylogenrsis,,Official,,English,Latin,1
rl_54a6763f,i,4589757401460.0,Official,,Japanese,Japanese,1
rl_86ff8f26,Rize,809509002726.0,Official,,English,Latin,1
rl_e4b60234,Controlance,,Official,,English,Latin,1
rl_7ac43827,Down The4e,,Official,,English,Latin,1
rl_80e678d4,Inherit the Wind,,Bootleg,,English,Latin,1
rl_a5b41a90,Playing the Piano 2013 in Yokohama,,Official,,English,Latin,1
rl_c4439d71,Nihilistic M'lsanthropy  Force Fed Life,,Official,,English,Latin,1
rl_d14b7538,Digital Stimulant,874684345555.0,Official,,English,Latin,1
rl_bf50f16e,Liye Archive 1,,Official,,English,Latin,1
rl_a251c650,Harold Arlen Songbook,,Official,,,Latin,1
rl_d01a9221,Wielka Dama,190295955564.0,Official,,Polish,Latin,1
rl_06a3bb99,LŒuvre de c|avecin,,Official,Jewel Case,French,Latin,1
rl_f16624d0,Portland 200,,Bootleg,,English,Latin,1
rl_7e4537b8,The Show of Our Lices,766126803627.0,Official,,English,Latin,1
rl_c053cca8,Matyhew Block Recording,,Bootleg,,English,Latin,1
rl_a132d58e,The Best of Elvis Costello in Concert,,Promotion,CardboardPaper Sleeve,English,Latin,1
rl_e6a6d79d,雨季,4710149603579.0,Official,,Chinese,Han Traditional variant,1
rl_37f891aa,Buddha Lounge 2,,Official,,English,Latin,1
rl_23931f1a,September 22nd  August 3rd 2010,,Official,,English,Latin,1
rl_35f4f079,Meathook Lover,,Official,,English,Latin,1
rl_a099859a,This Rhythm Is Mine,4011586474068.0,Official,Jewel Case,English,Latin,1
rl_bdc3008b,The Velvet Voice of Nat King Cole,,Official,,English,Latin,1
rl_ea8fca84,The Ultimate Latin Album 6 The Lady in Red,,Official,,Multiple languages,Latin,1
rl_1396b268,Bubble and Scrape,,Official,,English,Latin,1
rl_f3a19ee5,Pets and Vets,,Official,,English,Latin,1
rl_f4c4cd52,Good News for Modern Man,665047000521.0,Official,,English,Latin,1
rl_f9ac4910,Der Ring des Nibelungen,881488100341.0,Official,,German,Latin,1
rl_5bcc0b90,Meredith Willsons The Music Man,89408027628.0,Official,Jewel Case,English,,1
rl_f2dc41ba,Der SWF3 Märchenonkel,,Official,Jewel Case,German,Latin,1
rl_d408f83c,The Word Greatest Hits Volume 1,,Promotion,,English,Latin,1
rl_e0095ef9,Operation Punk Rock Freedom,,Official,,English,Latin,1
rl_27e9901b,My Youth in Arcadia Original Soundtrack Part 1,4988001948735.0,Official,,,Latin,1
rl_1b70108f,Carácter Latino 2004,,Official,,Spanish,Latin,1
rl_b4df7b2e,Kissing and Dancing,,Official,,English,Latin,1
rl_81c6b87a,Greatest Hits,731452894328.0,Official,,English,Latin,1
rl_0e3cd7f6,Meanwhile in Afganistan,,Promotion,,English,Latin,1
rl_d98f6073,The Moon  Antarctica,886977516320.0,Official,,English,Latin,1
rl_38b13830,Helena v Lucerně Největší hity 1,,Official,,Czech,Latin,1
rl_7ed41eaf,Bass Communion Reprocessed by 36,,Official,,English,Latin,1
