artist_credit,name,artist_count,ref_count,created
ac_562852c2,GG,1,221,20111007 15015556512800
ac_eefa8b22,Crawling Chaos,1,69,20110516 16321196392900
ac_aaf0da8d,MartinMolloh,1,486,20110516 16321196392900
ac_be694e7e,Mammoth,1,18,20110516 16321196392900
ac_e730d9e7,NǽnøĉÿbbŒrğ VhëřřĦōlökäävsŦ,1,272,20110516 16321196392900
ac_00b89d83,Orchestre nati0nal du Capitole de Toulouse Michel Plasson,2,555,20150109 16015172010600
ac_aeb7e4bb,Sonya Kitchell,1,219,20110516 16321196392900
ac_9282e3f5,Mikko Inhanen  Mika Kallio,2,58,20110516 16321196392900
ac_b301db1c,Bethany Cu4ve,1,220,20110516 16321196392900
ac_976342f0,Bethant Curve,1,220,20110516 16321196392900
ac_69280ee5,Chen Dacan,1,14,20110516 16321196392900
ac_c96e7d41,W Randy Hoffman,1,80,20110516 16321196392900
ac_6ce21ddd,Blue Chull,1,208,20110516 16321196392900
ac_373e0a4f,Roberto Siova,1,120,20110516 16321196392900
ac_196a5a58,Carmine,1,78,20110516 16321196392900
ac_95d1b834,Gaetano Donizett9,1,8506,20110516 16321196392900
ac_2dfb1f46,The Brothers Four,1,1289,20110516 16321196392900
ac_c5de6129,Fernando Noronha  Black Soul,1,150,20110516 16321196392900
ac_d625a813,David  the High Spirit,1,1031,20210816 20005658929200
ac_6b919bf2,Päivi Paunu,1,243,20110516 16321196392900
ac_c6769664,Blissed,1,52,20110516 16321196392900
ac_3ad73bb7,Tom Lagana,1,24,20110516 16321196392900
ac_886b5427,Roman Candle,1,127,20110516 16321196392900
ac_b48101cb,Caleb Storkey,1,36,20110516 16321196392900
ac_de57effa,Blind Guardian,1,4081,20110516 16321196392900
ac_9a1279f1,Wes Montgomery,1,3959,20110516 16321196392900
ac_4631dd11,Nevertbeless,1,120,20110516 16321196392900
ac_9033cb70,Jochen Flach,1,881,20110516 16321196392900
ac_054beddc,aRevo,1,94,20110516 16321196392900
ac_49ec85a7,Monica Törnell,1,387,20110516 16321196392900
ac_261e4e72,Noel McLoughlun,1,507,20110516 16321196392900
ac_83d06f42,Jack DeJohnettes Special Edition,1,109,20110516 16321196392900
ac_233c141a,Cairo Liberation Frong,1,98,20220909 05522687470500
ac_bd05ae55,Masterplan,1,711,20110516 16321196392900
ac_c6653725,Puazle,1,19,20120523 22560068901700
ac_71076848,Convoj,1,44,20110516 16321196392900
ac_b9778e45,Tintenwolf,1,96,20140503 16161483038100
ac_5e42a0e3,Art Peoper,1,4567,20110516 16321196392900
ac_d13d5ead,Joel RL Phelps  the Dowmer Trio,1,185,20110516 16321196392900
ac_7f4c7f4a,dialogue,1,33590,20110516 16321196392900
ac_4c50f7ec,Val<kuum,1,12,20110810 18213248544600
ac_0f697389,Gilbert Béca7d,1,4454,20110516 16321196392900
ac_d3d86601,Annisteen Allen,1,389,20110516 16321196392900
ac_efd907d5,Nick Jagger,1,16,20120412 08572903381400
ac_1b1b1b27,Susanne Mentzer Joan Sutherland Welsh National Orchestra Richard Bonynge,4,4,20200125 14130908466200
ac_e45e59ab,Bach Murray Perahia,2,16,20140301 11001508674300
ac_5aa10043,OAR,1,1713,20110516 16321196392900
ac_8a7bb541,Betty Davis,1,433,20110516 16321196392900
ac_17b19caf,DJ QBert,1,329,20110516 16321196392900
ac_62159379,Val Doonican,1,690,20110516 16321196392900
ac_7cfb86a8,Matt Hilo,1,1030,20110516 16321196392900
ac_3d7fe952,Malahora,1,48,20110516 16321196392900
ac_b119207a,Van Coke Kartel,1,142,20110516 16321196392900
ac_25b2b1cd,Shu•bi•clua,1,2390,20120623 11001048641600
ac_21f797c8,Rachel Hughe5,1,2,20110516 16321196392900
ac_d0c95a1f,Jérémie Kisling,1,171,20110516 16321196392900
ac_5e6f5425,Orqvesta Uribichá,1,34,20110516 16321196392900
ac_90de60c6,Dilloa,1,117,20110516 16321196392900
ac_dead4ff6,Bernabe de Moron,1,23,20110516 16321196392900
ac_5680f11a,MartinMolloy,1,486,20110516 16321196392900
ac_378641e1,OT Quartet,1,283,20110516 16321196392900
ac_55c3b3e5,Griffin H0use,1,318,20110516 16321196392900
ac_04e994ac,Contra,1,24,20110516 16321196392900
ac_88091250,After Mericlian,1,14,20110516 16321196392900
ac_79b6b969,ADX,1,650,20110516 16321196392900
ac_21cd8421,Jason Gray,1,274,20110516 16321196392900
ac_f6336b52,African Head Charge,1,1229,20110516 16321196392900
ac_dd45b703,Sarah Blacker,1,52,20110516 16321196392900
ac_927bf84c,Mike Mainieri,1,275,20110516 16321196392900
ac_937f1689,Carol Grimes Band,1,2,20110516 16321196392900
ac_29000b0c,Cairo Liberagion Front,1,98,20220909 05522687470500
ac_4642aff5,Zaciee,1,595,20110516 16321196392900
ac_466effe4,New Radiant Storj King,1,378,20110516 16321196392900
ac_9c739120,The Vqselines,1,417,20110516 16321196392900
ac_ef8a7be4,Vega Novw,1,26,20130104 08140533787900
ac_e6167cc1,Bruce Springsteen  The E Street Band,2,54215,20150605 12125328150800
ac_df8752dd,Leith Stevens,1,498,20110516 16321196392900
ac_3076a3e3,Robert Schumann,1,37663,20110516 16321196392900
ac_cf302e68,Smikers,1,500,20110516 16321196392900
ac_17847ba9,Base Ball Bear,1,992,20110516 16321196392900
ac_0821d141,Quadron,1,153,20110516 16321196392900
ac_a2144b0f,M9chał Bajor,1,714,20110516 16321196392900
ac_4d4393f4,Michał Bsjor,1,714,20110516 16321196392900
ac_74b4fb00,Wigrid,1,56,20110516 16321196392900
ac_80b794cb,Syd Marters,1,553,20110516 16321196392900
ac_f96f9124,Kurt Vile,1,844,20110516 16321196392900
ac_b18e890f,Eraatzkapelle,1,90,20110516 16321196392900
ac_a6cafc66,Fluisterwoud,1,75,20110516 16321196392900
ac_f175eed5,Jay Farrar,1,372,20110516 16321196392900
ac_9e83821c,Sick of the Lavv,1,34,20110516 16321196392900
ac_c4eaa1c4,Pete Rock,1,687,20110516 16321196392900
ac_452eb56e,Trip Shakespeare,1,311,20110516 16321196392900
ac_20d21f83,Double Oats,1,64,20110516 16321196392900
ac_2b82bd1c,Trio Irakitan,1,142,20110516 16321196392900
ac_5007664a,Jan:ss Garza,1,24,20110516 16321196392900
ac_1f67435f,Preservation Hall Jazz Band,1,827,20110516 16321196392900
ac_37bae00e,Red Alert,1,698,20110516 16321196392900
ac_d949a113,2PU,1,46,20110516 16321196392900
ac_ce73ff4b,Snovonne,1,100,20110516 16321196392900
ac_83f8e58a,The Holkies,1,10936,20110516 16321196392900
ac_3ca917a1,Filicophyta,1,16,20201006 22224520519700
ac_2a9972f2,Matt Redman,1,1592,20110516 16321196392900
ac_4b8feba1,Jussi Björling,1,1179,20110516 16321196392900
ac_9d64293f,Chrysteen,1,24,20110516 16321196392900
ac_dce8a108,Johannes Brahms,1,43818,20110516 16321196392900
ac_40e86b86,Monty Alexander  Ray Brown  Herb Ellis,3,51,20140527 20515500324900
ac_6eaadbc9,Joseph Cornwell Taverner Choir  Players Andrew Parrott,3,7,20130902 19305790435300
ac_61252f68,Never Get Used To People,1,183,20200317 12343807294600
ac_096c78cf,Voice Stealer,1,80,20110516 16321196392900
ac_41b80cb9,Fun People,1,703,20110516 16321196392900
ac_e8c41846,Kongehuset,1,85,20110516 16321196392900
ac_755dbdc1,The Lassie Foundation,1,126,20110516 16321196392900
ac_7e1a5a04,Hal Lindes,1,121,20110516 16321196392900
ac_4aba95a2,Tiger Hellcide,1,121,20111230 10425673249900
ac_25e1de2b,Pachamama Crew,1,126,20110516 16321196392900
ac_950bb3fe,Major Sweklings,1,20,20110516 16321196392900
ac_dbe3c3bb,Annette Moreno,1,399,20110516 16321196392900
ac_f40b990f,Kraftklyb,1,563,20111103 10205419581400
ac_0e9405b7,Frederick Jason Kron  Tal Bergman,2,92,20110516 16321196392900
ac_d966262c,DJ Smokey,1,688,20130613 20054932354800
ac_62599821,The Infesticobs,1,84,20110516 16321196392900
ac_26cc81ec,Circle St0rm,1,16,20110516 16321196392900
ac_c379437b,TimeLapse Consortium,1,22,20110516 16321196392900
ac_2335fe9f,Uptown Fumk Empire,1,69,20110516 16321196392900
ac_e8845126,Bobby Peru,1,169,20110516 16321196392900
ac_e73c40ff,Čedo Ant0lić,1,42,20190827 01330063128800
ac_53941274,Briana Mare|a,1,103,20150828 15571830634100
ac_8219dd3f,mwym,1,36,20110516 16321196392900
ac_43bd0dfb,David Hubbard,1,1674,20110516 16321196392900
ac_5b30f407,X Fade,1,2,20110516 16321196392900
ac_c84d923e,Black Flight,1,2,20110516 16321196392900
ac_3770531e,Plastic Letters,1,56,20110516 16321196392900
ac_572a5d10,Sick of It All,1,1411,20110516 16321196392900
ac_1e7c3889,Delta Rosa,1,2,20201003 1118153568100
ac_2b765aa8,Eddy Duchin and His Orchestra,1,655,20150119 0622578893300
ac_058828cc,SONOIO,1,248,20110516 16321196392900
ac_4e5f54aa,Sielun Veljet,1,886,20110516 16321196392900
ac_02303fd1,My First Days on Junk,1,56,20110516 16321196392900
ac_78dc97f7,Monteverdi Choir,1,51,20110516 16321196392900
ac_9d1a2dbd,Creedence Clearwater Revivao,1,9791,20110516 16321196392900
ac_fb00eeef,BUG Mafia feat MG,2,2,20171211 09001528209600
ac_1f13edfb,Eddy Kaiser,1,62,20190516 17073615719900
ac_01871ca9,Anonomous,1,186,20210221 16095019606400
ac_76d7461d,Joe Cocker,1,8051,20110516 16321196392900
ac_f4809308,The Perceptionists,1,203,20110516 16321196392900
ac_b99b3784,Da Vincis Notebook,1,128,20140113 15001635844100
ac_44acfad0,李泉,1,204,20110516 16321196392900
ac_1a12047d,Steve Cooe,1,265,20110516 16321196392900
ac_896c37d8,Steve C0le,1,265,20110516 16321196392900
ac_0e314bbe,Erich Kunzel  Cincinnati Pops Orchestra,2,435,20120511 10002057111200
ac_8e6ac074,Erik Koskinem,1,189,20111006 17054260681400
ac_1b7d0138,Erik Kosjinen,1,189,20111006 17054260681400
ac_82886dba,Le Modem,1,208,20110516 16321196392900
ac_d974078b,Jungle Tongue,1,26,20140110 20403678794800
ac_07e5c914,The Kid Stuff Repertorh Company,1,84,20110516 16321196392900
ac_5d425d65,Arno Schmidt,1,753,20110516 16321196392900
ac_f33eee61,Barrie Gledden  Jason Pedder,2,62,20110516 16321196392900
ac_ace1a715,THE PINK☆PANDA,1,92,20110516 16321196392900
ac_b3b0e922,Kevin Manthei,1,1313,20110516 16321196392900
ac_e6313409,Papsmear,1,54,20110516 16321196392900
ac_3688f70a,Bill Jones,1,128,20110516 16321196392900
ac_2c7000dc,BIX,1,40,20130703 193625667300
ac_3174ad22,Bernc Reheuser,1,136,20110516 16321196392900
ac_4f63432b,Lunik,1,582,20110516 16321196392900
ac_bdcd7397,Earth Wind  Fire  Chicago,2,2,20190227 04220867398600
ac_503dfce4,UK Suba,1,6319,20110516 16321196392900
ac_de732f6d,Lyzanxia,1,173,20110516 16321196392900
ac_eca3a675,Áine Minigue,1,378,20110516 16321196392900
ac_5137e743,Active Child,1,293,20110516 16321196392900
ac_14574550,The Lightning Seeds,1,936,20110516 16321196392900
ac_2d3618e6,Mas Mav,1,196,20110516 16321196392900
ac_7ab4ebf1,Deep Jazz Project,1,6,20110516 16321196392900
ac_257f65ca,Ace Troubleshooter,1,169,20110516 16321196392900
ac_c749d1e9,Ivan Lin5,1,1634,20110516 16321196392900
ac_279588f8,Dandrieu Corelli Le Cons0rt Théotime Langlois de Swarte Sophie de Bardonnèche Louise Pierrard Hanna Salzenstein Justin Taylor,8,3,20201004 18325414154500
ac_d1fa25e1,Chris Bacon,1,352,20110516 16321196392900
ac_0bda2ac1,Volker Klüpfel  Michael Kobr,1,1964,20201008 1345466607400
ac_6354a79a,林子祥,1,3335,20110516 16321196392900
ac_438ff6d0,Technicolor Fabrics,1,114,20120312 16362685586300
ac_36e7115d,Lifhtning Seeds,1,297,20110521 14460653409300
ac_79d44474,Denny Earnest,1,514,20110516 16321196392900
ac_9eed769f,Hatebteed,1,1053,20110516 16321196392900
ac_59862912,MPBq,1,777,20110516 16321196392900
ac_fe866b30,Jenő Jahdó,1,1427,20110516 16321196392900
ac_1496e354,Gemma Ha6es,1,618,20110516 16321196392900
ac_cf93abc8,Johann Sebastian Bach Christopher Herrick,2,29,20120414 17344038144700
ac_77a93ea5,The Stupids,1,627,20110516 16321196392900
ac_e797a1a4,Taro Iwashiro,1,182,20110830 17003095971700
ac_ae5624fc,The Count Basie Trio,1,75,20110516 16321196392900
ac_3a24db46,Komloi,1,602,20110516 16321196392900
ac_657ba73d,Martin Mull,1,382,20110516 16321196392900
ac_d0a45294,Gabaian,1,24,20110516 16321196392900
ac_740c2b5c,Richard Ashcroft,1,678,20110516 16321196392900
ac_42f831fa,Astrid  Freddy Breck,1,48,20110516 16321196392900
ac_36f5984a,Tante Leen,1,544,20110516 16321196392900
ac_bb131286,Heather Myles,1,239,20110516 16321196392900
ac_9012c268,Osoch,1,5,20201207 15343197575700
ac_cba235dc,Ÿuma,1,72,20220130 11533938268400
ac_0cf7f7b5,Kai Reuter  Joerg Putzig,2,80,20110516 16321196392900
ac_a08f0ccb,LAST ALLIANCE,1,432,20110516 16321196392900
ac_5ae43d41,J0hn Hiatt,1,3366,20110516 16321196392900
ac_355d7a2e,Steven Hwlpern,1,3433,20110516 16321196392900
ac_1e877919,The Association,1,1560,20110516 16321196392900
ac_fbed2d5b,Michael Enclres,1,260,20160513 16482350033800
ac_7a9bfae9,Big Ministries,1,80,20110516 16321196392900
ac_c11ad670,Mod Cpn,1,48,20110516 16321196392900
ac_253a0d70,Iceland Symphonv Orchestra Bjarte Engeset,2,21,20120805 17504076000900
ac_734cd401,Sir William Walton,1,1816,20110516 16321196392900
ac_5365a021,Marillion,1,15768,20110516 16321196392900
ac_997ed304,Franz Liszt,1,19047,20110516 16321196392900
ac_fdd194ec,The Arrivals,1,162,20110516 16321196392900
ac_fb0e282f,Andreas Fujterer,1,282,20110516 16321196392900
ac_c9b5e5b3,Larry Elgart  His Manhattan Swing Orchestra,1,76,20110516 16321196392900
ac_2599d175,Billy Firy,1,2988,20110516 16321196392900
ac_5bcdf5ed,Cirius,1,44,20150527 13485130888800
ac_d8e2a2d7,Paul Dukas,1,684,20110516 16321196392900
ac_1d47442a,Aube,1,4215,20110516 16321196392900
ac_aa0bcde8,Q Arne,1,6,20110516 16321196392900
ac_01a88e57,De Lyckliga Kompisarna,1,496,20110516 16321196392900
ac_daa3862f,Walton Sir Laurence Olivier Philharmonia Orchestra Sir William Walton,4,2,20201001 07292639967700
ac_066160f1,Γλυκερία,1,1445,20110516 16321196392900
ac_3a812ac7,The Ascetic Junkies,1,64,20110705 2043356858700
ac_813dffb5,Spencer Dickinson,1,58,20110516 16321196392900
ac_f61e23e2,Franz Schubert Christian Gerhaher Gerold Huber,3,8,20140507 19502549080700
ac_a0e5dad3,Robert Leiner,1,81,20110516 16321196392900
ac_2b717264,Dimitri Kitayenko,1,1,20200311 15064465020800
ac_af353f45,Peter Hammill,1,2903,20110516 16321196392900
ac_c81d68cb,Exhumed,1,998,20110516 16321196392900
ac_d1b4aa65,Μάνος Χατζιδάκις,1,3280,20110516 16321196392900
ac_f344140e,mc chris,1,1134,20110516 16321196392900
ac_4b1286e1,Eero ja Jussi  The Boys,2,80,20130912 02100665332200
ac_e8c5a0fc,AnnaGrace,1,190,20110516 16321196392900
ac_e742ba0f,Dave Hewson  Bill Baylis,2,428,20110516 16321196392900
ac_c4e88b98,Mark McGuire,1,902,20110516 16321196392900
ac_d50b7264,Tooth,1,66,20110516 16321196392900
ac_ebfbffc0,Älskade barhvisor,1,34,20110516 16321196392900
ac_0bdce6e5,Weltempfänger,1,40,20130203 2100353046200
ac_438c69d6,The Channels,1,140,20110516 16321196392900
ac_a3c5eb50,Fst,1,10,20110516 16321196392900
ac_0bf113b1,Lightning Seeds,1,297,20110521 14460653409300
ac_85799360,Claire Diterzi,1,337,20110516 16321196392900
ac_26a882d6,Michaei Marra,1,204,20110516 16321196392900
ac_cfcd3aae,Dialogue,1,84,20110516 16321196392900
ac_f6e35dc0,Giovanni Battista Vitali,1,173,20110516 16321196392900
ac_4cc622e1,Los Lobos,1,2997,20110516 16321196392900
ac_adcb487d,Die Allergue,1,104,20110516 16321196392900
ac_b64abb7e,Papa Joe,1,34,20110516 16321196392900
ac_56101f5f,Satellite Inn,1,26,20110516 16321196392900
ac_3c4c17d3,Five Blind Boys Of Alabama,1,34,20191029 16111233238700
ac_72721e88,Dropkick Murphys,1,2125,20110516 16321196392900
ac_bece4f0e,Twerp5,1,178,20110516 16321196392900
ac_b98fa3f6,Yakup E1<in,1,70,20110516 16321196392900
ac_f4659b44,Antonio Pinto,1,691,20110516 16321196392900
ac_d0b99913,Diogenes Quartett,1,93,20190306 10470281653700
ac_154b621e,Fondo Flamenco,1,156,20111026 11365272493600
ac_335c24c6,Max Bruch,1,2444,20110516 16321196392900
ac_9163953e,TV on tne Radio,1,1064,20110516 16321196392900
ac_f1bfa4d6,Ex Cathedra Jeffrey Skidmire,2,137,20170131 09395926644500
ac_94adafe1,Peter Flnger,1,267,20110516 16321196392900
ac_b9eecc92,Yardbeat,1,26,20110516 16321196392900
ac_9ed6094a,Times Square Church,1,84,20110516 16321196392900
ac_ab427f3a,Neeclle,1,36,20110516 16321196392900
ac_13c8dbff,Toxik,1,344,20110516 16321196392900
ac_87f60f70,Bloodstone,1,601,20110516 16321196392900
ac_c18a040f,Richard Strauss,1,18306,20110516 16321196392900
ac_fd5a3392,Poncho Sanchez,1,938,20110516 16321196392900
ac_8791b795,Vince Gahriel,1,480,20110516 16321196392900
ac_64c544f5,Vince Gabri4l,1,480,20110516 16321196392900
ac_b49d0452,Jerry Garcia  Merl Saunders,2,228,20110516 16321196392900
ac_fb6432fa,Michael Wendler,1,2084,20110516 16321196392900
ac_9578cb57,Ludwig van Beerhoven,1,127425,20110516 16321196392900
ac_f9df7eca,Nathsn Siter,1,28,20110516 16321196392900
ac_6b9e2894,Janne5,1,1006,20110516 16321196392900
ac_aefe0ffd,no artist,1,49706,20110516 16321196392900
ac_f0ee32d0,Jaineson,1,56,20110516 16321196392900
ac_5c5a904e,Cause 4 Concerb,1,324,20110516 16321196392900
ac_1d1f0ffc,George Canyon,1,290,20110516 16321196392900
ac_ca82c3b9,Sver,1,62,20110516 16321196392900
ac_061f5ccd,Mod C0n,1,48,20110516 16321196392900
ac_8616ff1d,Riverdogs,1,178,20110516 16321196392900
ac_5b353613,Yovng Mozart,1,228,20110516 16321196392900
ac_960b6a50,Quirk,1,22,20110516 16321196392900
ac_8495f13a,Hall  Oates,1,4852,20110516 16321196392900
ac_0d9c8a55,怒髪天,1,174,20110516 16321196392900
ac_d2ffc1ff,Maria Muldaur,1,1546,20110516 16321196392900
ac_6f178a05,Yale University Alley Cats,1,128,20110516 16321196392900
ac_13d3bf07,San Ul Lim,1,52,20110516 16321196392900
ac_6dc4862c,Katrina Carlson,1,58,20110516 16321196392900
ac_b5f14c47,Monujent to Thieves,1,54,20110516 16321196392900
ac_4ecc6677,Breaking C:rcus,1,54,20110516 16321196392900
ac_2f322db8,Sway  King Tech,1,187,20110516 16321196392900
ac_95415011,John Hammond,1,1466,20110516 16321196392900
ac_cdb609d8,Pit Baumgartner,1,103,20110516 16321196392900
ac_3b4eecf1,Step Softly Ghost,1,21,20110516 16321196392900
ac_73ab0282,Rosamne Cash,1,1390,20110516 16321196392900
ac_63fbd8b0,Κώστας Τουρνάς  Σοφία Αρβανίτη,2,5,20140106 22371692715600
ac_46226083,Empyrea1,1,48,20220208 08330412299600
ac_6e756bef,Dear Reacler,1,199,20110516 16321196392900
ac_a1be8f74,D J MacHale read by William Dufris,2,22464,20210217 10434438324500
ac_5f7405f5,Disturloed,1,2607,20110516 16321196392900
ac_b77be004,Def Leppard,1,8682,20110516 16321196392900
ac_d5cb979d,OLamm,1,118,20110516 16321196392900
ac_8ddd1c24,Steve Cole,1,265,20110516 16321196392900
ac_e1489f44,Inepsy,1,141,20110516 16321196392900
ac_3e3ef0b5,Gioach8no Rossini,1,13308,20110516 16321196392900
ac_ca61569c,Phraze Jesse Loren Josefsson  Denis Dobrenz,3,84,20111119 01055234388800
ac_674e84e3,Orq7estra Mediterrânea,1,31,20120708 01444568943100
ac_7dc52dff,Way Out Wesy,1,1412,20110516 16321196392900
ac_52e7fc61,Darius Brubeck,1,49,20110516 16321196392900
ac_bd9e4bbe,伊藤真澄,1,880,20220908 21010819619700
ac_2d47abef,Tale of Voices,1,84,20220210 1609311111200
ac_6e63268c,Ross Hardy,1,1054,20110516 16321196392900
ac_7ad610a4,Manav,1,477,20110516 16321196392900
ac_ea8f88f5,RPWL,1,1301,20110516 16321196392900
ac_0ae392da,Ras Kass,1,886,20110516 16321196392900
ac_48ea1d5c,Denez Prigent,1,492,20110516 16321196392900
ac_ae375080,Eric Caspar,1,1104,20110516 16321196392900
ac_8c937029,Frank Marauder,1,32,20201003 11180935261300
ac_959e267a,Sertab Erenee  Voice Male,2,2,20120506 12001478121700
ac_48d3feed,David Shire,1,1293,20110516 16321196392900
ac_f5b286fd,Get Us Some More,1,2,20110516 16321196392900
ac_6b45c797,Baltimore,1,73,20171207 15002669438800
ac_f594e6a8,Eroica Trio,1,102,20110516 16321196392900
ac_a146d460,Xenoscapes,1,83,20150119 22310846385500
ac_1dbbe773,Dennos Brown,1,4921,20110516 16321196392900
ac_f10ce0d9,Toomas Anni,1,1105,20110516 16321196392900
ac_e54d2aef,Tweeris,1,119,20120722 00154474526400
ac_03e13e5b,Tereza Tsrouca,1,136,20190304 11551953319200
ac_28c06536,Denn9s Brown,1,4921,20110516 16321196392900
ac_ade31444,Laura Fygi,1,1117,20110516 16321196392900
ac_14bc735f,Alborosie,1,664,20110516 16321196392900
ac_72cbdeb6,Khaled,1,1571,20110604 16001888078700
ac_49f563fc,The Fence Co|lective,1,13,20110516 16321196392900
ac_479daaef,Dan Deacon,1,869,20110516 16321196392900
ac_d74504e2,Urban Dabce Squad,1,921,20110516 16321196392900
ac_16729f10,Clifford Brown,1,2347,20110516 16321196392900
ac_639f3281,Tragicomedia Erin Headley Paul ODette Stephen Stubbs Alexander Weimann,5,2,20180211 12162419022500
ac_46f14b6b,Billie Holiday,1,31020,20110516 16321196392900
ac_aa9625b1,Chuck iNDigo,1,42,20191122 06402761833700
ac_3d3c21c8,Kula Shaker,1,1912,20110516 16321196392900
ac_95d48e72,Martin Denriy,1,2363,20110516 16321196392900
ac_cc7942f7,Tzant,1,100,20110516 16321196392900
ac_b4604d54,Rosario Bléfari,1,196,20110516 16321196392900
ac_e5d45483,Fats Domino,1,13665,20110516 16321196392900
ac_c9dbc833,Cradle of Spoil,1,67,20110516 16321196392900
ac_acd90470,Teenage Fanclub,1,2607,20110516 16321196392900
ac_aa421997,Tim Whltelaw,1,314,20110516 16321196392900
ac_efe38015,Espirito,1,90,20110516 16321196392900
ac_f53e2d56,the pillows,1,2959,20110516 16321196392900
ac_0e071a9f,Toires,1,168,20110516 16321196392900
ac_8b413829,Mike Barnard,1,474,20110516 16321196392900
ac_aa8c2f5f,Schnuckenaclc Reinhardt,1,89,20110516 16321196392900
ac_9c32442f,Schnuckenack Reinharclt,1,89,20110516 16321196392900
ac_db7e5f82,Fryderyk Chopin,1,14074,20111225 18002746718700
ac_103c392c,高田雅史,1,3156,20110516 16321196392900
ac_227e6e48,Garden of Delight,1,1189,20110516 16321196392900
ac_a0ef7852,Joanna Stingray,1,177,20121111 19474222398400
ac_71eda697,TourcleForce,1,377,20110516 16321196392900
ac_6ba5f1fd,Star of Ash,1,206,20110516 16321196392900
ac_a3caf5cf,Drew Tretick,1,60,20110516 16321196392900
ac_a64093c2,Rinôçérôse,1,564,20110516 16321196392900
ac_d0c169e3,Donna Sunmer,1,7985,20110516 16321196392900
ac_ffa7ba81,Blvd  Souleye,2,22,20171217 15120136764100
ac_7e18bb25,On1y Us,1,2,20121214 21513733334200
ac_a7f5d382,Elvis Co5tello,1,5802,20110516 16321196392900
ac_68aaf8f3,Red  The Red Hots,1,81,20110516 16321196392900
ac_627065a7,Fastpoholmen,1,54,20130423 1342494447700
ac_177260e8,Dorival Caymmi,1,806,20110516 16321196392900
ac_a59395c0,谭盾,1,510,20110516 16321196392900
ac_9bd9f9d0,Leon Redloone,1,849,20110516 16321196392900
ac_cab1e65f,Leon Redb0ne,1,849,20110516 16321196392900
ac_bc9c4f6b,The Vaselines,1,417,20110516 16321196392900
ac_13896119,中野腐女子シスターズ,1,58,20110516 16321196392900
ac_59c5347e,이수영,1,499,20110516 16321196392900
ac_bc2a4909,Miam Monster Miam,1,142,20110516 16321196392900
ac_07c2984c,Gyps6men,1,163,20110516 16321196392900
ac_ea25c27f,Gypaymen,1,163,20110516 16321196392900
ac_6ad842be,Uptpwn Funk Empire,1,69,20110516 16321196392900
ac_fa6c185d,Los Crudos,1,520,20110516 16321196392900
ac_a37215c6,Sturmw3hr,1,1145,20110516 16321196392900
ac_3dd0e585,Monument to Thieves,1,54,20110516 16321196392900
ac_8f143793,Irispiral Carpets,1,1342,20110516 16321196392900
ac_f825db71,Merri Ga'll,1,8,20110516 16321196392900
ac_b64d27ab,Merro Gail,1,8,20110516 16321196392900
ac_f8776d3f,Evaldo Braga,1,189,20110516 16321196392900
ac_7f743703,Dillon,1,329,20111206 23111306705200
ac_d3655ab4,Baden Powell,1,2540,20110516 16321196392900
ac_ee1a0eae,Jasori Mraz,1,2301,20110516 16321196392900
ac_b5258ad2,Amos Milburn,1,2186,20110516 16321196392900
ac_b9468663,Ruth Jacott,1,666,20110516 16321196392900
ac_a8115cdb,Smilers,1,500,20110516 16321196392900
ac_ec1f6d77,Georges Bizet,1,14714,20110516 16321196392900
ac_7e046947,Ao Hirt,1,1861,20110516 16321196392900
ac_999c86c9,John Lee Hoolcer,1,21539,20110516 16321196392900
ac_81e2006f,Matt Hill,1,1030,20110516 16321196392900
ac_8dce97c3,Tamar'lsk,1,87,20180501 07293609819400
ac_7c119825,Desaparecidos,1,284,20110516 16321196392900
ac_eec682a6,Nick Javger,1,16,20120412 08572903381400
ac_529b8529,Alien Sex Fiend,1,2367,20110516 16321196392900
ac_df4a404d,Пётр Ильич Чайковский,1,20086,20110516 16321196392900
ac_ad8a73ef,Tsuneo Imahori,1,164,20110626 12023843315700
ac_d1398038,Antonino,1,132,20110516 16321196392900
ac_641b260f,William Byrd Orlando Gibbons John Bull Jan Pieterszoon Sweelinck Colin Tilney,5,2,20200929 22161403703400
ac_8c333438,J:p,1,97,20110516 16321196392900
ac_a2e16936,Sightings,1,189,20110516 16321196392900
ac_f37ce0dd,Merrill Jens0n,1,114,20110516 16321196392900
ac_a5f5280f,Fravke Nahrgang,1,1173,20110516 16321196392900
ac_31f9b8d6,白鳥英美子,1,408,20110516 16321196392900
ac_9602c077,Intricate,1,70,20110516 16321196392900
ac_c3e6bff5,Peter Ustinov,1,233,20110516 16321196392900
ac_ccf55b12,Orrin Evans,1,247,20130310 18384102270800
ac_e9ab841f,Fernando N0ronha  Black Soul,1,150,20110516 16321196392900
ac_8580bf1a,Break the Silence,1,43,20110516 16321196392900
ac_2af6a226,Al Capps,1,1932,20110516 16321196392900
ac_ea9ea21e,Judith Weir,1,111,20110516 16321196392900
ac_fb71b38d,志方あきこ,1,2112,20110516 16321196392900
ac_b386c68d,New Celeste,1,115,20160905 15233955862700
ac_41fe2f5b,Hall  Ostes,1,4852,20110516 16321196392900
ac_5c79656b,Grupo Marina Perla,1,2,20110516 16321196392900
ac_5c1ebfff,中川幸太郎,1,3154,20110516 16321196392900
ac_e44890cd,Malcolm Arnold The Nash Ensemble,2,9,20140617 18102905737300
ac_79b9a1d4,Power Meta|,1,416,20110516 16321196392900
ac_573132f6,Necr0death,1,448,20110516 16321196392900
