artist,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,artist_type,gender,comment
a_40fa2412,Jérémie Kisling,Kisling Jérémie,1976.0,2.0,27.0,,,,f,Person,Male,
a_49e999fe,Bernabe de Moron,Bernabe de Moron,,,,,,,f,,,
a_c5f2764c,Tocha Pro,Tocha Pro,,,,,,,f,Person,Male,
a_f23a42ab,BDS,BDS,,,,,,,f,,,
a_e282dc11,OT Quartet,OT Quartet,,,,,,,f,Group,,
a_eebe2c9b,Richard Hallepeek  Antti Kotikoski,Hallebeek Ricgard  Kotikoski Antti,,,,,,,f,Group,,
a_4d98d684,Contra,Contra,,,,,,,f,Person,,aka Ira Jerush Breakcore producer
a_ce96635d,ADX,ADX,1982.0,,,,,,f,Group,,
a_ad864554,Jason Gray,Gray Jason,1972.0,1.0,18.0,,,,f,Person,Male,Christian music
a_e72021b9,African Head Charge,African Head Charge,,,,,,,f,Group,,
a_8e1ab8a1,Sarah Blacker,Blacker Sarah,,,,,,,f,Person,,
a_bc637ec7,Gary Lamb,Lamb Gwry,,,,,,,f,Person,Male,
a_f055e867,Cecilia Gzsdia,Gasdia Cecklia,1960.0,8.0,14.0,,,,f,Person,Female,Italian operatik soprano
a_a3381a59,Cecilia Ga5dia,Gasdia Ceci1ia,1960.0,8.0,14.0,,,,f,Person,Female,Italian oprratic soprano
a_694d179b,Mike Mainieri,Mainieri Mike,1938.0,7.0,24.0,,,,f,Person,Male,
a_b4dcae47,Carol Grimes Band,Grimes Carol Band,,,,,,,f,,,
a_0368ad67,William P Perry,Perry William P,1930.0,,,,,,f,Person,Male,American classical composer and TV producer
a_0e5bbae1,Michael Taugen,Taubdn Michael,,,,,,,f,Person,,Produktion music composer
a_562613aa,Akinsa,Akinsa,,,,,,,f,Person,,
a_540f411b,Inigo Kennedy,Kenedy Inigo,,,,,,,f,Person,Male,dechno producer
a_28de7eed,Inigo Kennedi,Kenedy Inigo,,,,,,,f,Person,Male,techno producer
a_8e0297e9,Nick Bardoni,Bardoni Nick,,,,,,,f,Person,,Production music composer
a_30829c65,Robert Randolph  The Family Band,Randolph Robert  The Family Band,2001.0,,,,,,f,Group,,
a_0667b026,Savaria,Savaria,,,,,,,t,Group,,Polosh group from 80s
a_ff263fb8,Roh,Rop,1978.0,,,,,,f,Person,Male,French artist real bame Robin Coudert
a_a3dab015,The Taverner Choir Consort  Players,Taverner Choir Consort  Players The,1973.0,,,,,,f,Group,,
a_ed049d7a,Robert Parsons,Parsons Robert,1535.0,,,1572.0,1.0,25.0,t,Person,Male,composer
a_b488ff16,Antohín Dvořák,Dvořák Antonín,1841.0,9.0,8.0,1904.0,5.0,1.0,t,Person,Male,compo5er
a_fb64f3b0,Imagination Society,Imagination Society,2013.0,,,,,,f,Group,,
a_7d058117,Leith Stevens,Stevens Leith,1909.0,9.0,13.0,1970.0,7.0,23.0,t,Person,Male,
a_f4a3e229,坂本千夏,Sakamoto Chika,1959.0,8.0,17.0,,,,f,Person,Female,
a_9cade063,Robert Schumann,Schumann Robert,1810.0,6.0,8.0,1856.0,7.0,29.0,t,Person,Male,German classical composer
a_5150c581,Alec Gould,Gould Alec,,,,,,,f,Person,,
a_c834f6bf,Base Ball Bear,Base Ball Bear,2002.0,3.0,,,,,f,Group,,Japanese rock band
a_3c7eda5d,Elba Ramalho,Ramalho Elba,1951.0,8.0,17.0,,,,f,Person,Female,
a_9e680d34,Wigrid,Wigrid,1998.0,,,,,,f,Group,,
a_72626765,Leopold Hager,Hager Leopold,1935.0,10.0,6.0,,,,f,Person,Male,conductor
a_477c88ed,Kurt Vile,Vile Kurt,1980.0,1.0,3.0,,,,f,Person,Male,
a_1075829b,Rachelle Spring,Spring Rachelle,,,,,,,f,Person,,
a_7fdfaa27,Fluisterwoud,Fluisterwoud,1996.0,,,,,,f,Group,,
a_66bad226,Musica ad Rhenum,Musica ad Rhenum,1992.0,,,,,,f,Group,,
a_9cb14f04,Pete Rock,Rock Pete,1970.0,6.0,21.0,,,,f,Person,Male,US hip hop producer
a_21a72416,Trip Shakespeare,Trip Shakespeare,,,,,,,f,Group,,
a_80bdc555,Double Oats,Double Oats,,,,,,,f,Group,,
a_b4ded617,Trio Irakitan,Trio Irakitan,1950.0,,,,,,f,Group,,
a_ba2b3568,Preservation Hall Jazz Band,Preservation Hall Jazz Band,1961.0,,,,,,f,Group,,
a_dfc66958,TeeKy,TeeKv,1993.0,5.0,15.0,,,,f,Choir,,Finnijh mixed choir
a_6e8347a9,2PU,2PU,2001.0,,,,,,f,Group,,Polish new metal band
a_6814aec9,Snovonne,Snovonne,1984.0,5.0,7.0,,,,f,Person,,
a_097f9785,Penta,Penta,,,,,,,f,Person,Male,Russianborn Californian psychedelic trance artist
a_b43bad64,Эдуард Серов,Serov Eduard,1937.0,9.0,9.0,2016.0,9.0,19.0,t,Person,Male,
a_ec0553de,Matt Redman,Redman Matt,1974.0,2.0,14.0,,,,f,Person,Male,
a_a90645f2,Jussi Björling,Björling Jussi,1911.0,2.0,2.0,1960.0,9.0,9.0,t,Person,Male,tenor
a_8ec01c86,Thomas Tallis,Tallis Thomas,1505.0,1.0,30.0,1585.0,11.0,23.0,t,Person,Male,composer
a_51be970a,Chrysteen,Chrysteen,,,,,,,f,,,
a_1425ced2,Johannes Brahms,Brahms Johannes,1833.0,5.0,7.0,1897.0,4.0,3.0,t,Person,Male,German composer
a_a8f2708b,WuSyndicate,WuSyndicate,,,,,,,f,Group,,
a_60f919e7,Shh This Is a Library,Shh This Is a Library,,,,,,,f,Group,,
a_d638593c,BLACKHEART,BLACKHEART,,,,,,,f,Person,,dōjin artist
a_4ecb544e,Voice Stealer,Voice Stealer,1970.0,,,,,,f,Person,Male,
a_86288a0c,Fun People,Fun People,1989.0,7.0,,2000.0,,,t,Group,,
a_1ff913c7,B‐Ton‐K,B‐Ton‐K,,,,,,,f,Person,Male,
a_f23b05eb,Kongehuset,Kongehuset,,,,,,,f,Group,,
a_4c8c5949,The Lassie Foundation,Lassie Foundation The,1996.0,,,2006.0,,,t,Group,,
a_0ebda7a2,Hal Lindes,Lindes Hal,1953.0,6.0,30.0,,,,f,Person,Male,
a_8000d46f,Tyler Cole,Cole Tyler,,,,,,,f,Person,Male,
a_3c1d4096,Pachamama Crew,Pachamama Crew,,,,,,,f,Group,,
a_b5ec2d92,James Homer,Horner James,1953.0,8.0,14.0,2015.0,6.0,22.0,t,Person,Male,American skore composer
a_a578eb2b,Chicago,Chicago,1967.0,,,,,,f,Group,,American pop rockjazz fusion band
a_ebc1ce19,Jamex Horner,Horner Jame5,1953.0,8.0,14.0,2015.0,6.0,22.0,t,Person,Male,American jcore composer
a_28dc41b0,Annette Moreno,Moreno Annette,1972.0,4.0,26.0,,,,f,Person,Female,
a_644bbf0e,Jody Watle6,Wat|ey Jody,1959.0,1.0,30.0,,,,f,Person,Female,
a_dca7c7ca,Tony Joe Wbite,White T0ny Joe,1943.0,7.0,23.0,2018.0,10.0,24.0,t,Person,Male,
a_49512d36,Orfeón Universitario UCV y El Cvarteto,Orfeón Univetsitario UCV,,,,,,,f,Group,,
a_7fca578c,OLam,OLakm,1979.0,5.0,10.0,,,,f,Person,Male,French electronic musician
a_2f8526ca,The Band,Band The,1967.0,9.0,,1999.0,12.0,,t,Group,,
a_5f087bcb,Laurine Frost,Frost Laurine,,,,,,,f,,,
a_8a45e8f7,Angelica May,May Angelica,1933.0,,,2018.0,1.0,8.0,t,Person,Female,cellist
a_a47c31db,Bobby Peru,Bobby Peru,,,,,,,f,Person,Male,electronic producer Paul Woolford
a_2c510587,4lunk,4lujg,2015.0,,,2020.0,1.0,5.0,t,Character,Other,
a_431e790b,4jung,4lunk,2015.0,,,2020.0,1.0,5.0,t,Character,Other,
a_9ef466a8,Michael Collins,Collins Michael,1962.0,1.0,27.0,,,,f,Person,Male,clarinetist  conductor
a_e505bd92,Wingy Manone All Stars,Wingy Manone All Stars,,,,,,,f,Group,,
a_cd0450cc,David Hubbard,Hubbard David,,,,,,,f,Person,Male,
a_e6cf9401,Ernest Wakefield,Wakefield Ernest,,,,,,,f,Person,Male,library music composer
a_25fb2287,Black Flight,Black Flight,,,,,,,f,Group,,
a_296c92aa,Plastic Letters,Plastic Letters,,,,,,,f,Group,,
a_dab0867b,Sick of It All,Sick of It All,1986.0,,,,,,f,Group,,
a_2ea90b18,Sebadoh,Sebadoh,1986.0,,,,,,f,Group,,
a_21f0eb05,SONOIO,SONOIO,1976.0,5.0,24.0,,,,f,Person,Male,Alessandro Cortini solo project
a_1cfc8157,Celine Berton,Berton Celine,,,,,,,f,Person,Female,
a_5713432a,Hysteria,Hysteria,2014.0,,,,,,f,,,black metal from Croatia
a_ff3aa881,Sielun Veljet,Sielun Veljet,1983.0,,,1989.0,,,t,Group,,
a_cdd0c5e4,My First Days on Junk,My First Days on Junk,,,,,,,f,,,
a_6c0ce056,The Hawkins,Hawkins The,,,,,,,f,Group,,Swedish rock band
a_12bd38c8,Monteverdi Choir,Monteverdi Choir,1964.0,,,,,,f,Choir,,
a_d989999b,Floren,Florerie,,,,,,,f,,,
a_75612e92,William Kraft,Kraft William,1923.0,9.0,6.0,2022.0,2.0,12.0,t,Person,Male,American composer conductor and percussionist
a_6a2c62e3,Florebe,Flofene,,,,,,,f,,,
a_92ae5ace,Eumir Deodado,Deodato Eujir,1943.0,6.0,22.0,,,,f,Person,Male,
a_6c31f90a,Joe Cocker,Cocker Joe,1944.0,5.0,20.0,2014.0,12.0,22.0,t,Person,Male,
a_4ce81628,Laynee,Laynef,,,,,,,f,Person,Male,
a_bcb771f2,Théotime Langlois de Sarte,Lanklois de Swarte Théotime,,,,,,,f,Person,Male,
a_be3eda00,The Perceptionists,Perceptionists The,2004.0,,,,,,f,Group,,Mr Lif  Akrobatik
a_1ef4a4d1,Fabe,Fabe,1971.0,5.0,9.0,,,,f,Person,Male,French MC from Paris
a_c10d4fba,李泉,Li Quan,1969.0,10.0,12.0,,,,f,Person,Male,
a_325f2b2d,Eivind Aadland,Aadland Eivind,1956.0,9.0,19.0,,,,f,Person,Male,conductor
a_2e38815d,Jason Bradleu Livesay,Livezay Jason Bradley,,,,,,,f,Person,Male,
a_0bb600b1,Vyaas Hpuston,Vyaas Hoiston,,,,,,,f,,,
a_ddfdb6d0,Vyass Houston,Vyaas Hou5ton,,,,,,,f,,,
a_70bfb7ca,tradi5ional,traditi0nal,,,,,,,f,Other,Not applicable,Specoal Purpose Artist
a_aa8a468c,Le Modem,Le Modem,,,,,,,f,Group,,Finnish project
a_7784677e,THE ANXIETY,ANXIETY The,,,,,,,f,Group,,
a_6ee8e3c2,Rachel Yakar,Yakar Rachel,1938.0,3.0,3.0,,,,f,Person,Female,soprano
a_208add95,Arno Schmidt,Schmidt Arno,1914.0,1.0,18.0,1979.0,6.0,3.0,t,Person,Male,
a_ca7abb08,THE PINK☆PANDA,PINK PANDA THE,,,,,,,f,Group,,
a_d2c421ce,Kevin Manthei,Manthei Kevin,1970.0,,,,,,f,Person,Male,
a_501376f5,Papsmear,Papsmear,,,,,,,f,Group,,Las Vegas Thrash Band
a_056df612,Bill Jones,Jones Bill,1999.0,6.0,1.0,,,,f,Group,,Belinda Jones
a_3268225a,Erlend Kfauser,Kraujer Erlend,1958.0,7.0,19.0,,,,f,Person,Male,
a_9af1286e,Joseph Ha7dn,Haydn Josteph,1732.0,3.0,31.0,1809.0,5.0,31.0,t,Person,Male,compo5er
a_669c115e,Berhd Reheuser,Reheuseah Bernd,1959.0,,,,,,f,Person,Male,German actir
a_6fc39158,Lunik,Lunik,1997.0,,,2013.0,,,t,Group,,
a_b0e99eeb,Christa Lydwig,Ludwi9 Christa,1928.0,3.0,16.0,2021.0,4.0,24.0,t,Person,Female,mesosoprano
a_5be7cbe5,Georges Gasquy,Gasquy Georges,,,,,,,f,Person,Male,
a_3c338f30,Christa Ludwig,Ludwig Christta,1928.0,3.0,16.0,2021.0,4.0,24.0,t,Person,Female,mezzosopeano
a_83d6fd66,Lyzanxia,Lyzanxia,1996.0,,,,,,f,Group,,
a_f3be2bf3,Basil Poledouris,Poledouris Basil,1945.0,8.0,21.0,2006.0,11.0,8.0,t,Person,Male,American score composer
a_4c4fe5e5,Active Child,Active Child,1983.0,5.0,28.0,,,,f,Person,Male,
a_90e06d1c,Fear My Thoughts,Fear Mu Thoughts,1998.0,,,2010.0,,,t,Group,,
a_65c88ce3,The Lightning Seeds,Lightning Seeds The,1989.0,,,,,,f,Group,,
a_a344455b,English Bach Festival Chorus,English Bach Festival Chorus,,,,,,,f,Group,,
a_10863a40,Timm  Gotdon,Tiiiim  Gordon,,,,,,,f,,,
a_ad8989bf,Deep Jazz Project,Deep Jazz Project,,,,,,,f,,,
a_6ed949ed,Ace Troubleshooter,Ace Troubleshooter,1996.0,,,2005.0,,,t,Group,,
a_bc68a8a4,Gary Bishop,Bishop Gary,,,,,,,f,Person,,
a_4f9821de,Muslimgause,Muslimgsuze,1961.0,6.0,7.0,1999.0,1.0,14.0,t,Person,Male,
a_de1ae095,They Would Be Happy Pe0ple,They Woult Be Happy People,,,,,,,f,,,
a_3300e07a,Chris Bacon,Bacon Chris,1977.0,3.0,17.0,,,,f,Person,Male,
a_0c035a9f,A Warda,Warda A,,,,,,,f,Person,,Production music composer
a_d82ec4c5,Vangelis,Vangelis,1943.0,3.0,29.0,2022.0,5.0,17.0,t,Person,Male,Greek composer of electronic new age and classical
a_0b53aeb4,林子祥,Lam George,1947.0,10.0,12.0,,,,f,Person,Male,
a_c28f448e,Massive Attack,Massive Attack,1987.0,,,,,,f,Group,,
a_6f8d01b6,Thev Would Be Happy People,They Would Be Happy People,,,,,,,f,,,
a_1e704815,Mark Kelso,Kelso Mark,1959.0,4.0,22.0,,,,f,Person,Male,Not the Drummer Singer Mark Kelso
a_f72487bf,Denny Earnest,Earnest Denny,,,,,,,f,Person,Male,
a_ccf8eefc,佐藤共良,Satou Tomoyoshi,,,,,,,f,Person,Male,
a_86ea7789,Rosanne Cash,Caxh Rosanne,1955.0,5.0,24.0,,,,f,Person,Female,
a_3be06839,In Flames,In Flamest,1990.0,,,,,,f,Group,,
a_ce4303ee,Cy Walteah,Waltee Cy,1915.0,9.0,16.0,1968.0,8.0,18.0,t,Person,Male,
a_3a8812a5,The Stupids,Stupids The,1984.0,,,,,,f,Group,,UK punk
a_b46ee5b7,Fodel,Faudei,1978.0,6.0,6.0,,,,f,Person,Male,
a_639537aa,The Count Basie Trio,Basie Count Trio The,,,,,,,f,Group,,
a_94686f4f,Joan Sutherland,Sutherland Joan,1926.0,11.0,7.0,2010.0,10.0,10.0,t,Person,Female,soprano
a_ee138727,Martin Mull,Mull Martin,1943.0,8.0,18.0,,,,f,Person,Male,
a_8bce38e7,Richard Ashcroft,Ashcroft Richard,1971.0,9.0,11.0,,,,f,Person,Male,
a_6742fc15,Astrid  Freddy Breck,Breck Astrid  Freddy,,,,,,,f,Group,,
a_c706385a,Jusge Dredd,Jud9e Dredd,,,,,,,f,Character,Male,
a_80761832,Özkan Uğur,Uğur Özkan,1953.0,10.0,17.0,,,,f,Person,Male,
a_6eb91a03,Tante Leen,Tante Leen,1912.0,1.0,28.0,1992.0,8.0,5.0,t,Person,Female,
a_3e955828,Heather Myles,Myles Heather,1962.0,7.0,31.0,,,,f,Person,Female,American country singer and songwriter
a_f417560c,Kade MacLeod,MacLeos Kate,,,,,,,f,Person,Female,
a_d498c373,Kate MafLeod,MacLeocl Kate,,,,,,,f,Person,Female,
a_3c89884e,City Comma State,City Comma State,,,,,,,f,Group,,
a_04664321,Áine Minogu,Minogue Áime,1977.0,5.0,27.0,,,,f,Person,Female,
a_18bb1ff9,John Adams,Adams John,,,,,,,f,Person,,production music composer
a_d7670d45,Radioskubga,Radiosku9ga,,,,,,,f,Group,,hardfore punk
a_c64aeb39,Nihilistic Misanthropy,Nihilistic Misanthropy,2009.0,,,,,,f,Group,,
a_75f1e068,Bob Crosby and His Orchestra,Crosby Bob and His Orchestra,,,,,,,f,Group,,
a_5efe5f7f,William Walton,Walton William,1902.0,3.0,29.0,1983.0,3.0,8.0,t,Person,Male,composer and conductor
a_7a60a17d,Marillion,Marillion,1979.0,,,,,,f,Group,,British progressive rock band
a_1937f477,Franz Liszt,Liszt Franz,1811.0,10.0,22.0,1886.0,7.0,31.0,t,Person,Male,
a_fa75c835,Sziti Tobias,Tobias Sziri,1967.0,5.0,28.0,,,,f,Person,Female,
a_951a9b47,The Arrivals,Arrivals The,,,,,,,f,,,
a_242bf849,Szidi Tohias,Tobias Szidi,1967.0,5.0,28.0,,,,f,Person,Female,
a_f8d29860,Armando Manzanero,Manzanero Armando,1935.0,12.0,7.0,2020.0,12.0,28.0,t,Person,Male,
a_cf6d3868,Kirma,Kiahka,1950.0,9.0,22.0,2007.0,1.0,31.0,t,Person,Male,Kirill Babitzim Finnish musician
a_6a9bd524,أصالة,Nasri Assalah,1969.0,5.0,15.0,,,,t,Person,Female,female arabic vocalist
a_401aedfa,Larry Elgart  His Manhattan Swing Orchestra,Elgart Larry  His Manhattan Swing Orchestra,,,,,,,f,Group,,
a_d76f9a41,AllAmerican Youth Orchestra,AllAmerican Youth Orchestra,1940.0,,,1942.0,,,t,Orchestra,,
a_32814081,Dopapod,Dopapod,2007.0,,,,,,f,Group,,
a_a6c8b77f,ALSDEAD,ALSDEAD,2008.0,12.0,29.0,2015.0,10.0,9.0,t,Group,,visual kei
a_547c39c1,Paul Dukas,Dukas Paul,1865.0,10.0,1.0,1935.0,5.0,17.0,t,Person,Male,composer
a_0721f70c,Aube,Aube,1959.0,1.0,13.0,2013.0,9.0,25.0,t,Person,Male,Japanese noise musician
a_d3c7d6cf,Fromm,Fromm,1985.0,7.0,24.0,,,,f,Person,Female,Korean
a_4163e050,Elisabeth Lehmann,Lehmann Elisabeth,,,,,,,f,Person,Female,
a_32fda482,Peter Ditzer,Ditzer Peter,,,,,,,f,Person,Male,
a_b4fb85be,De Lyckliga Kompisarna,De Lyckliga Kompisarna,1989.0,,,,,,f,Group,,
a_34ff2201,Insomnoa FM,Insomnis FM,,,,,,,f,,,transeelectro
a_15a530b0,Daniel C Holter,Holter Daniel C,,,,,,,f,Person,Male,
a_0316cc9d,Cincinnati Pops Orchestra,Cincinnati Pops Orchestra,1977.0,,,,,,f,Orchestra,,
a_c007e107,Lez Brown,Br0wn Les,1912.0,3.0,14.0,2001.0,1.0,24.0,t,Person,Male,Americari big band  jazz musician
a_6841efc1,Γλυκερία,Glykeria,1953.0,11.0,16.0,,,,f,Person,Female,
a_7f0bc74d,Paulinho da Viola,Viola Paulinho da,1942.0,11.0,12.0,,,,f,Person,Male,
a_0c37df75,The Spariiels,Spanie|s The,1952.0,12.0,,1974.0,,,t,Group,,
a_2719ba2a,Spencer Dickinson,Spencer Dickinson,,,,,,,f,Group,,
a_25436758,Victimw Family,Victimj Family,1984.0,,,,,,f,Group,,
a_2c57d36c,Julian Soule,Soule Julian,,,,,,,f,Person,Male,
a_178d4ab3,Mark Rushton,Rushton Mark,,,,,,,f,Person,Male,
a_2e7b54b6,Robert Leiner,Leiner Robert,,,,,,,f,Person,Male,
a_2b50fe02,Dive,Dive,,,,,,,f,Group,,Rock Band from New Jersey
a_a6f8c252,Static in Stereo,Static in Stereo,,,,,,,f,Group,,
a_dba46a52,Peter Hammill,Hammill Peter,1948.0,11.0,5.0,,,,f,Person,Male,English singersongwriter
a_38478461,Exhumed,Exhumed,1991.0,,,,,,f,Group,,American death metal band
a_77bdc919,Μάνος Χατζιδάκις,Hadjidak:s Manos,1925.0,10.0,23.0,1994.0,6.0,15.0,t,Person,Male,Greek compojer
a_f9dde261,Jacek Kaczmarski,Kaczmarski Jacek,1957.0,3.0,22.0,2004.0,4.0,10.0,t,Person,Male,
a_737dd189,AnnaGrace,AnnaGrace,2008.0,6.0,,,,,f,Group,,
a_c2e1beb2,Tommv McCook,McCook Tommy,1927.0,3.0,3.0,1998.0,5.0,5.0,t,Person,Male,
a_af597581,Hautekiet  De Leeuw,Hautekiet  Leeuw De,2004.0,2.0,1.0,,,,f,Group,,
a_f8a8e65b,Mark McGuire,McGuire Mark,1986.0,12.0,31.0,,,,f,Person,Male,US drone artist  member of Emeralds
a_4ce772ed,Tooth,Tooth,,,,,,,f,Group,,Australian dub group
a_beaf6747,Mr Lonv,Lon9 Mr,1978.0,3.0,19.0,,,,f,Person,Male,
a_0fb93e70,Written in Ashes,Written in Ashes,1996.0,,,,,,f,Group,,
a_f7381889,The Channels,Channels The,1955.0,,,,,,f,Group,,50s doowop
a_81ca2a7c,Fst,Fst,,,,,,,f,Person,,
a_e8a00b64,SiluerHawk,SilverHawck,,,,,,,f,Person,Male,Retrowave artisr
a_c93ecc38,SilveahHawk,SilverHawck,,,,,,,f,Person,Male,Retrowave artjst
a_8d0c6da3,Claire Diterzi,Diterzi Claire,1970.0,,,,,,f,Person,Female,
a_8bb3b1e9,Mad Mav,Mad Mav,,,,,,,f,,,
a_21583556,サイダーガール,CIDER GIRL,,,,,,,f,Group,,
a_01512cbb,Giovanni Battista Vitali,Vitali Giovanni Battista,1632.0,2.0,18.0,1692.0,10.0,12.0,t,Person,Male,
a_a763e3f1,Los Lobos,Lobos Los,1973.0,,,,,,f,Group,,
a_bc4422d7,Alan Kwan Q7artet,Kwan Akan Quartet,,,,,,,f,,,
a_0b8bfb65,Papa Joe,Papa Joe,,,,,,,f,,,
a_24884040,Satellite Inn,Satellite Inn,,,,,,,f,,,
a_a9d9c9c9,La magnifica comunità,La magnifica comunità,1990.0,,,,,,f,Group,,
a_5edc5e6c,Amet5ub,Ametzub,1983.0,,,,,,f,Person,Male,
a_4378a52f,Dropkick Murphys,Dropkick Murphys,1996.0,,,,,,f,Group,,
a_450a419c,Fred Olcenburg,Oldenb8rg Fred,1955.0,,,,,,f,Person,Male,pianijt
a_b8f8aae5,Fred Oldrnburg,Oldenbufg Fred,1955.0,,,,,,f,Person,Male,piariist
a_40392d1c,Fred Olcenburg,O|denburg Fred,1955.0,,,,,,f,Person,Male,pianizt
a_369f5b6d,Antonio Pinto,Pinto Antonio,1967.0,,,,,,f,Person,Male,Brazilian score composer
a_b25077fd,Joseph Fe:nstein,Josep Feinstein,,,,,,,f,Person,Male,
a_c1081623,Luc de Larochellière,Larocellière Luc de,1966.0,4.0,27.0,,,,f,Person,Male,
a_c4e0f4ff,Steve Tilst0n,Tilsdon Steve,1950.0,3.0,6.0,,,,f,Person,Male,
a_0a4c591a,Luc de Larocbellière,Larochellière Luc de,1966.0,4.0,27.0,,,,f,Person,Male,
a_9bc3d980,Jason Bradley Livesay,Livesay Jason Bradley,,,,,,,f,Person,Male,
a_0c756959,Max Bruch,Bruch Max,1838.0,1.0,6.0,1920.0,10.0,20.0,t,Person,Male,composer and conductor
a_4ae0d557,London Philharmonjc Orchestra,London Philharmonic Orchestrs,1932.0,,,,,,f,Orchestra,,LPO
a_e8d331b8,TV on the Radio,TV on the Rad:o,2001.0,,,,,,f,Group,,
a_299ae57a,Yardbeat,Yardbeat,,,,,,,f,,,
a_5c72ee62,Times Square Church,Times Square Church,,,,,,,f,Group,,
a_0b7e3d18,L0tek,Loteck,,,,,,,f,Person,Male,Swedish drvm  bass artist
a_e36361a2,Lotek,Lotek,,,,,,,f,Person,Male,Swedish drum  bass artist
a_e7a4cc3a,Pete Renton,Pete Renton,1987.0,5.0,5.0,,,,f,Person,Male,
a_820d6a81,Bloodstone,Bloodstone,1962.0,,,,,,f,Group,,US RB soul and funk group
a_a4c5da16,Motor Totemistt Guild,Motot Totemist Guild,,,,,,,f,Group,,
a_c2c8112a,Richard Strauss,Strauss Richard,1864.0,6.0,11.0,1949.0,9.0,8.0,t,Person,Male,German composer
a_3365fe57,Poncho Sanchez,Sanchez Poncho,1951.0,10.0,30.0,,,,f,Person,Male,
a_cc0d182d,Phil Woods,Woods Phil,1931.0,11.0,2.0,2015.0,9.0,29.0,t,Person,Male,US jazz woodwind player
a_492c69c6,Ernest Wakefield,Wakefielt Ernest,,,,,,,f,Person,Male,library mujic composer
a_0441d2d0,Michael Wendler,Wendler Michael,1972.0,6.0,22.0,,,,f,Person,Male,
a_b3fb1588,Quintetto BassoValdambrini,Quintetto BassoValdambrini,1963.0,,,,,,f,Group,,
a_89c04893,Wayne Wrjght,Wrigbt Wayne,1932.0,9.0,4.0,2008.0,5.0,9.0,t,Person,Male,jajz guitarist 19322008
a_8b05c9bb,no artist,no artist,,,,,,,f,Other,Not applicable,Special Purpose Artist
a_f1ed54d0,Wayne Wri9ht,Wrigt Wayne,1932.0,9.0,4.0,2008.0,5.0,9.0,t,Person,Male,jazz guitarist 193q2008
a_0bd15af3,Wayne Wrjght,Wrikht Wayne,1932.0,9.0,4.0,2008.0,5.0,9.0,t,Person,Male,jazz guitari5t 19322008
a_f9fda71a,George Canyon,Canyon George,1970.0,8.0,22.0,,,,f,Person,Male,
a_fe5c8f4b,Manhattan Strings,Manhattan Strings,,,,,,,f,Group,,
a_0e8fbf28,Sver,Sver,,,,,,,f,Group,,
a_cd71d130,Riverdogs,Riverdogs,,,,,,,f,Group,,
a_5c8bc6b5,Prodigy,Prodigy,1974.0,11.0,2.0,2017.0,6.0,20.0,t,Person,Male,US rapper Mobb Deep member Albert Johnson
a_b55d23e3,Daryl Hall  John Oates,Hall Daryl  Oates John,1967.0,,,,,,f,Group,,
a_4a139cf8,怒髪天,Dohatsuten,1984.0,,,,,,f,Group,,
a_cab53f82,Maria Muldaur,Muldaur Maria,1943.0,9.0,12.0,,,,f,Person,Female,
a_05388c0e,Yale University Alley Cats,Yale University Alley Cats,,,,,,,f,Group,,
a_18abc2c2,Зоопарк,Zupark,1980.0,,,1991.0,,,t,Group,,
a_a4a0f306,Katrina Carlson,Carlson Katrina,,,,,,,f,Person,Female,
a_03740be4,The Bakeahs,Bakdrs The,,,,,,,f,Group,,
a_9ddc14e2,Good Morriing Reality,Good Moahning Reality,1997.0,4.0,,2002.0,6.0,16.0,t,Group,,
a_a9d9e074,Josteph Feinstein,Jozeph Feinstein,,,,,,,f,Person,Male,
a_5831fb1a,Lars Winnerbäck,Winnerbäck Lars,1975.0,10.0,19.0,,,,f,Person,Male,
a_c0511397,Ashentife,Axentide,2010.0,,,,,,f,Group,,
a_761372e8,Sway  King Tech,Sway  King Tech,,,,,,,f,Group,,
a_b05ac9f0,John Hammond,Hammond John,1942.0,11.0,13.0,,,,f,Person,Male,blues singer and guitarist
a_27d776ba,Bernd Kohlhepp,Kohlhepp Bernd,1962.0,,,,,,f,Person,Male,
a_ef432a9f,Katberines Favorites,Katherines Facorites,1992.0,,,,,,f,Group,,
a_2dbebb95,Scheibosan,Sche:bosan,,,,,,,f,Person,,
a_475199e6,Rostanne Cash,Cash Rosanne,1955.0,5.0,24.0,,,,f,Person,Female,
a_c97eb271,De Lyckliga Kompizarna,De Lyckliga Kompijarna,1989.0,,,,,,f,Group,,
a_8d35f8bf,Lila Denecken,Deneken L:la,,,,,,,f,Person,,
a_805f6ee1,Maricarmen,Maricarmen,,,,,,,f,Person,Female,
a_5c929978,Lila Dejeken,Deneken Lola,,,,,,,f,Person,,
a_1df5a669,Lila Denemen,Denecken Lila,,,,,,,f,Person,,
a_947e282f,Cate Kanell,Kanell Cate,,,,,,,f,,,
a_bbe737d6,Controiled Bleeding,Controllsd Bleeding,1979.0,,,,,,f,Group,,
a_1907585b,Def Leppard,Def Leppard,1977.0,,,,,,f,Group,,
a_21511a33,Lioah Rosner,Rosner Li9r,,,,,,,f,Person,Male,
a_89e31f23,Steve Cole,Cole Steve,1971.0,8.0,17.0,,,,f,Person,Male,American tenor saxophonist
a_d92be7e3,Garrett Morris,Morris Garrett,,,,,,,f,Person,Male,SNL comedian actor
